Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
2,1:02,3,12,MIA 13,0,3,Ricky Williams left guard for 4 yards (tackle by Rodney Harrison and Roman Phifer),-1.640,-2.320
2,1:02,,,,0,3,Timeout #3 by New England Patriots,0.000,-2.320
2,0:56,4,8,MIA 17,0,3,"Matt Turk punts 35 yards, returned by Tyrone Poole for 5 yards (tackle by James McKnight)",-2.320,-2.460
2,0:48,1,10,MIA 47,0,3,Tom Brady pass incomplete intended for Deion Branch (defended by Terrell Buckley),2.460,1.910
2,0:42,2,10,MIA 47,0,3,Tom Brady sacked by Adewale Ogunleye for -2 yards,1.910,0.960
2,0:16,3,12,MIA 49,0,3,Tom Brady pass complete to Deion Branch for 13 yards (tackle by Arturo Freeman),0.960,3.180
2,0:04,1,10,MIA 36,0,3,Tom Brady spiked the ball,3.180,2.640
2,0:03,2,10,MIA 36,0,3,Adam Vinatieri 54 yard field goal no good,2.640,1.800
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,0,3,"Adam Vinatieri kicks off 49 yards, returned by Travis Minor for 11 yards (tackle by Je'Rod Cherry)",0.000,1.070
3,14:57,1,10,MIA 32,0,3,Ricky Williams right guard for 2 yards (tackle by Ted Washington and Willie McGinest),1.070,0.800
3,14:19,2,8,MIA 34,0,3,Jay Fiedler pass complete to Chris Chambers for 17 yards (tackle by Ty Law),0.800,2.320
3,13:35,1,10,NWE 49,0,3,Jay Fiedler pass complete to James McKnight for 4 yards (tackle by Tedy Bruschi),2.320,2.320
3,12:55,2,6,NWE 45,0,3,Ricky Williams up the middle for 2 yards (tackle by Ted Washington and Tedy Bruschi),2.320,1.880
3,12:14,3,4,NWE 43,0,3,Jay Fiedler pass incomplete intended for Chris Chambers,1.880,0.400
3,12:09,4,4,NWE 43,0,3,"Matt Turk punts 43 yards, touchback",0.400,-0.280
3,12:00,1,10,NWE 20,0,3,Antowain Smith up the middle for no gain (tackle by Jeff Zgonina and Junior Seau),0.280,-0.270
3,11:32,2,10,NWE 20,0,3,Antowain Smith up the middle for 9 yards (tackle by Brock Marion and Sammy Knight),-0.270,0.230
3,10:56,3,1,NWE 29,0,3,Antowain Smith right guard for -2 yards (tackle by Sammy Knight and Adewale Ogunleye),0.230,-1.570
3,10:13,4,3,NWE 27,0,3,"Brooks Barnard punts 49 yards, returned by Charlie Rogers for 11 yards (tackle by Tedy Bruschi)",-1.570,-1.270
3,10:01,1,10,MIA 35,0,3,Jay Fiedler pass complete to Rob Konrad for 7 yards (tackle by Roman Phifer),1.270,1.670
3,9:31,2,3,MIA 42,0,3,Ricky Williams up the middle for 2 yards (tackle by Bobby Hamilton and Ted Washington),1.670,1.220
3,9:31,3,1,MIA 44,0,3,"Penalty on Todd Wade: False Start, 5 yards (no play)",1.220,0.560
3,8:48,3,6,MIA 39,0,3,Jay Fiedler pass incomplete intended for James McKnight,0.560,-0.780
3,8:43,4,6,MIA 39,0,3,"Matt Turk punts 53 yards. Penalty on Derrius Thompson: Illegal Touch Kick, 5 yards (no play)",-0.780,-1.110
3,8:29,4,11,MIA 34,0,3,"Matt Turk punts 44 yards, returned by Kevin Faulk for 12 yards (tackle by Morlon Greenwood)",-1.110,-1.200
3,8:21,1,10,NWE 34,0,3,Tom Brady sacked by Morlon Greenwood and Jason Taylor for -9 yards,1.200,-0.560
3,7:48,2,19,NWE 25,0,3,Tom Brady pass complete to Dedric Ward for 14 yards,-0.560,0.630
3,7:19,3,5,NWE 39,0,3,Tom Brady pass incomplete intended for David Givens,0.630,-0.780
3,7:15,4,5,NWE 39,0,3,"Brooks Barnard punts 26 yards, returned by Terrell Buckley for 2 yards (tackle by Matt Chatham)",-0.780,-1.400
3,7:07,1,10,MIA 37,0,3,Jay Fiedler pass complete to Derrius Thompson for 9 yards (tackle by Mike Vrabel),1.400,2.070
3,6:46,2,1,MIA 46,0,3,Ricky Williams up the middle for 2 yards (tackle by Mike Vrabel and Ted Johnson),2.070,2.130
3,6:07,1,10,MIA 48,0,3,Jay Fiedler pass complete to Rob Konrad for 2 yards (tackle by Ty Law),2.130,1.850
3,5:23,2,8,NWE 50,0,3,Jay Fiedler pass incomplete intended for Randy McMichael,1.850,1.160
3,5:19,3,8,NWE 50,0,3,Jay Fiedler pass complete to Oronde Gadsden for 23 yards (tackle by Rodney Harrison),1.160,3.780
3,4:35,1,10,NWE 27,0,3,Jay Fiedler pass incomplete intended for Chris Chambers,3.780,3.230
3,4:30,2,10,NWE 27,0,3,Ricky Williams left end for 3 yards (tackle by Eugene Wilson),3.230,2.940
3,3:58,3,7,NWE 24,0,3,Jay Fiedler pass complete to Chris Chambers for 7 yards (tackle by Rodney Harrison),2.940,4.440
3,3:14,1,10,NWE 17,0,3,Jay Fiedler pass complete to Chris Chambers for 5 yards (tackle by Ty Law),4.440,4.690
3,2:31,2,5,NWE 12,0,3,Ricky Williams right guard for 2 yards (tackle by Ted Washington and Rodney Harrison),4.690,4.340
3,1:49,3,3,NWE 10,0,3,"Jay Fiedler sacked by Rodney Harrison for -10 yards. Jay Fiedler fumbles (forced by Rodney Harrison), recovered by Mike Vrabel at NWE-30",4.340,-0.940
3,1:40,1,10,NWE 30,0,3,Antowain Smith up the middle for -4 yards (tackle by Adewale Ogunleye),0.940,-0.150
3,1:10,2,14,NWE 26,0,3,Tom Brady pass incomplete intended for Christian Fauria,-0.150,-0.820
3,1:02,3,14,NWE 26,0,3,Kevin Faulk up the middle for 4 yards (tackle by Arturo Freeman and Jason Taylor),-0.820,-1.370
3,0:23,4,10,NWE 30,0,3,"Brooks Barnard punts 38 yards, returned by Charlie Rogers for 11 yards (tackle by Patrick Pass)",-1.370,-1.800
3,0:13,1,10,MIA 43,0,3,Jay Fiedler pass complete to Derrius Thompson for 22 yards (tackle by Eugene Wilson),1.800,3.250
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 35,0,3,Jay Fiedler pass incomplete intended for Chris Chambers (defended by Ty Law),3.250,2.700
4,14:56,2,10,NWE 35,0,3,"Jay Fiedler sacked by Mike Vrabel for -10 yards. Jay Fiedler fumbles (forced by Mike Vrabel), recovered by Todd Wade at NWE-45",2.700,0.700
4,14:13,3,20,NWE 45,0,3,Jay Fiedler sacked by Richard Seymour for -13 yards. Penalty on MIA: Offensive Holding (Declined),0.700,-0.590
4,14:04,4,33,MIA 42,0,3,"Matt Turk punts 28 yards, muffed catch by Tyrone Poole, recovered by Kevin Faulk and returned for no gain",-0.590,-0.940
4,13:58,1,10,NWE 30,0,3,"Tom Brady pass complete to Kevin Faulk for 15 yards (tackle by Brock Marion). Kevin Faulk fumbles (forced by Brock Marion), recovered by Jay Williams at NWE-45 (tackle by Christian Fauria)",0.940,-2.590
4,13:50,1,10,NWE 45,0,3,Ricky Williams up the middle for 4 yards (tackle by Tedy Bruschi),2.590,2.580
4,13:16,2,6,NWE 41,0,3,Ricky Williams right guard for 3 yards (tackle by Ted Washington and Mike Vrabel),2.580,2.280
4,12:32,3,3,NWE 38,0,3,Jay Fiedler pass incomplete intended for Chris Chambers,2.280,0.720
4,12:28,4,3,NWE 38,0,3,"Matt Turk punts 23 yards, fair catch by Dedric Ward",0.720,0.220
4,12:22,1,10,NWE 15,0,3,Tom Brady pass complete to Deion Branch for 25 yards (tackle by Brock Marion),-0.220,1.600
4,11:37,1,10,NWE 40,0,3,Antowain Smith left guard for 3 yards (tackle by Jason Taylor),1.600,1.460
4,11:09,2,7,NWE 43,0,3,Tom Brady pass incomplete intended for David Givens,1.460,0.760
4,11:04,3,7,NWE 43,0,3,Tom Brady pass complete to Deion Branch for 18 yards (tackle by Brock Marion),0.760,2.980
4,10:22,1,10,MIA 39,0,3,Antowain Smith left tackle for 1 yard (tackle by Zach Thomas),2.980,2.580
4,9:40,2,9,MIA 38,0,3,Tom Brady pass incomplete intended for Christian Fauria,2.580,1.880
4,9:36,3,9,MIA 38,0,3,Tom Brady sacked by Jason Taylor and Adewale Ogunleye for -2 yards,1.880,0.590
4,9:06,4,11,MIA 40,0,3,Brooks Barnard punts 36 yards,0.590,0.380
4,8:59,1,10,MIA 4,0,9,"Jay Fiedler pass incomplete intended for Chris Chambers is intercepted by Tedy Bruschi at MIA-5 and returned for 5 yards, touchdown",-0.380,-7.000
4,,,,MIA 2,0,10,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,NWE 35,0,10,"Adam Vinatieri kicks off 60 yards, returned by Travis Minor for 22 yards (tackle by Antwan Harris)",0.000,0.740
4,8:49,1,10,MIA 27,0,10,Ricky Williams left guard for 7 yards (tackle by Tedy Bruschi),0.740,1.140
4,8:20,2,3,MIA 34,0,10,Ricky Williams left guard for 2 yards (tackle by Ty Warren),1.140,0.700
4,7:43,3,1,MIA 36,0,10,Ricky Williams up the middle for no gain (tackle by Tyrone Poole and Richard Seymour),0.700,-0.980
4,6:59,4,1,MIA 36,0,10,"Matt Turk punts 37 yards, fair catch by Dedric Ward",-0.980,-0.740
4,6:53,1,10,NWE 27,0,10,Antowain Smith left tackle for no gain (tackle by Jason Taylor and Adewale Ogunleye),0.740,0.200
4,6:17,2,10,NWE 27,0,10,Antowain Smith right guard for 1 yard (tackle by Adewale Ogunleye and Zach Thomas),0.200,-0.360
4,5:40,3,9,NWE 28,0,10,Tom Brady pass complete to Daniel Graham for -5 yards (tackle by Junior Seau),-0.360,-1.830
4,5:31,,,,0,10,Timeout #1 by Miami Dolphins,0.000,-1.830
4,5:30,4,14,NWE 23,0,10,"Brooks Barnard punts 42 yards. Penalty on Lonie Paxton: Offensive Holding, 10 yards (no play)",-1.830,-2.490
4,5:20,4,24,NWE 13,0,10,"Brooks Barnard punts 34 yards, returned by Charlie Rogers for 2 yards (tackle by Je'Rod Cherry)",-2.490,-2.590
4,5:10,1,10,NWE 45,0,10,Jay Fiedler pass incomplete intended for Chris Chambers,2.590,2.040
4,5:04,2,10,NWE 45,0,10,Jay Fiedler pass incomplete intended for Derrius Thompson (defended by Tyrone Poole),2.040,1.360
4,4:59,3,10,NWE 45,0,10,Jay Fiedler pass incomplete intended for Chris Chambers is intercepted by Ty Law at NWE-32,1.360,-1.070
4,4:53,1,10,NWE 32,0,10,Antowain Smith left tackle for 2 yards (tackle by Sammy Knight),1.070,0.800
4,4:53,,,,0,10,Timeout #2 by Miami Dolphins,0.000,0.800
4,4:46,2,8,NWE 34,0,10,Tom Brady pass complete to David Givens for 9 yards (tackle by Morlon Greenwood),0.800,1.800
4,4:03,1,10,NWE 43,0,10,Antowain Smith left end for 20 yards (tackle by Brock Marion),1.800,3.120
4,3:15,1,10,MIA 37,0,10,Antowain Smith left tackle for -1 yards (tackle by Zach Thomas and Junior Seau),3.120,2.440
4,3:15,,,,0,10,Timeout #3 by Miami Dolphins,0.000,2.440
4,3:03,2,11,MIA 38,0,10,Antowain Smith right tackle for 4 yards (tackle by Sammy Knight and Zach Thomas),2.440,2.280
4,2:22,3,7,MIA 34,0,10,Antowain Smith left tackle for -3 yards (tackle by Zach Thomas and Tommy Hendricks),2.280,0.790
4,2:00,4,10,MIA 37,0,10,Tom Brady punts 36 yards,0.790,0.380
4,1:51,1,10,MIA 1,0,10,Ricky Williams up the middle for 2 yards (tackle by Richard Seymour and Jarvis Green),-0.380,-0.630
4,1:25,2,8,MIA 3,0,10,Jay Fiedler pass incomplete intended for Randy McMichael,-0.630,-1.190
4,1:22,3,8,MIA 3,0,10,Jay Fiedler pass incomplete intended for Ricky Williams,-1.190,-2.490
4,1:18,4,8,MIA 3,0,12,"Jay Fiedler sacked by Jarvis Green and Mike Vrabel for -3 yards, safety",-2.490,-2.000
4,,,,MIA 20,0,12,"Matt Turk kicks off 47 yards, fair catch by Bethel Johnson",0.000,1.140
4,1:12,1,10,NWE 33,0,12,Tom Brady kneels for -1 yards,1.140,0.460
4,0:33,2,11,NWE 32,0,12,Tom Brady kneels for -1 yards,0.460,-0.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
