Quarter,Time,Tm,Detail,MIA,NWE
1.0,1:46,Patriots,Adam Vinatieri 29 yard field goal,0,3
4.0,8:55,Patriots,Tedy Bruschi 5 yard interception return (Adam Vinatieri kick),0,10
,1:13,Patriots,"Safety,",0,12
