Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Chris Harris Jr.,DEN,1,10,6,60.0%,53,8.8,5.3,0,34.6,7.2,29,24,0,0,0,0.0,0,6,1,14.3%
Bradley Roby,DEN,1,9,4,44.4%,17,4.3,1.9,0,12.0,12.1,17,0,1,0,0,0.0,0,2,0,0.0%
Justin Simmons,DEN,0,3,3,100.0%,24,8.0,8.0,0,100.0,3.7,11,13,0,0,0,0.0,0,7,2,22.2%
Will Parks,DEN,0,3,2,66.7%,24,12.0,8.0,0,91.0,13.0,17,7,1,0,0,0.0,0,4,0,0.0%
Brandon Marshall,DEN,0,4,2,50.0%,10,5.0,2.5,0,56.2,0.3,3,7,1,0,0,0.0,0,4,0,0.0%
Isaac Yiadom,DEN,0,1,1,100.0%,27,27.0,27.0,0,118.7,21.0,21,6,0,0,0,0.0,0,1,0,0.0%
Shamarko Thomas,DEN,0,1,1,100.0%,4,4.0,4.0,1,122.9,4.0,4,0,0,0,0,0.0,0,3,0,0.0%
Tramaine Brock,DEN,0,3,1,33.3%,21,21.0,7.0,0,59.0,12.0,21,0,0,0,0,0.0,0,0,0,
Todd Davis,DEN,1,1,1,100.0%,7,7.0,7.0,0,56.2,7.0,7,0,4,0,0,0.0,0,10,1,9.1%
Von Miller,DEN,0,0,0,,,,,,,,,,11,0,3,2.0,5,4,0,0.0%
Bradley Chubb,DEN,0,0,0,,,,,,,,,,0,1,0,2.0,3,3,1,25.0%
Shelby Harris,DEN,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%
Derek Wolfe,DEN,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%
Zach Kerr,DEN,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
Adam Gotsis,DEN,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%
Shaquil Barrett,DEN,0,0,0,,,,,,,,,,6,0,0,1.0,1,1,1,50.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Bene Benwikere,ARI,0,5,4,80.0%,43,10.8,8.6,1,142.1,14.8,40,3,1,0,0,0.0,0,5,1,16.7%
Josh Bynes,ARI,0,3,3,100.0%,15,5.0,5.0,0,87.5,0.0,0,15,2,0,0,0.0,0,6,0,0.0%
Budda Baker,ARI,0,2,2,100.0%,25,12.5,12.5,0,118.7,3.0,6,19,4,1,0,0.0,1,8,1,11.1%
Patrick Peterson,ARI,1,4,2,50.0%,67,33.5,16.8,1,95.8,21.3,51,16,1,0,0,0.0,0,6,1,14.3%
Antoine Bethea,ARI,0,2,2,100.0%,8,4.0,4.0,0,83.3,5.0,1,7,0,0,0,0.0,0,8,0,0.0%
Rudy Ford,ARI,0,1,1,100.0%,13,13.0,13.0,0,118.7,4.0,4,9,0,0,0,0.0,0,3,2,40.0%
Chandler Jones,ARI,0,0,0,,,,,,,,,,0,1,0,1.0,2,3,2,40.0%
Markus Golden,ARI,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%
Haason Reddick,ARI,0,0,0,,,,,,,,,,7,1,1,0.0,2,4,1,20.0%
Rodney Gunter,ARI,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Zach Moore,ARI,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
