Quarter,Time,Down,ToGo,Location,DEN,ARI,Detail,EPB,EPA
1,3:30,4,1,DEN 34,14,3,"Colby Wadman punts 39 yards, fair catch by Christian Kirk at ARI-27. Penalty on Casey Kreiter: Offensive Holding, 10 yards",-1.110,-1.400
1,3:23,1,10,ARI 37,14,3,David Johnson right tackle for -1 yards (tackle by Todd Davis),1.400,0.720
1,2:54,2,11,ARI 36,14,3,Josh Rosen pass complete short left to Larry Fitzgerald for 10 yards (tackle by Justin Simmons),0.720,1.360
1,2:13,3,1,ARI 46,20,3,"Josh Rosen pass short right intended for JJ Nelson is intercepted by Chris Harris at DEN-47 and returned for 53 yards, touchdown",1.360,-7.000
1,2:02,,,DEN 35,21,3,"Brandon McManus kicks off 66 yards, returned by Brandon Williams for no gain (tackle by Andy Janovich and DaeSean Hamilton)",0.000,0.340
1,1:56,1,10,ARI 21,21,3,David Johnson up the middle for 3 yards (tackle by Von Miller and Adam Gotsis),0.340,0.210
1,1:12,,,,,,Timeout #2 by Arizona Cardinals,,
1,1:12,2,7,ARI 24,21,3,Josh Rosen sacked by Zach Kerr for -7 yards,0.210,-1.590
1,0:34,3,14,ARI 17,21,3,David Johnson up the middle for 6 yards (tackle by Derek Wolfe and Justin Simmons),-1.590,-1.830
Quarter,Time,Down,ToGo,Location,DEN,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,8,ARI 23,21,3,"Andy Lee punts 56 yards, returned by Phillip Lindsay for 15 yards (tackle by Dennis Gardeck)",-1.830,-1.330
2,14:51,1,10,DEN 36,27,3,"Case Keenum pass complete deep right to Emmanuel Sanders for 64 yards, touchdown",1.330,7.000
2,14:40,,,ARI 15,28,3,Brandon McManus kicks extra point good,0.000,0.000
2,14:40,,,DEN 35,28,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,14:40,1,10,ARI 25,28,3,Josh Rosen pass complete short left to Chad Williams for 6 yards (tackle by Justin Simmons),0.610,0.870
2,14:13,2,4,ARI 31,28,3,Chase Edmonds up the middle for 6 yards (tackle by Todd Davis),0.870,1.400
2,13:48,1,10,ARI 37,28,3,Josh Rosen pass complete short right to Christian Kirk for 9 yards (tackle by Will Parks),1.400,2.070
2,13:20,2,1,ARI 46,28,3,Chase Edmonds right tackle for -2 yards (tackle by Shelby Harris),2.070,1.090
2,12:51,3,3,ARI 44,28,3,Josh Rosen pass incomplete short right intended for Christian Kirk (defended by Tramaine Brock),1.090,-0.460
2,12:47,4,3,ARI 44,28,3,"Andy Lee punts 50 yards, fair catch by DaeSean Hamilton at DEN-6. Penalty on Brandon Williams: Fair Catch Interference, 15 yards",-0.460,-0.340
2,12:35,1,10,DEN 21,28,3,Phillip Lindsay right end for 2 yards (tackle by Olsen Pierre),0.340,0.070
2,11:56,2,8,DEN 23,28,3,Case Keenum pass incomplete short left intended for Courtland Sutton,0.070,-0.630
2,11:52,3,8,DEN 23,28,3,Case Keenum pass incomplete short right,-0.630,-1.830
2,11:42,4,8,DEN 23,28,3,"Colby Wadman punts 39 yards, fair catch by Christian Kirk at ARI-38",-1.830,-1.470
2,11:36,1,10,ARI 38,28,3,Josh Rosen pass incomplete deep middle intended for JJ Nelson,1.470,0.920
2,11:30,2,10,ARI 38,28,3,"Penalty on ARI: Delay of Game, 5 yards (no play)",0.920,0.250
2,11:30,2,15,ARI 33,28,3,Josh Rosen pass incomplete short left intended for Christian Kirk (defended by Bradley Roby),0.250,-0.430
2,11:26,3,15,ARI 33,28,3,Josh Rosen sacked by Shaquil Barrett for -10 yards,-0.430,-1.830
2,10:51,4,25,ARI 23,28,3,Andy Lee punts 45 yards downed by Zeke Turner,-1.830,-1.070
2,10:42,1,10,DEN 32,28,3,Case Keenum pass incomplete short right intended for Demaryius Thomas,1.070,0.530
2,10:34,2,10,DEN 32,28,3,Phillip Lindsay up the middle for 11 yards (tackle by Budda Baker),0.530,1.800
2,9:49,1,10,DEN 43,28,3,Phillip Lindsay up the middle for 3 yards (tackle by Antoine Bethea and Josh Bynes),1.800,1.660
2,9:03,2,7,DEN 46,28,3,Royce Freeman up the middle for 2 yards (tackle by Haason Reddick and Antoine Bethea),1.660,1.220
2,8:25,3,5,DEN 48,28,3,Case Keenum pass incomplete short right,1.220,-0.190
2,8:21,4,5,DEN 48,28,3,"Colby Wadman punts 41 yards, fair catch by Christian Kirk at ARI-11",-0.190,0.370
2,8:13,1,10,ARI 11,28,3,Josh Rosen pass complete short middle to Ricky Seals-Jones for 5 yards (tackle by Brandon Marshall),-0.370,-0.300
2,7:47,2,5,ARI 16,28,3,Josh Rosen pass incomplete short middle intended for Larry Fitzgerald (defended by Shelby Harris),-0.300,-0.840
2,7:42,3,5,ARI 16,28,3,David Johnson up the middle for 3 yards (tackle by Derek Wolfe and Von Miller),-0.840,-2.140
2,7:08,4,2,ARI 19,28,3,Andy Lee punts 51 yards out of bounds,-2.140,-0.940
2,7:00,1,10,DEN 30,28,3,Case Keenum pass incomplete deep left intended for Courtland Sutton (defended by Bene Benwikere),0.940,0.390
2,6:54,2,10,DEN 30,28,3,Case Keenum pass complete short right to Demaryius Thomas for 11 yards,0.390,1.660
2,6:17,1,10,DEN 41,28,3,Royce Freeman right end for 4 yards (tackle by Bene Benwikere),1.660,1.660
2,5:37,2,6,DEN 45,28,3,Case Keenum pass complete short middle to Matt LaCosse for 12 yards (tackle by Josh Bynes and Rudy Ford),1.660,2.720
2,4:57,1,10,ARI 43,28,3,Phillip Lindsay up the middle for 5 yards (tackle by Antoine Bethea and Robert Nkemdiche),2.720,2.850
2,4:18,2,5,ARI 38,28,3,Case Keenum pass complete short middle to Devontae Booker for -1 yards (tackle by Benson Mayowa and Budda Baker),2.850,2.010
2,3:40,3,6,ARI 39,28,3,Case Keenum right end for 7 yards (tackle by Budda Baker),2.010,3.450
2,2:55,1,10,ARI 32,28,3,Royce Freeman up the middle for 5 yards (tackle by Budda Baker and Rodney Gunter),3.450,3.580
2,2:13,2,5,ARI 27,28,3,Royce Freeman up the middle for no gain (tackle by Bene Benwikere and Antoine Bethea),3.580,2.870
2,2:00,3,5,ARI 27,28,3,Case Keenum pass complete short left to Phillip Lindsay for 6 yards (tackle by Josh Bynes),2.870,4.170
2,1:18,1,10,ARI 21,28,3,Case Keenum pass incomplete short right,4.170,3.630
2,1:14,2,10,ARI 21,28,3,Case Keenum sacked by Chandler Jones for -1 yards,3.630,2.810
2,1:02,,,,,,Timeout #1 by Denver Broncos,,
2,1:02,3,11,ARI 22,28,3,Case Keenum pass complete short left to Demaryius Thomas for 12 yards,2.810,4.910
2,0:57,1,10,ARI 10,28,3,"Case Keenum pass complete short middle to Jeff Heuerman for 10 yards. Penalty on Jeff Heuerman: Offensive Pass Interference, 10 yards (no play)",4.910,4.240
2,0:53,1,20,ARI 20,28,3,Case Keenum pass complete short left to Emmanuel Sanders for 13 yards (tackle by Patrick Peterson and Chandler Jones),4.240,4.760
2,0:31,2,7,ARI 7,28,3,"Case Keenum pass incomplete short right intended for Courtland Sutton (defended by Bene Benwikere). Penalty on Bene Benwikere: Defensive Pass Interference, 6 yards (no play)",4.760,6.970
2,0:27,1,1,ARI 1,34,3,"Royce Freeman up the middle for 1 yard, touchdown",6.970,7.000
2,0:21,,,ARI 15,35,3,Brandon McManus kicks extra point good,0.000,0.000
2,0:21,,,DEN 35,35,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,0:21,1,10,ARI 25,35,3,David Johnson up the middle for 1 yard (tackle by Todd Davis),0.610,0.200
Quarter,Time,Down,ToGo,Location,DEN,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,35,3,"Phil Dawson kicks off 59 yards, returned by Phillip Lindsay for no gain (tackle by Trent Sherfield)",0.000,0.610
3,14:56,1,10,DEN 25,35,3,Royce Freeman up the middle for no gain (tackle by Haason Reddick),0.610,0.060
3,14:15,2,10,DEN 25,35,3,Royce Freeman left end for 9 yards (tackle by Patrick Peterson),0.060,0.560
3,13:33,3,1,DEN 34,35,3,Royce Freeman up the middle for 2 yards (tackle by Budda Baker and Haason Reddick),0.560,1.330
3,12:50,1,10,DEN 36,35,3,Case Keenum pass deep left intended for Emmanuel Sanders is intercepted by Patrick Peterson at ARI-37 and returned for no gain,1.330,-1.400
3,12:44,1,10,ARI 37,35,3,Josh Rosen pass complete deep middle to Chad Williams for 16 yards (tackle by Chris Harris),1.400,2.460
3,12:08,1,10,DEN 47,35,3,Josh Rosen pass complete short right to JJ Nelson for 3 yards (tackle by Chris Harris),2.460,2.320
3,11:30,2,7,DEN 44,35,3,Josh Rosen pass complete short middle to Larry Fitzgerald for 18 yards (tackle by Justin Simmons),2.320,3.840
3,10:59,1,10,DEN 26,35,3,David Johnson up the middle for no gain (tackle by Todd Davis),3.840,3.300
3,10:19,2,10,DEN 26,35,3,Josh Rosen pass incomplete deep left intended for Chad Williams (defended by Bradley Roby),3.300,2.610
3,10:14,3,10,DEN 26,35,3,Josh Rosen up the middle for 14 yards (tackle by Justin Simmons),2.610,4.780
3,9:50,1,10,DEN 12,35,3,Josh Rosen pass incomplete short right intended for Chad Williams,4.780,4.100
3,9:46,2,10,DEN 12,35,3,"David Johnson up the middle for 1 yard (tackle by Todd Davis). Penalty on Shelby Harris: Defensive Holding, 5 yards",4.100,5.830
3,9:20,1,6,DEN 6,35,3,David Johnson up the middle for 2 yards (tackle by Shelby Harris),5.830,5.340
3,8:42,2,4,DEN 4,35,3,Josh Rosen pass incomplete short left intended for Larry Fitzgerald,5.340,4.490
3,8:38,3,4,DEN 4,35,9,"Josh Rosen pass complete short middle to Larry Fitzgerald for 4 yards, touchdown",4.490,7.000
3,8:33,,,DEN 15,35,10,Phil Dawson kicks extra point good,0.000,0.000
3,8:33,,,ARI 35,35,10,"Phil Dawson kicks off 63 yards, returned by Phillip Lindsay for no gain (tackle by Brandon Williams)",0.000,0.340
3,8:28,1,10,DEN 21,35,10,"Phillip Lindsay left end for no gain (tackle by Antoine Bethea). Penalty on Andy Janovich: Offensive Holding, 10 yards (no play)",0.340,-0.720
3,7:59,1,20,DEN 11,35,10,Royce Freeman right tackle for 5 yards (tackle by Chandler Jones),-0.720,-1.010
3,7:19,2,15,DEN 16,35,10,Royce Freeman left tackle for 1 yard (tackle by Patrick Peterson),-1.010,-1.590
3,6:35,3,14,DEN 17,35,10,Phillip Lindsay up the middle for 9 yards (tackle by Antoine Bethea),-1.590,-1.630
3,6:01,4,5,DEN 26,35,10,"Colby Wadman punts 46 yards, returned by Christian Kirk for 9 yards (tackle by Tim Patrick)",-1.630,-1.400
3,5:51,1,10,ARI 37,35,10,Josh Rosen pass incomplete short middle,1.400,0.860
3,5:49,2,10,ARI 37,35,10,Josh Rosen pass complete short left to Chase Edmonds for 6 yards (tackle by Justin Simmons),0.860,0.960
3,5:18,3,4,ARI 43,35,10,"Josh Rosen sacked by Von Miller for no gain. Josh Rosen fumbles (forced by Von Miller), recovered by DeMarcus Walker at ARI-43 (tackle by Mason Cole)",0.960,-2.720
3,5:07,1,10,ARI 43,35,10,Case Keenum pass complete short middle to Emmanuel Sanders for 15 yards (tackle by Bene Benwikere),2.720,3.710
3,4:24,1,10,ARI 28,35,10,Phillip Lindsay right tackle for no gain (tackle by Robert Nkemdiche),3.710,3.170
3,3:40,2,10,ARI 28,41,10,"Phillip Lindsay left tackle for 28 yards, touchdown",3.170,7.000
3,3:32,,,ARI 15,42,10,Brandon McManus kicks extra point good,0.000,0.000
3,3:32,,,DEN 35,42,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,3:32,1,10,ARI 25,42,10,Chase Edmonds up the middle for 1 yard (tackle by Shelby Harris and Todd Davis),0.610,0.200
3,2:46,2,9,ARI 26,42,10,Chase Edmonds up the middle for -1 yards (tackle by Shelby Harris),0.200,-0.620
3,2:08,3,10,ARI 25,42,10,Josh Rosen pass incomplete short left intended for Larry Fitzgerald. Penalty on John Wetzel: Offensive Holding (Declined),-0.620,-1.700
3,2:02,4,10,ARI 25,42,10,"Andy Lee punts 48 yards, returned by Phillip Lindsay for 8 yards (tackle by Derrick Coleman)",-1.700,-1.270
3,1:50,1,10,DEN 35,42,10,Phillip Lindsay up the middle for 3 yards (tackle by Antoine Bethea),1.270,1.130
3,1:12,2,7,DEN 38,42,10,Case Keenum pass complete short left to Emmanuel Sanders for 3 yards (tackle by Bene Benwikere),1.130,0.830
3,0:29,3,4,DEN 41,42,10,Case Keenum pass complete short left to Emmanuel Sanders for 3 yards (tackle by Patrick Peterson and Budda Baker),0.830,-0.460
Quarter,Time,Down,ToGo,Location,DEN,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,DEN 44,42,10,"Colby Wadman punts 48 yards, fair catch by Christian Kirk at ARI-8. Penalty on Patrick Peterson: Illegal Block Above the Waist, 4 yards",-0.460,0.380
4,14:54,1,10,ARI 4,42,10,David Johnson up the middle for 1 yard (tackle by Adam Gotsis),-0.380,-0.710
4,14:13,2,9,ARI 5,42,10,Josh Rosen pass complete short left to Chad Williams for 6 yards (tackle by Bradley Roby),-0.710,-0.600
4,13:36,3,3,ARI 11,42,10,Josh Rosen pass complete short left to David Johnson for 5 yards (tackle by Brandon Marshall),-0.600,-0.140
4,13:03,1,10,ARI 16,42,10,JJ Nelson right end for 7 yards (tackle by Bradley Chubb),-0.140,0.420
4,12:24,2,3,ARI 23,42,10,Josh Rosen pass complete short left to JJ Nelson for 5 yards (tackle by Bradley Roby),0.420,0.810
4,11:48,1,10,ARI 28,42,10,Josh Rosen pass complete deep middle to Christian Kirk for 21 yards (tackle by Will Parks),0.810,2.190
4,11:05,1,10,ARI 49,42,10,Josh Rosen pass complete short middle to David Johnson for 17 yards (tackle by Will Parks),2.190,3.310
4,10:29,1,10,DEN 34,42,10,Josh Rosen pass incomplete short right,3.310,2.770
4,10:26,2,10,DEN 34,42,10,Josh Rosen pass deep left intended for Christian Kirk is intercepted by Bradley Roby at DEN-0 and returned for no gain,2.770,-0.280
4,10:20,1,10,DEN 20,42,10,Phillip Lindsay right tackle for -2 yards (tackle by Markus Golden and Josh Bynes),0.280,-0.630
4,9:38,2,12,DEN 18,42,10,Phillip Lindsay left tackle for -1 yards (tackle by Bene Benwikere),-0.630,-1.510
4,8:52,3,13,DEN 17,42,10,Phillip Lindsay left end for 11 yards (tackle by Antoine Bethea),-1.510,-1.500
4,8:14,4,2,DEN 28,42,10,"Colby Wadman punts 48 yards, returned by Christian Kirk for 8 yards (tackle by Andy Janovich)",-1.500,-1.070
4,8:01,1,10,ARI 32,42,10,Josh Rosen pass incomplete short middle intended for Larry Fitzgerald (defended by Todd Davis),1.070,0.530
4,7:56,2,10,ARI 32,42,10,"Josh Rosen sacked by Von Miller for -9 yards. Josh Rosen fumbles (forced by Von Miller), recovered by Von Miller at ARI-15 and returned for 3 yards (tackle by Chase Edmonds)",0.530,-4.780
4,7:48,1,10,ARI 12,42,10,Phillip Lindsay left tackle for no gain (tackle by Rodney Gunter),4.780,4.100
4,7:06,2,10,ARI 12,42,10,Phillip Lindsay up the middle for -1 yards (tackle by Budda Baker and Rudy Ford),4.100,3.100
4,6:22,3,11,ARI 13,42,10,Case Keenum sacked by Zach Moore for -10 yards,3.100,1.930
4,5:39,4,21,ARI 23,45,10,Brandon McManus 41 yard field goal good,1.930,3.000
4,5:35,,,DEN 35,45,10,"Brandon McManus kicks off 66 yards, returned by Brandon Williams for no gain (tackle by Tim Patrick)",0.000,-0.320
4,5:29,1,10,ARI 13,45,10,Josh Rosen pass complete short left to Chase Edmonds for 1 yard (tackle by Chris Harris),-0.320,-0.680
4,4:54,2,9,ARI 14,45,10,Chase Edmonds up the middle for 5 yards (tackle by DeMarcus Walker and Todd Davis),-0.680,-0.710
4,4:09,3,4,ARI 19,45,10,Josh Rosen pass complete deep middle to Christian Kirk for 27 yards (tackle by Chris Harris),-0.710,1.990
4,3:30,1,10,ARI 46,45,10,"Josh Rosen sacked by Bradley Chubb for -6 yards. Josh Rosen fumbles (forced by Bradley Chubb), recovered by Josh Rosen at ARI-40",1.990,0.640
4,2:52,2,16,ARI 40,45,10,Josh Rosen pass incomplete short middle,0.640,-0.030
4,2:48,3,16,ARI 40,45,10,"Penalty on D.J. Humphries: False Start, 5 yards (no play)",-0.030,-0.690
4,2:48,3,21,ARI 35,45,10,Josh Rosen pass complete short middle to Chase Edmonds for 5 yards (tackle by Chris Harris and Isaac Yiadom),-0.690,-0.720
4,2:00,,,,,,Timeout #1 by Denver Broncos,,
4,2:00,4,16,ARI 40,45,10,Josh Rosen sacked by Bradley Chubb for -8 yards,-0.720,-3.450
4,1:54,1,10,ARI 32,45,10,Case Keenum kneels for -1 yards,3.450,2.770
4,1:12,2,11,ARI 33,45,10,Case Keenum kneels for -1 yards,2.770,1.950
4,0:36,3,12,ARI 34,45,10,Case Keenum kneels for -1 yards,1.950,0.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
