Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
J'Marcus Webb,G,51,100%,0,0%,3,11%
Austin Howard,T,51,100%,0,0%,3,11%
Gabe Jackson,G,51,100%,0,0%,3,11%
Donald Penn,T,51,100%,0,0%,3,11%
Derek Carr,QB,51,100%,0,0%,0,0%
Amari Cooper,WR,48,94%,0,0%,5,19%
Michael Crabtree,WR,46,90%,0,0%,0,0%
Rodney Hudson,C,32,63%,0,0%,0,0%
Seth Roberts,WR,31,61%,0,0%,4,15%
Clive Walford,TE,30,59%,0,0%,3,11%
Latavius Murray,RB,28,55%,0,0%,0,0%
Tony Bergstrom,C,19,37%,0,0%,7,26%
Marcel Reece,FB,18,35%,0,0%,5,19%
Jamize Olawale,FB,17,33%,0,0%,20,74%
Mychal Rivera,TE,16,31%,0,0%,3,11%
Andre Holmes,WR,10,20%,0,0%,15,56%
Khalif Barnes,T,10,20%,0,0%,3,11%
Taiwan Jones,RB,1,2%,0,0%,2,7%
D.J. Hayden,CB,0,0%,72,100%,5,19%
T.J. Carrie,CB,0,0%,72,100%,4,15%
Charles Woodson,FS,0,0%,72,100%,0,0%
Malcolm Smith,LB,0,0%,72,100%,0,0%
Nate Allen,SS,0,0%,66,92%,4,15%
Khalil Mack,DE,0,0%,63,88%,4,15%
Denico Autry,DT,0,0%,61,85%,4,15%
Mario Edwards,DE,0,0%,60,83%,4,15%
David Amerson,CB,0,0%,45,62%,8,30%
Ben Heeney,LB,0,0%,38,53%,15,56%
Dan Williams,DT,0,0%,35,49%,4,15%
Justin Ellis,NT,0,0%,30,42%,0,0%
Stacy McGee,NT,0,0%,26,36%,4,15%
Curtis Lofton,LB,0,0%,23,32%,4,15%
Benson Mayowa,DE,0,0%,18,25%,10,37%
Shelby Harris,DE,0,0%,18,25%,5,19%
Taylor Mays,FS,0,0%,11,15%,16,59%
Neiko Thorpe,CB,0,0%,10,14%,19,70%
Lorenzo Alexander,LB,0,0%,0,0%,24,89%
Larry Asante,FS,0,0%,0,0%,21,78%
Ray-Ray Armstrong,LB,0,0%,0,0%,15,56%
Korey Toomer,LB,0,0%,0,0%,15,56%
Marquette King,P,0,0%,0,0%,9,33%
Jon Condo,LS,0,0%,0,0%,8,30%
Keith McGill,CB,0,0%,0,0%,8,30%
Sebastian Janikowski,K,0,0%,0,0%,7,26%
Jon Feliciano,G,0,0%,0,0%,1,4%
