Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Jordan Mills,T,64,100%,0,0%,6,19%
John Miller,G,64,100%,0,0%,6,19%
Cyrus Kouandjio,T,64,100%,0,0%,6,19%
Richie Incognito,G,64,100%,0,0%,6,19%
Tyrod Taylor,QB,64,100%,0,0%,0,0%
Eric Wood,C,64,100%,0,0%,0,0%
Robert Woods,WR,61,95%,0,0%,0,0%
Charles Clay,TE,53,83%,0,0%,0,0%
Marquise Goodwin,WR,53,83%,0,0%,0,0%
LeSean McCoy,RB,48,75%,0,0%,0,0%
Walt Powell,WR,41,64%,0,0%,0,0%
Jerome Felton,FB,16,25%,0,0%,4,12%
Nick O'Leary,TE,14,22%,0,0%,8,25%
Mike Gillislee,RB,10,16%,0,0%,23,72%
Ryan Groy,G,7,11%,0,0%,6,19%
Brandon Tate,WR,6,9%,0,0%,11,34%
Jonathan Williams,RB,6,9%,0,0%,0,0%
Jim Dray,TE,5,8%,0,0%,2,6%
Corey Graham,FS,0,0%,82,100%,9,28%
Preston Brown,LB,0,0%,82,100%,8,25%
Corey White,CB,0,0%,81,99%,19,59%
Stephon Gilmore,CB,0,0%,81,99%,3,9%
Jerry Hughes,LB,0,0%,80,98%,1,3%
Aaron Williams,SS,0,0%,67,82%,3,9%
Kyle Williams,DT,0,0%,64,78%,1,3%
Lorenzo Alexander,LB,0,0%,56,68%,22,69%
Nickell Robey-Coleman,CB,0,0%,49,60%,17,53%
Zach Brown,LB,0,0%,49,60%,13,41%
Duke Williams,SS,0,0%,35,43%,21,66%
Robert Blanton,FS,0,0%,32,39%,19,59%
Corbin Bryant,NT,0,0%,32,39%,10,31%
Adolphus Washington,DT,0,0%,30,37%,2,6%
Leger Douzable,DE,0,0%,26,32%,8,25%
Lerentee McCray,LB,0,0%,21,26%,17,53%
Kevon Seymour,CB,0,0%,13,16%,12,38%
Jonathan Meeks,SS,0,0%,12,15%,20,62%
Brandon Spikes,LB,0,0%,5,6%,2,6%
Jerel Worthy,DT,0,0%,3,4%,2,6%
Ramon Humber,LB,0,0%,1,1%,23,72%
Colton Schmidt,P,0,0%,0,0%,12,38%
Garrison Sanborn,LS,0,0%,0,0%,11,34%
Jordan Gay,K,0,0%,0,0%,7,22%
Gabe Ikard,C,0,0%,0,0%,6,19%
Dan Carpenter,K,0,0%,0,0%,6,19%
