Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Zack Moss,BUF,7,27,1,3,4,0.6,23,3.3,2,3.5
Devin Singletary,BUF,7,43,1,3,23,3.3,20,2.9,1,7.0
Matt Breida,BUF,3,28,1,1,25,8.3,3,1.0,0,
Josh Allen,BUF,2,3,0,0,1,0.5,2,1.0,0,
Isaiah McKenzie,BUF,2,17,1,2,14,7.0,3,1.5,0,
Davis Webb,BUF,2,-3,0,,-3,-1.5,0,0.0,0,
Emmanuel Sanders,BUF,1,24,0,1,24,24.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Michael Carter,NYJ,16,39,1,2,21,1.3,18,1.1,1,16.0
Tevin Coleman,NYJ,4,29,0,2,17,4.3,12,3.0,0,
Ty Johnson,NYJ,2,2,0,0,1,0.5,1,0.5,0,
