Quarter,Time,Down,ToGo,Location,SDG,NOR,Detail,EPB,EPA
2,7:25,,,SDG 2,10,14,Garrett Hartley kicks extra point good,0.000,0.000
2,7:19,,,NOR 35,10,14,"Thomas Morstead kicks off 68 yards, returned by Richard Goodman for 22 yards (tackle by Ramon Humber)",0.000,0.150
2,7:11,1,10,SDG 19,10,14,Philip Rivers pass complete short right to Ryan Mathews for 7 yards (tackle by Curtis Lofton and Tom Johnson),0.150,0.610
2,6:28,2,3,SDG 26,10,14,Ryan Mathews left guard for 4 yards (tackle by Cameron Jordan and Malcolm Jenkins),0.610,0.940
2,5:45,1,10,SDG 30,10,14,Philip Rivers pass incomplete short left intended for Malcom Floyd,0.940,0.390
2,5:39,2,10,SDG 30,10,14,Ryan Mathews right end for no gain (tackle by Tom Johnson),0.390,-0.300
2,4:54,3,10,SDG 30,10,14,"Philip Rivers pass complete deep left to Eddie Royal for 20 yards (tackle by Corey White). Penalty on Will Smith: Roughing the Passer, 15 yards",-0.300,3.250
2,4:20,1,10,NOR 35,10,14,Philip Rivers pass incomplete deep left intended for Antonio Gates,3.250,2.700
2,4:13,2,10,NOR 35,10,14,Philip Rivers pass complete short middle to Antonio Gates for 7 yards (tackle by Scott Shanle),2.700,2.940
2,3:31,3,3,NOR 28,10,14,Philip Rivers sacked by Will Smith for -8 yards,2.940,0.880
2,2:58,4,11,NOR 36,10,14,Nick Novak 55 yard field goal no good,0.880,-1.930
2,2:52,1,10,NOR 45,10,14,Mark Ingram left guard for 4 yards (tackle by Corey Liuget and Vaughn Martin),1.930,1.920
2,2:13,2,6,NOR 49,10,14,Drew Brees pass incomplete short left intended for Greg Camarillo (defended by Corey Liuget),1.920,1.220
2,2:09,3,6,NOR 49,10,14,Drew Brees sacked by Corey Liuget for -13 yards,1.220,-0.980
2,2:00,4,19,NOR 36,10,14,"Thomas Morstead punts 61 yards, returned by Eddie Royal for 11 yards (tackle by Courtney Roby)",-0.980,0.280
2,1:48,1,10,SDG 14,10,14,Ronnie Brown right guard for 21 yards (tackle by Malcolm Jenkins and Isa Abdul-Quddus),-0.280,1.270
2,1:20,1,10,SDG 35,10,14,Philip Rivers pass complete short right to Ryan Mathews for 13 yards (tackle by Roman Harper),1.270,2.130
2,0:52,1,10,SDG 48,10,14,Philip Rivers pass complete short right to Robert Meachem for 8 yards (tackle by Patrick Robinson),2.130,0.000
2,0:44,,,,10,14,Timeout #2 by San Diego Chargers,0.000,2.660
2,0:44,2,2,NOR 44,16,14,"Philip Rivers pass complete deep middle to Robert Meachem for 44 yards, touchdown",2.660,7.000
2,0:44,,,NOR 2,17,14,Nick Novak kicks extra point good,0.000,0.000
2,0:36,,,SDG 35,17,14,"Nick Novak kicks off 70 yards, returned by Darren Sproles for 24 yards (tackle by Corey Lynch)",0.000,0.150
2,0:32,1,10,NOR 19,17,14,Drew Brees pass incomplete short left intended for Marques Colston,0.150,-0.390
2,0:26,2,10,NOR 19,17,14,Drew Brees pass complete short right to Darren Sproles for 14 yards (tackle by Donald Butler),-0.390,1.140
2,0:19,1,10,NOR 33,17,14,Drew Brees pass incomplete short right intended for Darren Sproles,1.140,0.590
2,0:15,2,10,NOR 33,17,14,Drew Brees pass complete short right to Darren Sproles for 8 yards (tackle by Eric Weddle),0.590,0.000
2,0:07,,,,17,14,Timeout #2 by New Orleans Saints,0.000,0.960
2,0:07,3,2,NOR 41,17,14,Drew Brees pass complete short right to Darren Sproles for 1 yard (tackle by Atari Bigby),0.960,-0.590
2,0:01,4,1,NOR 42,17,14,Drew Brees kneels for -1 yards,-0.590,1.800
Quarter,Time,Down,ToGo,Location,SDG,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,17,14,"Nick Novak kicks off 73 yards, touchback",0.000,0.280
3,15:00,1,10,NOR 20,17,14,Mark Ingram left guard for 2 yards (tackle by Atari Bigby),0.280,0.000
3,14:25,2,8,NOR 22,17,14,Darren Sproles left end for 3 yards (tackle by Vaughn Martin and Shaun Phillips),0.000,-0.300
3,13:53,3,5,NOR 25,17,14,Drew Brees pass incomplete short left intended for Devery Henderson is intercepted by Quentin Jammer at NOR-34 and returned for 9 yards (tackle by Devery Henderson),-0.300,-3.910
3,13:46,1,10,NOR 25,17,14,Ryan Mathews left guard for 2 yards (tackle by Cameron Jordan),3.910,3.630
3,13:07,2,8,NOR 23,17,14,Philip Rivers pass complete short left to Ryan Mathews for 10 yards (tackle by Scott Shanle and Brodrick Bunkley),3.630,4.710
3,12:34,1,10,NOR 13,23,14,"Ryan Mathews left end for 13 yards, touchdown",4.710,7.000
3,12:34,,,NOR 2,24,14,Nick Novak kicks extra point good,0.000,0.000
3,12:27,,,SDG 35,24,14,"Nick Novak kicks off 71 yards, returned by Darren Sproles for 25 yards (tackle by Dante Rosario)",0.000,0.150
3,12:23,1,10,NOR 19,24,14,Drew Brees pass incomplete short right intended for Marques Colston,0.150,-0.390
3,12:19,2,10,NOR 19,24,14,Drew Brees pass complete short right to Marques Colston for 12 yards (tackle by Quentin Jammer),-0.390,1.000
3,11:48,1,10,NOR 31,24,14,Pierre Thomas left guard for 3 yards (tackle by Jarret Johnson),1.000,0.870
3,11:15,2,7,NOR 34,24,14,Drew Brees pass complete short left to Devery Henderson for 8 yards (tackle by Antoine Cason),0.870,1.730
3,10:39,1,10,NOR 42,24,14,Drew Brees pass incomplete short left intended for Marques Colston,1.730,1.190
3,10:33,2,10,NOR 42,24,14,Drew Brees pass incomplete deep right intended for Marques Colston,1.190,0.000
3,10:27,,,,24,14,Timeout #1 by New Orleans Saints,0.000,0.500
3,10:27,3,10,NOR 42,24,14,"Penalty on Ben Grubbs: False Start, 5 yards (no play)",0.500,-0.160
3,10:27,3,15,NOR 37,24,14,"Penalty on Zach Strief: False Start, 5 yards (no play)",-0.160,-0.820
3,10:27,3,20,NOR 32,24,14,Drew Brees pass incomplete short left intended for Marques Colston,-0.820,-1.240
3,10:19,4,20,NOR 32,24,14,"Thomas Morstead punts 36 yards, out of bounds",-1.240,-1.070
3,10:13,1,10,SDG 32,24,14,Ryan Mathews left guard for -4 yards (tackle by Roman Harper),1.070,-0.010
3,9:25,2,14,SDG 28,24,14,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",-0.010,-0.690
3,9:00,2,19,SDG 23,24,14,Ryan Mathews left guard for 12 yards (tackle by Roman Harper),-0.690,0.230
3,8:17,3,7,SDG 35,24,14,Philip Rivers pass complete short right to Antonio Gates for 13 yards (tackle by Roman Harper),0.230,2.130
3,7:31,1,10,SDG 48,24,14,Ryan Mathews right guard for 2 yards (tackle by Akiem Hicks),2.130,1.850
3,6:47,2,8,,24,14,Philip Rivers pass complete short right to Ronnie Brown for 10 yards (tackle by Johnny Patrick),1.850,2.920
3,6:02,1,10,NOR 40,24,14,Philip Rivers pass incomplete,2.920,2.370
3,5:56,2,10,NOR 40,24,14,Philip Rivers sacked by Curtis Lofton for -12 yards,2.370,0.100
3,5:19,3,22,SDG 48,24,14,Ronnie Brown right tackle for 6 yards (tackle by Junior Galette),0.100,0.200
3,4:46,4,16,NOR 46,24,14,"Mike Scifres punts 33 yards, fair catch by Darren Sproles",0.200,0.320
3,4:39,1,10,NOR 13,24,14,Drew Brees pass complete short left to Devery Henderson for 9 yards (tackle by Antoine Cason),-0.320,0.490
3,4:02,2,1,NOR 22,24,14,Drew Brees pass incomplete short right intended for Joe Morgan,0.490,-0.350
3,3:59,3,1,NOR 22,24,14,Mark Ingram right guard for 1 yard (tackle by Aubrayo Franklin and Vaughn Martin),-0.350,0.480
3,3:35,1,10,NOR 23,24,14,Drew Brees sacked by Shaun Phillips for -6 yards,0.480,-1.010
3,3:00,2,16,NOR 17,24,14,"Drew Brees pass incomplete short middle intended for Marques Colston is intercepted by Demorrio Williams at NOR-26 and returned for 26 yards. Penalty on Melvin Ingram: Roughing the Passer, 15 yards (no play)",-1.010,1.070
3,2:50,1,10,NOR 32,24,14,Pierre Thomas right guard for 8 yards (tackle by Eric Weddle),1.070,1.610
3,2:13,2,2,NOR 40,24,14,Drew Brees pass complete short right to Pierre Thomas for 4 yards (tackle by Quentin Jammer and Larry English),1.610,1.860
3,1:40,1,10,NOR 44,24,14,Pierre Thomas right guard for 4 yards (tackle by Takeo Spikes),1.860,1.860
3,1:07,2,6,NOR 48,24,14,Drew Brees pass complete short left to Pierre Thomas for 36 yards (tackle by Eric Weddle),1.860,4.510
3,0:16,1,10,SDG 16,24,20,"Drew Brees pass complete short middle to Marques Colston for 16 yards, touchdown",4.510,7.000
3,0:16,,,SDG 2,24,21,Garrett Hartley kicks extra point good,0.000,0.000
3,0:11,,,NOR 35,24,21,"Thomas Morstead kicks off 74 yards, returned by Richard Goodman for 38 yards (tackle by Jed Collins)",0.000,0.870
3,0:06,1,10,SDG 29,24,21,Ryan Mathews left tackle for 2 yards (tackle by Brodrick Bunkley),0.870,0.600
Quarter,Time,Down,ToGo,Location,SDG,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,SDG 31,24,21,Philip Rivers pass incomplete deep middle intended for Eddie Royal (defended by Roman Harper),0.600,-0.100
4,14:56,3,8,SDG 31,24,21,Philip Rivers pass incomplete deep right intended for Antonio Gates,-0.100,-1.310
4,14:50,4,8,SDG 31,24,21,"Mike Scifres punts 61 yards, returned by Darren Sproles for 2 yards (tackle by Darrell Stuckey)",-1.310,0.380
4,14:39,1,10,NOR 10,24,21,Drew Brees pass complete short right to Darren Sproles for 10 yards (tackle by Quentin Jammer and Donald Butler),-0.380,0.280
4,14:04,1,10,NOR 20,24,21,"Pierre Thomas right end for 13 yards (tackle by Eric Weddle). Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,13:42,1,20,NOR 10,24,21,Drew Brees pass complete short middle to Greg Camarillo for 13 yards (tackle by Demorrio Williams),-0.760,0.140
4,13:07,2,7,NOR 23,24,21,Drew Brees pass complete short left to Greg Camarillo for 11 yards (tackle by Antoine Cason and Larry English),0.140,1.200
4,12:38,1,10,NOR 34,24,21,"Penalty on SDG: Defensive 12 On-field, 5 yards (no play)",1.200,1.930
4,12:23,1,5,NOR 39,24,21,Pierre Thomas right guard for 4 yards (tackle by Takeo Spikes),1.930,1.870
4,11:35,2,1,NOR 43,24,21,Drew Brees pass complete deep middle to Devery Henderson for 41 yards (tackle by Quentin Jammer),1.870,4.510
4,10:55,1,10,SDG 16,24,21,Mark Ingram right guard for 3 yards (tackle by Jarret Johnson),4.510,4.390
4,10:08,2,7,SDG 13,24,21,Darren Sproles left end for -1 yards (tackle by Jarret Johnson),4.390,3.370
4,9:32,3,8,SDG 14,24,21,Drew Brees pass complete short right to Marques Colston for 9 yards (tackle by Quentin Jammer),3.370,6.060
4,8:55,1,5,SDG 5,24,27,"Drew Brees pass complete short left to Marques Colston for 5 yards, touchdown. Penalty on Antoine Cason: Defensive Pass Interference (Declined)",6.060,7.000
4,8:55,,,SDG 2,24,28,Garrett Hartley kicks extra point good,0.000,0.000
4,8:50,,,NOR 35,24,28,"Thomas Morstead kicks off 70 yards, returned by Richard Goodman for 23 yards (tackle by Rafael Bush)",0.000,0.040
4,8:46,1,10,SDG 18,24,28,Philip Rivers pass complete short left to Ryan Mathews for 14 yards (tackle by Corey White and Malcolm Jenkins),0.040,1.070
4,8:02,1,10,SDG 32,24,28,Philip Rivers pass complete short left to Ryan Mathews for 5 yards (tackle by Curtis Lofton),1.070,1.200
4,7:25,2,5,SDG 37,24,28,Philip Rivers pass complete short left to Dante Rosario for 16 yards (tackle by Scott Shanle),1.200,2.460
4,6:39,1,10,NOR 47,24,28,Philip Rivers pass incomplete,2.460,1.910
4,6:33,2,10,NOR 47,24,28,Philip Rivers sacked by Junior Galette for -8 yards,1.910,0.170
4,6:00,3,18,SDG 45,24,28,Philip Rivers pass incomplete deep middle intended for Malcom Floyd is intercepted by Roman Harper at NOR-36 and returned for 41 yards (tackle by Louis Vasquez),0.170,-4.040
4,5:45,1,10,SDG 23,24,28,Pierre Thomas left end for 3 yards (tackle by Shaun Phillips),4.040,3.900
4,5:13,2,7,SDG 20,24,28,Pierre Thomas left guard for 1 yard (tackle by Kendall Reyes),3.900,3.340
4,4:26,3,6,SDG 19,24,28,Drew Brees pass complete short middle to Marques Colston for 14 yards (tackle by Corey Lynch),3.340,6.060
4,3:45,1,5,SDG 5,24,28,"Penalty on David Thomas: False Start, 5 yards (no play)",6.060,4.910
4,3:40,1,10,SDG 10,24,28,Darren Sproles left guard for 3 yards (tackle by Demorrio Williams),4.910,4.760
4,3:07,2,7,SDG 7,24,28,Drew Brees pass incomplete short right intended for Marques Colston,4.760,3.810
4,3:04,3,7,SDG 7,24,28,Drew Brees pass incomplete short left intended for Darren Sproles (defended by Corey Liuget),3.810,2.970
4,3:00,4,7,SDG 7,24,31,Garrett Hartley 26 yard field goal good,2.970,3.000
4,2:56,,,NOR 35,24,31,"Thomas Morstead kicks off 74 yards, returned by Richard Goodman for 24 yards (tackle by Ramon Humber)",0.000,-0.220
4,2:51,1,10,SDG 15,24,31,Philip Rivers pass complete short middle to Malcom Floyd for 24 yards (tackle by Patrick Robinson),-0.220,1.530
4,2:24,1,10,SDG 39,24,31,Philip Rivers pass complete short left to Ronnie Brown for 6 yards (tackle by Patrick Robinson),1.530,1.800
4,2:18,2,4,SDG 45,24,31,Philip Rivers pass complete short left to Ronnie Brown for 10 yards (tackle by Will Smith and Patrick Robinson),1.800,2.590
4,2:00,1,10,NOR 45,24,31,Philip Rivers sacked by Cameron Jordan for -7 yards. Penalty on Jeromey Clary: Offensive Holding (Declined),2.590,1.100
4,1:53,2,17,SDG 48,24,31,"Philip Rivers pass complete deep left to Antonio Gates for 28 yards. Penalty on Antonio Gates: Offensive Pass Interference, 10 yards (no play)",1.100,-0.250
4,1:45,2,27,SDG 38,24,31,"Philip Rivers pass complete deep left to Malcom Floyd for 23 yards (tackle by Isa Abdul-Quddus). Penalty on Nick Hardwick: Offensive Holding, 10 yards (no play)",-0.250,-1.600
4,1:40,2,37,SDG 28,24,31,"Philip Rivers pass incomplete deep right intended for Robert Meachem (defended by Malcolm Jenkins). Penalty on Martez Wilson: Illegal Use of Hands, 5 yards (no play)",-1.600,1.140
4,1:32,1,10,SDG 33,24,31,Philip Rivers pass complete short left to Ronnie Brown for 11 yards (tackle by Roman Harper and Johnny Patrick),1.140,1.860
4,1:00,1,10,SDG 44,24,31,Philip Rivers pass complete short left to Malcom Floyd for 7 yards (tackle by Johnny Patrick),1.860,0.000
4,0:53,,,,24,31,Timeout #1 by San Diego Chargers,0.000,2.260
4,0:53,2,3,NOR 49,24,31,Philip Rivers pass complete short middle to Malcom Floyd for 6 yards (tackle by Corey White),2.260,2.720
4,0:34,1,10,NOR 43,24,31,Philip Rivers pass complete short left to Ronnie Brown for 10 yards (tackle by Curtis Lofton),2.720,0.000
4,0:28,,,,24,31,Timeout #2 by San Diego Chargers,0.000,3.380
4,0:28,1,10,NOR 33,24,31,Philip Rivers pass incomplete deep middle intended for Antonio Gates,3.380,2.840
4,0:23,2,10,NOR 33,24,31,Philip Rivers pass incomplete short left intended for Ryan Mathews,2.840,2.150
4,0:19,3,10,NOR 33,24,31,"Philip Rivers sacked by Martez Wilson for -9 yards. Philip Rivers fumbles (forced by Martez Wilson), recovered by Martez Wilson at NOR-42 (tackle by Philip Rivers)",2.150,-1.730
4,0:14,1,10,NOR 42,24,31,Drew Brees kneels for -1 yards,1.730,1.050
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
