Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Ja'Wuan James,T,78,100%,0,0%,4,13%
Mike Pouncey,C,78,100%,0,0%,0,0%
Samson Satele,C,78,100%,0,0%,0,0%
Ryan Tannehill,QB,78,100%,0,0%,0,0%
Dallas Thomas,G,75,96%,0,0%,4,13%
Charles Clay,TE,67,86%,0,0%,0,0%
Jarvis Landry,WR,59,76%,0,0%,11,37%
Mike Wallace,WR,58,74%,0,0%,0,0%
Daryn Colledge,G,45,58%,0,0%,4,13%
Brian Hartline,WR,42,54%,0,0%,0,0%
Lamar Miller,RB,42,54%,0,0%,0,0%
Brandon Gibson,WR,41,53%,0,0%,0,0%
Shelley Smith,G,33,42%,0,0%,4,13%
Dion Sims,TE,25,32%,0,0%,6,20%
Damien Williams,RB,20,26%,0,0%,18,60%
Rishard Matthews,WR,20,26%,0,0%,13,43%
Daniel Thomas,RB,16,21%,0,0%,4,13%
Jason Fox,T,3,4%,0,0%,4,13%
Jimmy Wilson,SS,0,0%,65,100%,10,33%
Kelvin Sheppard,LB,0,0%,65,100%,7,23%
Reshad Jones,FS,0,0%,65,100%,5,17%
Brent Grimes,CB,0,0%,64,98%,7,23%
Cortland Finnegan,CB,0,0%,64,98%,1,3%
Olivier Vernon,DE,0,0%,55,85%,8,27%
Philip Wheeler,LB,0,0%,54,83%,1,3%
Jared Odrick,DT,0,0%,47,72%,8,27%
Earl Mitchell,DT,0,0%,42,65%,11,37%
Cameron Wake,DE,0,0%,41,63%,1,3%
Jason Trusnik,LB,0,0%,39,60%,29,97%
Randy Starks,DT,0,0%,31,48%,7,23%
Derrick Shelby,DE,0,0%,26,40%,11,37%
Walt Aikens,SS,0,0%,20,31%,15,50%
Dion Jordan,DE,0,0%,18,28%,21,70%
Terrence Fede,DE,0,0%,9,14%,14,47%
Jordan Tripp,LB,0,0%,6,9%,19,63%
Jordan Kovacs,DB,0,0%,4,6%,23,77%
Don Jones,SS,0,0%,0,0%,17,57%
R.J. Stanford,CB,0,0%,0,0%,9,30%
John Denney,LS,0,0%,0,0%,8,27%
Caleb Sturgis,K,0,0%,0,0%,8,27%
Brandon Fields,P,0,0%,0,0%,8,27%
Jake Knott,LB,0,0%,0,0%,8,27%
Gator Hoskins,TE,0,0%,0,0%,1,3%
