Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Dolphins,-28.0,-8.8,0.18,-7.66,-9.86,-14.57,-10.14,-4.43,4.25,-7.17,3.68,-1.55,-0.13,-0.84,-8.33
Patriots,28.0,14.57,10.14,4.43,-4.25,8.8,-0.18,7.66,9.86,7.17,1.55,-3.68,0.84,0.13,8.33
