Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
2,2:00,1,10,KAN 43,17,7,Melvin Gordon left tackle for 3 yards (tackle by Dee Ford),2.720,2.580
2,1:24,2,7,KAN 40,17,7,Philip Rivers pass complete short right to Travis Benjamin for 8 yards (tackle by Marcus Peters),2.580,3.450
2,1:18,1,10,KAN 32,17,7,Philip Rivers pass complete short left to Dontrelle Inman for 2 yards (tackle by Terrance Mitchell),3.450,3.170
2,0:53,2,8,KAN 30,17,7,"Philip Rivers pass incomplete short left intended for Travis Benjamin. Penalty on Marcus Peters: Defensive Holding, 5 yards (no play)",3.170,3.910
2,0:48,1,10,KAN 25,17,7,"Philip Rivers pass incomplete deep right intended for Tyrell Williams. Penalty on Marcus Peters: Unsportsmanlike Conduct, 13 yards",3.910,4.780
2,0:43,1,10,KAN 12,17,7,Melvin Gordon right tackle for no gain (tackle by Justin Houston),4.780,0.000
2,0:39,,,,,,Timeout #1 by Los Angeles Chargers,0.000,-4.100
2,0:39,2,10,KAN 12,17,7,"Philip Rivers pass complete short middle to Keenan Allen for 9 yards (tackle by Kenneth Acker and Phillip Gaines). Penalty on Matt Slauson: Illegal Use of Hands, 10 yards (no play)",4.100,2.870
2,0:32,2,20,KAN 22,17,7,Philip Rivers pass complete short right to Tyrell Williams for 1 yard (tackle by Eric Murray),2.870,0.000
2,0:16,,,,,,Timeout #2 by Los Angeles Chargers,0.000,0.000
2,0:16,,,,,,Timeout #2 by Kansas City Chiefs,0.000,-2.350
2,0:16,3,19,KAN 21,17,7,Melvin Gordon middle for 10 yards (tackle by Ron Parker),2.350,0.000
2,0:03,,,,,,Timeout #3 by Los Angeles Chargers,0.000,-2.700
2,0:03,4,9,KAN 11,17,10,YoungHoe Koo 29 yard field goal good,2.700,3.000
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,17,10,"YoungHoe Koo kicks off 65 yards, returned by Akeem Hunt for 24 yards (tackle by James Onwualu)",0.000,-0.540
3,14:55,1,10,KAN 24,17,10,Kareem Hunt right end for 5 yards (tackle by Korey Toomer and Brandon Mebane),0.540,0.670
3,14:20,2,5,KAN 29,17,10,Alex Smith pass complete short right to Tyreek Hill for 17 yards (tackle by Korey Toomer and Casey Hayward),0.670,1.990
3,13:43,1,10,KAN 46,17,10,Kareem Hunt right end for 1 yard (tackle by Korey Toomer and Jatavis Brown),1.990,1.590
3,13:04,2,9,KAN 47,17,10,"Charcandrick West right end for 3 yards (tackle by Brandon Mebane). Penalty on Travis Kelce: Offensive Holding, 10 yards (no play)",1.590,0.240
3,12:38,2,19,KAN 37,17,10,Tyreek Hill left end for 1 yard (tackle by Desmond King),0.240,-0.300
3,11:52,3,18,KAN 38,17,10,Alex Smith pass complete short middle to Charcandrick West for 3 yards (tackle by Corey Liuget),-0.300,-0.650
3,11:18,4,15,KAN 41,17,10,"Dustin Colquitt punts 43 yards, fair catch by Travis Benjamin",-0.650,0.140
3,11:09,1,10,LAC 16,17,10,"Penalty on Keenan Allen: False Start, 5 yards (no play)",-0.140,-0.540
3,11:09,1,15,LAC 11,17,10,Branden Oliver right tackle for 5 yards (tackle by Ramik Wilson),-0.540,-0.660
3,10:27,2,10,LAC 16,17,10,Philip Rivers pass incomplete short left intended for Keenan Allen,-0.660,-1.320
3,10:24,3,10,LAC 16,17,10,Philip Rivers pass complete short left to Keenan Allen for 17 yards (tackle by Daniel Sorensen),-1.320,1.140
3,9:58,1,10,LAC 33,17,10,Branden Oliver left tackle for 3 yards (tackle by Rakeem Nunez-Roches and Allen Bailey),1.140,1.000
3,9:21,2,7,LAC 36,17,10,Philip Rivers pass complete short right to Keenan Allen for 17 yards (tackle by Terrance Mitchell),1.000,2.460
3,8:38,1,10,KAN 47,17,10,Branden Oliver left tackle for 6 yards (tackle by Daniel Sorensen),2.460,2.720
3,8:05,2,4,KAN 41,17,10,Branden Oliver middle for 1 yard (tackle by Derrick Johnson and Roy Miller),2.720,2.150
3,7:22,3,3,KAN 40,17,10,Philip Rivers pass incomplete deep right intended for Travis Benjamin,2.150,0.590
3,7:16,4,3,KAN 40,17,10,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",0.590,0.270
3,7:16,4,8,KAN 45,17,10,"Drew Kaser punts 45 yards, touchback",0.270,-0.280
3,7:08,1,10,KAN 20,17,10,Alex Smith pass incomplete short middle intended for Tyreek Hill (defended by Korey Toomer),0.280,-0.270
3,7:04,2,10,KAN 20,17,10,"Alex Smith pass incomplete short right intended for Chris Conley. Penalty on Eric Fisher: Offensive Holding, 10 yards (no play)",-0.270,-1.510
3,6:57,2,20,KAN 10,17,10,Alex Smith pass complete short right to Demarcus Robinson for 2 yards (tackle by Desmond King),-1.510,-2.360
3,6:13,3,18,KAN 12,17,10,Alex Smith pass complete short left to Tyreek Hill for 10 yards (tackle by Jatavis Brown and Trevor Williams),-2.360,-1.900
3,5:44,4,8,KAN 22,17,10,"Dustin Colquitt punts 48 yards, returned by Travis Benjamin for no gain",-1.900,-0.940
3,5:33,1,10,LAC 30,17,10,"Penalty on Kenny Wiggins: False Start, 5 yards (no play)",0.940,0.610
3,5:33,1,15,LAC 25,17,10,Philip Rivers pass complete short middle to Branden Oliver for 2 yards (tackle by Ramik Wilson),0.610,-0.010
3,4:51,2,13,LAC 27,17,10,Philip Rivers pass complete short right to Branden Oliver for 7 yards (tackle by Chris Jones),-0.010,0.230
3,4:05,3,6,LAC 34,17,10,Philip Rivers pass incomplete short right intended for Branden Oliver,0.230,-1.110
3,3:58,4,6,LAC 34,17,10,"Drew Kaser punts 66 yards, touchback. Penalty on Kevin Pierre-Louis: Offensive Holding, 10 yards",-1.110,0.380
3,3:50,1,10,KAN 10,17,10,Alex Smith pass complete short right to Anthony Sherman for 11 yards (tackle by Jatavis Brown),-0.380,0.340
3,3:18,1,10,KAN 21,17,10,Kareem Hunt middle for 11 yards (tackle by Jatavis Brown and Korey Toomer),0.340,1.070
3,2:37,1,10,KAN 32,17,10,Alex Smith pass complete short middle to Kareem Hunt for 11 yards (tackle by Korey Toomer),1.070,1.800
3,1:54,1,10,KAN 43,17,10,Charcandrick West middle for -2 yards (tackle by Casey Hayward),1.800,0.980
3,1:11,2,12,KAN 41,17,10,Tyreek Hill right end for 9 yards (tackle by Tre Boston and Jatavis Brown),0.980,1.490
3,0:32,3,3,,17,10,Alex Smith sacked by Melvin Ingram for -11 yards,1.490,-0.780
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,14,KAN 39,17,10,Albert Wilson right end for -4 yards (tackle by Chris McCain),-0.780,-3.250
4,14:56,1,10,KAN 35,17,10,Melvin Gordon right end for -1 yards (tackle by Phillip Gaines),3.250,2.570
4,14:17,2,11,KAN 36,17,10,Branden Oliver left guard for 1 yard (tackle by Justin Houston),2.570,2.010
4,13:37,3,10,KAN 35,17,10,Philip Rivers pass incomplete short left intended for Branden Oliver,2.010,0.970
4,13:32,4,10,KAN 35,17,10,"Penalty on Drew Kaser: Delay of Game, 5 yards (no play)",0.970,0.590
4,13:32,4,15,KAN 40,17,10,Drew Kaser punts 34 yards,0.590,0.380
4,13:24,1,10,KAN 6,17,10,Kareem Hunt middle for 20 yards (tackle by Tre Boston),-0.380,0.670
4,12:45,1,10,KAN 26,17,10,Alex Smith pass incomplete short right intended for Chris Conley,0.670,0.130
4,12:41,2,10,KAN 26,17,10,Alex Smith for no gain. Zach Fulton fumbles,0.130,-0.560
4,12:37,3,10,KAN 26,17,10,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",-0.560,-1.220
4,12:37,3,15,KAN 21,17,10,"Alex Smith pass complete short right to Charcandrick West for 11 yards (tackle by Corey Liuget). Charcandrick West fumbles (forced by Corey Liuget), recovered by Charcandrick West at KAN-32",-1.220,-1.240
4,11:50,4,4,KAN 32,17,10,"Dustin Colquitt punts 50 yards, fair catch by Travis Benjamin. Penalty on Terrance Smith: Ineligible Downfield Kick, 5 yards (no play)",-1.240,-1.570
4,11:40,4,9,KAN 27,17,10,"Dustin Colquitt punts 51 yards, returned by Travis Benjamin for 3 yards",-1.570,-0.610
4,11:28,1,10,LAC 25,17,10,Philip Rivers pass incomplete deep middle intended for Tyrell Williams (defended by Marcus Peters),0.610,0.060
4,11:21,2,10,LAC 25,17,10,Philip Rivers pass complete short left to Keenan Allen for 11 yards (tackle by Terrance Mitchell),0.060,1.330
4,10:51,1,10,LAC 36,17,10,Melvin Gordon left tackle for 2 yards (tackle by Daniel Sorensen and Justin Houston),1.330,1.060
4,10:13,2,8,LAC 38,17,10,Philip Rivers pass incomplete short middle intended for Keenan Allen (defended by Justin Houston),1.060,0.370
4,10:09,3,8,LAC 38,17,10,Philip Rivers pass incomplete short right intended for Antonio Gates (defended by Daniel Sorensen),0.370,-0.850
4,10:00,4,8,LAC 38,17,10,"Drew Kaser punts 48 yards, returned by Tyreek Hill for 1 yard (tackle by Kyle Emanuel)",-0.850,0.220
4,9:52,1,10,KAN 15,17,10,Alex Smith pass incomplete deep left intended for Tyreek Hill,-0.220,-0.710
4,9:45,2,10,KAN 15,17,10,Kareem Hunt middle for no gain (tackle by Trevor Williams and Jahleel Addae),-0.710,-1.370
4,9:01,3,10,KAN 15,17,10,Alex Smith pass complete short left to Albert Wilson for 11 yards (tackle by Jahleel Addae),-1.370,0.670
,,,,,,,"LAC challenged the first down ruling, and the play was upheld.",,
4,8:27,1,10,KAN 26,17,10,Kareem Hunt left tackle for 1 yard (tackle by Jatavis Brown and Trevor Williams),0.670,0.270
4,7:46,2,9,KAN 27,17,10,Alex Smith pass complete short left to Demarcus Robinson for 7 yards (tackle by Jahleel Addae),0.270,0.500
4,7:03,3,2,KAN 34,17,10,Kareem Hunt middle for 3 yards (tackle by Joey Bosa and Jatavis Brown),0.500,1.400
4,6:25,1,10,KAN 37,17,10,Alex Smith sacked by Melvin Ingram for -5 yards,1.400,0.180
4,5:40,2,15,KAN 32,17,10,Alex Smith pass incomplete short right intended for Albert Wilson (defended by Damion Square),0.180,-0.490
4,5:35,3,15,KAN 32,17,10,Alex Smith pass complete short middle to Tyreek Hill for 13 yards,-0.490,-0.390
,,,,,,,"KAN challenged the short of the line to gain ruling, and the play was upheld.",,
4,5:18,4,2,KAN 45,17,10,"Dustin Colquitt punts 44 yards, fair catch by Travis Benjamin",-0.390,0.370
4,5:10,1,10,LAC 11,17,10,"Philip Rivers pass incomplete deep left intended for Austin Ekeler (defended by Frank Zombo). Penalty on Frank Zombo: Defensive Pass Interference, 21 yards (no play)",-0.370,1.070
4,5:04,1,10,LAC 32,17,10,Philip Rivers pass incomplete short right intended for Antonio Gates (defended by Justin Houston),1.070,0.530
4,4:58,2,10,LAC 32,17,10,Philip Rivers pass complete short left to Austin Ekeler for 6 yards (tackle by Daniel Sorensen and Frank Zombo),0.530,0.630
4,4:16,3,4,LAC 38,17,10,"Philip Rivers pass incomplete short left intended for Antonio Gates. Penalty on Eric Murray: Defensive Holding, 5 yards, Penalty on Terrance Mitchell: Illegal Use of Hands (Declined) (no play)",0.630,1.800
4,4:10,1,10,LAC 43,17,10,Philip Rivers pass incomplete short left intended for Keenan Allen,1.800,1.250
4,4:05,2,10,LAC 43,17,10,Philip Rivers sacked by Allen Bailey for 0 yards,1.250,0.560
4,3:57,3,10,LAC 43,17,10,Philip Rivers sacked by Justin Houston for -11 yards,0.560,-1.240
4,3:20,4,21,LAC 32,17,10,"Drew Kaser punts 57 yards, returned by Tyreek Hill for 9 yards (tackle by Nick Dzubnar)",-1.240,-0.280
4,3:05,1,10,KAN 20,17,10,Kareem Hunt right end for 4 yards (tackle by Casey Hayward),0.280,0.270
4,2:21,2,6,KAN 24,17,10,Kareem Hunt right tackle for 5 yards (tackle by Melvin Ingram and Darius Philon),0.270,0.000
4,2:14,,,,,,Timeout #2 by Los Angeles Chargers,0.000,-0.230
4,2:14,3,1,KAN 29,17,10,Kareem Hunt middle for 2 yards (tackle by Korey Toomer and Joey Bosa),0.230,1.000
4,2:00,1,10,KAN 31,23,10,"Kareem Hunt right guard for 69 yards, touchdown",1.000,7.000
4,1:49,,,LAC 15,24,10,Cairo Santos kicks extra point good,0.000,0.000
4,1:49,,,KAN 35,24,10,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
4,1:49,1,10,LAC 25,24,10,Philip Rivers pass incomplete short left intended for Tyrell Williams (defended by Terrance Mitchell),0.610,0.060
4,1:44,2,10,LAC 25,24,10,Philip Rivers pass complete deep right to Antonio Gates for 16 yards (tackle by Daniel Sorensen),0.060,1.660
4,1:21,1,10,LAC 41,24,10,Philip Rivers pass complete short middle to Branden Oliver for 11 yards (tackle by Derrick Johnson),1.660,2.390
4,1:05,1,10,KAN 48,24,10,Philip Rivers pass incomplete short right intended for Travis Benjamin,2.390,1.850
4,0:58,2,10,KAN 48,24,10,Philip Rivers pass complete deep left to Travis Benjamin for 26 yards (tackle by Terrance Mitchell),1.850,4.110
4,0:35,1,10,KAN 22,24,10,Philip Rivers pass complete short left to Travis Benjamin for 9 yards (tackle by Terrance Mitchell),4.110,0.000
4,0:28,,,,,,Timeout #3 by Los Angeles Chargers,0.000,-5.060
4,0:28,2,1,KAN 13,24,10,"Philip Rivers pass incomplete short right intended for Keenan Allen. Penalty on Phillip Gaines: Defensive Pass Interference, 11 yards (no play)",5.060,6.740
4,0:23,1,2,KAN 2,24,10,Philip Rivers pass complete short right to Branden Oliver for -2 yards (tackle by Marcus Peters and Justin Houston),6.740,5.340
4,0:05,2,4,KAN 4,24,10,Philip Rivers pass incomplete short left intended for Keenan Allen (defended by Terrance Mitchell). Penalty on Keenan Allen: Illegal Formation (Declined),5.340,4.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
