Quarter,Time,Down,ToGo,Location,KAN,NOR,Detail,EPB,EPA
1,2:21,1,10,NOR 32,10,0,Deuce McAllister left end for 28 yards (tackle by Greg Wesley),1.070,2.920
1,1:51,1,10,KAN 40,10,0,"Aaron Brooks pass incomplete intended for Boo Williams. Penalty on Greg Wesley: Illegal Use of Hands, 5 yards (no play)",2.920,3.250
1,1:45,1,10,KAN 35,10,0,Donte Stallworth left end for 6 yards (tackle by Greg Wesley),3.250,3.510
1,1:21,2,4,KAN 29,10,0,"Aaron Brooks sacked by Kawika Mitchell for -10 yards. Penalty on Scott Fujita: Defensive Offside, 5 yards (no play)",3.510,3.970
1,0:55,1,10,KAN 24,10,0,Aaron Brooks pass incomplete intended for Boo Williams,3.970,3.430
1,0:49,2,10,KAN 24,10,0,Aaron Brooks pass complete to Donte Stallworth for 6 yards (tackle by Julian Battle),3.430,3.570
1,0:25,3,4,KAN 18,10,0,Aaron Brooks pass complete to Mike Karney for 17 yards (tackle by William Bartee). Penalty on Scott Fujita: Roughing the Passer,3.570,6.970
Quarter,Time,Down,ToGo,Location,KAN,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,1,KAN 1,10,6,"Aaron Brooks up the middle for 1 yard, touchdown",6.970,7.000
2,,,,KAN 2,10,7,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,10,7,"Mitch Berger kicks off 65 yards, returned by Dante Hall for 22 yards (tackle by Fred McAfee)",0.000,0.740
2,14:47,1,10,KAN 27,10,7,Trent Green pass complete to Derrick Blaylock for 17 yards (tackle by Tebucky Jones),0.740,1.860
2,14:06,1,10,KAN 44,10,7,Derrick Blaylock left end for 3 yards (tackle by Orlando Ruff),1.860,1.720
2,13:24,2,7,KAN 47,10,7,Trent Green pass complete to Eddie Kennison for 14 yards (tackle by Derrick Rodgers),1.720,2.980
2,12:41,1,10,NOR 39,10,7,Trent Green pass incomplete intended for Eddie Kennison,2.980,2.440
2,12:35,2,10,NOR 39,10,7,"Penalty on Jason Dunn: False Start, 5 yards (no play)",2.440,1.770
2,12:35,2,15,NOR 44,10,7,Trent Green pass incomplete intended for Tony Gonzalez,1.770,1.090
2,12:31,3,15,NOR 44,10,7,"Penalty on Chris Bober: False Start, 5 yards (no play)",1.090,0.430
2,12:31,3,20,NOR 49,10,7,Trent Green pass complete to Derrick Blaylock for 12 yards (tackle by Fakhir Brown),0.430,0.790
2,11:51,4,8,NOR 37,10,7,"Stephen Cheek punts 26 yards, fair catch by Michael Lewis",0.790,0.370
2,11:44,1,10,NOR 11,10,7,Deuce McAllister right guard for 11 yards (tackle by Jerome Woods and Greg Wesley),-0.370,0.410
2,11:12,1,10,NOR 22,10,7,Deuce McAllister right tackle for 2 yards (tackle by John Browning and Scott Fujita),0.410,0.140
2,10:31,2,8,NOR 24,10,7,"Aaron Brooks pass incomplete intended for Donte Stallworth. Penalty on Greg Wesley: Illegal Use of Hands, 6 yards (no play)",0.140,0.940
2,10:23,1,10,NOR 30,10,7,Aaron Brooks pass complete to Joe Horn for 57 yards (tackle by Eric Warfield),0.940,4.710
2,9:51,1,10,KAN 13,10,7,Aaron Brooks pass incomplete intended for Boo Williams,4.710,4.050
2,9:47,2,10,KAN 13,10,13,"Deuce McAllister left tackle for 13 yards, touchdown",4.050,7.000
2,,,,KAN 2,10,14,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,10,14,"Mitch Berger kicks off 65 yards, returned by Dante Hall for 15 yards (tackle by Fred McAfee). Penalty on Mel Mitchell: Offside on Free Kick, 5 yards (no play)",0.000,1.330
2,,,,NOR 25,10,14,"Mitch Berger kicks off 59 yards, returned by Dante Hall for 20 yards (tackle by Colby Bockwoldt)",,
2,9:29,1,10,KAN 36,10,14,Derrick Blaylock up the middle for 8 yards (tackle by Derrick Rodgers and Willie Whitehead),1.330,1.870
2,8:55,2,2,KAN 44,10,14,Derrick Blaylock left guard for 16 yards (tackle by Jay Bellamy),1.870,2.920
2,8:19,1,10,NOR 40,10,14,Derrick Blaylock left tackle for 7 yards (tackle by Derrick Rodgers and Orlando Ruff),2.920,3.320
2,7:40,2,3,NOR 33,10,14,Derrick Blaylock left tackle for 5 yards (tackle by Orlando Ruff and Derrick Rodgers),3.320,3.710
2,7:01,1,10,NOR 28,10,14,Trent Green pass incomplete intended for Tony Gonzalez,3.710,3.170
2,6:56,2,10,NOR 28,10,14,Derrick Blaylock left tackle for 2 yards (tackle by Darren Howard and Howard Green),3.170,2.740
2,6:15,3,8,NOR 26,10,14,Trent Green pass incomplete intended for Jason Dunn (defended by Sedrick Hodge),2.740,1.740
2,6:09,4,8,NOR 26,13,14,Lawrence Tynes 44 yard field goal good,1.740,3.000
2,,,,KAN 30,13,14,"Lawrence Tynes kicks off 58 yards, returned by Michael Lewis for 21 yards (tackle by Shaunard Harts)",0.000,1.140
2,5:58,1,10,NOR 33,13,14,Deuce McAllister left guard for 2 yards (tackle by Quinton Caver and Ryan Sims),1.140,0.860
2,5:17,2,8,NOR 35,13,14,"Penalty on Ryan Sims: Encroachment (Declined), Penalty on LeCharles Bentley: Personal Foul, 15 yards (no play)",0.860,-1.160
2,4:58,2,23,NOR 20,13,14,Aaron Brooks pass incomplete intended for Aaron Stecker,-1.160,-1.810
2,4:52,3,23,NOR 20,13,14,"Aaron Brooks pass complete to Jerome Pathon for 14 yards (tackle by Scott Fujita). Penalty on Jerome Woods: Personal Foul, 15 yards",-1.810,2.190
2,4:33,1,10,NOR 49,13,14,Aaron Brooks pass incomplete intended for Joe Horn is intercepted by Greg Wesley at KAN-40 and returned for 2 yards (tackle by Donte Stallworth),2.190,-1.730
2,4:24,1,10,KAN 42,13,14,"Trent Green pass complete to Derrick Blaylock for -2 yards (tackle by Derrick Rodgers). Penalty on Tony Richardson: Offensive Pass Interference, 10 yards (no play)",1.730,1.070
2,4:03,1,20,KAN 32,13,14,Derrick Blaylock left guard for 2 yards (tackle by Sedrick Hodge and Darren Howard),1.070,0.110
2,3:24,2,18,KAN 34,13,14,Trent Green pass complete to Johnnie Morton for 20 yards (tackle by Fakhir Brown),0.110,2.520
2,2:46,1,10,NOR 46,13,14,"Eddie Kennison left end for no gain (tackle by Fakhir Brown). Penalty on Jason Dunn: Personal Foul, 15 yards",2.520,-0.050
2,2:30,,,,13,14,Timeout #2 by New Orleans Saints,0.000,-0.050
2,2:30,2,25,KAN 39,13,14,Trent Green pass incomplete intended for Dante Hall (defended by Jason Craft),-0.050,-0.690
2,2:23,3,25,KAN 39,13,14,Trent Green pass complete to Derrick Blaylock for 9 yards (tackle by Sedrick Hodge),-0.690,-0.190
2,2:00,4,16,KAN 48,13,14,"Stephen Cheek punts 52 yards, touchback. Penalty on Gary Stills: Ineligible Downfield Kick (Declined)",-0.190,-0.280
2,1:50,1,10,NOR 20,13,14,Aaron Brooks pass complete to Boo Williams for 8 yards (tackle by Eric Warfield),0.280,0.810
2,1:44,2,2,NOR 28,13,14,Deuce McAllister right tackle for 12 yards (tackle by John Browning),0.810,1.600
2,1:11,1,10,NOR 40,13,14,"Penalty on Victor Riley: False Start, 5 yards (no play)",1.600,1.270
2,1:09,1,15,NOR 35,13,14,Aaron Brooks pass incomplete intended for Boo Williams,1.270,0.380
2,1:05,2,15,NOR 35,13,14,Aaron Brooks pass complete to Boo Williams for 6 yards (tackle by Scott Fujita),0.380,0.500
2,0:57,,,,13,14,Timeout #1 by Kansas City Chiefs,0.000,0.500
2,0:57,3,9,NOR 41,13,14,Aaron Brooks pass incomplete,0.500,-0.650
2,0:51,4,9,NOR 41,13,14,"Mitch Berger punts 48 yards, returned by Dante Hall for 2 yards (tackle by Mel Mitchell)",-0.650,0.320
2,0:36,1,10,KAN 13,13,14,Derrick Blaylock up the middle for 6 yards (tackle by Darren Howard and Jay Bellamy),-0.320,0.030
2,0:28,,,,13,14,Timeout #2 by Kansas City Chiefs,0.000,0.030
2,0:28,2,4,KAN 19,13,14,Derrick Blaylock up the middle for 13 yards (tackle by Jay Bellamy),0.030,1.070
2,0:22,,,,13,14,Timeout #3 by Kansas City Chiefs,0.000,1.070
2,0:22,1,10,KAN 32,13,14,Trent Green pass complete to Dante Hall for 11 yards (tackle by Fred Thomas),1.070,1.800
2,0:18,1,10,KAN 43,13,14,Trent Green pass complete to Eddie Kennison for 19 yards (tackle by Jay Bellamy),1.800,3.050
2,0:13,1,10,NOR 38,13,14,Trent Green pass complete to Johnnie Morton for 3 yards (tackle by Jay Bellamy),3.050,2.910
Quarter,Time,Down,ToGo,Location,KAN,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,13,14,"Lawrence Tynes kicks off 61 yards, returned by Michael Lewis for 18 yards (tackle by Fred Jones)",0.000,0.740
3,14:56,1,10,NOR 27,13,14,"Penalty on Montrae Holland: False Start, 5 yards (no play)",0.740,0.410
3,14:56,1,15,NOR 22,13,14,Deuce McAllister left tackle for 21 yards (tackle by Jerome Woods and William Bartee),0.410,1.800
3,14:15,1,10,NOR 43,13,14,Deuce McAllister right end for 2 yards (tackle by Quinton Caver),1.800,1.520
3,13:39,2,8,NOR 45,13,14,Deuce McAllister left tackle for 6 yards (tackle by Eric Hicks),1.520,1.620
3,13:05,3,2,KAN 49,13,14,Deuce McAllister left end for 18 yards (tackle by Jerome Woods),1.620,3.510
3,12:40,1,10,KAN 31,13,14,Aaron Brooks right end for 1 yard (tackle by Kawika Mitchell),3.510,3.100
3,12:11,2,9,KAN 30,13,14,"Deuce McAllister right guard for 2 yards (tackle by Kawika Mitchell). Penalty on Eric Warfield: Illegal Use of Hands, 5 yards",3.100,4.040
3,11:44,1,10,KAN 23,13,14,Aaron Brooks pass incomplete intended for Joe Horn,4.040,3.500
3,11:39,,,,13,14,Timeout #1 by New Orleans Saints,0.000,3.500
3,11:39,2,10,KAN 23,13,14,Aaron Brooks pass complete to Aaron Stecker for 2 yards (tackle by Jimmy Wilkerson),3.500,3.070
3,10:55,3,8,KAN 21,13,14,Aaron Stecker left end for no gain (tackle by Jerome Woods),3.070,2.060
3,10:11,4,8,KAN 21,13,17,John Carney 39 yard field goal good,2.060,3.000
3,,,,NOR 30,13,17,"Mitch Berger kicks off 68 yards, returned by Dante Hall for 24 yards (tackle by Roger Knight). Penalty on Jared Allen: Personal Foul, 13 yards",0.000,-0.320
3,9:57,1,10,KAN 13,13,17,Derrick Blaylock right guard for -1 yards (tackle by Brian Young),-0.320,-0.850
3,9:14,2,11,KAN 12,13,17,Trent Green pass complete to Eddie Kennison for 23 yards (tackle by Jay Bellamy),-0.850,1.270
3,8:48,1,10,KAN 35,13,17,Derrick Blaylock left guard for 9 yards (tackle by Tebucky Jones and Jay Bellamy),1.270,1.940
3,8:04,2,1,KAN 44,13,17,Derrick Blaylock left end for 7 yards (tackle by Charles Grant),1.940,2.320
3,7:32,1,10,NOR 49,13,17,Derrick Blaylock left end for 5 yards (tackle by Darren Howard and Derrick Rodgers),2.320,2.460
3,6:55,2,5,NOR 44,13,17,Derrick Blaylock left end for 5 yards (tackle by Brian Young and Derrick Rodgers),2.460,2.980
3,6:13,1,10,NOR 39,13,17,Tony Richardson left tackle for 1 yard (tackle by Colby Bockwoldt and Howard Green),2.980,2.580
3,5:34,2,9,NOR 38,13,17,Trent Green pass incomplete intended for Johnnie Morton is intercepted by Mike McKenzie at NOR-20 and returned for 14 yards (tackle by Eddie Kennison),2.580,-1.200
3,5:23,1,10,NOR 34,13,17,Aaron Brooks sacked by Eric Hicks for -7 yards,1.200,-0.290
3,4:53,2,17,NOR 27,13,17,Aaron Brooks pass complete to Jerome Pathon for 19 yards (tackle by Greg Wesley),-0.290,1.990
3,4:17,1,10,NOR 46,13,17,Deuce McAllister right tackle for 1 yard (tackle by Kawika Mitchell),1.990,1.590
3,3:34,2,9,NOR 47,13,17,Aaron Stecker left guard for no gain (tackle by Greg Wesley),1.590,0.890
3,2:53,3,9,NOR 47,13,17,Aaron Brooks pass incomplete intended for Donte Stallworth,0.890,-0.260
3,2:46,4,9,NOR 47,13,17,"Mitch Berger punts 39 yards, returned by Dante Hall for 5 yards (tackle by Talman Gardner)",-0.260,-0.150
3,2:36,1,10,KAN 19,13,17,Trent Green pass incomplete intended for Jason Dunn (defended by Derrick Rodgers),0.150,-0.390
3,2:31,2,10,KAN 19,13,17,Derrick Blaylock left tackle for 3 yards (tackle by Will Smith),-0.390,-0.680
3,1:54,3,7,KAN 22,13,17,Trent Green pass incomplete intended for Johnnie Morton (defended by Mike McKenzie),-0.680,-1.900
3,1:50,4,7,KAN 22,13,17,"Stephen Cheek punts 37 yards, returned by Michael Lewis for 10 yards (tackle by Kawika Mitchell)",-1.900,-2.320
3,1:40,1,10,KAN 49,13,17,"Aaron Brooks pass complete to Boo Williams for 9 yards (tackle by Greg Wesley). Penalty on Montrae Holland: Offensive Holding (Offsetting), Penalty on Jared Allen: Defensive Offside (Offsetting) (no play)",2.320,2.320
3,1:11,1,10,KAN 49,13,17,Aaron Brooks pass incomplete intended for Jerome Pathon,2.320,1.780
3,1:03,2,10,KAN 49,13,17,Aaron Brooks pass complete to Joe Horn for 40 yards (tackle by Quinton Caver),1.780,5.140
3,0:14,1,9,KAN 9,13,17,"Penalty on Boo Williams: False Start, 5 yards (no play)",5.140,4.440
Quarter,Time,Down,ToGo,Location,KAN,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,14,KAN 14,13,17,"Aaron Brooks for no gain. Aaron Brooks fumbles, recovered by Aaron Brooks at KAN-19",4.440,3.070
4,14:33,2,19,KAN 19,13,17,Aaron Brooks pass complete to Donte Stallworth for -1 yards (tackle by William Bartee),3.070,2.340
4,13:51,3,20,KAN 20,13,17,Aaron Brooks pass incomplete intended for Joe Horn,2.340,2.120
4,13:46,4,20,KAN 20,13,20,John Carney 38 yard field goal good,2.120,3.000
4,,,,NOR 30,13,20,"Mitch Berger kicks off 67 yards, returned by Dante Hall for 19 yards (tackle by Colby Bockwoldt)",0.000,0.410
4,13:35,1,10,KAN 22,13,20,Derrick Blaylock left guard for 3 yards (tackle by Orlando Ruff),0.410,0.270
4,13:00,2,7,KAN 25,13,20,Trent Green pass complete to Tony Gonzalez for 13 yards (tackle by Orlando Ruff),0.270,1.470
4,12:22,1,10,KAN 38,13,20,Trent Green pass complete to Eddie Kennison for 15 yards (tackle by Fakhir Brown),1.470,2.460
4,11:46,1,10,NOR 47,13,20,Derrick Blaylock right end for 1 yard (tackle by Darren Howard and Orlando Ruff),2.460,2.050
4,11:12,2,9,NOR 46,13,20,Trent Green pass complete to Eddie Kennison for 16 yards (tackle by Fakhir Brown),2.050,3.580
4,10:33,1,10,NOR 30,13,20,Derrick Blaylock right guard for 5 yards (tackle by Will Smith),3.580,3.710
4,9:57,2,5,NOR 25,13,20,"Derrick Blaylock left end for -4 yards (tackle by Will Smith and Jay Bellamy). Penalty on Charles Grant: Defensive Offside, 5 yards (no play)",3.710,4.240
4,9:26,1,10,NOR 20,13,20,Trent Green pass complete to Tony Gonzalez for 13 yards (tackle by Tebucky Jones),4.240,5.600
4,8:48,1,7,NOR 7,13,20,Derrick Blaylock right guard for 4 yards (tackle by Orlando Ruff),5.600,5.530
4,8:11,2,3,NOR 3,19,20,"Derrick Blaylock right guard for 3 yards, touchdown",5.530,7.000
4,,,,NOR 2,20,20,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,20,20,"Lawrence Tynes kicks off 64 yards, returned by Michael Lewis for 22 yards (tackle by Gary Stills)",0.000,0.810
4,8:02,1,10,NOR 28,20,20,Aaron Brooks pass complete to Joe Horn for 14 yards (tackle by William Bartee),0.810,1.730
4,7:39,1,10,NOR 42,20,20,Deuce McAllister right guard for 2 yards (tackle by Kawika Mitchell and Scott Fujita),1.730,1.460
4,7:00,2,8,NOR 44,20,20,Aaron Brooks sacked by Scott Fujita for 0 yards,1.460,0.760
4,6:13,3,8,NOR 44,20,20,Aaron Brooks pass complete to Joe Horn for 14 yards (tackle by Julian Battle),0.760,2.790
4,5:35,,,,20,20,Timeout #1 by Kansas City Chiefs,0.000,2.790
4,5:35,1,10,KAN 42,20,26,"Aaron Brooks pass complete to Joe Horn for 42 yards, touchdown",2.790,7.000
4,,,,KAN 2,20,27,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,20,27,"Mitch Berger kicks off 68 yards, returned by Dante Hall for 16 yards (tackle by Fred McAfee)",0.000,0.040
4,5:23,1,10,KAN 18,20,27,Trent Green pass complete to Johnnie Morton for 15 yards (tackle by Fakhir Brown),0.040,1.140
4,4:40,1,10,KAN 33,20,27,Trent Green left end for 13 yards (tackle by Sedrick Hodge),1.140,1.990
4,3:55,1,10,KAN 46,20,27,Trent Green pass complete to Tony Gonzalez for 7 yards (tackle by Derrick Rodgers),1.990,2.400
4,3:20,2,3,NOR 47,20,27,Derrick Blaylock left tackle for 1 yard (tackle by Brian Young),2.400,1.820
4,2:45,3,2,NOR 46,20,27,Trent Green pass complete to Tony Gonzalez for 29 yards (tackle by Tebucky Jones),1.820,4.440
4,2:00,1,10,NOR 17,20,27,Derrick Blaylock left tackle for no gain (tackle by Derrick Rodgers and Howard Green),4.440,3.850
4,1:25,2,10,NOR 17,20,27,Trent Green pass incomplete intended for Derrick Blaylock is intercepted by Orlando Ruff at NOR-4,3.850,0.380
4,1:16,1,10,NOR 4,20,27,Deuce McAllister right guard for 3 yards (tackle by Quinton Caver),-0.380,-0.560
4,1:11,,,,20,27,Timeout #2 by Kansas City Chiefs,0.000,-0.560
4,1:11,2,7,NOR 7,20,27,Deuce McAllister left end for no gain (tackle by Quinton Caver),-0.560,-1.070
4,1:07,,,,20,27,Timeout #3 by Kansas City Chiefs,0.000,-1.070
4,1:07,3,7,NOR 7,20,27,Deuce McAllister right tackle for 4 yards (tackle by Greg Wesley),-1.070,-2.490
4,0:21,,,,20,27,Timeout #2 by New Orleans Saints,0.000,-2.490
4,0:21,4,3,NOR 11,20,27,Mitch Berger punts 39 yards (tackle by Fred McAfee),-2.490,-2.980
4,0:08,1,10,NOR 39,20,27,"Trent Green sacked by Darren Howard for -7 yards. Trent Green fumbles (forced by Darren Howard), recovered by Darren Howard at NOR-46 (tackle by John Welbourn)",2.980,-1.990
4,0:01,1,10,NOR 46,20,27,Aaron Brooks kneels for -1 yards,1.990,1.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
