Week,Day,Date,Time,Winner/tie,Unnamed: 5,Loser/tie,Unnamed: 7,PtsW,PtsL,YdsW,TOW,YdsL,TOL,url,Home,Away,File
Week1,Thu,2006-09-07,8:37PM,Pittsburgh Steelers,,Miami Dolphins,boxscore,28,17,342,1,278,2,https://www.pro-football-reference.com/boxscores/200609070pit.htm,PIT,MIA,2006_Week1_PIT_vs_MIA
Week1,Sun,2006-09-10,1:00PM,Cincinnati Bengals,@,Kansas City Chiefs,boxscore,23,10,236,1,289,3,https://www.pro-football-reference.com/boxscores/200609100kan.htm,KC,CIN,2006_Week1_KC_vs_CIN
Week1,Sun,2006-09-10,1:01PM,Baltimore Ravens,@,Tampa Bay Buccaneers,boxscore,27,0,271,0,142,3,https://www.pro-football-reference.com/boxscores/200609100tam.htm,TB,BAL,2006_Week1_TB_vs_BAL
Week1,Sun,2006-09-10,1:02PM,New England Patriots,,Buffalo Bills,boxscore,19,17,319,2,240,0,https://www.pro-football-reference.com/boxscores/200609100nwe.htm,NE,BUF,2006_Week1_NE_vs_BUF
Week1,Sun,2006-09-10,1:02PM,St. Louis Rams,,Denver Broncos,boxscore,18,10,320,0,259,5,https://www.pro-football-reference.com/boxscores/200609100ram.htm,LAR,DEN,2006_Week1_LAR_vs_DEN
Week1,Sun,2006-09-10,1:02PM,Philadelphia Eagles,@,Houston Texans,boxscore,24,10,441,1,241,0,https://www.pro-football-reference.com/boxscores/200609100htx.htm,HOU,PHI,2006_Week1_HOU_vs_PHI
Week1,Sun,2006-09-10,1:03PM,Atlanta Falcons,@,Carolina Panthers,boxscore,20,6,385,0,215,2,https://www.pro-football-reference.com/boxscores/200609100car.htm,CAR,ATL,2006_Week1_CAR_vs_ATL
Week1,Sun,2006-09-10,1:03PM,New York Jets,@,Tennessee Titans,boxscore,23,16,393,2,328,3,https://www.pro-football-reference.com/boxscores/200609100oti.htm,TEN,NYJ,2006_Week1_TEN_vs_NYJ
Week1,Sun,2006-09-10,1:04PM,New Orleans Saints,@,Cleveland Browns,boxscore,19,14,326,2,186,3,https://www.pro-football-reference.com/boxscores/200609100cle.htm,CLE,NO,2006_Week1_CLE_vs_NO
Week1,Sun,2006-09-10,1:04PM,Seattle Seahawks,@,Detroit Lions,boxscore,9,6,264,1,251,1,https://www.pro-football-reference.com/boxscores/200609100det.htm,DET,SEA,2006_Week1_DET_vs_SEA
Week1,Sun,2006-09-10,4:15PM,Chicago Bears,@,Green Bay Packers,boxscore,26,0,361,1,267,3,https://www.pro-football-reference.com/boxscores/200609100gnb.htm,GB,CHI,2006_Week1_GB_vs_CHI
Week1,Sun,2006-09-10,4:15PM,Arizona Cardinals,,San Francisco 49ers,boxscore,34,27,367,1,393,2,https://www.pro-football-reference.com/boxscores/200609100crd.htm,ARI,SF,2006_Week1_ARI_vs_SF
Week1,Sun,2006-09-10,4:15PM,Jacksonville Jaguars,,Dallas Cowboys,boxscore,24,17,307,1,323,3,https://www.pro-football-reference.com/boxscores/200609100jax.htm,JAX,DAL,2006_Week1_JAX_vs_DAL
Week1,Sun,2006-09-10,8:24PM,Indianapolis Colts,@,New York Giants,boxscore,26,21,327,1,433,2,https://www.pro-football-reference.com/boxscores/200609100nyg.htm,NYG,IND,2006_Week1_NYG_vs_IND
Week1,Mon,2006-09-11,7:11PM,Minnesota Vikings,@,Washington Redskins,boxscore,19,16,309,0,266,0,https://www.pro-football-reference.com/boxscores/200609110was.htm,WAS,MIN,2006_Week1_WAS_vs_MIN
Week1,Mon,2006-09-11,10:25PM,San Diego Chargers,@,Oakland Raiders,boxscore,27,0,302,0,129,1,https://www.pro-football-reference.com/boxscores/200609110rai.htm,LVR,LAC,2006_Week1_LVR_vs_LAC
Week2,Sun,2006-09-17,1:02PM,New Orleans Saints,@,Green Bay Packers,boxscore,34,27,380,3,385,2,https://www.pro-football-reference.com/boxscores/200609170gnb.htm,GB,NO,2006_Week2_GB_vs_NO
Week2,Sun,2006-09-17,1:02PM,New York Giants,@,Philadelphia Eagles,boxscore,30,24,404,1,451,1,https://www.pro-football-reference.com/boxscores/200609170phi.htm,PHI,NYG,2006_Week2_PHI_vs_NYG
Week2,Sun,2006-09-17,1:02PM,Baltimore Ravens,,Oakland Raiders,boxscore,28,6,264,1,162,6,https://www.pro-football-reference.com/boxscores/200609170rav.htm,BAL,LVR,2006_Week2_BAL_vs_LVR
Week2,Sun,2006-09-17,1:03PM,Buffalo Bills,@,Miami Dolphins,boxscore,16,6,171,0,282,1,https://www.pro-football-reference.com/boxscores/200609170mia.htm,MIA,BUF,2006_Week2_MIA_vs_BUF
Week2,Sun,2006-09-17,1:03PM,Minnesota Vikings,,Carolina Panthers,boxscore,16,13,365,1,271,1,https://www.pro-football-reference.com/boxscores/200609170min.htm,MIN,CAR,2006_Week2_MIN_vs_CAR
