#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,PIT 17,10,5:20,83,Touchdown
2,1,8:01,PIT 40,3,1:24,6,Punt
3,1,4:27,PIT 28,6,2:48,27,Interception
4,1,0:20,PIT 20,3,1:09,6,Punt
5,2,12:43,PIT 25,13,8:21,73,Field Goal
6,3,12:09,PIT 26,13,3:43,69,Field Goal
7,3,4:32,PIT 20,6,2:44,21,Punt
8,4,14:52,,6,3:21,17,Field Goal
9,4,7:09,PIT 29,5,2:42,19,Punt
10,4,3:22,DET 48,3,1:00,3,Punt
11,4,0:19,PIT 22,1,0:19,-1,End of Half
12,5,7:32,PIT 17,2,0:50,38,Fumble
13,5,4:03,PIT 38,3,1:38,-15,Punt
14,5,1:37,PIT 11,10,1:29,51,Fumble
