#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,SDG 20,3,1:57,0,Punt
2,1,8:59,SDG 6,3,1:41,-1,Interception
3,1,5:19,SDG 29,3,1:31,9,Punt
4,1,1:31,SDG 6,6,1:59,20,Punt
5,2,12:51,SDG 37,6,2:34,17,Punt
6,2,8:20,SDG 44,1,0:06,0,Interception
7,2,2:39,SDG 20,5,1:48,0,Punt
8,2,0:02,SDG 21,1,0:02,-1,End of Half
9,3,13:43,TEN 41,5,2:00,39,Field Goal
10,3,9:37,SDG 13,4,2:20,14,Interception
11,3,5:17,SDG 24,3,1:50,-7,Punt
12,4,14:21,SDG 27,7,3:45,33,Punt
13,4,9:01,TEN 48,4,1:32,48,Touchdown
14,4,2:24,SDG 20,14,2:15,80,Touchdown
15,5,15:00,SDG 20,7,2:43,27,Punt
16,5,10:44,TEN 48,6,3:15,48,Touchdown
