Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,SDG 26,0,0,"Rich Gannon pass incomplete intended for Jerry Rice. Penalty on SDG: Illegal Contact (Declined), Penalty on Quentin Jammer: Defensive Pass Interference, 20 yards (no play)",2.870,5.830
2,14:56,1,6,SDG 6,0,0,"Penalty on Lincoln Kennedy: False Start, 5 yards (no play)",5.830,4.770
2,14:56,1,11,SDG 11,0,0,Rich Gannon pass incomplete intended for Doug Jolley (defended by Donnie Edwards),4.770,4.020
2,14:53,2,11,SDG 11,0,0,Rich Gannon pass incomplete intended for Charlie Garner is intercepted by Donnie Edwards at SDG-12 and returned for 13 yards,4.020,-0.610
2,14:46,1,10,SDG 25,0,0,Drew Brees pass complete to Fred McCrary for 3 yards (tackle by Napoleon Harris),0.610,0.470
2,14:27,2,7,SDG 28,0,0,"LaDainian Tomlinson left end for 4 yards (tackle by Eric Barton and Bill Romanowski). Penalty on Fred McCrary: Offensive Holding, 10 yards",0.470,-0.340
2,13:54,2,13,SDG 22,0,0,LaDainian Tomlinson left end for -1 yards (tackle by Tony Bryant and Tory James),-0.340,-1.150
2,13:35,2,13,SDG 22,,,Timeout #1 by Los Angeles Chargers,-0.340,-1.150
2,13:34,3,14,SDG 21,0,0,Drew Brees pass complete to LaDainian Tomlinson for 11 yards (tackle by Phillip Buchanon),-1.150,-1.240
2,13:13,4,3,SDG 32,0,0,"Darren Bennett punts 45 yards, returned by Phillip Buchanon for 27 yards (tackle by Ben Leber). Penalty on OAK: Offensive Holding, 10 yards",-1.240,-0.150
2,13:01,1,10,OAK 19,0,0,Rich Gannon pass incomplete intended for Tim Brown,0.150,-0.390
2,12:57,2,10,OAK 19,0,0,Charlie Garner right guard for -1 yards (tackle by Donnie Edwards and Zeke Moreno),-0.390,-1.250
2,12:21,3,11,OAK 18,0,0,Rich Gannon pass complete to Charlie Garner for 10 yards (tackle by Donnie Edwards),-1.250,-1.500
2,11:43,4,1,OAK 28,0,0,"Shane Lechler punts 40 yards, returned by Tim Dwight for 10 yards (tackle by Jon Ritchie)",-1.500,-1.730
2,11:34,1,10,SDG 42,0,0,LaDainian Tomlinson right end for 11 yards (tackle by Napoleon Harris),1.730,2.460
2,10:56,1,10,OAK 47,0,0,LaDainian Tomlinson left end for -5 yards (tackle by John Parrella),2.460,1.240
2,10:14,2,15,SDG 48,0,0,Tim Dwight left end for 19 yards (tackle by Rod Woodson),1.240,3.380
2,9:27,1,10,OAK 33,0,0,LaDainian Tomlinson middle for 11 yards (tackle by Rod Woodson),3.380,4.110
2,8:50,1,10,OAK 22,0,0,LaDainian Tomlinson middle for 10 yards (tackle by Tory James),4.110,4.780
2,8:09,1,10,OAK 12,0,0,LaDainian Tomlinson right guard for 3 yards (tackle by Phillip Buchanon and DeLawrence Grant),4.780,4.640
2,7:28,2,7,OAK 9,0,0,Drew Brees pass incomplete intended for Fred McCrary (defended by Phillip Buchanon),4.640,3.700
2,7:22,3,7,OAK 9,6,0,"Drew Brees pass complete to Reche Caldwell for 9 yards, touchdown",3.700,7.000
2,7:22,,,OAK 9,7,0,Steve Christie kicks extra point good,0.000,0.000
2,7:22,,,SDG 30,7,0,"Wade Richey kicks off 61 yards, returned by Terry Kirby for 20 yards (tackle by Orlando Ruff)",0.000,0.870
2,7:12,1,10,OAK 29,7,0,Rich Gannon pass complete to Jerry Rice for 9 yards (tackle by Alex Molden),0.870,1.540
2,6:34,2,1,OAK 38,7,0,Charlie Garner middle for 2 yards (tackle by Jason Fisk),1.540,1.600
2,6:02,1,10,OAK 40,7,0,Rich Gannon pass complete to Tim Brown for 6 yards (tackle by Ben Leber),1.600,1.860
2,5:30,2,4,OAK 46,7,0,Rich Gannon left end for 1 yard (tackle by Ben Leber),1.860,1.290
2,4:50,2,4,OAK 46,,,Timeout #1 by Oakland Raiders,1.860,1.290
2,4:50,3,3,OAK 47,7,0,Rich Gannon pass complete to Jerry Rice for 2 yards (tackle by Ben Leber and Alex Molden),1.290,-0.130
2,4:08,4,1,OAK 49,7,0,"Shane Lechler punts 51 yards, touchback. Penalty on Donnie Edwards: Offensive Holding, 10 yards",-0.130,0.380
2,3:54,1,10,SDG 10,7,0,LaDainian Tomlinson right guard for -1 yards (tackle by Tony Bryant and Eric Barton),-0.380,-0.850
2,3:14,2,11,SDG 9,7,0,LaDainian Tomlinson left tackle for 10 yards (tackle by Rod Woodson),-0.850,-0.370
2,2:34,3,1,SDG 19,7,0,LaDainian Tomlinson right guard for -1 yards (tackle by John Parrella),-0.370,-2.240
2,2:00,4,2,SDG 18,7,0,"Darren Bennett punts 52 yards, fair catch by Tim Brown",-2.240,-0.940
2,1:51,1,10,OAK 30,7,0,"Rich Gannon pass complete to Jerry Rice for 9 yards (tackle by Rodney Harrison). Penalty on Quentin Jammer: Illegal Use of Hands, 5 yards (no play)",0.940,1.270
2,1:43,1,10,OAK 35,7,0,Rich Gannon pass complete to Tim Brown for 6 yards (tackle by Quentin Jammer),1.270,1.530
2,1:39,2,4,OAK 41,7,0,Rich Gannon sacked by Leonardo Carson for -2 yards,1.530,0.560
2,1:12,3,6,OAK 39,7,0,Rich Gannon pass complete to Roland Williams for 1 yard (tackle by Quentin Jammer),0.560,-0.720
2,0:58,3,6,OAK 39,,,Timeout #2 by Los Angeles Chargers,0.560,-0.720
2,0:58,4,5,OAK 40,7,0,"Shane Lechler punts 47 yards, fair catch by Tim Dwight",-0.720,0.320
2,0:50,1,10,SDG 13,7,0,LaDainian Tomlinson left end for 5 yards (tackle by Roderick Coleman),-0.320,-0.140
2,0:08,2,5,SDG 18,7,0,Drew Brees kneels for -1 yards,-0.140,-0.940
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,7,0,"Sebastian Janikowski kicks off 61 yards, returned by Ronney Jenkins for 12 yards (tackle by Marcus Williams)",0.000,0.340
3,14:56,1,10,SDG 21,7,0,LaDainian Tomlinson left end for 3 yards (tackle by Tony Bryant),0.340,0.210
3,14:13,2,7,SDG 24,7,0,Drew Brees pass complete to Curtis Conway for 17 yards (tackle by Rod Woodson and Terrance Shaw),0.210,1.660
3,13:30,1,10,SDG 41,7,0,LaDainian Tomlinson left tackle for no gain (tackle by Tony Bryant),1.660,1.120
3,12:49,2,10,SDG 41,7,0,Drew Brees pass complete to Curtis Conway for 6 yards (tackle by Napoleon Harris and Eric Barton),1.120,1.220
3,12:08,3,4,SDG 47,7,0,Drew Brees pass complete to Tim Dwight for 8 yards (tackle by Bill Romanowski),1.220,2.590
3,11:35,1,10,OAK 45,7,0,LaDainian Tomlinson right end for 3 yards (tackle by DeLawrence Grant and Bill Romanowski),2.590,2.450
3,10:56,2,7,OAK 42,7,0,Drew Brees pass complete to Tim Dwight for 31 yards (tackle by Tory James),2.450,4.840
3,10:31,1,10,OAK 11,7,0,LaDainian Tomlinson left end for 9 yards (tackle by Tory James),4.840,5.850
3,9:54,2,1,OAK 2,7,0,LaDainian Tomlinson left tackle for -2 yards (tackle by Eric Barton),5.850,4.670
3,9:17,2,1,OAK 2,,,Timeout #1 by Los Angeles Chargers,5.850,4.670
3,9:17,3,3,OAK 4,13,0,"Drew Brees pass complete to LaDainian Tomlinson for 4 yards, touchdown",4.670,7.000
3,9:17,,,OAK 4,14,0,Steve Christie kicks extra point good,0.000,0.000
3,9:17,,,SDG 30,14,0,"Wade Richey kicks off 67 yards, returned by Terry Kirby for 29 yards (tackle by Ronney Jenkins)",0.000,1.070
3,9:12,1,10,OAK 32,14,0,Rich Gannon pass complete to Tim Brown for 5 yards (tackle by Alex Molden),1.070,1.200
3,8:27,2,5,OAK 37,14,0,Rich Gannon pass complete to Jerry Rice for 9 yards (tackle by Adrian Dingle),1.200,1.990
3,7:41,1,10,OAK 46,14,0,Rich Gannon pass complete to Charlie Garner for 4 yards (tackle by Zeke Moreno and Donnie Edwards),1.990,1.990
3,6:58,2,6,,14,0,Rich Gannon pass complete to Roland Williams for 7 yards (tackle by Quentin Jammer),1.990,2.720
3,6:34,1,10,SDG 43,14,0,Rich Gannon pass complete to Jerry Porter for 28 yards (tackle by Rogers Beckett and Alex Molden),2.720,4.580
3,6:09,1,10,SDG 15,14,0,Rich Gannon middle for 7 yards (tackle by Donnie Edwards),4.580,5.220
3,5:25,2,3,SDG 8,14,0,"Rich Gannon pass incomplete intended for Jerry Rice. Penalty on Quentin Jammer: Illegal Use of Hands, 4 yards (no play)",5.220,6.280
3,5:21,1,4,SDG 4,14,6,"Rich Gannon pass complete to Jerry Rice for 4 yards, touchdown",6.280,7.000
3,5:21,,,SDG 4,14,7,Sebastian Janikowski kicks extra point good,0.000,0.000
3,5:21,,,OAK 30,14,7,"Sebastian Janikowski kicks off 68 yards, returned by Reche Caldwell for 39 yards (tackle by Alvis Whitted)",0.000,1.660
3,5:06,1,10,SDG 41,14,7,Drew Brees pass incomplete intended for LaDainian Tomlinson,1.660,1.120
3,4:58,2,10,SDG 41,14,7,Drew Brees pass complete to Curtis Conway for 14 yards (tackle by Terrance Shaw),1.120,2.590
3,4:18,1,10,OAK 45,14,7,Drew Brees pass incomplete intended for Tim Dwight,2.590,2.040
3,4:11,2,10,OAK 45,14,7,"LaDainian Tomlinson middle for -1 yards (tackle by Eric Barton). LaDainian Tomlinson fumbles (forced by Eric Barton), recovered by Fred McCrary at OAK-46",2.040,1.220
3,3:30,2,10,OAK 45,,,Timeout #2 by Los Angeles Chargers,2.040,1.220
3,3:29,3,11,OAK 46,14,7,Drew Brees pass incomplete intended for Justin Peelle,1.220,0.200
3,3:25,4,11,OAK 46,14,7,"Darren Bennett punts 39 yards, fair catch by Tim Brown",0.200,0.380
3,3:18,1,10,OAK 7,14,7,Rich Gannon pass complete to Tim Brown for 5 yards (tackle by Donnie Edwards),-0.380,-0.420
3,2:40,2,5,OAK 12,14,7,Rich Gannon pass complete to Roland Williams for 10 yards (tackle by Quentin Jammer),-0.420,0.410
3,1:54,2,5,OAK 12,,,Timeout #1 by Oakland Raiders,-0.420,0.410
3,1:54,1,10,OAK 22,14,7,"Rich Gannon pass incomplete intended for Jerry Rice. Penalty on Ryan McNeil: Defensive Pass Interference, 28 yards (no play)",0.410,2.260
3,1:48,1,10,,14,7,Rich Gannon pass incomplete intended for Jerry Rice,2.260,1.710
3,1:45,2,10,,14,7,"Rich Gannon pass complete to Charlie Garner for 2 yards (tackle by Donnie Edwards and Adrian Dingle). Penalty on Rodney Harrison: Defensive Holding, 5 yards (no play)",1.710,2.590
3,1:18,1,10,SDG 45,14,7,Rich Gannon pass complete to Jerry Rice for 30 yards (tackle by Quentin Jammer),2.590,4.580
3,0:38,1,10,SDG 45,,,Timeout #3 by Los Angeles Chargers,2.590,4.580
3,0:38,1,10,SDG 15,14,7,Charlie Garner middle for -2 yards (tackle by Raylee Johnson),4.580,3.680
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,SDG 17,14,13,"Rich Gannon pass complete to Jerry Porter for 17 yards, touchdown",3.680,7.000
4,15:00,,,SDG 17,14,14,Sebastian Janikowski kicks extra point good,0.000,0.000
4,15:00,,,OAK 30,14,14,"Sebastian Janikowski kicks off 58 yards, returned by Ronney Jenkins for 13 yards (tackle by Anthony Dorsett)",0.000,0.610
4,14:49,1,10,SDG 25,14,14,Drew Brees pass incomplete intended for Fred McCrary,0.610,0.060
4,14:42,2,10,SDG 25,14,14,Drew Brees sacked by Eric Barton for -7 yards,0.060,-1.720
4,14:08,3,17,SDG 18,14,14,Drew Brees pass incomplete intended for Reche Caldwell,-1.720,-2.240
4,14:02,4,17,SDG 18,14,14,"Darren Bennett punts 38 yards, fair catch by Tim Brown. Penalty on Ben Leber: Ineligible Downfield Kick, 5 yards (no play)",-2.240,-2.490
4,13:54,4,22,SDG 13,14,14,"Darren Bennett punts 35 yards, fair catch by Tim Brown",-2.490,-2.390
4,13:46,1,10,SDG 48,14,14,Rich Gannon pass complete to Charlie Garner for 10 yards (tackle by Ben Leber),2.390,3.050
4,13:13,1,10,SDG 38,14,14,Rich Gannon pass complete to Charlie Garner for 4 yards (tackle by Ben Leber and Donnie Edwards),3.050,3.050
4,12:38,2,6,SDG 34,14,14,Charlie Garner middle for 4 yards (tackle by Jason Fisk),3.050,2.870
4,11:55,3,2,SDG 30,14,14,Rich Gannon pass incomplete intended for Tim Brown (defended by Raylee Johnson),2.870,1.500
4,11:49,4,2,SDG 30,14,14,Sebastian Janikowski 48 yard field goal no good,1.500,-1.470
4,11:44,1,10,SDG 38,14,14,"LaDainian Tomlinson left tackle for -1 yards (tackle by Sam Adams and Tony Bryant). Penalty on DeLawrence Grant: Defensive Offside, 5 yards (no play)",1.470,2.200
4,11:20,1,5,SDG 43,14,14,Drew Brees pass incomplete intended for Tim Dwight,2.200,1.600
4,11:15,2,5,SDG 43,14,14,LaDainian Tomlinson right tackle for 8 yards (tackle by Terrance Shaw and Rod Woodson). Penalty on Tony Bryant: Defensive Offside (Declined),1.600,2.320
4,10:58,1,10,OAK 49,14,14,LaDainian Tomlinson left tackle for 5 yards (tackle by Tony Bryant and Roderick Coleman),2.320,2.460
4,10:19,2,5,OAK 44,14,14,Drew Brees pass complete to Curtis Conway for 8 yards (tackle by Tory James),2.460,3.180
4,9:44,1,10,OAK 36,14,14,"LaDainian Tomlinson left end for 1 yard (tackle by Bill Romanowski). Penalty on Bill Romanowski: Unnecessary Roughness, 15 yards",3.180,4.240
4,9:19,1,10,OAK 20,14,14,LaDainian Tomlinson middle for 15 yards (tackle by Anthony Dorsett),4.240,6.060
4,8:40,1,5,OAK 5,14,14,LaDainian Tomlinson left tackle for 3 yards (tackle by Napoleon Harris and Tony Bryant),6.060,5.720
4,8:04,2,2,OAK 2,14,14,LaDainian Tomlinson left tackle for 1 yard (tackle by Tony Bryant and Napoleon Harris),5.720,5.170
4,7:27,3,1,OAK 1,20,14,"Drew Brees middle for 1 yard, touchdown",5.170,7.000
4,7:27,,,OAK 1,21,14,Steve Christie kicks extra point good,0.000,0.000
4,7:27,,,SDG 30,21,14,"Wade Richey kicks off 79 yards, touchback",0.000,0.280
4,7:18,1,10,OAK 20,21,14,Rich Gannon sacked by Adrian Dingle for 0 yards,0.280,-0.270
4,6:53,2,10,OAK 20,21,14,Rich Gannon pass incomplete intended for Charlie Garner (defended by Leonardo Carson),-0.270,-0.960
4,6:49,3,10,OAK 20,21,14,Rich Gannon middle for 3 yards (tackle by Leonardo Carson),-0.960,-1.830
4,6:13,4,7,OAK 23,21,14,"Shane Lechler punts 43 yards, fair catch by Tim Dwight",-1.830,-1.200
4,6:05,1,10,SDG 34,21,14,LaDainian Tomlinson middle for 7 yards (tackle by Anthony Dorsett),1.200,1.600
4,5:26,2,3,SDG 41,21,14,LaDainian Tomlinson left guard for 11 yards (tackle by Rod Woodson),1.600,2.390
4,4:43,1,10,OAK 48,21,14,LaDainian Tomlinson middle for -3 yards (tackle by Tony Bryant),2.390,1.440
4,4:02,2,13,SDG 49,21,14,LaDainian Tomlinson left guard for 2 yards (tackle by Sam Adams),1.440,1.030
4,3:19,3,11,OAK 49,21,14,Drew Brees pass incomplete intended for Curtis Conway (defended by Terrance Shaw),1.030,0.000
4,3:13,4,11,OAK 49,21,14,"Darren Bennett punts 31 yards, fair catch by Tim Brown",0.000,-0.040
4,3:05,1,10,OAK 18,21,14,Rich Gannon pass complete to Charlie Garner for 18 yards (tackle by Rodney Harrison),0.040,1.330
4,2:57,1,10,OAK 36,21,14,Rich Gannon pass complete to Jerry Rice for 6 yards (tackle by Ryan McNeil),1.330,1.600
4,2:36,2,4,OAK 42,21,14,Rich Gannon pass complete to Jerry Porter for 6 yards (tackle by Ryan McNeil),1.600,2.130
4,2:30,1,10,OAK 48,21,14,Rich Gannon pass complete to Tim Brown for 16 yards (tackle by Keith Lyle),2.130,3.180
4,2:05,1,10,SDG 36,21,14,Rich Gannon pass complete to Jerry Porter for 7 yards (tackle by Donnie Edwards),3.180,3.580
4,1:58,2,3,SDG 29,21,14,Rich Gannon pass complete to Jerry Rice for 10 yards (tackle by Donnie Edwards),3.580,4.310
4,1:35,1,10,SDG 19,21,14,Rich Gannon pass incomplete intended for Jerry Rice (defended by Ben Leber),4.310,3.750
4,1:32,2,10,SDG 19,21,14,Rich Gannon pass complete to Charlie Garner for 12 yards (tackle by Ryan McNeil),3.750,5.600
4,1:26,1,7,SDG 7,21,20,"Rich Gannon pass complete to Jon Ritchie for 7 yards, touchdown",5.600,7.000
4,1:26,,,SDG 7,21,21,Sebastian Janikowski kicks extra point good,0.000,0.000
4,1:26,,,OAK 30,21,21,"Sebastian Janikowski kicks off 67 yards, returned by Ronney Jenkins for 22 yards (tackle by Travian Smith)",0.000,0.610
4,1:16,1,10,SDG 25,21,21,Drew Brees sacked by Eric Barton for -2 yards,0.610,-0.210
4,1:10,2,12,SDG 23,21,21,"Penalty on SDG: False Start, 5 yards (no play)",-0.210,-0.980
4,1:10,2,17,SDG 18,21,21,LaDainian Tomlinson middle for 9 yards (tackle by Rod Woodson and Derrick Gibson),-0.980,-0.360
4,1:03,2,17,SDG 18,,,Timeout #2 by Oakland Raiders,-0.980,-0.360
4,1:03,3,8,SDG 27,21,21,Drew Brees pass incomplete,-0.360,-1.570
4,0:58,4,8,SDG 27,21,21,"Darren Bennett punts 49 yards, returned by Tim Brown for 9 yards (tackle by Carlos Polk)",-1.570,-1.140
4,0:47,1,10,OAK 33,21,21,Rich Gannon pass complete to Roland Williams for 5 yards (tackle by Quentin Jammer),1.140,1.270
4,0:42,2,5,OAK 38,21,21,Rich Gannon sacked by Jamal Williams and Raylee Johnson for -6 yards,1.270,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
,,,,,,,"Chargers won the coin toss, Chargers to receive the overtime kickoff.",,
OT,15:00,,,OAK 30,21,21,"Sebastian Janikowski kicks off 75 yards, touchback",0.000,0.280
OT,15:00,1,10,SDG 20,21,21,LaDainian Tomlinson right end for 10 yards (tackle by Napoleon Harris),0.280,0.940
OT,14:43,1,10,SDG 30,21,21,"Drew Brees pass incomplete intended for Curtis Conway. Penalty on Terrance Shaw: Defensive Pass Interference, 15 yards (no play)",0.940,1.930
OT,14:38,1,10,SDG 45,21,21,LaDainian Tomlinson middle for -3 yards (tackle by Napoleon Harris),1.930,0.980
OT,13:57,2,13,SDG 42,21,21,LaDainian Tomlinson left end for 3 yards (tackle by Tory James),0.980,0.700
OT,13:29,3,10,SDG 45,21,21,Drew Brees pass complete to Tim Dwight for 25 yards (tackle by Tory James),0.700,3.580
OT,12:46,1,10,OAK 30,21,21,LaDainian Tomlinson right tackle for 1 yard (tackle by Derrick Gibson),3.580,3.170
OT,12:09,2,9,OAK 29,21,21,LaDainian Tomlinson left tackle for -1 yards (tackle by Derrick Gibson),3.170,2.340
OT,11:32,2,9,OAK 29,,,Timeout #1 by Los Angeles Chargers,3.170,2.340
OT,11:32,3,10,OAK 30,21,21,Drew Brees pass complete to Tim Dwight for 11 yards (tackle by Derrick Gibson),2.340,4.310
OT,11:27,1,10,OAK 19,27,21,"LaDainian Tomlinson left tackle for 19 yards, touchdown",4.310,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
