Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss, Bengals to receive the opening kickoff.",,
1,15:00,,,CLE 30,0,0,"Phil Dawson kicks off 61 yards, muffed catch by Tab Perry, recovered by Tab Perry at CIN-8, and returned for 2 yards",0.000,-0.380
1,14:54,1,10,CIN 10,0,0,Rudi Johnson right end for 6 yards (tackle by Chris Crocker and Matt Stewart),-0.380,-0.230
1,14:16,2,4,CIN 16,0,0,Rudi Johnson up the middle for 2 yards,-0.230,-0.480
1,13:37,3,2,CIN 18,0,0,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh,-0.480,-2.240
1,13:32,4,2,CIN 18,0,0,"Kyle Larson punts 43 yards, returned by Dennis Northcutt for 5 yards (tackle by Landon Johnson)",-2.240,-1.860
1,13:22,1,10,CLE 44,0,0,Charlie Frye pass complete to Antonio Bryant for 6 yards (tackle by Deltha O'Neal),1.860,2.130
1,12:54,2,4,CIN 50,0,0,Reuben Droughns left end for 17 yards (tackle by Kevin Kaesviharn),2.130,3.380
1,12:12,1,10,CIN 33,0,0,Reuben Droughns left guard for 6 yards (tackle by John Thornton),3.380,3.650
1,11:34,2,4,CIN 27,0,0,Charlie Frye pass complete to Terrelle Smith for 4 yards (tackle by Tory James and David Pollack),3.650,4.040
1,10:54,1,10,CIN 23,0,0,Reuben Droughns right tackle for -3 yards (tackle by David Pollack),4.040,3.090
1,10:14,2,13,CIN 26,0,0,Charlie Frye left end for 7 yards (tackle by Kevin Kaesviharn),3.090,3.340
1,9:32,3,6,CIN 19,0,0,Charlie Frye pass complete to Antonio Bryant for 13 yards (tackle by Tory James),3.340,5.830
1,8:54,1,6,CIN 6,0,0,"Terrelle Smith left tackle for 2 yards (tackle by David Pollack). Penalty on Shaun Smith: Defensive Offside, 3 yards (no play)",5.830,6.510
1,8:29,1,3,CIN 3,6,0,"Charlie Frye right end for 3 yards, touchdown",6.510,7.000
1,,,,CIN 2,7,0,Phil Dawson kicks extra point good,0.000,0.000
1,,,,CLE 30,7,0,"Phil Dawson kicks off 70 yards, returned by Tab Perry for 35 yards (tackle by Phil Dawson)",0.000,1.270
1,8:17,1,10,CIN 35,7,0,"T.J. Houshmandzadeh for 6 yards (tackle by Orpheus Roye). Penalty on Rudi Johnson: Offensive Holding, 10 yards (no play)",1.270,0.610
1,7:56,1,20,CIN 25,7,0,Rudi Johnson right guard for 7 yards (tackle by Chris Crocker and Ben Taylor),0.610,0.320
1,7:17,2,13,CIN 32,7,0,Carson Palmer pass incomplete intended for Chad Johnson,0.320,-0.360
1,7:10,3,13,CIN 32,7,0,Carson Palmer pass complete to T.J. Houshmandzadeh for 13 yards (tackle by Ray Mickens and Daylon McCutcheon),-0.360,1.930
1,6:43,1,10,CIN 45,7,0,Carson Palmer pass incomplete intended for Chad Johnson,1.930,1.380
1,6:37,2,10,CIN 45,7,0,Rudi Johnson right tackle for 14 yards (tackle by Ray Mickens and Chaun Thompson),1.380,2.850
1,5:55,1,10,CLE 41,7,0,Rudi Johnson left guard for 16 yards,2.850,3.910
1,5:32,1,10,CLE 25,7,0,Rudi Johnson left end for 2 yards (tackle by Ben Taylor),3.910,3.630
1,5:00,2,8,CLE 23,7,0,Carson Palmer pass complete to Chad Johnson for 15 yards (tackle by Leigh Bodden),3.630,5.370
1,4:28,1,8,CLE 8,7,0,Carson Palmer pass incomplete intended for Chad Johnson (defended by Leigh Bodden),5.370,4.570
1,4:22,2,8,CLE 8,7,6,"Rudi Johnson left tackle for 8 yards, touchdown",4.570,7.000
1,,,,CLE 2,7,7,Shayne Graham kicks extra point good,0.000,0.000
1,,,,CIN 30,7,7,"Shayne Graham kicks off 54 yards, returned by Josh Cribbs for 31 yards (tackle by Shayne Graham)",0.000,2.060
1,4:12,1,10,CLE 47,7,7,Reuben Droughns left end for 6 yards (tackle by Brian Simmons and John Thornton),2.060,2.330
1,3:27,2,4,CIN 47,7,7,Reuben Droughns left guard for 2 yards (tackle by Shaun Smith),2.330,1.880
1,2:49,3,2,CIN 45,7,7,"Penalty on L.J. Shelton: False Start, 5 yards (no play)",1.880,1.220
1,2:29,3,7,CIN 50,7,7,Lee Suggs left guard for -4 yards (tackle by Kevin Kaesviharn and Odell Thurman),1.220,-0.320
1,1:59,4,11,CLE 46,7,7,"Kyle Richardson punts 47 yards, returned by Keiwan Ratliff for 6 yards (tackle by Nick Speegle)",-0.320,0.320
1,1:48,1,10,CIN 13,7,7,Chris Perry right guard for 6 yards (tackle by Ben Taylor),-0.320,0.030
1,1:18,2,4,CIN 19,7,7,Chris Perry left tackle for 9 yards (tackle by Chris Crocker and Brian Russell),0.030,0.810
1,0:45,1,10,CIN 28,7,7,"Penalty on Reggie Kelly: False Start, 5 yards (no play)",0.810,0.480
1,0:34,1,15,CIN 23,7,7,Chris Perry right tackle for no gain (tackle by Orpheus Roye and Ben Taylor),0.480,-0.410
Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,15,CIN 23,7,7,Carson Palmer pass incomplete intended for Chad Johnson,-0.410,-4.310
2,14:50,1,10,CIN 19,7,7,Charlie Frye pass complete to Dennis Northcutt for 7 yards (tackle by Deltha O'Neal),4.310,4.920
2,14:13,2,3,CIN 12,7,7,Reuben Droughns left guard for 5 yards (tackle by Odell Thurman),4.920,5.600
2,13:33,1,7,CIN 7,7,7,Charlie Frye pass complete to Reuben Droughns for 4 yards (tackle by Ifeanyi Ohalete and Deltha O'Neal),5.600,5.530
2,13:00,,,,7,7,Timeout #1 by Cincinnati Bengals,0.000,5.530
2,13:00,2,3,CIN 3,7,7,Reuben Droughns right end for 1 yard (tackle by Justin Smith),5.530,4.950
2,12:24,3,2,CIN 2,13,7,"Charlie Frye pass complete to Steve Heiden for 2 yards, touchdown",4.950,7.000
2,,,,CIN 2,14,7,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,14,7,"Phil Dawson kicks off 50 yards, returned by Tab Perry for 20 yards (tackle by Mason Unck)",0.000,1.600
2,12:12,1,10,CIN 40,14,7,Rudi Johnson up the middle for 15 yards (tackle by Brian Russell),1.600,2.590
2,11:49,1,10,CLE 45,14,7,Rudi Johnson right tackle for 2 yards (tackle by Matt Stewart),2.590,2.310
2,11:11,2,8,CLE 43,14,7,Rudi Johnson right guard for 6 yards (tackle by Ben Taylor),2.310,2.410
2,10:37,3,2,CLE 37,14,7,Rudi Johnson up the middle for 32 yards (tackle by Brian Russell),2.410,6.060
