Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
2,7:52,2,5,IND 47,7,6,Ray Rice left guard for 5 yards (tackle by Clint Session),2.260,2.790
2,7:17,1,10,IND 42,7,6,Ray Rice middle for 5 yards (tackle by Gary Brackett and Antonio Johnson),2.790,2.920
2,6:43,2,5,IND 37,7,6,Ray Rice right end for 14 yards (tackle by Antoine Bethea),2.920,4.040
2,6:06,1,10,IND 23,7,6,Ray Rice middle for no gain (tackle by Eric Foster),4.040,3.500
2,5:29,2,10,IND 23,7,6,Ray Rice left guard for 3 yards (tackle by Gary Brackett),3.500,3.200
2,4:51,3,7,IND 20,7,6,Joe Flacco pass incomplete short middle intended for Ray Rice,3.200,2.120
2,4:48,4,7,IND 20,7,9,Billy Cundiff 38 yard field goal good,2.120,3.000
2,,,,BAL 30,7,9,"Billy Cundiff kicks off 65 yards, returned by Chad Simpson for 15 yards (tackle by Chris Carr)",0.000,0.280
2,4:35,1,10,IND 20,7,9,Joseph Addai left end for 21 yards (tackle by Dawan Landry),0.280,1.660
2,4:11,1,10,IND 41,7,9,Peyton Manning pass complete deep middle to Tom Santi for 22 yards (tackle by Dawan Landry and Lardarius Webb),1.660,3.120
2,3:35,1,10,BAL 37,7,9,Joseph Addai right end for 5 yards (tackle by Dannell Ellerbe),3.120,3.250
2,3:05,2,5,BAL 32,7,9,Joseph Addai left tackle for -1 yards (tackle by Jarret Johnson),3.250,2.410
2,2:22,3,6,BAL 33,7,9,Peyton Manning pass complete short left to Reggie Wayne for 15 yards (tackle by Domonique Foxworth),2.410,4.370
2,2:05,1,10,BAL 18,7,9,Joseph Addai left tackle for 5 yards (tackle by Ray Lewis and Trevor Pryce),4.370,4.610
2,1:58,2,5,BAL 13,7,9,Peyton Manning pass complete short right to Pierre Garcon for 8 yards (tackle by Tavares Gooden and Ray Lewis),4.610,6.060
2,1:28,1,5,BAL 5,13,9,"Joseph Addai left guard for 5 yards, touchdown",6.060,7.000
2,,,,BAL 2,14,9,Matt Stover kicks extra point good,0.000,0.000
2,,,,IND 30,14,9,"Pat McAfee kicks off 65 yards, returned by Lardarius Webb for 23 yards (tackle by Freddy Keiaho)",0.000,0.810
2,1:17,1,10,BAL 28,14,9,Joe Flacco pass incomplete short right intended for Ray Rice (defended by Raheem Brock),0.810,0.260
2,1:14,2,10,BAL 28,14,9,Joe Flacco pass complete short left to Todd Heap for 4 yards (tackle by Jerraud Powers),0.260,0.100
2,1:07,3,6,BAL 32,14,9,Joe Flacco pass complete short left to Derrick Mason for 9 yards (tackle by Jacob Lacey),0.100,1.660
2,0:43,1,10,BAL 41,14,9,Joe Flacco pass complete short left to Ray Rice for 6 yards (tackle by Melvin Bullitt),1.660,1.930
2,0:36,,,,14,9,Timeout #2 by Baltimore Ravens,0.000,1.930
2,0:35,2,4,BAL 47,14,9,Joe Flacco pass complete short middle to Derrick Mason for 19 yards (tackle by Jacob Lacey),1.930,3.310
2,0:29,,,,14,9,Timeout #3 by Baltimore Ravens,0.000,3.310
2,0:29,1,10,IND 34,14,9,Joe Flacco pass complete short right to Ray Rice for 16 yards (tackle by Gary Brackett),3.310,4.370
2,0:12,1,10,IND 18,14,9,Joe Flacco spiked the ball,4.370,3.800
2,0:10,2,10,IND 18,14,9,Joe Flacco pass incomplete short left intended for Derrick Mason,3.800,3.050
2,0:07,3,10,IND 18,14,12,Billy Cundiff 36 yard field goal good,3.050,3.000
2,,,,BAL 30,14,12,"Billy Cundiff kicks off 44 yards, returned by Austin Collie for 8 yards (tackle by Edgar Jones)",0.000,0.940
Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,14,12,"Pat McAfee kicks off 79 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,14,12,Ray Rice right tackle for 1 yard (tackle by Jacob Lacey),0.280,-0.130
3,14:28,2,9,BAL 21,14,12,Ray Rice right end for 7 yards (tackle by Jacob Lacey),-0.130,0.100
3,13:49,3,2,BAL 28,14,12,Joe Flacco pass incomplete short middle intended for Mark Clayton (defended by Gary Brackett),0.100,-1.500
3,13:41,4,2,BAL 28,14,12,"Sam Koch punts 39 yards, fair catch by T.J. Rushing",-1.500,-1.140
3,13:33,1,10,IND 33,14,12,Joseph Addai right end for 3 yards (tackle by Tavares Gooden and Ray Lewis),1.140,1.000
3,12:55,2,7,IND 36,14,12,Peyton Manning pass complete short right to Tom Santi for 13 yards (tackle by Tavares Gooden),1.000,2.190
3,12:17,1,10,IND 49,14,12,Joseph Addai left end for 3 yards (tackle by Jameel McClain),2.190,2.050
3,11:34,2,7,BAL 48,14,12,Peyton Manning pass complete deep middle to Reggie Wayne for 21 yards (tackle by Domonique Foxworth),2.050,3.780
3,10:48,1,10,BAL 27,14,12,Joseph Addai right tackle for 7 yards (tackle by Jarret Johnson and Dwan Edwards),3.780,4.180
3,10:14,2,3,BAL 20,14,12,Peyton Manning pass complete short right to Pierre Garcon for 8 yards (tackle by Fabian Washington),4.180,4.780
3,9:35,1,10,BAL 12,14,12,Donald Brown left end for 2 yards (tackle by Domonique Foxworth),4.780,4.450
3,9:00,2,8,BAL 10,14,12,"Peyton Manning pass complete short right to Tom Santi for 6 yards (tackle by Ray Lewis). Tom Santi fumbles (forced by Ray Lewis), recovered by Dwan Edwards at BAL-4 (tackle by Dallas Clark)",4.450,0.380
3,8:52,1,10,BAL 4,14,12,Le'Ron McClain left guard for 3 yards (tackle by Melvin Bullitt),-0.380,-0.560
3,8:23,2,7,BAL 7,14,12,Joe Flacco pass complete deep left to Derrick Mason for 45 yards (tackle by Jerraud Powers),-0.560,2.390
3,7:35,1,10,IND 48,14,12,Willis McGahee right end for 16 yards (tackle by Antoine Bethea),2.390,3.450
,,,,,,,"BAL challenged the fumble ruling, and the original play was overturned.",,
3,7:03,1,10,IND 32,14,12,Ray Rice right end for 13 yards (tackle by Antonio Johnson and Jerraud Powers),3.450,4.310
3,6:33,1,10,IND 19,14,12,Ray Rice left guard for -1 yards (tackle by Antonio Johnson),4.310,3.630
3,5:57,2,11,IND 20,14,12,Joe Flacco pass complete short right to Mark Clayton for 10 yards (tackle by Tim Jennings),3.630,4.690
3,5:36,3,1,IND 10,14,12,Le'Ron McClain left guard for -2 yards (tackle by Daniel Muir),4.690,2.730
3,5:00,4,3,IND 12,14,12,Billy Cundiff 30 yard field goal no good,2.730,-0.280
3,4:55,1,10,IND 20,14,12,Joseph Addai left tackle for 2 yards (tackle by Kelly Gregg and Dwan Edwards),0.280,0.000
3,4:18,2,8,IND 22,14,12,Joseph Addai left tackle for 5 yards (tackle by Haloti Ngata and Ray Lewis),0.000,-0.030
3,3:35,3,3,IND 27,14,12,Peyton Manning pass incomplete short left intended for Dallas Clark,-0.030,-1.570
3,3:30,4,3,IND 27,14,12,"Pat McAfee punts 48 yards, returned by Ed Reed for 8 yards (tackle by Melvin Bullitt)",-1.570,-1.140
3,3:17,1,10,BAL 33,14,12,Joe Flacco pass complete short left to Ray Rice for 3 yards (tackle by Philip Wheeler),1.140,1.000
3,2:41,2,7,BAL 36,14,12,Joe Flacco pass complete short right to Todd Heap for 11 yards (tackle by Jacob Lacey),1.000,2.060
3,2:02,1,10,BAL 47,14,12,Joe Flacco pass incomplete deep right intended for Derrick Mason (defended by Jacob Lacey),2.060,1.520
3,1:55,2,10,BAL 47,14,12,Joe Flacco pass complete short right to Derrick Mason for 13 yards (tackle by Gary Brackett),1.520,2.920
3,1:20,1,10,IND 40,14,12,Ray Rice middle for 3 yards (tackle by Eric Foster),2.920,2.780
3,0:44,2,7,IND 37,14,12,Joe Flacco right end for -2 yards (tackle by Tim Jennings),2.780,1.820
Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,IND 39,14,12,"Joe Flacco pass complete short right to Ray Rice for 6 yards (tackle by Gary Brackett). Penalty on Robert Mathis: Defensive Offside, 5 yards (no play)",1.820,2.480
4,14:37,3,4,IND 34,14,12,Joe Flacco pass complete short left to L.J. Smith for 5 yards (tackle by De'von Hall),2.480,3.640
4,14:00,1,10,IND 29,14,12,Ray Rice left tackle for 1 yard (tackle by Daniel Muir),3.640,3.240
4,13:20,2,9,IND 28,14,12,Joe Flacco pass complete short left to Derrick Mason for 13 yards,3.240,4.580
4,12:56,1,10,IND 15,14,12,Ray Rice left guard for 2 yards (tackle by Melvin Bullitt and Daniel Muir),4.580,4.280
4,12:19,2,8,IND 13,14,12,Joe Flacco pass complete short left to Derrick Mason for 12 yards (tackle by Antoine Bethea),4.280,6.970
4,12:08,1,1,IND 1,14,12,Joe Flacco middle for no gain (tackle by Daniel Muir),6.970,5.910
4,11:31,2,1,IND 1,14,12,Willis McGahee left guard for no gain (tackle by Gary Brackett),5.910,5.170
4,10:53,3,1,IND 1,14,12,Willis McGahee middle for -1 yards (tackle by Clint Session),5.170,3.250
4,10:16,4,2,IND 2,14,15,Billy Cundiff 20 yard field goal good,3.250,3.000
4,,,,BAL 30,14,15,"Billy Cundiff kicks off 71 yards, returned by Chad Simpson for 34 yards (tackle by Lardarius Webb)",0.000,1.140
4,10:04,1,10,IND 33,14,15,Peyton Manning pass complete short left to Reggie Wayne for 11 yards (tackle by Dwan Edwards),1.140,1.860
4,9:27,1,10,IND 44,14,15,Peyton Manning pass incomplete intended for Tom Santi,1.860,1.320
4,9:22,2,10,IND 44,14,15,Peyton Manning pass complete short middle to Pierre Garcon for 15 yards (tackle by Ed Reed),1.320,2.850
4,9:10,1,10,BAL 41,14,15,"Pierre Garcon right end for -7 yards (tackle by Paul Kruger). Penalty on Haloti Ngata: Unnecessary Roughness, 15 yards",2.850,3.380
4,8:36,1,10,BAL 33,14,15,Peyton Manning pass complete short left to Reggie Wayne for 24 yards (tackle by Ed Reed and Jarret Johnson),3.380,5.140
4,7:48,1,9,BAL 9,14,15,Peyton Manning pass complete to Reggie Wayne for 2 yards (tackle by Domonique Foxworth),5.140,4.760
4,7:16,2,7,BAL 7,14,15,Peyton Manning pass incomplete short left intended for Tom Santi,4.760,3.810
4,7:11,3,7,BAL 7,14,15,Peyton Manning pass incomplete short middle intended for Reggie Wayne,3.810,2.970
4,7:06,4,7,BAL 7,17,15,Matt Stover 25 yard field goal good,2.970,3.000
4,,,,IND 30,17,15,"Pat McAfee kicks off 70 yards, returned by Lardarius Webb for 32 yards (tackle by De'von Hall)",0.000,1.070
4,6:55,1,10,BAL 32,17,15,Joe Flacco pass complete short left to Ray Rice for 11 yards (tackle by Clint Session),1.070,1.800
4,6:18,1,10,BAL 43,17,15,Ray Rice left tackle for 1 yard (tackle by Clint Session),1.800,1.390
4,5:43,2,9,BAL 44,17,15,Joe Flacco pass complete short left to Ray Rice for 22 yards (tackle by Jacob Lacey),1.390,3.310
4,4:59,1,10,IND 34,17,15,Ray Rice right end for 1 yard (tackle by Tim Jennings),3.310,2.910
4,4:22,2,9,IND 33,17,15,Joe Flacco pass incomplete short right intended for Derrick Mason (defended by Jacob Lacey),2.910,2.210
4,4:17,3,9,IND 33,17,15,Joe Flacco pass complete short right to Derrick Mason for 16 yards (tackle by Tim Jennings),2.210,4.440
4,4:11,1,10,IND 17,17,15,Joe Flacco pass complete short right to Derrick Mason for 5 yards (tackle by Tim Jennings),4.440,4.690
4,3:35,2,5,IND 12,17,15,Ray Rice right tackle for -2 yards (tackle by Jerraud Powers),4.690,3.500
4,2:49,3,7,IND 14,17,15,Joe Flacco pass incomplete short middle intended for Ray Rice is intercepted by Gary Brackett at IND-13 and returned for 8 yards,3.500,-0.340
4,2:42,1,10,IND 21,17,15,Joseph Addai right end for 3 yards (tackle by Fabian Washington),0.340,0.210
4,2:35,2,7,IND 24,17,15,Peyton Manning pass complete short right to Pierre Garcon for 6 yards (tackle by Ray Lewis),0.210,0.300
4,2:26,,,,17,15,Timeout #1 by Baltimore Ravens,0.000,0.300
4,2:26,3,1,IND 30,17,15,Peyton Manning pass complete short left to Reggie Wayne for 1 yard (tackle by Lardarius Webb),0.300,1.000
,,,,,,,"BAL challenged the first down ruling, and the play was upheld.",,
4,2:19,,,,17,15,Timeout #3 by Baltimore Ravens,0.000,1.000
4,2:19,1,10,IND 31,17,15,"Penalty on Tom Santi: False Start, 5 yards (no play)",1.000,0.670
4,2:19,1,15,IND 26,17,15,Joseph Addai left guard for 3 yards (tackle by Jarret Johnson),0.670,0.190
4,2:00,2,12,IND 29,17,15,Joseph Addai right end for -2 yards (tackle by Haloti Ngata),0.190,-0.760
4,1:15,3,14,IND 27,17,15,Joseph Addai left end for 4 yards,-0.760,-1.310
4,0:28,,,,17,15,Timeout #1 by Indianapolis Colts,0.000,-1.310
4,0:28,4,10,IND 31,17,15,"Pat McAfee punts 34 yards, returned by Ed Reed for 4 yards. Ed Reed fumbles, recovered by Freddy Keiaho at BAL-40",-1.310,2.920
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,0:11,1,10,BAL 40,17,15,Peyton Manning kneels for -1 yards,2.920,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
