Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Redskins won the coin toss, Redskins to receive the opening kickoff.",,
1,15:00,,,DAL 30,0,0,"David Buehler kicks off 64 yards, returned by Marcus Mason for 13 yards (tackle by John Phillips)",0.000,0.150
1,15:00,1,10,WAS 19,0,0,Quinton Ganther left end for -4 yards (tackle by Anthony Spencer),0.150,-1.000
1,14:53,2,14,WAS 15,0,0,Jason Campbell pass complete short middle to Quinton Ganther for 16 yards (tackle by Bradie James),-1.000,1.000
1,14:47,1,10,WAS 31,0,0,Quinton Ganther middle for 8 yards (tackle by Keith Brooking),1.000,1.540
1,14:07,2,2,WAS 39,0,0,Quinton Ganther right end for -1 yards (tackle by Marcus Spears and Keith Brooking),1.540,0.700
1,12:25,3,3,WAS 38,0,0,Jason Campbell pass incomplete short right intended for Fred Davis is intercepted by Terence Newman at WAS-45 and returned for 9 yards,0.700,-3.180
1,12:12,1,10,WAS 36,0,0,Tony Romo pass incomplete deep right intended for Roy Williams,3.180,2.640
1,12:06,2,10,WAS 36,0,0,Tony Romo pass complete short right to Miles Austin for 1 yard (tackle by Phillip Daniels and Albert Haynesworth),2.640,2.080
1,11:30,3,9,WAS 35,0,0,Tony Romo pass complete short middle to Patrick Crayton for 16 yards (tackle by DeAngelo Hall),2.080,4.310
1,10:36,1,10,WAS 19,0,0,Felix Jones middle for 9 yards (tackle by London Fletcher and LaRon Landry),4.310,5.360
1,9:53,2,1,WAS 10,0,0,Marion Barber middle for 2 yards (tackle by Cornelius Griffin and Rocky McIntosh),5.360,5.370
1,9:11,1,8,WAS 8,0,0,Marion Barber right end for 4 yards (tackle by LaRon Landry),5.370,5.340
1,8:44,2,4,WAS 4,6,0,"Tony Romo pass complete short right to Roy Williams for 4 yards, touchdown",5.340,7.000
1,,,,WAS 2,7,0,Shaun Suisham kicks extra point good,0.000,0.000
1,,,,DAL 30,7,0,"David Buehler kicks off 68 yards, returned by Rock Cartwright for 24 yards (tackle by Alan Ball)",0.000,0.670
1,8:26,1,10,WAS 26,7,0,Jason Campbell pass complete short right to Fred Davis for 18 yards (tackle by Ken Hamlin),0.670,1.860
1,7:59,1,10,WAS 44,7,0,"Jason Campbell pass incomplete deep left intended for Santana Moss (defended by Mike Jenkins). Penalty on Santana Moss: Offensive Pass Interfere, 10 yards (no play)",1.860,1.200
1,7:53,1,20,WAS 34,7,0,"Jason Campbell pass complete short left to Antwaan Randle El for 5 yards (tackle by Orlando Scandrick). Antwaan Randle El fumbles (forced by Orlando Scandrick), ball out of bounds at WAS-39",1.200,0.640
1,7:20,2,15,WAS 39,7,0,Jason Campbell pass incomplete short right intended for Santana Moss,0.640,-0.030
1,7:14,3,15,WAS 39,7,0,Jason Campbell sacked by Jay Ratliff for -5 yards,-0.030,-1.110
1,7:02,4,20,WAS 34,7,0,"Hunter Smith punts 35 yards, fair catch by Patrick Crayton",-1.110,-1.000
1,6:56,1,10,DAL 31,7,0,Tony Romo sacked by Phillip Daniels for -1 yards,1.000,0.320
1,6:23,2,11,DAL 30,7,0,Felix Jones left tackle for 2 yards (tackle by Cornelius Griffin),0.320,-0.100
1,5:41,3,9,DAL 32,7,0,Tony Romo pass incomplete short middle intended for Patrick Crayton (defended by London Fletcher),-0.100,-1.240
