Quarter,Time,Tm,Detail,NWE,MIA
1.0,3:53,Patriots,Stephen Gostkowski 22 yard field goal,3,0
2.0,1:38,Patriots,Michael Hoomanawanui 13 yard pass from Tom Brady (Stephen Gostkowski kick),10,0
,0:32,Dolphins,Mike Wallace 39 yard pass from Ryan Tannehill (Caleb Sturgis kick),10,7
3.0,7:31,Dolphins,Caleb Sturgis 32 yard field goal,10,10
4.0,14:54,Dolphins,Daniel Thomas 2 yard pass from Ryan Tannehill (Caleb Sturgis kick),10,17
,7:45,Patriots,Stephen Gostkowski 23 yard field goal,13,17
,4:07,Patriots,Julian Edelman 24 yard pass from Tom Brady (Stephen Gostkowski kick),20,17
,1:15,Dolphins,Marcus Thigpen 14 yard pass from Ryan Tannehill (Caleb Sturgis kick),20,24
