Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
3,12:11,3,4,NWE 40,10,7,Tom Brady pass complete deep right to Josh Boyce for 30 yards (tackle by Brent Grimes),0.760,3.580
3,11:30,1,10,MIA 30,10,7,Tom Brady pass incomplete short right intended for Shane Vereen,3.580,3.030
3,11:26,2,10,MIA 30,10,7,Tom Brady pass incomplete short left intended for Shane Vereen,3.030,2.340
3,11:22,3,10,MIA 30,10,7,Tom Brady pass incomplete short right intended for Josh Boyce,2.340,1.410
3,11:19,4,10,MIA 30,10,7,Stephen Gostkowski 48 yard field goal no good,1.410,-1.470
3,11:14,1,10,MIA 38,10,7,Lamar Miller right guard for 4 yards (tackle by Rob Ninkovich),1.470,1.460
3,10:44,2,6,MIA 42,10,7,Ryan Tannehill pass complete short right to Mike Wallace for 13 yards (tackle by Kyle Arrington),1.460,2.590
3,10:18,1,10,NWE 45,10,7,Lamar Miller left tackle for 6 yards (tackle by Steve Gregory),2.590,2.850
3,9:32,2,4,NWE 39,10,7,Ryan Tannehill pass complete short middle to Brian Hartline for 19 yards (tackle by Dont'a Hightower),2.850,4.240
3,8:53,1,10,NWE 20,10,7,Lamar Miller up the middle for 6 yards (tackle by Dont'a Hightower),4.240,4.640
3,8:21,2,4,NWE 14,10,7,Ryan Tannehill pass complete short left to Lamar Miller for no gain,4.640,3.890
3,7:44,3,4,NWE 14,10,7,Ryan Tannehill pass incomplete short right intended for Brian Hartline. Penalty on Sam Brenner: Offensive Holding (Declined),3.890,2.580
3,7:34,4,4,NWE 14,10,10,Caleb Sturgis 32 yard field goal good,2.580,3.000
3,7:34,,,MIA 35,10,10,"Caleb Sturgis kicks off 74 yards, touchback",0.000,-0.280
3,7:31,1,10,NWE 20,10,10,Stevan Ridley left tackle for 9 yards (tackle by Chris Clemons),0.280,0.950
3,6:50,2,1,NWE 29,10,10,Stevan Ridley left guard for 2 yards (tackle by Chris Clemons),0.950,1.000
3,6:21,1,10,NWE 31,10,10,Stevan Ridley right guard for 2 yards (tackle by Randy Starks),1.000,0.730
3,5:42,2,8,NWE 33,10,10,Tom Brady pass incomplete short right intended for Josh Boyce,0.730,0.040
3,5:37,3,8,NWE 33,10,10,Tom Brady sacked by Cameron Wake for -7 yards,0.040,-1.630
3,5:17,4,15,NWE 26,10,10,"Ryan Allen punts 49 yards, returned by Marcus Thigpen for 9 yards (tackle by Chris White)",-1.630,-1.200
3,5:05,1,10,MIA 34,10,10,Daniel Thomas right guard for 3 yards (tackle by Dont'a Hightower),1.200,1.060
3,4:32,2,7,MIA 37,10,10,Ryan Tannehill pass complete short middle to Brian Hartline for 17 yards (tackle by Dont'a Hightower),1.060,2.520
3,3:57,1,10,NWE 46,10,10,Daniel Thomas right tackle for 4 yards (tackle by Sealver Siliga),2.520,2.520
3,3:33,2,6,NWE 42,10,10,Ryan Tannehill pass complete short middle to Brian Hartline for 15 yards (tackle by Alfonzo Dennard),2.520,3.780
3,3:33,1,10,NWE 27,10,10,Ryan Tannehill pass complete short middle to Mike Wallace for 9 yards (tackle by Alfonzo Dennard),3.780,4.530
3,2:15,2,1,NWE 18,10,10,Lamar Miller up the middle for 5 yards (tackle by Aqib Talib),4.530,4.710
3,1:57,1,10,NWE 13,10,10,Lamar Miller left end for 3 yards (tackle by Aqib Talib),4.710,4.580
3,1:32,2,7,NWE 10,10,10,Lamar Miller right guard for 3 yards (tackle by Dont'a Hightower and Steve Gregory),4.580,4.330
3,0:35,3,4,NWE 7,10,10,"Ryan Tannehill pass incomplete short middle intended for Dion Sims. Penalty on Dane Fletcher: Defensive Pass Interference, 2 yards (no play)",4.330,6.060
3,0:31,1,5,NWE 5,10,10,Lamar Miller left guard for 3 yards (tackle by Dont'a Hightower),6.060,5.720
Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,NWE 2,10,16,"Ryan Tannehill pass complete short right to Daniel Thomas for 2 yards, touchdown",5.720,7.000
4,15:00,,,NWE 2,10,17,Caleb Sturgis kicks extra point good,0.000,0.000
4,15:00,,,MIA 35,10,17,"Caleb Sturgis kicks off 70 yards, returned by Josh Boyce for 19 yards (tackle by Michael Thomas)",0.000,0.280
4,14:49,1,10,NWE 14,10,17,Tom Brady pass incomplete short middle intended for Michael Hoomanawanui,-0.280,-0.750
4,14:45,2,10,NWE 14,10,17,Tom Brady pass complete short right to Danny Amendola for 7 yards (tackle by Jimmy Wilson),-0.750,-0.560
4,14:07,3,3,NWE 21,10,17,Tom Brady pass complete short middle to Austin Collie for 6 yards (tackle by Will Davis),-0.560,0.740
4,13:27,1,10,NWE 27,10,17,Tom Brady pass complete short left to Julian Edelman for 11 yards (tackle by Will Davis),0.740,1.470
4,12:52,1,10,NWE 38,10,17,LeGarrette Blount left tackle for 2 yards (tackle by Jared Odrick),1.470,1.190
4,12:16,2,8,NWE 40,10,17,Tom Brady pass complete short left to Danny Amendola for 9 yards (tackle by Will Davis),1.190,2.190
4,11:44,1,10,NWE 49,10,17,Tom Brady pass incomplete deep right intended for Julian Edelman,2.190,1.650
4,11:44,2,10,NWE 49,10,17,Tom Brady pass complete short right to Julian Edelman for 8 yards (tackle by Dion Jordan),1.650,2.010
4,11:04,3,2,MIA 43,10,17,Tom Brady pass complete short right to Julian Edelman for 4 yards (tackle by Brent Grimes),2.010,2.980
4,10:18,1,10,MIA 39,10,17,Tom Brady pass complete short middle to Julian Edelman for 12 yards (tackle by Will Davis),2.980,3.780
4,9:43,1,10,MIA 27,10,17,"Penalty on MIA: Defensive 12 On-field, 5 yards (no play)",3.780,4.510
4,9:21,1,5,MIA 22,10,17,Tom Brady pass complete short middle to Julian Edelman for 9 yards (tackle by Chris Clemons),4.510,4.710
4,8:42,1,10,MIA 13,10,17,Tom Brady pass incomplete short middle intended for Shane Vereen (defended by Chris Clemons),4.710,4.050
4,8:35,2,10,MIA 13,10,17,LeGarrette Blount up the middle for 8 yards (tackle by Chris Clemons and Dion Jordan),4.050,4.780
4,7:53,3,2,MIA 5,10,17,Tom Brady pass incomplete short left intended for Shane Vereen,4.780,3.030
4,7:49,4,2,MIA 5,13,17,Stephen Gostkowski 23 yard field goal good,3.030,3.000
4,7:49,,,NWE 35,13,17,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,7:43,1,10,MIA 20,13,17,Ryan Tannehill pass incomplete deep right intended for Mike Wallace,0.280,-0.270
4,7:38,2,10,MIA 20,13,17,Lamar Miller left guard for 6 yards (tackle by Steve Gregory),-0.270,-0.160
4,6:57,3,4,MIA 26,13,17,Ryan Tannehill pass incomplete short left intended for Rishard Matthews (defended by Alfonzo Dennard),-0.160,-1.630
4,6:45,4,4,MIA 26,13,17,"Brandon Fields punts 47 yards, out of bounds",-1.630,-0.740
4,6:43,1,10,NWE 27,13,17,Tom Brady pass complete short right to Danny Amendola for 12 yards (tackle by Dannell Ellerbe),0.740,1.530
4,6:14,1,10,NWE 39,13,17,Stevan Ridley left end for 5 yards (tackle by Jimmy Wilson),1.530,1.660
4,5:40,2,5,NWE 44,13,17,Tom Brady pass complete short right to Julian Edelman for 13 yards (tackle by Jelani Jenkins),1.660,2.720
4,4:57,1,10,MIA 43,13,17,Tom Brady pass complete deep middle to Austin Collie for 19 yards (tackle by Will Davis),2.720,3.970
4,4:34,1,10,MIA 24,13,17,Tom Brady pass incomplete short middle intended for Julian Edelman,3.970,3.430
4,4:14,2,10,MIA 24,19,17,"Tom Brady pass complete short middle to Julian Edelman for 24 yards, touchdown",3.430,7.000
4,4:14,,,MIA 2,20,17,Stephen Gostkowski kicks extra point good,0.000,0.000
4,4:14,,,NWE 35,20,17,"Stephen Gostkowski kicks off 60 yards, out of bounds",0.000,-1.600
4,4:07,1,10,MIA 40,20,17,Ryan Tannehill pass incomplete deep right intended for Mike Wallace,1.600,1.050
4,4:02,2,10,MIA 40,20,17,Ryan Tannehill sacked by Sealver Siliga for -6 yards,1.050,-0.430
4,3:24,3,16,MIA 34,20,17,Ryan Tannehill pass complete short middle to Brian Hartline for 11 yards (tackle by Logan Ryan),-0.430,-0.390
4,2:41,4,5,MIA 45,20,17,Ryan Tannehill pass complete short right to Charles Clay for 6 yards (tackle by Steve Gregory),-0.390,2.320
4,2:10,1,10,NWE 49,20,17,Ryan Tannehill pass complete short left to Rishard Matthews for 3 yards (tackle by Alfonzo Dennard),2.320,2.190
4,1:57,2,7,NWE 46,20,17,Ryan Tannehill pass complete short left to Brian Hartline for 8 yards (tackle by Steve Gregory),2.190,3.050
4,1:30,1,10,NWE 38,20,17,Ryan Tannehill pass complete deep left to Rishard Matthews for 24 yards,3.050,4.650
4,1:25,1,10,NWE 14,20,17,Ryan Tannehill pass incomplete short left intended for Brian Hartline,4.650,4.000
4,1:21,2,10,NWE 14,20,23,"Ryan Tannehill pass complete short left to Marcus Thigpen for 14 yards, touchdown",4.000,7.000
4,1:21,,,NWE 2,20,24,Caleb Sturgis kicks extra point good,0.000,0.000
4,1:21,,,MIA 35,20,24,"Caleb Sturgis kicks off 71 yards, touchback",0.000,-0.280
4,1:15,1,10,NWE 20,20,24,Tom Brady pass complete short middle to Danny Amendola for 11 yards (tackle by Michael Thomas). Penalty on Olivier Vernon: Defensive Offside (Declined),0.280,1.000
4,1:05,1,10,NWE 31,20,24,Tom Brady pass complete short left to Shane Vereen for 2 yards (tackle by Michael Thomas),1.000,1.000
4,1:05,1,10,NWE 31,20,24,Timeout #1 by New England Patriots,1.000,0.730
4,1:04,2,8,NWE 33,20,24,Tom Brady pass incomplete short right intended for Danny Amendola,0.730,0.040
4,1:01,3,8,NWE 33,20,24,Tom Brady pass incomplete short middle intended for Julian Edelman,0.040,0.040
4,0:58,3,8,NWE 33,20,24,Timeout #1 by Miami Dolphins,0.040,-1.180
4,0:57,4,8,NWE 33,20,24,Tom Brady pass complete short middle to Danny Amendola for 12 yards (tackle by Reshad Jones),-1.180,-1.180
4,0:52,4,8,NWE 33,20,24,Timeout #2 by New England Patriots,-1.180,1.930
4,0:52,1,10,NWE 45,20,24,Tom Brady pass complete deep middle to Danny Amendola for 24 yards (tackle by Will Davis),1.930,3.510
4,0:37,1,10,MIA 31,20,24,Tom Brady spiked the ball,3.510,2.970
4,0:34,2,10,MIA 31,20,24,Tom Brady pass incomplete short middle intended for Danny Amendola,2.970,2.280
4,0:31,3,10,MIA 31,20,24,Tom Brady pass complete short middle to Julian Edelman for 12 yards (tackle by Reshad Jones),2.280,2.280
4,0:27,3,10,MIA 31,20,24,Timeout #3 by New England Patriots,2.280,4.310
4,0:27,1,10,MIA 19,20,24,Tom Brady pass incomplete deep right intended for Danny Amendola (defended by Michael Thomas),4.310,3.750
4,0:21,2,10,MIA 19,20,24,"Tom Brady pass incomplete deep left intended for Julian Edelman. Penalty on Cameron Wake: Defensive Offside, 5 yards (no play)",3.750,4.530
4,0:16,2,5,MIA 14,20,24,Tom Brady pass incomplete short right intended for Julian Edelman,4.530,4.530
4,0:12,2,5,MIA 14,20,24,Timeout #2 by Miami Dolphins,4.530,3.760
4,0:12,3,5,MIA 14,20,24,Tom Brady pass incomplete short middle intended for Michael Hoomanawanui,3.760,3.760
4,0:07,3,5,MIA 14,20,24,Timeout #3 by Miami Dolphins,3.760,2.560
4,0:07,4,5,MIA 14,20,24,Tom Brady pass incomplete deep middle intended for Austin Collie is intercepted by Michael Thomas at MIA--2,2.560,-0.280
4,0:02,1,10,MIA 20,20,24,Ryan Tannehill kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
