Quarter,Time,Down,ToGo,Location,ARI,DEN,Detail,EPB,EPA
1,4:03,3,12,ARI 18,3,7,Drew Stanton pass complete deep left to Larry Fitzgerald for 33 yards (tackle by Bradley Roby),-1.330,2.320
1,3:33,1,10,DEN 49,3,7,Drew Stanton pass incomplete deep right intended for John Brown,2.320,1.780
1,3:25,2,10,DEN 49,3,7,Andre Ellington up the middle for 4 yards (tackle by Danny Trevathan),1.780,1.780
1,2:41,2,10,DEN 49,3,7,Timeout #2 by Arizona Cardinals,1.780,1.620
1,2:41,3,6,DEN 45,3,7,Drew Stanton pass complete short right to Larry Fitzgerald for 15 yards (tackle by T.J. Ward),1.620,3.580
1,2:01,1,10,DEN 30,3,7,Drew Stanton pass incomplete short left intended for Ted Ginn,3.580,3.030
1,1:57,2,10,DEN 30,3,7,Drew Stanton pass incomplete deep left intended for Michael Floyd (defended by Chris Harris),3.030,3.030
1,1:52,2,10,DEN 30,3,7,Timeout #3 by Arizona Cardinals,3.030,2.340
1,1:52,3,10,DEN 30,3,7,Drew Stanton pass incomplete short left intended for John Brown (defended by Bradley Roby),2.340,1.410
1,1:46,4,10,DEN 30,6,7,Chandler Catanzaro 48 yard field goal good,1.410,3.000
1,1:46,,,ARI 35,6,7,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
1,1:41,1,10,DEN 20,6,7,Peyton Manning pass complete short middle to Emmanuel Sanders for 6 yards (tackle by Patrick Peterson),0.280,0.540
1,1:12,2,4,DEN 26,6,7,Peyton Manning pass incomplete short left intended for Emmanuel Sanders,0.540,-0.160
1,1:09,3,4,DEN 26,6,7,Peyton Manning pass complete short right to Montee Ball for 2 yards (tackle by Jerraud Powers),-0.160,-1.500
1,0:36,4,2,DEN 28,6,7,"Britton Colquitt punts 56 yards, out of bounds",-1.500,0.140
1,0:25,1,10,ARI 16,6,7,Andre Ellington right guard for 1 yard (tackle by Malik Jackson),-0.140,-0.510
Quarter,Time,Down,ToGo,Location,ARI,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,ARI 17,6,7,Andre Ellington up the middle for 6 yards (tackle by Danny Trevathan),-0.510,-0.450
2,14:23,3,3,ARI 23,6,7,Drew Stanton pass incomplete short left intended for Larry Fitzgerald (defended by Chris Harris),-0.450,-1.830
2,14:18,4,3,ARI 23,6,7,"Dave Zastudil punts 40 yards, returned by Isaiah Burse for 3 yards (tackle by Jaron Brown)",-1.830,-1.600
2,14:06,1,10,DEN 40,6,7,Montee Ball up the middle for no gain (tackle by Matt Shaughnessy),1.600,1.050
2,13:32,2,10,DEN 40,6,7,Peyton Manning pass incomplete deep left intended for Wes Welker is intercepted by Jerraud Powers at ARI-44 and returned for 1 yard,1.050,-1.930
2,13:25,1,10,ARI 45,6,7,Drew Stanton pass complete short right to Andre Ellington for 15 yards (tackle by Danny Trevathan),1.930,2.920
2,12:48,1,10,DEN 40,6,7,Andre Ellington right end for 2 yards (tackle by Danny Trevathan),2.920,2.640
2,12:09,2,8,DEN 38,6,7,Ted Ginn right end for -1 yards (tackle by Aqib Talib),2.640,1.820
2,11:24,3,9,DEN 39,6,7,Drew Stanton sacked by Von Miller for -10 yards,1.820,0.000
2,11:24,4,19,DEN 49,6,7,"Dave Zastudil punts 49 yards, touchback",0.000,-0.280
2,10:43,1,10,DEN 20,6,7,Peyton Manning pass incomplete short left intended for Demaryius Thomas (defended by Antonio Cromartie),0.280,-0.270
2,10:40,2,10,DEN 20,6,7,"Peyton Manning pass incomplete deep right intended for Emmanuel Sanders (defended by Jerraud Powers). Penalty on Emmanuel Sanders: Offensive Pass Interference, 10 yards (no play)",-0.270,-1.510
2,10:33,2,20,DEN 10,6,7,Peyton Manning pass complete short middle to Emmanuel Sanders for 13 yards (tackle by Deone Bucannon),-1.510,-0.560
2,9:52,3,7,DEN 23,6,7,Peyton Manning pass complete deep left to Emmanuel Sanders for 30 yards (tackle by Patrick Peterson),-0.560,2.460
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
2,9:19,1,10,ARI 47,6,7,Emmanuel Sanders left end for 3 yards (tackle by Rashad Johnson),2.460,2.320
2,8:51,2,7,ARI 44,6,7,Peyton Manning pass complete short right to Wes Welker for 14 yards (tackle by Jerraud Powers),2.320,3.580
2,8:18,1,10,ARI 30,6,7,Montee Ball left end for -1 yards (tackle by Deone Bucannon),3.580,2.900
2,7:36,2,11,ARI 31,6,13,"Peyton Manning pass complete short right to Demaryius Thomas for 31 yards, touchdown",2.900,7.000
2,7:36,,,ARI 2,6,14,Brandon McManus kicks extra point good,0.000,0.000
2,7:36,,,DEN 35,6,14,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
2,7:30,1,10,ARI 20,6,14,Drew Stanton pass complete short middle to John Carlson for 5 yards (tackle by Brandon Marshall),0.280,0.410
2,6:55,2,5,ARI 25,6,14,Andre Ellington up the middle for 4 yards (tackle by Brandon Marshall),0.410,0.230
2,6:17,3,1,ARI 29,6,14,Robert Hughes up the middle for no gain (tackle by Terrance Knighton),0.230,-1.440
2,5:34,4,1,ARI 29,6,14,"Dave Zastudil punts 44 yards, returned by Isaiah Burse for 11 yards (tackle by Justin Bethel)",-1.440,-1.470
2,5:25,1,10,DEN 38,6,14,"Peyton Manning pass complete short right to Emmanuel Sanders for 2 yards (tackle by Rashad Johnson). Penalty on Demaryius Thomas: Offensive Pass Interference, 10 yards (no play)",1.470,0.810
2,4:55,1,20,DEN 28,6,14,Peyton Manning pass incomplete short right intended for Demaryius Thomas (defended by Antonio Cromartie),0.810,-0.430
2,4:50,2,20,DEN 28,6,14,Peyton Manning pass incomplete short left intended for Montee Ball is intercepted by Calais Campbell at DEN-28 and returned for 23 yards,-0.430,-6.060
2,4:42,1,5,DEN 5,12,14,"Andre Ellington right tackle for 5 yards, touchdown",6.060,7.000
2,4:42,,,DEN 2,13,14,Chandler Catanzaro kicks extra point good,0.000,0.000
2,4:42,,,ARI 35,13,14,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
2,4:37,1,10,DEN 20,13,14,Montee Ball left tackle for -2 yards (tackle by Deone Bucannon),0.280,-0.630
2,3:58,2,12,DEN 18,13,14,Peyton Manning pass complete short left to Emmanuel Sanders for 11 yards,-0.630,0.230
2,3:36,3,1,DEN 29,13,14,"Montee Ball right guard for 2 yards (tackle by Tommy Kelly). Penalty on Orlando Franklin: Offensive Holding, 10 yards (no play)",0.230,-1.140
2,3:07,3,11,DEN 19,13,14,Peyton Manning pass complete short right to Montee Ball for 9 yards (tackle by Kareem Martin),-1.140,-1.500
2,2:37,4,2,DEN 28,13,14,"Britton Colquitt punts 39 yards, fair catch by Ted Ginn",-1.500,-1.140
2,2:30,1,10,ARI 33,13,14,Drew Stanton pass incomplete short right intended for John Carlson,1.140,0.590
2,2:25,2,10,ARI 33,13,14,Stepfan Taylor right end for 6 yards (tackle by Rahim Moore),0.590,0.700
2,2:00,3,4,ARI 39,13,14,Drew Stanton pass incomplete short middle intended for John Brown,0.700,-0.780
2,1:55,4,4,ARI 39,13,14,"Dave Zastudil punts 47 yards, fair catch by Isaiah Burse",-0.780,0.280
2,1:48,1,10,DEN 14,13,20,"Peyton Manning pass complete deep left to Demaryius Thomas for 86 yards, touchdown",-0.280,7.000
2,1:48,,,ARI 2,13,21,Brandon McManus kicks extra point good,0.000,0.000
2,1:48,,,DEN 35,13,21,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
2,1:35,1,10,ARI 20,13,21,Drew Stanton pass incomplete short right intended for Andre Ellington,0.280,-0.270
2,1:32,2,10,ARI 20,13,21,Drew Stanton pass incomplete short left intended for John Brown (defended by Chris Harris),-0.270,-0.960
2,1:28,3,10,ARI 20,13,21,Drew Stanton pass complete short right to Michael Floyd for 7 yards (tackle by Aqib Talib),-0.960,-1.570
2,1:23,4,3,ARI 27,13,21,"Dave Zastudil punts 47 yards, returned by Isaiah Burse for 37 yards (tackle by Lorenzo Alexander). Penalty on Robert Hughes: Offensive Holding (Offsetting), Penalty on Kayvon Webster: Defensive Holding (Offsetting) (no play)",-1.570,-1.570
2,1:23,4,3,ARI 27,13,21,"Dave Zastudil punts 53 yards, returned by Isaiah Burse for 11 yards (tackle by Troy Niklas)",-1.570,-1.000
2,0:53,1,10,DEN 31,13,21,Peyton Manning pass incomplete deep left intended for Julius Thomas,1.000,0.460
2,0:48,2,10,DEN 31,13,21,Ronnie Hillman up the middle for -1 yards (tackle by Calais Campbell),0.460,-0.360
2,0:18,3,11,DEN 30,13,21,Peyton Manning pass complete short right to Wes Welker for 5 yards (tackle by Jerraud Powers),-0.360,-1.040
Quarter,Time,Down,ToGo,Location,ARI,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,13,21,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,13,21,Peyton Manning sacked by Frostee Rucker for -3 yards,0.280,0.280
3,14:15,1,10,DEN 20,13,21,Timeout #1 by Denver Broncos,0.280,-0.790
3,14:15,2,13,DEN 17,13,21,Peyton Manning pass complete short right to Wes Welker for 6 yards (tackle by Larry Foote),-0.790,-0.560
3,13:33,3,7,DEN 23,13,21,"Peyton Manning pass complete deep right to Demaryius Thomas for 77 yards. Penalty on Julius Thomas: Chop Block (Offsetting), Penalty on Antonio Cromartie: Defensive Holding (Offsetting) (no play)",-0.560,-0.560
3,13:21,3,7,DEN 23,13,21,Peyton Manning pass incomplete deep right intended for Andre Caldwell (defended by Antonio Cromartie),-0.560,-1.830
3,13:15,4,7,DEN 23,13,21,"Britton Colquitt punts 60 yards, returned by Ted Ginn for 7 yards (tackle by Jacob Tamme)",-1.830,-0.540
3,13:04,1,10,ARI 24,13,21,Drew Stanton pass incomplete short right intended for Larry Fitzgerald (defended by Brandon Marshall),0.540,0.000
3,13:00,2,10,ARI 24,13,21,Drew Stanton pass complete short left to John Brown for 2 yards (tackle by Danny Trevathan),0.000,-0.430
3,12:18,3,8,ARI 26,13,21,Drew Stanton pass incomplete short right intended for John Brown,-0.430,-1.630
3,12:13,4,8,ARI 26,13,21,"Dave Zastudil punts 44 yards, fair catch by Isaiah Burse",-1.630,-0.940
3,12:05,1,10,DEN 30,13,21,Montee Ball right guard for 5 yards (tackle by Antonio Cromartie),0.940,1.070
3,11:33,2,5,DEN 35,13,21,Peyton Manning pass complete deep right to Emmanuel Sanders for 20 yards (tackle by Tony Jefferson),1.070,2.590
3,11:09,1,10,ARI 45,13,21,"Peyton Manning pass incomplete short left intended for Emmanuel Sanders. Penalty on Patrick Peterson: Defensive Holding, 5 yards (no play)",2.590,2.920
3,11:04,1,10,ARI 40,13,21,Ronnie Hillman up the middle for 12 yards (tackle by Larry Foote),2.920,3.710
3,10:29,1,10,ARI 28,13,21,Ronnie Hillman left tackle for 3 yards (tackle by Kareem Martin),3.710,3.570
3,9:48,2,7,ARI 25,13,21,Peyton Manning pass incomplete short right intended for Demaryius Thomas,3.570,2.870
3,9:43,3,7,ARI 25,13,21,Peyton Manning pass incomplete deep right intended for Demaryius Thomas,2.870,1.800
3,9:38,4,7,ARI 25,13,24,Brandon McManus 44 yard field goal good,1.800,3.000
3,9:38,,,DEN 35,13,24,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
3,9:33,1,10,ARI 20,13,24,Andre Ellington up the middle for 1 yard (tackle by DeMarcus Ware),0.280,-0.130
3,8:53,2,9,ARI 21,13,24,Logan Thomas sacked by DeMarcus Ware and Von Miller for -8 yards,-0.130,-2.190
3,8:09,3,17,ARI 13,13,24,Logan Thomas sacked by Malik Jackson and Von Miller for -3 yards,-2.190,-2.490
3,8:09,4,20,ARI 10,13,24,"Dave Zastudil punts 45 yards, returned by Isaiah Burse for -2 yards (tackle by Mike Leach). Penalty on ARI: Illegal Formation, 5 yards",-2.490,-2.130
3,7:16,1,10,DEN 48,13,24,Ronnie Hillman left tackle for 16 yards (tackle by Jerraud Powers),2.130,3.180
3,6:53,1,10,ARI 36,13,24,Ronnie Hillman right guard for 1 yard (tackle by Deone Bucannon),3.180,2.770
3,6:16,2,9,ARI 35,13,24,Peyton Manning pass incomplete deep right intended for Demaryius Thomas,2.770,2.080
3,6:10,3,9,ARI 35,13,24,Peyton Manning pass incomplete deep left intended for Emmanuel Sanders,2.080,0.970
3,6:05,4,9,ARI 35,13,24,Brandon McManus 53 yard field goal no good,0.970,-1.800
3,6:00,1,10,ARI 43,13,24,Logan Thomas pass incomplete short left intended for Andre Ellington,1.800,1.250
3,5:55,2,10,ARI 43,13,24,Andre Ellington up the middle for 1 yard (tackle by Terrance Knighton),1.250,0.690
3,5:10,3,9,ARI 44,13,24,Logan Thomas pass incomplete short right intended for Larry Fitzgerald,0.690,-0.460
3,5:05,4,9,ARI 44,13,24,"Dave Zastudil punts 28 yards, out of bounds",-0.460,-0.810
3,4:56,1,10,DEN 28,13,24,Peyton Manning pass incomplete short right intended for Demaryius Thomas (defended by Kareem Martin),0.810,0.260
3,4:53,2,10,DEN 28,13,24,Ronnie Hillman right end for 1 yard (tackle by Larry Foote),0.260,-0.300
3,4:09,3,9,DEN 29,13,24,Peyton Manning pass complete short right to Julius Thomas for 8 yards (tackle by Tony Jefferson),-0.300,-0.910
3,3:30,4,1,DEN 37,13,24,"Britton Colquitt punts 44 yards, muffed catch by Ted Ginn, recovered by Earl Watford and returned for no gain",-0.910,-0.150
3,3:16,1,10,ARI 19,19,24,"Logan Thomas pass complete deep right to Andre Ellington for 81 yards, touchdown",0.150,7.000
3,3:16,,,DEN 2,20,24,Chandler Catanzaro kicks extra point good,0.000,0.000
3,3:16,,,ARI 35,20,24,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
3,3:03,1,10,DEN 20,20,24,Juwan Thompson up the middle for 5 yards (tackle by Kevin Minter and Larry Foote),0.280,0.410
3,2:33,2,5,DEN 25,20,24,Peyton Manning pass complete short middle to Julius Thomas for 25 yards (tackle by Sam Acho),0.410,2.260
3,1:54,1,10,,20,24,Juwan Thompson up the middle for 2 yards (tackle by Dan Williams),2.260,1.980
3,1:15,2,8,ARI 48,20,24,Peyton Manning pass complete short left to Jacob Tamme for 17 yards (tackle by Rashad Johnson),1.980,3.510
3,0:43,1,10,ARI 31,20,24,Emmanuel Sanders left end for 5 yards (tackle by Tony Jefferson),3.510,3.640
3,0:02,2,5,ARI 26,20,24,"Penalty on Chris Clark: False Start, 6 yards (no play)",3.640,2.830
Quarter,Time,Down,ToGo,Location,ARI,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,ARI 32,20,24,Ronnie Hillman left end for 4 yards (tackle by Larry Foote),2.830,2.680
4,14:30,3,7,ARI 28,20,24,Peyton Manning pass complete short right to Wes Welker for 5 yards (tackle by Deone Bucannon),2.680,2.050
4,13:53,4,2,ARI 23,20,27,Brandon McManus 41 yard field goal good,2.050,3.000
4,13:53,,,DEN 35,20,27,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
4,13:48,1,10,ARI 20,20,27,Andre Ellington left guard for 5 yards (tackle by Derek Wolfe and Danny Trevathan),0.280,0.410
4,13:16,2,5,ARI 25,20,27,Andre Ellington up the middle for 2 yards (tackle by Sylvester Williams),0.410,-0.030
4,12:34,3,3,ARI 27,20,27,Logan Thomas pass incomplete short left intended for Ted Ginn (defended by Chris Harris),-0.030,-1.570
4,12:29,4,3,ARI 27,20,27,"Dave Zastudil punts 53 yards, out of bounds",-1.570,-0.280
4,12:20,1,10,DEN 20,20,27,Ronnie Hillman left guard for 5 yards (tackle by Matt Shaughnessy),0.280,0.410
4,11:51,2,5,DEN 25,20,27,Ronnie Hillman up the middle for 1 yard (tackle by Kareem Martin),0.410,-0.160
4,11:11,3,4,DEN 26,20,27,Peyton Manning pass complete short right to Demaryius Thomas for 28 yards (tackle by Jerraud Powers),-0.160,2.520
4,10:41,1,10,ARI 46,20,27,Ronnie Hillman right guard for 13 yards (tackle by Rashad Johnson),2.520,3.380
4,9:59,1,10,ARI 33,20,27,Peyton Manning pass complete short left to Wes Welker for 1 yard (tackle by Jerraud Powers),3.380,2.970
4,9:15,2,9,ARI 32,20,27,Peyton Manning pass complete short left to Wes Welker for 20 yards (tackle by Antonio Cromartie),2.970,4.780
4,8:36,1,10,ARI 12,20,27,Ronnie Hillman up the middle for no gain (tackle by Tony Jefferson),4.780,4.100
4,7:52,2,10,ARI 12,20,33,"Peyton Manning pass complete short right to Julius Thomas for 12 yards, touchdown",4.100,7.000
4,7:52,,,ARI 2,20,34,Brandon McManus kicks extra point good,0.000,0.000
4,7:52,,,DEN 35,20,34,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
4,7:47,1,10,ARI 20,20,34,Logan Thomas pass incomplete deep right intended for Michael Floyd,0.280,-0.270
4,7:40,2,10,ARI 20,20,34,Andre Ellington left tackle for -4 yards (tackle by T.J. Ward),-0.270,-1.690
4,7:00,3,14,ARI 16,20,34,Logan Thomas pass incomplete deep left intended for Larry Fitzgerald. Penalty on Jared Veldheer: Offensive Holding (Declined),-1.690,-2.390
4,6:52,4,14,ARI 16,20,34,"Dave Zastudil punts 45 yards, returned by Isaiah Burse for 15 yards (tackle by Lorenzo Alexander)",-2.390,-2.520
4,6:40,1,10,ARI 46,20,34,Peyton Manning pass complete short left to Demaryius Thomas for 20 yards (tackle by Tony Jefferson),2.520,3.840
4,6:02,1,10,ARI 26,20,34,Peyton Manning pass incomplete short left intended for Ronnie Hillman,3.840,3.300
4,5:56,2,10,ARI 26,20,34,Ronnie Hillman left tackle for 9 yards (tackle by Deone Bucannon),3.300,3.950
4,5:13,3,1,ARI 17,20,34,Peyton Manning pass complete short right to Julius Thomas for 9 yards (tackle by Tony Jefferson),3.950,5.370
4,4:37,1,8,ARI 8,20,40,"Juwan Thompson up the middle for 8 yards, touchdown",5.370,7.000
4,4:37,,,ARI 2,20,41,Brandon McManus kicks extra point good,0.000,0.000
4,4:37,,,DEN 35,20,41,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
4,4:33,1,10,ARI 20,20,41,Logan Thomas pass incomplete short left intended for Michael Floyd,0.280,-0.270
4,4:27,2,10,ARI 20,20,41,Andre Ellington right end for -1 yards (tackle by T.J. Ward),-0.270,-1.140
4,3:48,3,11,ARI 19,20,41,Logan Thomas pass incomplete short left intended for Michael Floyd,-1.140,-2.140
4,3:42,4,11,ARI 19,20,41,"Dave Zastudil punts 39 yards, returned by Isaiah Burse for no gain. Penalty on Lamin Barrow: Offensive Holding, 10 yards",-2.140,-1.070
4,3:28,1,10,DEN 32,20,41,Peyton Manning pass complete short right to Demaryius Thomas for 13 yards (tackle by Rashad Johnson),1.070,1.930
4,2:55,1,10,DEN 45,20,41,Ronnie Hillman right tackle for -1 yards (tackle by Kevin Minter),1.930,1.250
4,2:12,2,11,DEN 44,20,41,Ronnie Hillman left tackle for no gain (tackle by Matt Shaughnessy),1.250,0.560
4,2:00,3,11,DEN 44,20,41,Peyton Manning pass complete short right to Emmanuel Sanders for 13 yards,0.560,2.720
4,1:52,1,10,ARI 43,20,41,Ronnie Hillman up the middle for 1 yard (tackle by Kevin Minter),2.720,2.310
4,1:00,2,9,ARI 42,20,41,Peyton Manning kneels for -1 yards,2.310,1.490
4,0:38,3,10,ARI 43,20,41,Peyton Manning kneels for -1 yards,1.490,0.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
