Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mark Andrews,BAL,9,7,61,0,2,39,5.6,22,3.1,5.3,0,,1,11.1,0,94.9
Willie Snead,BAL,7,5,64,2,4,31,6.2,33,6.6,10.4,2,2.5,1,14.3,0,139.3
Devin Duvernay,BAL,3,3,45,0,3,16,5.3,29,9.7,5.3,1,3.0,0,0.0,0,118.7
Marquise Brown,BAL,7,2,14,0,,11,5.5,3,1.5,15.0,0,,0,0.0,1,0.0
Mark Ingram,BAL,2,2,24,0,1,4,2.0,20,10.0,2.0,1,2.0,0,0.0,0,116.7
Nick Boyle,BAL,1,1,4,0,,4,4.0,0,0.0,4.0,0,,0,0.0,0,83.3
J.K. Dobbins,BAL,2,1,1,0,,0,0.0,1,1.0,5.0,0,,1,50.0,0,56.2
Gus Edwards,BAL,1,1,31,0,1,1,1.0,30,30.0,1.0,0,,0,0.0,0,118.7
Justice Hill,BAL,1,1,3,0,,-2,-2.0,5,5.0,-2.0,0,,0,0.0,0,79.2
Patrick Ricard,BAL,1,1,2,0,,0,0.0,2,2.0,0.0,1,1.0,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jakobi Meyers,NWE,7,5,59,0,4,44,8.8,15,3.0,7.3,0,,1,14.3,0,96.7
Rex Burkhead,NWE,5,4,35,2,2,18,4.5,17,4.3,7.6,0,,0,0.0,0,135.4
Jakob Johnson,NWE,2,2,20,0,2,8,4.0,12,6.0,4.0,0,,0,0.0,0,108.3
James White,NWE,2,2,8,0,1,-3,-1.5,11,5.5,-1.5,0,,0,0.0,0,83.3
Ryan Izzo,NWE,1,1,20,0,1,9,9.0,11,11.0,9.0,0,,0,0.0,0,118.7
