Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
2,0:37,,,,,,Timeout #2 by New England Patriots,,
2,0:37,3,9,BAL 26,10,13,Lamar Jackson pass complete short right to Willie Snead for 9 yards (tackle by Myles Bryant),-0.490,1.270
2,0:31,1,10,BAL 35,10,13,Lamar Jackson pass complete short right to Mark Andrews for 9 yards (tackle by Terez Hall and Kyle Dugger),1.270,1.940
2,0:25,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:25,2,1,BAL 44,10,13,Lamar Jackson pass complete short left to Devin Duvernay for 12 yards (tackle by Jason McCourty),1.940,2.650
2,0:20,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:20,1,10,NWE 44,10,13,Lamar Jackson pass complete short right to Marquise Brown for 6 yards (tackle by Kyle Dugger),2.650,2.920
2,0:14,2,4,NWE 38,10,13,Lamar Jackson pass deep right intended for Marquise Brown is intercepted by J.C. Jackson at NE-6 and returned for no gain,2.920,0.380
2,0:07,1,10,NWE 6,10,13,Cam Newton kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,10,13,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NWE 25,10,13,Damien Harris left guard for 16 yards (tackle by Chuck Clark),0.610,1.660
3,14:22,1,10,NWE 41,10,13,Damien Harris up the middle for 25 yards (tackle by Marlon Humphrey and Jaylon Ferguson),1.660,3.310
3,13:42,1,10,BAL 34,10,13,"Cam Newton pass complete deep left to Jakobi Meyers for 26 yards (tackle by Marcus Peters). Penalty on Marcus Peters: Unnecessary Roughness, 4 yards",3.310,6.280
3,13:22,1,4,BAL 4,10,19,"Cam Newton right tackle for 4 yards, touchdown",6.280,7.000
3,13:17,,,BAL 15,10,20,Nick Folk kicks extra point good,0.000,0.000
3,13:17,,,NWE 35,10,20,"Jake Bailey kicks off 62 yards, returned by Devin Duvernay for 24 yards (tackle by Joejuan Williams)",0.000,0.740
3,13:13,1,10,BAL 27,10,20,Lamar Jackson pass complete short middle to Mark Ingram for 7 yards (tackle by Terez Hall and Adrian Phillips),0.740,1.140
3,12:33,2,3,BAL 34,10,20,Gus Edwards up the middle for 5 yards (tackle by Carl Davis),1.140,1.530
3,11:54,1,10,BAL 39,10,20,Gus Edwards right tackle for 6 yards (tackle by Anfernee Jennings and Devin McCourty),1.530,1.800
3,11:07,2,4,BAL 45,10,20,J.K. Dobbins left tackle for 1 yard (tackle by John Simon and Adrian Phillips),1.800,1.220
3,10:26,3,3,BAL 46,10,20,Lamar Jackson right end for 2 yards (tackle by Jonathan Jones),1.220,-0.190
3,9:45,4,1,BAL 48,10,20,"Matt Skura aborted snap, recovered by Mark Ingram at BAL-37",-0.190,-3.120
3,9:40,1,10,BAL 37,10,20,Damien Harris left end for 12 yards (tackle by Marlon Humphrey),3.120,3.910
3,9:14,1,10,BAL 25,10,20,Damien Harris left guard for 3 yards (tackle by Pernell McPhee),3.910,3.770
3,8:35,2,7,BAL 22,10,20,"Cam Newton pass complete short middle to Jakob Johnson for 8 yards (tackle by Patrick Queen and Chris Board). Penalty on Matt Judon: Unnecessary Roughness, 7 yards",3.770,5.600
3,8:05,1,7,BAL 7,10,20,Damien Harris up the middle for 4 yards (tackle by Yannick Ngakoue),5.600,5.530
3,7:14,,,,,,Timeout #1 by New England Patriots,,
3,7:14,2,3,BAL 3,10,20,Cam Newton up the middle for 1 yard (tackle by Pernell McPhee and Malik Harrison),5.530,4.950
3,6:31,3,2,BAL 2,10,20,Cam Newton pass incomplete short middle intended for Jakobi Meyers,4.950,3.250
3,6:27,4,2,BAL 2,10,23,Nick Folk 20 yard field goal good,3.250,3.000
3,6:24,,,NWE 35,10,23,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,6:24,1,10,BAL 25,10,23,Lamar Jackson pass complete short right to Nick Boyle for 4 yards (tackle by Terez Hall),0.610,0.600
3,6:04,2,6,BAL 29,10,23,Lamar Jackson pass complete short right to Devin Duvernay for 14 yards (tackle by Jonathan Jones),0.600,1.800
3,5:36,1,10,BAL 43,10,23,J.K. Dobbins left tackle for 1 yard (tackle by Deatrich Wise and Chase Winovich),1.800,1.390
3,5:00,2,9,BAL 44,10,23,"Lamar Jackson pass complete deep left to Mark Andrews for 18 yards (tackle by Kyle Dugger) Penalty on BAL: Illegal Formation, 5 yards (no play)",1.390,0.710
3,4:37,2,14,BAL 39,10,23,"Penalty on Josh Uche: Neutral Zone Infraction, 5 yards (no play)",0.710,1.390
3,4:26,2,9,BAL 44,10,23,Lamar Jackson pass incomplete deep left intended for Willie Snead,1.390,0.690
3,4:22,3,9,BAL 44,10,23,Lamar Jackson pass complete short right to Mark Andrews for 8 yards (tackle by Kyle Dugger),0.690,0.070
3,3:49,,,,,,Timeout #2 by New England Patriots,,
3,3:49,4,1,NWE 48,10,23,Gus Edwards left guard for 11 yards (tackle by Jason McCourty and Devin McCourty),0.070,3.120
3,3:08,1,10,NWE 37,10,23,"Matt Skura for no gain. Matt Skura fumbles, recovered by Lamar Jackson at NE-44 Lamar Jackson sacked by John Simon for no gain",3.120,2.570
3,2:31,2,10,NWE 37,10,23,Lamar Jackson pass complete short middle to Mark Andrews for 6 yards (tackle by Terez Hall and Kyle Dugger),2.570,2.680
3,1:42,3,4,NWE 31,10,23,Lamar Jackson right end for 8 yards (tackle by Adrian Phillips),2.680,4.040
3,0:59,1,10,NWE 23,10,23,Gus Edwards up the middle for 5 yards (tackle by Kyle Dugger and Adam Butler),4.040,4.210
3,0:14,2,5,NWE 18,16,23,"Lamar Jackson pass complete deep middle to Willie Snead for 18 yards, touchdown",4.210,7.000
3,0:08,,,NWE 15,17,23,Justin Tucker kicks extra point good,0.000,0.000
3,0:08,,,BAL 35,17,23,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,0:08,1,10,NWE 25,17,23,Damien Harris up the middle for -2 yards (tackle by Marcus Peters),0.610,-0.210
Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,NWE 23,17,23,Cam Newton left guard for -1 yards (tackle by Matt Judon),-0.210,-1.020
4,14:19,3,13,NWE 22,17,23,Cam Newton pass complete short middle to Jakobi Meyers for 6 yards (tackle by Chuck Clark),-1.020,-1.500
4,13:21,4,7,NWE 28,17,23,"Jake Bailey punts 46 yards, fair catch by James Proche at BAL-26",-1.500,-0.670
4,13:14,1,10,BAL 26,17,23,Mark Ingram left tackle for -2 yards (tackle by Byron Cowart),0.670,-0.140
4,12:29,2,12,BAL 24,17,23,Lamar Jackson pass incomplete deep left intended for Willie Snead,-0.140,-0.820
4,12:21,3,12,BAL 24,17,23,Lamar Jackson pass complete short left to Willie Snead for 10 yards (tackle by Jonathan Jones and Kyle Dugger),-0.820,-1.110
4,11:37,4,2,BAL 34,17,23,"Sam Koch punts 58 yards downed by Miles Boykin. Penalty on Justin Bethel: Offensive Holding, 4 yards",-1.110,0.380
4,11:25,1,10,NWE 4,17,23,Damien Harris up the middle for no gain (tackle by Malik Harrison and Derek Wolfe). Penalty on Isaiah Wynn: Offensive Holding (Declined),-0.380,-0.780
4,11:03,2,10,NWE 4,17,23,Rex Burkhead right guard for 9 yards (tackle by Chris Board and Tramon Williams),-0.780,-0.370
4,10:20,3,1,NWE 13,17,23,Cam Newton up the middle for 1 yard (tackle by Justin Ellis and Patrick Queen),-0.370,-0.280
4,9:57,1,10,NWE 14,17,23,Rex Burkhead left tackle for 1 yard (tackle by Derek Wolfe),-0.280,-0.640
4,9:17,2,9,NWE 15,17,23,Cam Newton pass complete short right to Jakob Johnson for 12 yards (tackle by Marcus Peters),-0.640,0.740
4,8:42,1,10,NWE 27,17,23,Damien Harris left tackle for no gain (tackle by Broderick Washington and Jaylon Ferguson),0.740,0.200
4,8:06,2,10,NWE 27,17,23,Cam Newton pass incomplete short left,0.200,-0.490
4,8:00,3,10,NWE 27,17,23,Cam Newton pass complete short right to Rex Burkhead for 1 yard (tackle by Chris Board),-0.490,-1.500
4,7:17,4,9,NWE 28,17,23,"Jake Bailey punts 52 yards, fair catch by James Proche at BAL-20",-1.500,-0.280
4,7:09,1,10,BAL 20,17,23,Gus Edwards up the middle for 7 yards (tackle by Lawrence Guy and Terez Hall),0.280,0.680
4,6:46,2,3,BAL 27,17,23,Lamar Jackson pass incomplete short middle intended for Mark Andrews,0.680,-0.030
4,6:44,3,3,BAL 27,17,23,Lamar Jackson right end for 11 yards (tackle by Jason McCourty),-0.030,1.470
4,6:01,1,10,BAL 38,17,23,"Matt Skura aborted snap, recovered by Lamar Jackson at BAL-22",1.470,-1.240
4,5:19,2,26,BAL 22,17,23,Lamar Jackson pass complete short middle to Mark Andrews for 11 yards (tackle by Adrian Phillips),-1.240,-0.430
4,4:33,3,15,BAL 33,17,23,Lamar Jackson pass incomplete short middle intended for Marquise Brown (defended by Devin McCourty),-0.430,-1.180
4,4:27,4,15,BAL 33,17,23,"Sam Koch punts 49 yards, fair catch by Gunner Olszewski at NE-18",-1.180,-0.040
4,4:20,1,10,NWE 18,17,23,Damien Harris left end for -1 yards (tackle by Jaylon Ferguson),0.040,-0.650
4,3:39,2,11,NWE 17,17,23,Rex Burkhead left tackle for 8 yards (tackle by Marlon Humphrey),-0.650,-0.270
4,3:35,,,,,,Timeout #1 by Baltimore Ravens,,
4,3:35,3,3,NWE 25,17,23,Cam Newton pass complete short middle to Jakobi Meyers for 4 yards (tackle by Patrick Queen),-0.270,0.870
4,2:48,1,10,NWE 29,17,23,Cam Newton right end for 8 yards (tackle by Marlon Humphrey),0.870,1.410
4,2:40,,,,,,Timeout #2 by Baltimore Ravens,,
4,2:40,2,2,NWE 37,17,23,"Penalty on Chuck Clark: Defensive Offside, 5 yards (no play)",1.410,1.730
4,2:40,1,10,NWE 42,17,23,Damien Harris up the middle for 1 yard (tackle by Pernell McPhee),1.730,1.320
4,2:35,,,,,,Timeout #3 by Baltimore Ravens,,
4,2:35,2,9,NWE 43,17,23,Rex Burkhead left tackle for 2 yards (tackle by Chuck Clark),1.320,0.890
4,2:00,3,7,NWE 45,17,23,Cam Newton right end for -2 yards (tackle by Patrick Queen),0.890,-0.520
4,1:16,4,9,NWE 43,17,23,Jake Bailey punts 40 yards out of bounds,-0.520,0.060
4,1:05,1,10,BAL 17,17,23,"Lamar Jackson left end for 14 yards (tackle by Adrian Phillips). Penalty on Bradley Bozeman: Offensive Holding, 8 yards (no play)",-0.060,-0.680
4,0:56,1,18,BAL 9,17,23,Lamar Jackson pass complete short right to Mark Andrews for 3 yards (tackle by Jonathan Jones),-0.680,-1.150
4,0:38,2,15,BAL 12,17,23,Lamar Jackson left end for 8 yards (tackle by Kyle Dugger),-1.150,-0.870
4,0:30,3,7,BAL 20,17,23,Lamar Jackson pass complete short left to J.K. Dobbins for 1 yard (tackle by Kyle Dugger),-0.870,-1.960
4,0:08,4,6,BAL 21,17,23,Lamar Jackson pass incomplete short right intended for J.K. Dobbins,-1.960,-4.170
4,0:02,1,10,BAL 21,17,23,Cam Newton kneels for -1 yards,4.170,3.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
