Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss and deferred, Seahawks to receive the opening kickoff.",,
1,15:00,,,DAL 35,0,0,"Dan Bailey kicks off 70 yards, touchback",0.000,-0.280
1,15:00,1,10,SEA 20,0,0,Marshawn Lynch left guard for 11 yards (tackle by Barry Church),0.280,1.000
1,14:23,1,10,SEA 31,0,0,Marshawn Lynch middle for 3 yards (tackle by Tyrone Crawford and Greg Hardy),1.000,0.870
1,13:49,2,7,SEA 34,0,0,Russell Wilson pass complete short middle to Jimmy Graham for 19 yards (tackle by Sean Lee),0.870,2.460
1,13:07,1,10,DAL 47,0,0,Russell Wilson pass complete short right to Doug Baldwin for 9 yards,2.460,3.130
1,12:47,2,1,DAL 38,0,0,Marshawn Lynch left guard for 2 yards (tackle by Jeremy Mincey),3.130,3.180
1,12:10,1,10,DAL 36,0,0,Marshawn Lynch left end for -2 yards (tackle by Demarcus Lawrence),3.180,2.370
1,11:29,2,12,DAL 38,0,0,Russell Wilson pass complete short left to Fred Jackson for 9 yards (tackle by Barry Church),2.370,2.870
1,10:45,3,3,DAL 29,0,0,Russell Wilson pass complete short right to Tyler Lockett for 16 yards (tackle by Barry Church),2.870,4.710
1,10:20,1,10,DAL 13,0,0,Marshawn Lynch middle for 4 yards (tackle by Demarcus Lawrence),4.710,4.770
1,9:41,2,6,DAL 9,0,0,Marshawn Lynch left tackle for 1 yard (tackle by David Irving),4.770,4.100
1,8:59,3,5,DAL 8,0,0,Russell Wilson pass incomplete short middle intended for Jermaine Kearse,4.100,2.970
1,8:51,4,5,DAL 8,3,0,Steven Hauschka 26 yard field goal good,2.970,3.000
1,8:51,,,SEA 35,3,0,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
1,8:47,1,10,DAL 20,3,0,Matt Cassel pass incomplete short right intended for Dez Bryant (defended by Richard Sherman),0.280,0.280
1,8:43,1,10,DAL 20,3,0,Timeout #1 by Dallas Cowboys,0.280,-0.270
1,8:43,2,10,DAL 20,3,0,Darren McFadden middle for 8 yards (tackle by Earl Thomas and K.J. Wright),-0.270,0.100
1,8:03,3,2,DAL 28,3,0,Darren McFadden left end for 4 yards (tackle by Cary Williams),0.100,1.070
1,7:18,1,10,DAL 32,3,0,Darren McFadden right guard for 2 yards (tackle by Ahtyba Rubin),1.070,0.800
1,6:41,2,8,DAL 34,3,0,Darren McFadden middle for 12 yards (tackle by Earl Thomas),0.800,1.990
1,6:04,1,10,DAL 46,3,0,Matt Cassel pass complete short middle to Darren McFadden for 9 yards (tackle by Bobby Wagner and Cliff Avril),1.990,2.670
1,5:24,2,1,SEA 45,3,0,Darren McFadden right tackle for no gain (tackle by K.J. Wright),2.670,1.950
1,4:43,3,1,SEA 45,3,0,Darren McFadden right tackle for no gain (tackle by Michael Bennett and Ahtyba Rubin),1.950,0.270
1,4:26,4,1,SEA 45,3,0,Darren McFadden left guard for 3 yards (tackle by Cary Williams and K.J. Wright),0.270,2.790
1,3:54,1,10,SEA 42,3,0,Darren McFadden middle for 3 yards (tackle by Jordan Hill),2.790,2.650
1,3:19,2,7,SEA 39,3,0,Matt Cassel pass complete short left to Terrance Williams for 15 yards (tackle by Cary Williams),2.650,3.970
1,2:47,1,10,SEA 24,3,0,Matt Cassel pass complete short right to Terrance Williams for 5 yards (tackle by Kam Chancellor),3.970,4.120
1,2:47,2,5,SEA 19,3,0,"Penalty on Doug Free: False Start, 5 yards (no play)",4.120,3.430
1,1:39,2,10,SEA 24,3,0,Matt Cassel pass incomplete short left intended for Darren McFadden,3.430,2.740
1,1:34,3,10,SEA 24,3,0,Matt Cassel pass complete short middle to Jason Witten for 9 yards (tackle by Kam Chancellor),2.740,2.590
1,0:48,4,1,SEA 15,3,3,Dan Bailey 33 yard field goal good,2.590,3.000
1,0:48,,,DAL 35,3,3,"Dan Bailey kicks off 70 yards, touchback",0.000,-0.280
1,0:43,1,10,SEA 20,3,3,Russell Wilson pass incomplete short left intended for Ricardo Lockette,0.280,-0.270
1,0:39,2,10,SEA 20,3,3,Marshawn Lynch right tackle for 4 yards (tackle by Nick Hayden and Sean Lee),-0.270,-0.430
Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,SEA 24,3,3,Russell Wilson pass incomplete short right intended for Tyler Lockett,-0.430,-1.770
2,14:54,4,6,SEA 24,3,3,"Jon Ryan punts 53 yards, fair catch by Cole Beasley",-1.770,-0.480
2,14:46,1,10,DAL 23,3,3,Darren McFadden left guard for -2 yards (tackle by Cliff Avril),0.480,-0.340
2,14:08,2,12,DAL 21,3,3,Matt Cassel pass complete short right to James Hanna for no gain,-0.340,-1.020
2,13:22,3,12,DAL 21,3,3,Matt Cassel pass complete short right to Darren McFadden for 9 yards (tackle by K.J. Wright),-1.020,-1.370
2,12:39,4,3,DAL 30,3,3,"Chris Jones punts 48 yards, fair catch by Tyler Lockett",-1.370,-0.410
2,12:30,1,10,SEA 22,3,3,Marshawn Lynch right end for -1 yards (tackle by Greg Hardy),0.410,-0.270
2,11:48,2,11,SEA 21,3,3,Russell Wilson pass complete short right to Ricardo Lockette for 3 yards (tackle by Barry Church),-0.270,-0.560
2,11:02,3,8,SEA 24,3,3,Russell Wilson pass incomplete short right intended for Jimmy Graham,-0.560,-1.770
2,10:55,4,8,SEA 24,3,3,"Jon Ryan punts 41 yards, muffed catch by Corey White, recovered by J.J. Wilcox and returned for no gain. Penalty on Damien Wilson: Offensive Holding, 10 yards",-1.770,-0.610
2,10:44,1,10,DAL 25,3,3,Darren McFadden left end for 3 yards (tackle by K.J. Wright and DeShawn Shead),0.610,0.470
2,10:04,2,7,DAL 28,3,3,Darren McFadden left tackle for -2 yards (tackle by Cassius Marsh),0.470,-0.490
2,9:20,3,9,DAL 26,3,3,Matt Cassel pass incomplete short left intended for Dez Bryant (defended by Richard Sherman),-0.490,-1.630
2,9:14,4,9,DAL 26,3,3,"Chris Jones punts 39 yards, out of bounds",-1.630,-1.270
2,9:07,1,10,SEA 35,3,3,Russell Wilson pass incomplete short left intended for Jimmy Graham (defended by Byron Jones),1.270,0.720
2,8:56,2,10,SEA 35,3,3,Marshawn Lynch left tackle for 12 yards (tackle by Morris Claiborne and Byron Jones),0.720,2.060
2,8:21,1,10,SEA 47,3,3,Thomas Rawls left guard for 1 yard (tackle by Rolando McClain),2.060,1.650
2,7:36,2,9,SEA 48,3,3,Russell Wilson pass complete short left to Luke Willson for 19 yards (tackle by Morris Claiborne),1.650,3.380
2,6:59,1,10,DAL 33,3,3,Thomas Rawls left guard for no gain (tackle by Greg Hardy and Demarcus Lawrence),3.380,2.840
