Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
2,6:17,2,10,DAL 33,3,3,Russell Wilson pass complete short left to Doug Baldwin for 11 yards (tackle by Byron Jones),2.840,4.110
2,5:33,1,10,DAL 22,9,3,"Russell Wilson pass complete short left to Luke Willson for 22 yards, touchdown",4.110,7.000
2,5:33,,,DAL 22,10,3,Steven Hauschka kicks extra point good,0.000,0.000
2,5:33,,,SEA 35,10,3,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,5:29,1,10,DAL 20,10,3,Matt Cassel pass complete short right to Jason Witten for 7 yards (tackle by Bobby Wagner),0.280,0.680
2,4:45,2,3,DAL 27,10,3,Christine Michael middle for 4 yards (tackle by DeShawn Shead),0.680,1.000
2,4:05,1,10,DAL 31,10,3,Matt Cassel left end for 24 yards (tackle by Earl Thomas),1.000,2.590
2,3:20,1,10,SEA 45,10,3,Matt Cassel pass incomplete short middle intended for Christine Michael,2.590,2.040
2,3:14,2,10,SEA 45,10,3,Christine Michael left end for 4 yards (tackle by Bobby Wagner),2.040,1.880
2,2:27,3,6,SEA 41,10,3,"Matt Cassel middle for 12 yards (tackle by Kam Chancellor). Penalty on DeShawn Shead: Defensive Holding, 5 yards",1.880,3.970
2,2:00,1,10,SEA 24,10,3,Darren McFadden pass incomplete short right intended for James Hanna,3.970,3.430
2,1:55,2,10,SEA 24,10,3,Christine Michael right end for no gain (tackle by Bobby Wagner),3.430,3.430
2,1:46,2,10,SEA 24,10,3,Timeout #1 by Seattle Seahawks,3.430,2.740
2,1:46,3,10,SEA 24,10,3,Matt Cassel pass complete short middle to Darren McFadden for 7 yards (tackle by K.J. Wright),2.740,2.740
2,1:38,3,10,SEA 24,10,3,Timeout #2 by Seattle Seahawks,2.740,2.410
2,1:38,4,3,SEA 17,10,6,Dan Bailey 35 yard field goal good,2.410,3.000
2,1:38,,,DAL 35,10,6,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
2,1:34,1,10,SEA 20,10,6,"Marshawn Lynch left tackle for 6 yards (tackle by Rolando McClain and Greg Hardy). Penalty on Marshawn Lynch: Illegal Motion, 5 yards (no play)",0.280,0.280
2,1:27,1,10,SEA 20,10,6,Timeout #2 by Dallas Cowboys,0.280,-0.310
2,1:27,1,15,SEA 15,10,6,Russell Wilson pass complete short left to Marshawn Lynch for 10 yards (tackle by Tyrone Crawford),-0.310,0.410
2,0:59,2,5,SEA 25,10,6,Russell Wilson pass complete short left to Marshawn Lynch for 1 yard (tackle by Sean Lee and Barry Church),0.410,-0.160
2,0:26,3,4,SEA 26,10,6,Russell Wilson pass incomplete short right intended for Doug Baldwin,-0.160,-1.630
2,0:19,4,4,SEA 26,10,6,"Jon Ryan punts 44 yards, fair catch by Cole Beasley. Penalty on Jeff Heath: Illegal Blindside Block, 15 yards",-1.630,0.220
2,0:12,1,10,DAL 15,10,6,Matt Cassel kneels for -1 yards,-0.220,-0.820
Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,10,6,"Steven Hauschka kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,DAL 20,10,6,Matt Cassel pass complete short left to Darren McFadden for 11 yards (tackle by Kam Chancellor),0.280,1.000
3,14:29,1,10,DAL 31,10,6,Darren McFadden left tackle for 3 yards (tackle by Kam Chancellor),1.000,0.870
3,13:47,2,7,DAL 34,10,6,Matt Cassel for 8 yards (tackle by Cary Williams),0.870,1.730
3,13:16,1,10,DAL 42,10,6,Darren McFadden left tackle for 6 yards (tackle by Earl Thomas),1.730,2.000
3,12:37,2,4,DAL 48,10,6,Darren McFadden middle for 2 yards (tackle by Kam Chancellor and Ahtyba Rubin),2.000,1.550
3,11:50,3,2,SEA 50,10,6,Matt Cassel pass complete short middle to Darren McFadden for 10 yards (tackle by Cliff Avril),1.550,2.920
3,11:11,1,10,SEA 40,10,6,Darren McFadden left tackle for 8 yards (tackle by Michael Bennett),2.920,3.450
3,10:28,2,2,SEA 32,10,6,Christine Michael right tackle for 3 yards (tackle by Ahtyba Rubin),3.450,3.640
3,9:45,1,10,SEA 29,10,6,Matt Cassel pass incomplete deep left intended for Dez Bryant,3.640,3.100
3,9:37,2,10,SEA 29,10,6,"Darren McFadden left end for 25 yards (tackle by Bruce Irvin). Penalty on Lucky Whitehead: Illegal Motion, 5 yards (no play)",3.100,2.420
3,9:05,2,15,SEA 34,10,6,Matt Cassel pass incomplete short right intended for Christine Michael (defended by Jordan Hill),2.420,1.750
3,9:00,3,15,SEA 34,10,6,Matt Cassel pass incomplete short right intended for Rod Smith (defended by Cliff Avril),1.750,1.060
3,8:56,4,15,SEA 34,10,9,Dan Bailey 52 yard field goal good,1.060,3.000
3,8:56,,,DAL 35,10,9,"Dan Bailey kicks off 57 yards, returned by Tyler Lockett for 18 yards (tackle by Barry Church)",0.000,-0.670
3,8:44,1,10,SEA 26,10,9,Russell Wilson pass complete short right to Jimmy Graham for 3 yards (tackle by Sean Lee and Rolando McClain),0.670,0.540
3,8:08,2,7,SEA 29,10,9,Russell Wilson right end for 3 yards (tackle by Demarcus Lawrence),0.540,0.230
3,7:36,3,4,SEA 32,10,9,Russell Wilson pass incomplete deep right intended for Jimmy Graham,0.230,-1.240
3,7:29,4,4,SEA 32,10,9,"Jon Ryan punts 55 yards, returned by Cole Beasley for 8 yards (tackle by Kevin Pierre-Louis)",-1.240,-0.340
3,7:17,1,10,DAL 21,10,9,Matt Cassel pass complete short right to Dez Bryant for -3 yards (tackle by Richard Sherman),0.340,-0.700
3,6:42,2,13,DAL 18,10,9,Christine Michael left end for 9 yards (tackle by Cassius Marsh),-0.700,-0.100
3,5:56,3,4,DAL 27,10,9,Matt Cassel pass complete short left to Dez Bryant for 15 yards (tackle by Earl Thomas),-0.100,1.730
3,5:10,1,10,DAL 42,10,9,Darren McFadden left tackle for 3 yards (tackle by Bobby Wagner),1.730,1.590
3,4:25,2,7,DAL 45,10,9,Lucky Whitehead left end for 2 yards (tackle by K.J. Wright),1.590,1.160
3,3:38,3,5,DAL 47,10,9,Matt Cassel pass incomplete deep left intended for Dez Bryant (defended by Richard Sherman). Penalty on Dez Bryant: Offensive Pass Interference (Declined),1.160,-0.260
3,3:31,4,5,DAL 47,10,9,Chris Jones punts 48 yards,-0.260,0.380
3,3:19,1,10,SEA 5,10,9,Marshawn Lynch left guard for 7 yards (tackle by Rolando McClain),-0.380,-0.270
3,2:41,2,3,SEA 12,10,9,Marshawn Lynch middle for 7 yards (tackle by Barry Church and Nick Hayden),-0.270,0.150
3,1:58,1,10,SEA 19,10,9,Russell Wilson pass complete short middle to Jimmy Graham for 11 yards (tackle by Morris Claiborne),0.150,0.940
3,1:20,1,10,SEA 30,10,9,Russell Wilson pass complete short middle to Jimmy Graham for 9 yards (tackle by Morris Claiborne),0.940,1.610
3,1:20,2,1,SEA 39,10,9,"Penalty on Will Tukuafu: False Start, 5 yards (no play)",1.610,0.930
3,0:23,2,6,SEA 34,10,9,Russell Wilson pass incomplete is intercepted by Greg Hardy at SEA-25 and returned for 9 yards,0.930,-4.510
3,0:15,1,10,SEA 16,10,9,Darren McFadden left tackle for 4 yards (tackle by Cliff Avril),4.510,4.570
Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,SEA 12,10,9,Matt Cassel pass incomplete short right intended for Cole Beasley,4.570,4.570
4,14:56,2,6,SEA 12,10,9,Timeout #1 by Dallas Cowboys,4.570,3.730
4,14:56,3,6,SEA 12,10,9,Matt Cassel pass complete short left to Darren McFadden for 3 yards (tackle by Cary Williams),3.730,2.930
4,14:32,4,3,SEA 9,10,12,Dan Bailey 27 yard field goal good,2.930,3.000
4,14:32,,,DAL 35,10,12,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
4,14:26,1,10,SEA 20,10,12,Marshawn Lynch left tackle for 9 yards (tackle by Nick Hayden),0.280,0.950
4,13:46,2,1,SEA 29,10,12,Marshawn Lynch middle for 6 yards (tackle by Greg Hardy and Sean Lee),0.950,1.270
4,13:11,1,10,SEA 35,10,12,Thomas Rawls right guard for 7 yards (tackle by Rolando McClain),1.270,1.670
4,12:35,2,3,SEA 42,10,12,Thomas Rawls right tackle for 2 yards (tackle by David Irving),1.670,1.220
4,11:55,3,1,SEA 44,10,12,Marshawn Lynch middle for 2 yards (tackle by J.J. Wilcox and Sean Lee),1.220,1.990
4,11:17,1,10,SEA 46,10,12,Russell Wilson pass complete short right to Jimmy Graham for 19 yards (tackle by Byron Jones),1.990,1.990
4,10:38,1,10,SEA 46,10,12,Timeout #1 by Seattle Seahawks,1.990,3.250
4,10:38,1,10,DAL 35,10,12,Marshawn Lynch middle for no gain (tackle by Nick Hayden),3.250,2.700
4,9:58,2,10,DAL 35,10,12,Russell Wilson pass incomplete deep left intended for Doug Baldwin,2.700,2.010
4,9:52,3,10,DAL 35,10,12,Russell Wilson pass complete short right to Jimmy Graham for 6 yards (tackle by Jeff Heath),2.010,1.560
4,9:10,4,4,DAL 29,10,12,"Steven Hauschka 47 yard field goal no good, blocked by David Irving, recovered by J.J. Wilcox and returned for 19 yards",1.560,-0.740
4,8:59,1,10,DAL 27,10,12,Darren McFadden middle for 1 yard (tackle by Frank Clark),0.740,0.330
4,8:19,2,9,DAL 28,10,12,Darren McFadden right tackle for 7 yards (tackle by K.J. Wright),0.330,0.560
4,7:40,3,2,DAL 35,10,12,Darren McFadden middle for -1 yards (tackle by Michael Bennett),0.560,-1.110
4,7:00,4,3,DAL 34,10,12,"Chris Jones punts 53 yards, out of bounds, returned by Tyler Lockett for 62 yards (tackle by Andrew Gachkar). Penalty on Richard Sherman: Offensive Holding, 10 yards",-1.110,0.220
4,6:41,1,10,SEA 15,10,12,Russell Wilson pass complete short right to Tyler Lockett for 11 yards (tackle by Brandon Carr),-0.220,0.670
4,6:21,1,10,SEA 26,10,12,Marshawn Lynch middle for 4 yards (tackle by Sean Lee),0.670,0.670
4,5:47,2,6,SEA 30,10,12,Russell Wilson pass incomplete deep right intended for Chris Matthews,0.670,-0.030
4,5:38,3,6,SEA 30,10,12,Russell Wilson pass complete short left to Jimmy Graham for 8 yards (tackle by Sean Lee and Barry Church),-0.030,1.470
4,5:03,1,10,SEA 38,10,12,Russell Wilson pass incomplete deep right intended for Doug Baldwin,1.470,0.920
4,4:56,2,10,SEA 38,10,12,Russell Wilson right end for 7 yards (tackle by Brandon Carr),0.920,1.160
4,4:46,3,3,SEA 45,10,12,Russell Wilson pass complete short left to Tyler Lockett for 9 yards (tackle by Brandon Carr),1.160,2.520
4,4:41,1,10,DAL 46,10,12,Russell Wilson pass complete short right to Doug Baldwin for 15 yards,2.520,3.510
4,4:35,1,10,DAL 31,10,12,Marshawn Lynch left guard for 3 yards (tackle by Demarcus Lawrence and Barry Church),3.510,3.370
4,3:57,2,7,DAL 28,10,12,Russell Wilson right end for 8 yards (tackle by Brandon Carr),3.370,4.240
4,3:17,1,10,DAL 20,10,12,Marshawn Lynch middle for 6 yards (tackle by Sean Lee and J.J. Wilcox),4.240,4.240
4,3:10,1,10,DAL 20,10,12,Timeout #2 by Dallas Cowboys,4.240,4.640
4,3:10,2,4,DAL 14,10,12,Marshawn Lynch right end for -3 yards (tackle by Sean Lee),4.640,4.640
4,3:01,2,4,DAL 14,10,12,Timeout #3 by Dallas Cowboys,4.640,3.360
4,3:01,3,7,DAL 17,10,12,Russell Wilson right end for 10 yards (tackle by Barry Church),3.360,5.600
4,2:12,1,7,DAL 7,10,12,Marshawn Lynch left end for -2 yards (tackle by Demarcus Lawrence),5.600,4.380
4,2:07,2,9,DAL 9,10,12,Marshawn Lynch left tackle for -2 yards (tackle by Sean Lee),4.380,3.120
4,2:00,3,11,DAL 11,10,12,Russell Wilson right end for 5 yards (tackle by Demarcus Lawrence),3.120,3.120
4,1:10,3,11,DAL 11,10,12,Timeout #2 by Seattle Seahawks,3.120,2.990
4,1:10,4,6,DAL 6,13,12,Steven Hauschka 24 yard field goal good,2.990,3.000
4,1:10,,,SEA 35,13,12,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,1:06,1,10,DAL 20,13,12,"Matt Cassel pass incomplete deep left intended for Dez Bryant. Penalty on Michael Bennett: Roughing the Passer, 15 yards (no play)",0.280,1.270
4,0:59,1,10,DAL 35,13,12,Matt Cassel pass incomplete short left intended for Jason Witten,1.270,0.720
4,0:56,2,10,DAL 35,13,12,Matt Cassel pass incomplete short right intended for Darren McFadden,0.720,0.040
4,0:50,3,10,DAL 35,13,12,Matt Cassel sacked by Bruce Irvin for -6 yards,0.040,-1.440
4,0:22,4,16,DAL 29,13,12,"Matt Cassel sacked by Cliff Avril for -8 yards. Penalty on DAL: False Start, 5 yards (no play)",-1.440,-1.440
4,0:12,4,16,DAL 29,13,12,Timeout #3 by Seattle Seahawks,-1.440,-1.770
4,0:12,4,21,DAL 24,13,12,Matt Cassel pass incomplete deep right intended for Jason Witten (defended by Richard Sherman),-1.770,-3.970
4,0:01,1,10,DAL 24,13,12,Russell Wilson kneels for -1 yards,3.970,3.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
