Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,33,229,2,9,161,4.9,68,2.1,0,
Ameer Abdullah,LVR,3,16,0,1,11,3.7,5,1.7,0,
Derek Carr,LVR,2,10,0,1,10,5.0,0,0.0,0,
Zamir White,LVR,2,28,0,2,20,10.0,8,4.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kenneth Walker III,SEA,14,26,2,2,11,0.8,15,1.1,0,
Geno Smith,SEA,5,22,0,3,21,4.2,1,0.2,0,
Travis Homer,SEA,2,8,0,1,7,3.5,1,0.5,0,
DeeJay Dallas,SEA,1,2,0,0,0,0.0,2,2.0,0,
Marquise Goodwin,SEA,1,7,0,0,7,7.0,0,0.0,0,
