Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Damien Lewis,G,65,100%,0,0%,6,18%
Charles Cross,T,65,100%,0,0%,6,18%
Abraham Lucas,T,65,100%,0,0%,6,18%
Austin Blythe,C,65,100%,0,0%,0,0%
Geno Smith,QB,65,100%,0,0%,0,0%
D.K. Metcalf,WR,59,91%,0,0%,0,0%
Tyler Lockett,WR,57,88%,0,0%,0,0%
Will Dissly,TE,48,74%,0,0%,17,50%
Kenneth Walker III,RB,46,71%,0,0%,0,0%
Noah Fant,TE,40,62%,0,0%,0,0%
Gabe Jackson,G,39,60%,0,0%,0,0%
Marquise Goodwin,WR,29,45%,0,0%,0,0%
Phil Haynes,G,26,40%,0,0%,6,18%
Colby Parkinson,TE,16,25%,0,0%,16,47%
Travis Homer,RB,13,20%,0,0%,21,62%
DeeJay Dallas,RB,9,14%,0,0%,21,62%
Laquon Treadwell,WR,7,11%,0,0%,2,6%
Dareke Young,WR,1,2%,0,0%,21,62%
Riq Woolen,CB,0,0%,77,100%,9,26%
Jordyn Brooks,LB,0,0%,77,100%,0,0%
Quandre Diggs,FS,0,0%,77,100%,0,0%
Ryan Neal,SS,0,0%,76,99%,0,0%
Michael Jackson,CB,0,0%,74,96%,7,21%
Cody Barton,LB,0,0%,56,73%,26,76%
Uchenna Nwosu,LB,0,0%,56,73%,0,0%
Bruce Irvin,LB,0,0%,53,69%,4,12%
Coby Bryant,CB,0,0%,53,69%,0,0%
Shelby Harris,DE,0,0%,45,58%,7,21%
Quinton Jefferson,DE,0,0%,39,51%,7,21%
Al Woods,NT,0,0%,35,45%,3,9%
Poona Ford,DE,0,0%,33,43%,6,18%
Boye Mafe,LB,0,0%,27,35%,3,9%
Bryan Mone,NT,0,0%,21,27%,4,12%
Darrell Taylor,LB,0,0%,18,23%,7,21%
L.J. Collier,DE,0,0%,17,22%,1,3%
Josh Jones,FS,0,0%,10,13%,25,74%
Tre Brown,DB,0,0%,3,4%,1,3%
Nick Bellore,LB,0,0%,0,0%,28,82%
Tanner Muse,LB,0,0%,0,0%,21,62%
Joey Blount,FS,0,0%,0,0%,18,53%
Vi Jones,LB,0,0%,0,0%,17,50%
Jason Myers,K,0,0%,0,0%,14,41%
Justin Coleman,CB,0,0%,0,0%,12,35%
Carson Tinker,LS,0,0%,0,0%,10,29%
Michael Dickson,P,0,0%,0,0%,10,29%
Kyle Fuller,G,0,0%,0,0%,6,18%
Stone Forsythe,T,0,0%,0,0%,6,18%
