#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:21,CHI 41,3,1:16,59,Touchdown
2,1,8:49,CHI 35,6,3:09,16,Punt
3,1,3:29,CHI 45,4,1:42,14,Punt
4,1,0:49,CHI 45,3,1:06,-5,Punt
5,2,14:43,PHI 24,2,0:45,24,Touchdown
6,2,11:40,CHI 20,8,4:12,31,Interception
7,2,5:24,CHI 40,9,4:08,60,Touchdown
8,2,0:29,CHI 39,3,0:28,7,Punt
9,3,15:00,CHI 27,3,0:55,2,Punt
10,3,12:30,PHI 11,2,0:43,3,Interception
11,3,10:41,CHI 3,3,1:27,0,Punt
12,3,8:01,CHI 37,1,0:10,-3,Fumble
13,3,4:22,,3,1:52,2,Punt
14,3,0:49,CHI 37,1,0:05,-6,Fumble
15,4,13:21,CHI 40,8,2:53,37,Field Goal
16,4,3:32,CHI 1,6,3:15,19,Punt
