Quarter,Time,Down,ToGo,Location,NYJ,SFO,Detail,EPB,EPA
1,3:26,2,7,SFO 48,0,14,Bilal Powell middle for 3 yards (tackle by Gerald Hodges),2.050,1.750
1,2:44,3,4,SFO 45,0,14,Bryce Petty sacked by DeForest Buckner for 0 yards,1.750,0.270
1,2:06,4,4,SFO 45,0,14,"Lac Edwards punts 33 yards, fair catch by Jeremy Kerley",0.270,0.350
1,1:58,1,10,SFO 12,0,14,Colin Kaepernick right guard for 13 yards (tackle by Muhammad Wilkerson),-0.350,0.610
1,1:27,1,10,SFO 25,0,14,Colin Kaepernick pass complete short right to Quinton Patton for 6 yards (tackle by Marcus Gilchrist),0.610,0.870
1,0:57,2,4,SFO 31,0,14,Carlos Hyde right end for 20 yards (tackle by Marcus Gilchrist),0.870,0.000
1,0:21,,,,0,14,Timeout #1 by New York Jets,0.000,-2.320
1,0:21,1,10,NYJ 49,0,14,Colin Kaepernick pass complete short middle to Jeremy Kerley for 27 yards (tackle by Buster Skrine),2.320,4.110
Quarter,Time,Down,ToGo,Location,NYJ,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYJ 22,0,14,Colin Kaepernick pass incomplete short left intended for Quinton Patton,4.110,3.560
2,14:53,2,10,NYJ 22,0,14,Carlos Hyde right guard for 1 yard (tackle by David Harris),3.560,3.010
2,14:12,3,9,NYJ 21,0,14,Colin Kaepernick sacked by Marcus Williams for -9 yards,3.010,1.410
2,13:27,4,18,NYJ 30,0,14,Phil Dawson 48 yard field goal no good,1.410,-1.470
2,13:21,1,10,NYJ 38,0,14,Bilal Powell left end for 4 yards (tackle by Gerald Hodges),1.470,1.460
2,12:47,2,6,NYJ 42,0,14,Bilal Powell left end for 10 yards (tackle by Antoine Bethea),1.460,2.390
2,12:06,1,10,SFO 48,0,14,Bilal Powell right guard for 1 yard (tackle by Gerald Hodges),2.390,1.980
2,11:30,2,9,SFO 47,0,14,Bryce Petty pass complete short right to Austin Seferian-Jenkins for 12 yards (tackle by Jimmie Ward and Jaquiski Tartt),1.980,3.250
2,10:50,1,10,SFO 35,0,14,Bryce Petty pass complete short right to Robby Anderson for 7 yards (tackle by Jaquiski Tartt),3.250,3.650
2,10:16,2,3,SFO 28,0,14,Bilal Powell right tackle for 2 yards (tackle by Gerald Hodges),3.650,3.200
2,9:36,3,1,SFO 26,0,14,Bilal Powell left end for 2 yards (tackle by Antoine Bethea),3.200,3.970
2,8:57,1,10,SFO 24,0,14,Brandon Wilds left tackle for 2 yards (tackle by DeForest Buckner),3.970,3.700
2,8:20,2,8,SFO 22,0,14,Bryce Petty pass complete short right to Quincy Enunwa for 4 yards (tackle by Jaquiski Tartt),3.700,3.570
2,7:38,3,4,SFO 18,0,14,Bryce Petty pass incomplete short right intended for Quincy Enunwa,3.570,2.320
2,7:33,4,4,SFO 18,3,14,Nick Folk 36 yard field goal good,2.320,3.000
2,7:28,,,NYJ 35,3,14,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
2,7:28,1,10,SFO 25,3,14,Carlos Hyde right end for 43 yards (tackle by Marcus Gilchrist),0.610,3.450
2,6:56,1,10,NYJ 32,3,14,Colin Kaepernick pass complete short right to Jeremy Kerley for no gain,3.450,2.900
2,6:29,2,10,NYJ 32,3,14,Shaun Draughn middle for 3 yards (tackle by David Harris and Calvin Pryor),2.900,2.610
2,5:55,3,7,NYJ 29,3,14,Colin Kaepernick pass incomplete deep left intended for Jeremy Kerley,2.610,1.500
2,5:50,4,7,NYJ 29,3,17,Phil Dawson 47 yard field goal good,1.500,3.000
2,5:45,,,SFO 35,3,17,"Phil Dawson kicks off 64 yards, returned by Nick Marshall for 24 yards (tackle by Rod Streater)",0.000,-0.610
2,5:39,1,10,NYJ 25,3,17,"Penalty on Eric Tomlinson: False Start, 5 yards (no play)",0.610,0.280
2,5:39,1,15,NYJ 20,3,17,Bryce Petty for 9 yards,0.280,0.600
2,5:07,2,6,NYJ 29,3,17,Bryce Petty pass incomplete deep left intended for Robby Anderson,0.600,-0.100
2,5:02,3,6,NYJ 29,3,17,Bryce Petty sacked by Jimmie Ward for -7 yards,-0.100,-1.900
2,4:30,4,13,NYJ 22,3,17,"Lac Edwards punts 37 yards, fair catch by Jeremy Kerley",-1.900,-1.660
2,4:23,1,10,SFO 41,3,17,"Penalty on Trenton Brown: False Start, 5 yards (no play)",1.660,1.330
2,4:23,1,15,SFO 36,3,17,Carlos Hyde right tackle for 18 yards (tackle by Darron Lee),1.330,2.520
2,3:45,1,10,NYJ 46,3,17,Colin Kaepernick sacked by Jordan Jenkins and Leonard Williams for -8 yards,2.520,0.900
2,3:04,2,18,SFO 46,3,17,Shaun Draughn right tackle for 6 yards (tackle by Bruce Carter and Calvin Pryor),0.900,1.030
2,2:24,3,12,NYJ 48,3,17,Colin Kaepernick pass incomplete short right intended for Chris Harper,1.030,0.070
2,2:16,4,12,NYJ 48,3,17,"Bradley Pinion punts 36 yards. Penalty on Josh Martin: Offensive Holding, 6 yards",0.070,0.380
2,2:07,1,10,NYJ 6,3,17,Bryce Petty pass complete short left to Brandon Bostick for 14 yards (tackle by Antoine Bethea),-0.380,0.280
2,2:00,1,10,NYJ 20,3,17,Bryce Petty pass complete deep middle to Quincy Enunwa for 16 yards (tackle by Antoine Bethea),0.280,1.330
2,1:26,1,10,NYJ 36,3,17,Bryce Petty pass complete short right to Robby Anderson for 14 yards (tackle by Tramaine Brock),1.330,0.000
2,1:17,,,,3,17,Timeout #2 by New York Jets,0.000,-2.260
2,1:17,1,10,,3,17,Bryce Petty pass complete short left to Bilal Powell for 2 yards (tackle by Jimmie Ward),2.260,1.980
2,1:11,2,8,SFO 48,3,17,Bryce Petty pass incomplete deep right intended for Robby Anderson,1.980,1.290
2,1:06,3,8,SFO 48,3,17,Bryce Petty sacked by Ronald Blair and Aaron Lynch for -5 yards,1.290,0.000
2,0:59,,,,3,17,Timeout #1 by San Francisco 49ers,0.000,0.260
2,0:59,4,13,NYJ 47,3,17,"Lac Edwards punts 42 yards, fair catch by Jeremy Kerley",-0.260,0.370
2,0:52,1,10,SFO 11,3,17,Colin Kaepernick pass complete short middle to Jeremy Kerley for 5 yards (tackle by Darron Lee),-0.370,-0.300
2,0:29,2,5,SFO 16,3,17,Colin Kaepernick pass complete short middle to Jeremy Kerley for 9 yards (tackle by Marcus Gilchrist),-0.300,0.000
2,0:24,,,,3,17,Timeout #2 by San Francisco 49ers,0.000,-0.610
2,0:24,1,10,SFO 25,3,17,Colin Kaepernick pass incomplete short middle intended for Jeremy Kerley,0.610,0.060
2,0:19,2,10,SFO 25,3,17,Colin Kaepernick pass complete short left to Rod Streater for 7 yards (tackle by Darron Lee),0.060,0.000
2,0:14,,,,3,17,Timeout #3 by San Francisco 49ers,0.000,-0.300
2,0:14,3,3,SFO 32,3,17,Shaun Draughn left tackle for 11 yards (tackle by Marcus Williams and David Harris),0.300,1.800
Quarter,Time,Down,ToGo,Location,NYJ,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,3,17,"Nick Folk kicks off 60 yards, returned by JaCorey Shepherd for 20 yards (tackle by Bruce Carter)",0.000,-0.610
3,14:53,1,10,SFO 25,3,17,Colin Kaepernick pass incomplete short left intended for Blake Bell,0.610,0.060
3,14:49,2,10,SFO 25,3,17,Carlos Hyde middle for 5 yards (tackle by Darron Lee),0.060,0.040
3,14:06,3,5,SFO 30,3,17,Colin Kaepernick pass incomplete short right intended for Chris Harper,0.040,-1.370
3,14:01,4,5,SFO 30,3,17,"Bradley Pinion punts 46 yards, fair catch by Nick Marshall",-1.370,-0.540
3,13:53,1,10,NYJ 24,3,17,Bilal Powell left tackle for 6 yards (tackle by Gerald Hodges),0.540,0.810
3,13:26,2,4,NYJ 30,3,17,Bilal Powell middle for 3 yards (tackle by Michael Wilhoite),0.810,0.500
3,12:53,3,1,NYJ 33,3,17,Bilal Powell middle for 4 yards (tackle by Nick Bellore),0.500,1.400
3,12:17,1,10,NYJ 37,3,17,Bilal Powell left end for 16 yards (tackle by Jimmie Ward),1.400,2.460
3,11:37,1,10,SFO 47,3,17,Bilal Powell left end for 3 yards (tackle by Gerald Hodges),2.460,2.320
3,10:56,2,7,SFO 44,3,17,Bryce Petty pass complete short left to Austin Seferian-Jenkins for 9 yards (tackle by Antoine Bethea),2.320,3.250
3,10:21,1,10,SFO 35,3,17,Bilal Powell right tackle for 1 yard (tackle by Ahmad Brooks),3.250,2.840
3,9:38,2,9,SFO 34,3,17,Bryce Petty sacked by DeForest Buckner for -9 yards,2.840,0.960
3,8:55,3,18,SFO 43,3,17,Bryce Petty pass complete deep left to Robby Anderson for 40 yards (tackle by Antoine Bethea),0.960,6.510
3,8:13,1,3,SFO 3,3,17,"Penalty on Brent Qvale: False Start, 5 yards (no play)",6.510,5.370
3,7:40,1,8,SFO 8,3,17,Bryce Petty pass incomplete short left intended for Quincy Enunwa (defended by Jimmie Ward),5.370,4.570
3,7:37,2,8,SFO 8,3,17,Bryce Petty sacked by Jaquiski Tartt for -10 yards,4.570,2.630
3,6:52,3,18,SFO 18,3,17,Bryce Petty pass complete short right to Bilal Powell for 6 yards (tackle by Eli Harold). Penalty on Brian Winters: Ineligible Downfield Pass (Declined),2.630,2.630
3,6:31,4,12,SFO 12,6,17,Nick Folk 30 yard field goal good. Penalty on Rashard Robinson: Defensive Offside (Declined),2.630,3.000
3,6:28,,,NYJ 35,6,17,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
3,6:28,1,10,SFO 25,6,17,Carlos Hyde left tackle for 5 yards (tackle by Freddie Bishop),0.610,0.740
3,6:00,2,5,SFO 30,6,17,Carlos Hyde middle for no gain (tackle by Freddie Bishop and Sheldon Richardson),0.740,0.040
3,5:25,3,5,SFO 30,6,17,Colin Kaepernick for 8 yards,0.040,1.470
3,4:53,1,10,SFO 38,6,17,Shaun Draughn right tackle for 5 yards (tackle by Jordan Jenkins),1.470,1.600
3,4:14,2,5,SFO 43,6,17,Carlos Hyde middle for -1 yards (tackle by Muhammad Wilkerson),1.600,0.760
3,3:28,3,6,SFO 42,6,17,Colin Kaepernick pass incomplete deep left intended for Torrey Smith (defended by Juston Burris),0.760,-0.590
3,3:22,4,6,SFO 42,6,17,Bradley Pinion punts 37 yards,-0.590,-0.340
3,3:10,1,10,NYJ 21,6,17,Bilal Powell right guard for -1 yards (tackle by DeForest Buckner),0.340,-0.340
3,2:30,2,11,NYJ 20,6,17,Bryce Petty pass incomplete deep left intended for Brandon Marshall,-0.340,-1.020
3,2:25,3,11,NYJ 20,6,17,Bryce Petty pass complete deep right to Brandon Marshall for 20 yards (tackle by Rashard Robinson). Penalty on Tramaine Brock: Illegal Use of Hands (Declined),-1.020,1.600
3,2:03,1,10,NYJ 40,6,17,"Bryce Petty pass incomplete deep left intended for Brandon Marshall. Penalty on Ben Ijalana: Offensive Holding, 10 yards (no play)",1.600,0.940
3,1:57,1,20,NYJ 30,6,17,Bryce Petty pass complete short left to Bilal Powell for 10 yards (tackle by Jaquiski Tartt),0.940,1.050
3,1:11,2,10,NYJ 40,6,17,Bryce Petty pass incomplete short right intended for Brandon Marshall,1.050,0.370
3,1:07,3,10,NYJ 40,6,17,Bryce Petty right tackle for 5 yards (tackle by DeForest Buckner),0.370,-0.390
3,0:28,4,5,NYJ 45,6,17,"Lac Edwards punts 36 yards, fair catch by Jeremy Kerley",-0.390,-0.150
3,0:21,1,10,SFO 19,6,17,Carlos Hyde left guard for 3 yards (tackle by David Harris),0.150,0.070
Quarter,Time,Down,ToGo,Location,NYJ,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,SFO 22,6,17,"Carlos Hyde left guard for no gain (tackle by Freddie Bishop). Carlos Hyde fumbles (forced by Freddie Bishop), recovered by Quinton Patton at SFO-23. Penalty on Marcus Martin: Offensive Holding, 10 yards (no play)",0.070,-1.290
4,14:36,2,17,SFO 12,6,17,Colin Kaepernick pass complete short left to Jeremy Kerley for 9 yards (tackle by Muhammad Wilkerson),-1.290,-0.810
4,14:03,3,8,SFO 21,6,17,"Penalty on Freddie Bishop: Neutral Zone Infraction, 5 yards (no play)",-0.810,-0.160
4,13:43,3,3,SFO 26,6,17,Colin Kaepernick pass incomplete short middle intended for Jeremy Kerley,-0.160,-1.630
4,13:39,4,3,SFO 26,6,17,"Bradley Pinion punts 40 yards, returned by Nick Marshall for no gain",-1.630,-1.200
4,13:27,1,10,NYJ 34,6,17,Bryce Petty pass incomplete deep right intended for Quincy Enunwa (defended by Jimmie Ward),1.200,0.660
4,13:21,2,10,NYJ 34,6,17,Bilal Powell right end for 11 yards (tackle by Jimmie Ward),0.660,1.930
4,12:40,1,10,NYJ 45,6,17,Bilal Powell middle for 1 yard (tackle by DeForest Buckner),1.930,1.520
4,12:05,2,9,NYJ 46,6,17,Bilal Powell right guard for 6 yards (tackle by Glenn Dorsey),1.520,1.620
4,11:28,3,3,SFO 48,6,17,Bryce Petty pass complete short left to Robby Anderson for 3 yards (tackle by Tramaine Brock),1.620,2.590
4,10:43,1,10,SFO 45,6,17,Robby Anderson left end for -1 yards (tackle by Gerald Hodges),2.590,1.910
4,10:00,2,11,SFO 46,6,17,Bryce Petty pass incomplete deep left intended for Robby Anderson,1.910,1.220
4,9:55,3,11,SFO 46,6,17,Bryce Petty pass complete short left to Brandon Marshall for 9 yards (tackle by Michael Wilhoite and Antoine Bethea),1.220,0.790
4,9:25,4,2,SFO 37,6,17,Bryce Petty pass complete short left to Charone Peake for 10 yards (tackle by Ronald Blair),0.790,3.780
4,8:40,1,10,SFO 27,6,17,Bilal Powell right tackle for -2 yards (tackle by Glenn Dorsey),3.780,2.960
4,8:01,2,12,SFO 29,6,17,Bryce Petty pass complete short middle to Austin Seferian-Jenkins for 14 yards (tackle by Jaquiski Tartt),2.960,4.580
4,7:19,1,10,SFO 15,6,17,Bryce Petty pass complete short right to Bilal Powell for 8 yards (tackle by Jaquiski Tartt),4.580,5.410
4,6:37,2,2,SFO 7,6,17,Bilal Powell middle for -2 yards (tackle by Nick Bellore and Jaquiski Tartt),5.410,4.220
4,5:55,3,4,SFO 9,6,17,Bryce Petty right guard for 4 yards (tackle by Nick Bellore),4.220,6.060
4,5:09,1,5,SFO 5,12,17,"Bilal Powell left guard for 5 yards, touchdown",6.060,7.000
4,5:04,,,SFO 2,14,17,"Two Point Attempt: Bryce Petty right guard, conversion succeeds",0.000,1.000
4,5:04,,,NYJ 35,14,17,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
4,5:04,1,10,SFO 25,14,17,Carlos Hyde right end for 11 yards (tackle by David Harris and Juston Burris),0.610,1.330
4,4:25,1,10,SFO 36,14,17,Carlos Hyde left tackle for no gain (tackle by Deon Simon and Darron Lee),1.330,0.790
4,3:39,2,10,SFO 36,14,17,"Carlos Hyde middle for 3 yards (tackle by David Harris). Penalty on Trenton Brown: Offensive Holding, 10 yards (no play)",0.790,-0.560
4,3:34,2,20,SFO 26,14,17,Carlos Hyde right tackle for 4 yards (tackle by Deon Simon),-0.560,-0.690
4,2:49,3,16,SFO 30,14,17,Colin Kaepernick pass complete short right to Shaun Draughn for -5 yards (tackle by Sheldon Richardson),-0.690,0.000
4,2:42,,,,14,17,Timeout #1 by New York Jets,0.000,1.700
4,2:42,4,21,SFO 25,14,17,"Bradley Pinion punts 40 yards, fair catch by Nick Marshall",-1.700,-1.270
4,2:35,1,10,NYJ 35,14,17,Bryce Petty pass complete short right to Quincy Enunwa for 9 yards (tackle by Jaquiski Tartt),1.270,1.940
4,2:29,2,1,NYJ 44,14,17,Bilal Powell right tackle for 8 yards (tackle by DeForest Buckner),1.940,2.390
4,2:02,1,10,SFO 48,14,17,Bryce Petty pass complete short left to Robby Anderson for 9 yards (tackle by Tramaine Brock and Jimmie Ward),2.390,3.060
4,1:55,2,1,SFO 39,14,17,Bilal Powell right guard for 9 yards (tackle by Jaquiski Tartt),3.060,3.580
4,1:28,1,10,SFO 30,14,17,"Bryce Petty pass complete short left to Bilal Powell for 7 yards (tackle by Nick Bellore). Penalty on NYJ: Illegal Formation, 5 yards (no play)",3.580,3.250
4,1:20,1,15,SFO 35,14,17,Brandon Wilds middle for 2 yards (tackle by DeForest Buckner),3.250,2.630
4,0:55,2,13,SFO 33,14,17,Bryce Petty right end for 1 yard (tackle by Jimmie Ward),2.630,2.080
4,0:48,3,12,SFO 32,14,17,Bryce Petty pass incomplete deep left intended for Robby Anderson,2.080,1.240
4,0:43,4,12,SFO 32,17,17,Nick Folk 50 yard field goal good,1.240,3.000
4,0:38,,,NYJ 35,17,17,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
4,0:38,1,10,SFO 25,17,17,Colin Kaepernick pass incomplete short right intended for Chris Harper,0.610,0.060
4,0:35,2,10,SFO 25,17,17,Colin Kaepernick pass incomplete short right intended for Chris Harper,0.060,-0.620
4,0:31,3,10,SFO 25,17,17,Shaun Draughn middle for 3 yards (tackle by Doug Middleton and Leonard Williams),-0.620,0.000
4,0:25,,,,17,17,Timeout #2 by New York Jets,0.000,1.500
4,0:25,4,7,SFO 28,17,17,"Bradley Pinion punts 40 yards, fair catch by Nick Marshall",-1.500,-1.070
4,0:18,1,10,NYJ 32,17,17,Bryce Petty pass incomplete deep middle intended for Charone Peake,1.070,0.530
4,0:13,2,10,NYJ 32,17,17,Bilal Powell left end for 3 yards (tackle by Keith Reaser),0.530,0.000
4,0:07,,,,17,17,Timeout #3 by New York Jets,0.000,-0.230
4,0:07,3,7,NYJ 35,17,17,Bilal Powell middle for 8 yards (tackle by DeForest Buckner),0.230,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYJ,SFO,Detail,EPB,EPA
,,,,,,,"49ers won the coin toss, 49ers to receive the overtime kickoff.",,
OT,15:00,,,NYJ 35,17,17,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
OT,15:00,1,10,SFO 25,17,17,Colin Kaepernick pass complete short left to Garrett Celek for 5 yards (tackle by David Harris),0.610,0.740
OT,14:35,2,5,SFO 30,17,17,Carlos Hyde right end for 25 yards (tackle by Rontez Miles),0.740,2.590
OT,14:12,1,10,NYJ 45,17,17,Shaun Draughn middle for no gain (tackle by Deon Simon),2.590,2.040
OT,13:36,2,10,NYJ 45,17,17,Colin Kaepernick pass incomplete short middle intended for Quinton Patton (defended by Darrelle Revis),2.040,1.360
OT,13:32,3,10,NYJ 45,17,17,Colin Kaepernick pass complete short right to Chris Harper for 8 yards (tackle by Juston Burris),1.360,0.790
OT,12:56,4,2,NYJ 37,17,17,Carlos Hyde left guard for no gain (tackle by Muhammad Wilkerson and Deon Simon),0.790,-1.400
OT,12:51,1,10,NYJ 37,17,17,Bilal Powell middle for 4 yards (tackle by DeForest Buckner),1.400,1.400
OT,12:07,2,6,NYJ 41,17,17,Bilal Powell left end for 8 yards (tackle by Nick Bellore and Jimmie Ward),1.400,2.190
OT,11:22,1,10,NYJ 49,17,17,Bryce Petty pass complete deep left to Robby Anderson for 26 yards (tackle by Jaquiski Tartt),2.190,0.000
OT,10:36,,,,17,17,Timeout #1 by New York Jets,0.000,-3.910
OT,10:36,1,10,SFO 25,17,17,Bilal Powell left guard for 2 yards (tackle by Ahmad Brooks),3.910,3.630
OT,9:52,2,8,SFO 23,17,17,"Penalty on Ben Ijalana: False Start, 5 yards (no play)",3.630,2.960
OT,9:27,2,13,SFO 28,17,17,Bilal Powell right tackle for 9 yards (tackle by Antoine Bethea and Eli Harold),2.960,3.490
OT,8:41,3,4,SFO 19,23,17,"Bilal Powell left tackle for 19 yards, touchdown. Penalty on Ahmad Brooks: Defensive Offside (Declined)",3.490,7.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
