Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Willie Gay Jr.,KAN,1,8,7,87.5%,37,5.3,4.6,0,46.4,0.3,10,27,3,0,0,0.0,0,5,0,0.0%
Nick Bolton,KAN,0,5,4,80.0%,84,21.0,16.8,1,158.3,-2.0,-2,86,1,0,1,0.0,1,8,0,0.0%
Juan Thornhill,KAN,0,5,3,60.0%,20,6.7,4.0,0,68.7,4.4,10,10,0,0,0,1.0,1,7,1,12.5%
Jaylen Watson,KAN,0,4,3,75.0%,30,10.0,7.5,1,135.4,2.0,12,18,0,0,0,0.0,0,3,0,0.0%
Joshua Williams,KAN,0,5,3,60.0%,33,11.0,6.6,1,119.2,4.6,20,13,0,0,0,0.0,0,4,0,0.0%
L'Jarius Sneed,KAN,1,4,2,50.0%,9,4.5,2.3,0,16.7,6.3,-1,10,3,0,0,0.0,0,7,1,12.5%
Trent McDuffie,KAN,0,6,2,33.3%,8,4.0,1.3,1,81.9,19.0,8,0,0,0,0,0.0,0,0,0,
Leo Chenal,KAN,0,1,1,100.0%,2,2.0,2.0,0,79.2,-1.0,-1,3,0,0,0,0.0,0,2,0,0.0%
Justin Reid,KAN,0,4,1,25.0%,17,17.0,4.3,0,44.8,6.0,8,9,1,0,0,0.0,0,4,0,0.0%
Bryan Cook,KAN,0,1,1,100.0%,23,23.0,23.0,0,118.7,19.0,19,4,0,0,0,0.0,0,2,0,0.0%
Brandon Williams,KAN,0,0,0,,,,,,,,,,0,0,1,0.5,2,1,0,0.0%
Chris Jones,KAN,0,0,0,,,,,,,,,,0,0,1,1.0,2,4,0,0.0%
Frank Clark,KAN,0,0,0,,,,,,,,,,0,0,1,1.0,2,1,0,0.0%
George Karlaftis III,KAN,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Darius Harris,KAN,0,0,0,,,,,,,,,,1,0,0,0.5,1,3,0,0.0%
Michael Danna,KAN,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,1,25.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Damarri Mathis,DEN,0,9,7,77.8%,74,10.6,8.2,0,100.9,7.9,25,49,0,0,0,0.0,0,5,2,28.6%
Josey Jewell,DEN,2,10,6,60.0%,71,11.8,7.1,0,42.1,5.6,15,56,4,0,0,0.0,0,10,0,0.0%
Justin Simmons,DEN,0,5,4,80.0%,33,8.3,6.6,2,133.7,4.6,13,20,1,0,0,0.0,0,6,0,0.0%
Kareem Jackson,DEN,0,5,3,60.0%,43,14.3,8.6,0,87.9,6.0,12,31,1,0,0,0.0,0,10,2,16.7%
Alex Singleton,DEN,0,5,3,60.0%,60,20.0,12.0,1,141.7,8.6,2,58,3,0,0,0.0,0,8,1,11.1%
Patrick Surtain II,DEN,1,4,2,50.0%,32,16.0,8.0,0,37.5,15.5,16,16,1,0,1,0.0,1,2,1,33.3%
K'Waun Williams,DEN,0,2,1,50.0%,7,7.0,3.5,0,58.3,8.5,4,3,2,1,0,0.0,1,4,0,0.0%
Jonathon Cooper,DEN,0,1,1,100.0%,8,8.0,8.0,0,100.0,-3.0,-3,11,2,0,0,1.0,1,2,0,0.0%
D.J. Jones,DEN,0,1,1,100.0%,24,24.0,24.0,0,118.7,-5.0,-5,29,0,0,0,0.0,0,0,0,
Baron Browning,DEN,0,0,0,,,,,,,,,,0,0,2,0.0,2,1,0,0.0%
Dre'Mont Jones,DEN,0,0,0,,,,,,,,,,0,0,0,1.0,1,5,0,0.0%
Jacob Martin,DEN,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Nik Bonitto,DEN,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
