Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Zach Cunningham,HOU,0,8,7,87.5%,79,11.3,9.9,0,107.8,4.9,36,43,3,0,0,0.0,0,12,0,0.0%
Deante Burton,HOU,0,6,6,100.0%,64,10.7,10.7,0,111.1,8.0,48,16,0,0,0,0.0,0,4,0,0.0%
Justin Reid,HOU,0,6,5,83.3%,77,15.4,12.8,1,158.3,7.8,41,36,0,0,0,0.0,0,8,2,20.0%
Tyrann Mathieu,HOU,0,6,4,66.7%,111,27.8,18.5,1,149.3,17.0,79,32,2,0,1,0.0,1,5,0,0.0%
Johnathan Joseph,HOU,0,6,4,66.7%,35,8.8,5.8,0,81.9,14.3,31,4,0,0,0,0.0,0,2,1,33.3%
Dylan Cole,HOU,0,2,2,100.0%,37,18.5,18.5,1,158.3,2.5,2,35,0,0,0,0.0,0,0,2,100.0%
Aaron Colvin,HOU,0,4,2,50.0%,10,5.0,2.5,0,56.2,-0.5,4,6,0,0,0,0.0,0,4,0,0.0%
Benardrick McKinney,HOU,1,6,2,33.3%,9,4.5,1.5,0,2.8,0.7,-5,14,2,0,0,0.0,0,4,1,20.0%
Kareem Jackson,HOU,0,2,2,100.0%,17,8.5,8.5,0,102.1,8.0,16,1,0,0,0,0.0,0,2,0,0.0%
Whitney Mercilus,HOU,0,1,1,100.0%,7,7.0,7.0,0,95.8,-2.0,-2,9,1,1,0,0.0,1,1,0,0.0%
Andre Hal,HOU,0,1,1,100.0%,11,11.0,11.0,0,112.5,10.0,10,1,0,0,0,0.0,0,3,0,0.0%
Jadeveon Clowney,HOU,0,1,0,0.0%,,,0.0,,39.6,2.0,,,0,3,2,1.0,6,9,0,0.0%
Angelo Blackson,HOU,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
J.J. Watt,HOU,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
D.J. Reader,HOU,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Rasul Douglas,PHI,0,13,10,76.9%,137,13.7,10.5,1,135.7,12.6,127,10,0,0,0,0.0,0,9,0,0.0%
Nigel Bradham,PHI,0,6,6,100.0%,56,9.3,9.3,1,145.1,5.7,34,22,3,0,1,0.0,1,6,1,14.3%
Cre'von LeBlanc,PHI,0,6,5,83.3%,60,12.0,10.0,0,108.3,6.7,37,23,0,0,0,0.0,0,3,0,0.0%
Avonte Maddox,PHI,0,9,4,44.4%,51,12.8,5.7,0,62.7,15.9,50,1,0,0,0,0.5,1,4,0,0.0%
Jordan Hicks,PHI,0,3,2,66.7%,22,11.0,7.3,0,88.2,6.3,19,3,3,0,0,0.0,0,5,0,0.0%
Corey Graham,PHI,0,2,2,100.0%,14,7.0,7.0,0,95.8,6.5,13,1,0,0,0,0.0,0,4,0,0.0%
Malcolm Jenkins,PHI,0,3,1,33.3%,11,11.0,3.7,0,45.1,6.7,3,8,1,0,0,0.0,0,5,0,0.0%
Tre Sullivan,PHI,0,2,1,50.0%,10,10.0,5.0,0,64.6,13.5,7,3,0,0,0,0.0,0,3,1,25.0%
Chris Long,PHI,0,0,0,,,,,,,,,,1,0,1,2.0,3,2,0,0.0%
Michael Bennett,PHI,0,0,0,,,,,,,,,,0,3,0,0.0,3,1,0,0.0%
Brandon Graham,PHI,0,0,0,,,,,,,,,,1,2,0,0.0,2,1,0,0.0%
Fletcher Cox,PHI,0,0,0,,,,,,,,,,0,0,2,0.0,2,1,0,0.0%
Treyvon Hester,PHI,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Daeshon Hall,PHI,0,0,0,,,,,,,,,,0,0,0,0.5,1,3,0,0.0%
