Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
1,2:51,2,2,DAL 2,6,0,Dalvin Cook up the middle for 1 yard (tackle by Leighton Vander Esch),5.720,5.170
1,2:15,3,1,DAL 1,6,6,"Dalvin Cook up the middle for 1 yard, touchdown",5.170,7.000
1,2:11,,,DAL 15,6,7,Dan Bailey kicks extra point good,0.000,0.000
1,2:11,,,MIN 35,6,7,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
1,2:11,1,10,DAL 25,6,7,Andy Dalton pass incomplete short right intended for Amari Cooper,0.610,0.060
1,2:07,2,10,DAL 25,6,7,Tony Pollard left guard for 4 yards (tackle by Eric Wilson and Cameron Dantzler),0.060,-0.100
1,1:32,3,6,DAL 29,6,7,Andy Dalton right end for 7 yards (tackle by Harrison Smith),-0.100,1.330
1,0:50,1,10,DAL 36,6,7,Tony Pollard right end for 5 yards (tackle by Eric Wilson and Jaleel Johnson),1.330,1.470
1,0:13,2,5,DAL 41,6,7,Andy Dalton pass incomplete short right,1.470,0.760
1,0:08,3,5,DAL 41,6,7,Ezekiel Elliott left tackle for 9 yards (tackle by Harrison Smith),0.760,2.260
Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DAL 50,6,7,Andy Dalton pass complete short right to Dalton Schultz for 4 yards (tackle by Jeff Gladney),2.260,2.250
2,14:25,2,6,MIN 46,6,7,Ezekiel Elliott left tackle for 4 yards (tackle by Eric Wilson and Eric Kendricks),2.250,2.080
2,13:48,3,2,MIN 42,6,7,Andy Dalton pass complete short left to Amari Cooper for 14 yards (tackle by Chris Jones),2.080,3.710
2,13:11,1,10,MIN 28,6,7,Andy Dalton pass short middle intended for Dalton Schultz is intercepted by Eric Kendricks at MIN-17 and returned for no gain,3.710,0.060
2,13:04,1,10,MIN 17,6,7,Kirk Cousins pass complete deep left to Justin Jefferson for 27 yards (tackle by Chidobe Awuzie),-0.060,1.860
2,12:47,1,10,MIN 44,6,7,Dalvin Cook left end for -1 yards (tackle by Aldon Smith),1.860,1.180
2,12:04,2,11,MIN 43,6,7,Dalvin Cook right tackle for 2 yards (tackle by Aldon Smith),1.180,0.760
2,11:25,3,9,MIN 45,6,7,"Penalty on Brian O'Neill: False Start, 5 yards (no play)",0.760,0.100
2,11:11,3,14,MIN 40,6,7,Kirk Cousins pass complete short left to Dalvin Cook for 4 yards (tackle by Darian Thompson and Leighton Vander Esch),0.100,-0.460
2,10:27,4,10,MIN 44,6,7,"Britton Colquitt pass complete deep right to Kris Boyd for 23 yards (tackle by Rico Dowdle). Penalty on Kris Boyd: Illegal Shift, 5 yards (no play)",-0.460,-0.780
2,10:06,4,15,MIN 39,6,7,"Britton Colquitt punts 41 yards, returned by CeeDee Lamb for 18 yards (tackle by Josh Metellus). Penalty on Kris Boyd: Illegal Block Above the Waist, 10 yards",-0.780,-2.130
2,9:56,1,10,DAL 48,6,7,CeeDee Lamb right end for 6 yards (tackle by Eric Wilson),2.130,2.390
2,9:24,2,4,MIN 46,6,7,Ezekiel Elliott right tackle for 7 yards (tackle by Troy Dye),2.390,2.980
2,8:47,1,10,MIN 39,6,7,Ezekiel Elliott right end for 4 yards (tackle by James Lynch),2.980,2.980
2,8:09,2,6,MIN 35,6,7,Ezekiel Elliott right guard for 5 yards (tackle by Eric Kendricks),2.980,2.940
2,7:30,,,,,,Timeout #2 by Dallas Cowboys,,
2,7:30,3,1,MIN 30,6,7,Ezekiel Elliott up the middle for no gain (tackle by Eric Kendricks and Harrison Smith),2.940,1.520
2,6:44,4,1,MIN 30,6,7,CeeDee Lamb left end for 6 yards (tackle by Eric Kendricks and Cameron Dantzler),1.520,3.970
2,6:25,1,10,MIN 24,6,7,Andy Dalton pass complete short right to Michael Gallup for 19 yards (tackle by Anthony Harris and Harrison Smith),3.970,6.060
2,5:39,1,5,MIN 5,6,7,Ezekiel Elliott right guard for 1 yard (tackle by Cameron Dantzler and Anthony Harris),6.060,5.340
2,5:00,2,4,MIN 4,12,7,"Andy Dalton pass complete short left to CeeDee Lamb for 4 yards, touchdown",5.340,7.000
2,4:55,,,MIN 15,13,7,Greg Zuerlein kicks extra point good,0.000,0.000
2,4:55,,,DAL 35,13,7,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,4:55,1,10,MIN 25,13,7,Kirk Cousins pass incomplete short right,0.610,0.060
2,4:51,2,10,MIN 25,13,7,"Dalvin Cook left guard for 8 yards (tackle by Justin Hamilton). Penalty on Garrett Bradbury: Offensive Holding, 10 yards (no play)",0.060,-1.430
2,4:36,2,20,MIN 15,13,7,Kirk Cousins pass complete short right to Adam Thielen for 11 yards (tackle by Anthony Brown),-1.430,-0.490
2,3:59,3,9,MIN 26,13,7,Kirk Cousins pass incomplete deep right intended for Justin Jefferson,-0.490,-1.630
2,3:54,4,9,MIN 26,13,7,"Britton Colquitt punts 59 yards, returned by CeeDee Lamb for 10 yards (tackle by Hardy Nickerson and Kris Boyd)",-1.630,-0.610
2,3:42,1,10,DAL 25,13,7,"Andy Dalton pass incomplete short middle intended for CeeDee Lamb. Penalty on Harrison Smith: Unnecessary Roughness, 15 yards (no play)",0.610,1.600
2,3:39,1,10,DAL 40,13,7,Andy Dalton pass complete short left to Blake Bell for 13 yards (tackle by Eric Wilson),1.600,2.460
2,2:59,1,10,MIN 47,13,7,Andy Dalton pass complete short left to CeeDee Lamb for 3 yards (tackle by Jaleel Johnson),2.460,2.320
2,2:14,2,7,MIN 44,13,7,Andy Dalton pass complete short middle to Noah Brown for 6 yards (tackle by Jeff Gladney),2.320,2.410
2,2:00,3,1,MIN 38,13,7,Andy Dalton pass incomplete deep right intended for Michael Gallup,2.410,0.720
2,1:55,4,1,MIN 38,13,7,Andy Dalton pass incomplete short left intended for Cedrick Wilson,0.720,-1.470
2,1:51,1,10,MIN 38,13,7,Kirk Cousins pass complete short left to Dalvin Cook for 26 yards (tackle by Leighton Vander Esch),1.470,3.180
2,1:42,1,10,DAL 36,13,7,Dalvin Cook left guard for 2 yards (tackle by Dorance Armstrong and Chidobe Awuzie),3.180,2.910
2,1:03,2,8,DAL 34,13,7,"Kirk Cousins pass complete short middle to Dalvin Cook for 3 yards (tackle by Donovan Wilson). Dalvin Cook fumbles (forced by Donovan Wilson), recovered by DeMarcus Lawrence at DAL-31, lateral to Kirk Cousins for 21 yards, lateral to Chad Beebe for 21 yards, lateral to Jaylon Smith for 21 yards",2.910,-2.390
2,0:49,1,10,MIN 48,13,7,Andy Dalton pass complete short left to Amari Cooper for 5 yards (tackle by Kris Boyd),2.390,2.520
2,0:31,2,5,MIN 43,13,7,Andy Dalton pass complete short left to Amari Cooper for 10 yards (tackle by Eric Wilson),2.520,3.380
2,0:15,1,10,MIN 33,13,7,Andy Dalton pass complete deep left to Amari Cooper for 32 yards (tackle by Harrison Smith),3.380,6.970
2,0:08,,,,,,Timeout #3 by Dallas Cowboys,,
2,0:08,,,,,,Timeout #1 by Minnesota Vikings,,
2,0:08,1,1,MIN 1,13,7,Andy Dalton pass incomplete short right intended for CeeDee Lamb,6.970,5.910
2,0:05,2,1,MIN 1,16,7,Greg Zuerlein 19 yard field goal good,5.910,3.000
2,0:02,,,DAL 35,16,7,"Greg Zuerlein kicks off 43 yards, returned by C.J. Ham for 20 yards (tackle by Luke Gifford)",0.000,1.270
Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,16,7,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIN 25,16,7,Dalvin Cook up the middle for 9 yards (tackle by Leighton Vander Esch and Jaylon Smith),0.610,1.280
3,14:25,2,1,MIN 34,16,7,Dalvin Cook left tackle for 2 yards (tackle by Antwaun Woods),1.280,1.330
3,13:40,1,10,MIN 36,16,7,Kirk Cousins pass complete deep left to Adam Thielen for 51 yards (tackle by Anthony Brown),1.330,4.710
3,13:18,1,10,DAL 13,16,7,Kirk Cousins pass complete short right to Kyle Rudolph for 6 yards (tackle by Leighton Vander Esch and Dorance Armstrong),4.710,5.150
3,12:36,2,4,DAL 7,16,7,Dalvin Cook left guard for 1 yard (tackle by Leighton Vander Esch),5.150,4.560
3,11:54,3,3,DAL 6,16,7,Kirk Cousins right end for 4 yards (tackle by Jaylon Smith),4.560,6.740
3,11:17,1,2,DAL 2,16,7,Dalvin Cook up the middle for 1 yard (tackle by Leighton Vander Esch and DeMarcus Lawrence),6.740,5.910
3,10:35,2,1,DAL 1,16,7,Dalvin Cook right tackle for -1 yards (tackle by Chidobe Awuzie and DeMarcus Lawrence),5.910,4.950
3,9:55,3,2,DAL 2,16,13,"Kirk Cousins pass complete short right to Adam Thielen for 2 yards, touchdown. Penalty on Anthony Brown: Defensive Holding (Declined)",4.950,7.000
3,9:50,,,DAL 15,16,14,Dan Bailey kicks extra point good,0.000,0.000
3,9:50,,,MIN 35,16,14,"Dan Bailey kicks off 69 yards, returned by Tony Pollard for 16 yards (tackle by Ryan Connelly)",0.000,-0.350
3,9:46,1,10,DAL 12,16,14,Ezekiel Elliott left end for 4 yards (tackle by Jalyn Holmes and Eric Kendricks),-0.350,-0.370
3,9:07,2,6,DAL 16,16,14,Andy Dalton pass complete short left to Amari Cooper for 10 yards (tackle by Eric Wilson and Kris Boyd),-0.370,0.670
3,8:27,1,10,DAL 26,16,14,"Ezekiel Elliott right guard for 3 yards (tackle by Harrison Smith). Penalty on Jaleel Johnson: Defensive Holding, 5 yards",0.670,1.200
3,8:06,1,10,DAL 34,16,14,Ezekiel Elliott right end for 1 yard (tackle by Ifeadi Odenigbo and Jaleel Johnson),1.200,0.790
3,7:23,2,9,DAL 35,16,14,Andy Dalton pass incomplete short left intended for Michael Gallup,0.790,0.100
3,7:20,3,9,DAL 35,16,14,Andy Dalton pass complete short left to CeeDee Lamb for 6 yards (tackle by Anthony Harris),0.100,-0.650
3,6:51,4,3,DAL 41,16,14,"Hunter Niswander punts 40 yards, fair catch by K.J. Osborn at MIN-19",-0.650,-0.150
3,6:44,1,10,MIN 19,16,14,Dalvin Cook right tackle for 5 yards (tackle by Leighton Vander Esch),0.150,0.340
3,6:11,2,5,MIN 24,16,14,Kirk Cousins pass complete short left to Dalvin Cook for 8 yards (tackle by Chidobe Awuzie),0.340,1.070
3,5:38,1,10,MIN 32,16,14,Dalvin Cook left end for 13 yards (tackle by Donovan Wilson),1.070,1.930
3,5:06,1,10,MIN 45,16,14,"Kirk Cousins pass complete short right to Olabisi Johnson for 9 yards (tackle by Dorance Armstrong). Penalty on Olabisi Johnson: Face Mask (15 Yards), 15 yards",1.930,1.530
3,4:42,1,16,MIN 39,16,14,Kirk Cousins pass complete deep left to Justin Jefferson for 20 yards (tackle by Rashard Robinson),1.530,2.850
3,4:09,1,10,DAL 41,16,14,Dalvin Cook up the middle for 5 yards (tackle by Rashard Robinson),2.850,2.980
3,3:35,2,5,DAL 36,16,14,Dalvin Cook left tackle for 5 yards (tackle by Tyrone Crawford and Jaylon Smith),2.980,3.510
3,2:48,1,10,DAL 31,16,14,Kirk Cousins pass complete short right to Adam Thielen for 7 yards (tackle by Rashard Robinson),3.510,3.910
3,2:09,2,3,DAL 24,16,14,Dalvin Cook right end for 8 yards (tackle by Jourdan Lewis and Leighton Vander Esch),3.910,4.510
3,1:28,1,10,DAL 16,16,14,Dalvin Cook left end for 7 yards (tackle by Chidobe Awuzie and Donovan Wilson),4.510,5.160
3,0:39,2,3,DAL 9,16,14,Alexander Mattison right tackle for 6 yards (tackle by Donovan Wilson and Leighton Vander Esch),5.160,6.510
Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,3,DAL 3,16,20,"Kirk Cousins pass complete short right to Adam Thielen for 3 yards, touchdown",6.510,7.000
4,14:57,,,DAL 15,16,21,"Dan Bailey kicks extra point good. Penalty on Rashard Robinson: Roughing the Kicker, 15 yards",0.000,0.000
4,14:57,,,MIN 50,16,21,"Dan Bailey kicks off 50 yards, touchback.",0.000,0.610
4,14:57,1,10,DAL 25,16,21,Andy Dalton pass complete short right to Dalton Schultz for 9 yards (tackle by Anthony Harris),0.610,1.280
4,14:12,2,1,DAL 34,16,21,Ezekiel Elliott up the middle for 3 yards (tackle by Jalyn Holmes and Shamar Stephen),1.280,1.400
4,13:30,1,10,DAL 37,16,21,Ezekiel Elliott up the middle for 15 yards (tackle by Anthony Harris),1.400,2.390
4,12:51,1,10,MIN 48,16,21,Ezekiel Elliott right end for 6 yards (tackle by Jeff Gladney and Jaleel Johnson),2.390,2.660
4,12:11,2,4,MIN 42,22,21,"Tony Pollard right tackle for 42 yards, touchdown",2.660,7.000
4,12:02,,,MIN 2,24,21,"Two Point Attempt: CeeDee Lamb rushes, conversion succeeds.",1.000,1.000
4,12:02,,,DAL 35,24,21,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,12:02,1,10,MIN 25,24,21,Dalvin Cook left end for 16 yards (tackle by Chidobe Awuzie),0.610,1.660
4,11:33,1,10,MIN 41,24,21,Dalvin Cook right guard for 1 yard (tackle by Donovan Wilson and Neville Gallimore),1.660,1.260
4,10:58,2,9,MIN 42,24,21,Kirk Cousins pass complete short right to Adam Thielen for 13 yards (tackle by Sean Lee),1.260,2.590
4,10:21,1,10,DAL 45,24,21,Dalvin Cook left tackle for 6 yards (tackle by DeMarcus Lawrence),2.590,2.850
4,9:44,2,4,DAL 39,24,27,"Kirk Cousins pass complete deep left to Justin Jefferson for 39 yards, touchdown",2.850,7.000
4,9:37,,,DAL 15,24,27,"Penalty on C.J. Goodwin: Defensive Offside, 5 yards",1.000,0.000
4,9:37,,,DAL 15,24,28,Dan Bailey kicks extra point good,0.000,0.000
4,9:37,,,MIN 40,24,28,"Dan Bailey kicks off 60 yards, touchback.",0.000,0.610
4,9:37,1,10,DAL 25,24,28,Ezekiel Elliott right tackle for 4 yards (tackle by D.J. Wonnum),0.610,0.600
4,8:53,2,6,DAL 29,24,28,Ezekiel Elliott up the middle for 5 yards (tackle by Armon Watts and Eric Wilson),0.600,0.560
4,8:30,3,1,DAL 34,24,28,Ezekiel Elliott left guard for 2 yards (tackle by Armon Watts),0.560,1.330
4,7:50,1,10,DAL 36,24,28,Andy Dalton sacked by Jaleel Johnson for -7 yards,1.330,-0.160
4,7:07,2,17,DAL 29,24,28,Andy Dalton pass complete short right to Cedrick Wilson for 7 yards (tackle by Eric Kendricks),-0.160,0.100
4,6:25,3,10,DAL 36,24,28,Andy Dalton pass complete short right to Andy Dalton for -3 yards (tackle by Hercules Mata'afa),0.100,-1.180
4,6:01,4,13,DAL 33,24,28,"Hunter Niswander punts 52 yards, fair catch by K.J. Osborn at MIN-15",-1.180,0.220
4,5:54,1,10,MIN 15,24,28,Kirk Cousins pass complete short left to Kyle Rudolph for 12 yards (tackle by Xavier Woods),-0.220,0.740
4,5:08,1,10,MIN 27,24,28,Dalvin Cook right guard for no gain (tackle by Aldon Smith),0.740,0.200
4,4:23,2,10,MIN 27,24,28,Kirk Cousins pass incomplete short right intended for C.J. Ham,0.200,-0.490
4,4:17,3,10,MIN 27,24,28,Kirk Cousins pass incomplete short left intended for Adam Thielen,-0.490,-1.570
4,4:12,4,10,MIN 27,24,28,"Britton Colquitt punts 54 yards, returned by CeeDee Lamb for 20 yards (tackle by C.J. Ham)",-1.570,-1.530
4,4:00,1,10,DAL 39,24,28,Andy Dalton pass complete short right to Michael Gallup for 10 yards (tackle by Kris Boyd),1.530,2.190
4,3:56,1,10,DAL 49,24,28,Ezekiel Elliott up the middle for 18 yards (tackle by Anthony Harris and Harrison Smith),2.190,3.380
4,3:15,1,10,MIN 33,24,28,Andy Dalton pass incomplete short middle intended for Michael Gallup (defended by Eric Kendricks),3.380,2.840
4,3:10,2,10,MIN 33,24,28,Tony Pollard up the middle for 3 yards (tackle by Jalyn Holmes),2.840,2.540
4,2:33,3,7,MIN 30,24,28,"Penalty on Cameron Erving: False Start, 5 yards (no play)",2.540,1.880
4,2:33,3,12,MIN 35,24,28,Tony Pollard right tackle for 6 yards (tackle by Jalyn Holmes and Eric Kendricks),1.880,1.520
4,2:05,4,6,MIN 29,24,28,Andy Dalton pass complete short left to Amari Cooper for 10 yards (tackle by Jeff Gladney),1.520,4.310
4,2:00,1,10,MIN 19,24,28,Andy Dalton pass complete short left to Ezekiel Elliott for 5 yards (tackle by Eric Wilson),4.310,4.530
4,1:56,2,5,MIN 14,24,28,Andy Dalton pass complete short left to Dalton Schultz for 10 yards (tackle by Cameron Dantzler and Harrison Smith),4.530,6.280
4,1:50,,,,,,Timeout #1 by Minnesota Vikings,,
4,1:50,1,4,MIN 4,24,28,Andy Dalton pass incomplete short right intended for Dalton Schultz (defended by Kris Boyd),6.280,5.340
4,1:47,2,4,MIN 4,24,28,Ezekiel Elliott left tackle for 2 yards (tackle by Jalyn Holmes),5.340,4.950
4,1:43,,,,,,Timeout #2 by Minnesota Vikings,,
4,1:43,3,2,MIN 2,30,28,"Andy Dalton pass complete short left to Dalton Schultz for 2 yards, touchdown",4.950,7.000
4,1:37,,,MIN 15,31,28,Greg Zuerlein kicks extra point good,0.000,0.000
4,1:37,,,DAL 35,31,28,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,1:37,1,10,MIN 25,31,28,Kirk Cousins pass complete short left to Dalvin Cook for 4 yards (tackle by Darian Thompson),0.610,0.600
4,1:33,2,6,MIN 29,31,28,Kirk Cousins pass incomplete short middle intended for Justin Jefferson,0.600,-0.100
4,1:29,3,6,MIN 29,31,28,Kirk Cousins pass incomplete short right intended for Adam Thielen,-0.100,-1.440
4,1:24,4,6,MIN 29,31,28,Kirk Cousins pass incomplete deep right intended for Adam Thielen,-1.440,-3.640
4,1:18,1,10,MIN 29,31,28,Andy Dalton kneels for -1 yards,3.640,2.970
4,0:35,2,11,MIN 30,31,28,Andy Dalton kneels for -1 yards,2.970,2.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
