Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Travis Frederick,C,58,100%,0,0%,2,10%
La'el Collins,T,58,100%,0,0%,2,10%
Connor Williams,G,58,100%,0,0%,2,10%
Zack Martin,G,58,100%,0,0%,0,0%
Dak Prescott,QB,58,100%,0,0%,0,0%
Ezekiel Elliott,RB,56,97%,0,0%,0,0%
Amari Cooper,WR,56,97%,0,0%,0,0%
Tyron Smith,T,50,86%,0,0%,2,10%
Randall Cobb,WR,47,81%,0,0%,2,10%
Jason Witten,TE,46,79%,0,0%,2,10%
Devin Smith,WR,46,79%,0,0%,0,0%
Blake Jarwin,TE,17,29%,0,0%,8,38%
Tavon Austin,WR,11,19%,0,0%,2,10%
Cameron Fleming,T,9,16%,0,0%,2,10%
Jamize Olawale,FB,6,10%,0,0%,13,62%
Tony Pollard,RB,2,3%,0,0%,10,48%
Dalton Schultz,TE,2,3%,0,0%,4,19%
Jeff Heath,SS,0,0%,70,100%,14,67%
Leighton Vander Esch,LB,0,0%,70,100%,6,29%
Byron Jones,CB,0,0%,69,99%,10,48%
Chidobe Awuzie,CB,0,0%,69,99%,5,24%
Xavier Woods,FS,0,0%,69,99%,4,19%
Jaylon Smith,LB,0,0%,57,81%,6,29%
Maliek Collins,DT,0,0%,51,73%,5,24%
Christian Covington,DE,0,0%,50,71%,4,19%
Robert Quinn,DE,0,0%,49,70%,3,14%
Anthony Brown,CB,0,0%,41,59%,6,29%
DeMarcus Lawrence,DE,0,0%,38,54%,3,14%
Kerry Hyder,DE,0,0%,36,51%,3,14%
Sean Lee,LB,0,0%,29,41%,6,29%
Trysten Hill,DT,0,0%,27,39%,2,10%
Dorance Armstrong Jr.,DE,0,0%,16,23%,16,76%
Joe Thomas,LB,0,0%,14,20%,13,62%
Jourdan Lewis,CB,0,0%,10,14%,9,43%
Joe Jackson,DE,0,0%,4,6%,1,5%
Darian Thompson,FS,0,0%,1,1%,9,43%
C.J. Goodwin,CB,0,0%,0,0%,14,67%
Justin March,LB,0,0%,0,0%,13,62%
Chris Jones,P,0,0%,0,0%,6,29%
L.P. Ladouceur,LS,0,0%,0,0%,6,29%
Brett Maher,K,0,0%,0,0%,5,24%
Cedrick Wilson Jr.,WR,0,0%,0,0%,4,19%
Kavon Frazier,SS,0,0%,0,0%,3,14%
Xavier Su'a-Filo,G,0,0%,0,0%,2,10%
Joe Looney,C,0,0%,0,0%,2,10%
