Quarter,Time,Down,ToGo,Location,DAL,NOR,Detail,EPB,EPA
2,13:27,1,10,NOR 49,3,3,Teddy Bridgewater pass complete short right to Josh Hill for 20 yards (tackle by Jeff Heath),2.190,3.510
2,12:49,1,10,DAL 31,3,3,"Alvin Kamara left guard for 6 yards (tackle by Christian Covington). Penalty on Erik McCoy: Offensive Holding, 10 yards (no play)",3.510,2.850
2,12:21,1,20,DAL 41,3,3,Teddy Bridgewater pass complete short right to Michael Thomas for 7 yards (tackle by Chidobe Awuzie and Sean Lee),2.850,2.560
2,11:33,2,13,DAL 34,3,3,Teddy Bridgewater pass complete deep right to Michael Thomas for 16 yards (tackle by Chidobe Awuzie),2.560,4.370
2,10:59,1,10,DAL 18,3,3,Teddy Bridgewater left end for 1 yard (tackle by Robert Quinn),4.370,3.940
2,10:13,2,9,DAL 17,3,3,Alvin Kamara left guard for 2 yards (tackle by Christian Covington),3.940,3.460
2,9:28,3,7,DAL 15,3,3,Teddy Bridgewater sacked by Maliek Collins for -9 yards,3.460,1.870
2,8:46,4,16,DAL 24,3,6,Wil Lutz 42 yard field goal good,1.870,3.000
2,8:42,,,NOR 35,3,6,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,8:42,1,10,DAL 25,3,6,Dak Prescott pass complete short left to Ezekiel Elliott for 3 yards (tackle by Demario Davis),0.610,0.470
2,7:53,2,7,DAL 28,3,6,Ezekiel Elliott left guard for 3 yards (tackle by Sheldon Rankins and Shy Tuttle),0.470,0.170
2,7:13,3,4,DAL 31,3,6,"Dak Prescott pass complete short middle to Jason Witten for 16 yards (tackle by A.J. Klein). Jason Witten fumbles (forced by A.J. Klein), recovered by Vonn Bell at NO-47 (tackle by Jason Witten)",0.170,-2.060
2,7:07,1,10,NOR 47,3,6,"Teddy Bridgewater pass complete short right to Latavius Murray for 10 yards (tackle by Joe Thomas and Leighton Vander Esch). Penalty on Larry Warford: Offensive Holding, 10 yards (no play)",2.060,1.400
2,6:37,,,,,,Timeout #1 by Dallas Cowboys,,
2,6:37,1,20,NOR 37,3,6,Alvin Kamara left guard for no gain (tackle by Kerry Hyder),1.400,0.170
2,6:00,2,20,NOR 37,3,6,Teddy Bridgewater pass complete short middle to Alvin Kamara for 5 yards (tackle by Jeff Heath),0.170,0.170
2,5:20,3,15,NOR 42,3,6,Teddy Bridgewater pass complete short left to Josh Hill for 6 yards (tackle by Joe Thomas),0.170,-0.190
2,4:49,4,9,NOR 48,3,6,"Thomas Morstead punts 44 yards, returned by Randall Cobb for 14 yards (tackle by J.T. Gray)",-0.190,-0.410
2,4:39,1,10,DAL 22,3,6,Ezekiel Elliott left tackle for 1 yard (tackle by Demario Davis),0.410,0.000
2,4:05,2,9,DAL 23,3,6,Dak Prescott pass complete short left to Blake Jarwin for 7 yards (tackle by Demario Davis),0.000,0.230
2,3:29,3,2,DAL 30,3,6,Dak Prescott pass complete short right to Randall Cobb for 4 yards (tackle by Eli Apple),0.230,1.200
2,2:54,1,10,DAL 34,3,6,"Dak Prescott pass complete short right to Amari Cooper for 14 yards (tackle by Marshon Lattimore). Penalty on Amari Cooper: Offensive Pass Interference, 10 yards (no play)",1.200,0.540
2,2:26,1,20,DAL 24,3,6,Ezekiel Elliott left guard for 3 yards (tackle by Malcom Brown),0.540,-0.290
2,2:00,2,17,DAL 27,3,6,Dak Prescott pass complete short left to Ezekiel Elliott for 9 yards (tackle by Vonn Bell and Demario Davis),-0.290,0.230
2,1:51,,,,,,Timeout #1 by New Orleans Saints,,
2,1:51,3,8,DAL 36,3,6,Dak Prescott pass complete short right to Blake Jarwin for 7 yards (tackle by A.J. Klein),0.230,-0.520
2,1:36,,,,,,Timeout #2 by New Orleans Saints,,
2,1:36,4,1,DAL 43,3,6,"Ezekiel Elliott right guard for 1 yard (tackle by Vonn Bell). Ezekiel Elliott fumbles (forced by Vonn Bell), recovered by Vonn Bell at DAL-44 (tackle by Ezekiel Elliott)",-0.520,-2.650
2,1:30,1,10,DAL 44,3,6,Teddy Bridgewater pass complete short right to Michael Thomas for 9 yards (tackle by Leighton Vander Esch),2.650,3.330
2,1:09,2,1,DAL 35,3,6,Teddy Bridgewater pass complete short right to Ted Ginn for 8 yards (tackle by Chidobe Awuzie),3.330,3.780
2,0:46,1,10,DAL 27,3,6,Teddy Bridgewater pass incomplete short right intended for Jared Cook,3.780,3.230
2,0:43,2,10,DAL 27,3,6,Teddy Bridgewater pass incomplete deep right intended for Ted Ginn,3.230,2.540
2,0:39,3,10,DAL 27,3,6,"Teddy Bridgewater pass incomplete short right intended for Jared Cook. Penalty on DeMarcus Lawrence: Roughing the Passer, 14 yards (no play)",2.540,4.710
2,0:35,1,10,DAL 13,3,6,Teddy Bridgewater pass complete short right to Ted Ginn for 4 yards (tackle by Leighton Vander Esch),4.710,4.770
2,0:10,2,6,DAL 9,3,6,Teddy Bridgewater pass complete short middle to Alvin Kamara for 8 yards (tackle by Leighton Vander Esch). Penalty on Dorance Armstrong: Defensive Offside (Declined),4.770,6.970
2,0:04,1,1,DAL 1,3,6,Teddy Bridgewater pass incomplete short right intended for Jared Cook,6.970,5.910
2,0:02,2,1,DAL 1,3,9,Wil Lutz 19 yard field goal good,5.910,3.000
Quarter,Time,Down,ToGo,Location,DAL,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,3,9,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NOR 25,3,9,Teddy Bridgewater pass incomplete short right intended for Lil'Jordan Humphrey (defended by Chidobe Awuzie),0.610,0.060
3,14:56,2,10,NOR 25,3,9,Teddy Bridgewater pass complete short left to Michael Thomas for 8 yards (tackle by Jaylon Smith),0.060,0.430
3,14:22,3,2,NOR 33,3,9,Alvin Kamara left end for 1 yard (tackle by Leighton Vander Esch),0.430,-1.110
3,13:43,4,1,NOR 34,3,9,Thomas Morstead punts 50 yards downed by Craig Robertson,-1.110,0.140
3,13:31,1,10,DAL 16,3,9,Dak Prescott pass complete short right to Amari Cooper for 9 yards (tackle by Marshon Lattimore),-0.140,0.690
3,13:04,2,1,DAL 25,3,9,Ezekiel Elliott right guard for 3 yards (tackle by A.J. Klein and P.J. Williams),0.690,0.810
3,12:32,1,10,DAL 28,3,9,Dak Prescott pass complete short left to Ezekiel Elliott for 3 yards (tackle by Eli Apple),0.810,0.670
3,11:46,2,7,DAL 31,3,9,Dak Prescott pass complete short right to Randall Cobb for 5 yards (tackle by Vonn Bell),0.670,0.630
3,11:04,3,2,DAL 36,3,9,"Dak Prescott pass incomplete short left intended for Tony Pollard (defended by Demario Davis). Penalty on Demario Davis: Defensive Pass Interference, 5 yards (no play)",0.630,1.660
3,11:00,1,10,DAL 41,3,9,Ezekiel Elliott left guard for 3 yards (tackle by Cameron Jordan),1.660,1.530
3,10:25,2,7,DAL 44,3,9,Dak Prescott pass complete short left to Amari Cooper for 9 yards (tackle by Demario Davis),1.530,2.460
3,9:53,1,10,NOR 47,3,9,Dak Prescott pass complete short middle to Jason Witten for 12 yards (tackle by Vonn Bell),2.460,3.250
3,9:18,1,10,NOR 35,3,9,Ezekiel Elliott right guard for -2 yards (tackle by Malcom Brown),3.250,2.430
3,8:49,2,12,NOR 37,3,9,Dak Prescott pass complete deep middle to Blake Jarwin for 35 yards (tackle by Marcus Williams),2.430,6.740
3,8:25,1,2,NOR 2,3,9,Ezekiel Elliott left guard for 1 yard (tackle by Malcom Brown and David Onyemata),6.740,5.910
3,7:52,2,1,NOR 1,9,9,"Ezekiel Elliott left guard for 1 yard, touchdown",5.910,7.000
3,7:47,,,NOR 15,10,9,Brett Maher kicks extra point good,0.000,0.000
3,7:47,,,DAL 35,10,9,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,7:47,1,10,NOR 25,10,9,Alvin Kamara left end for 9 yards (tackle by Byron Jones and Xavier Woods),0.610,1.280
3,7:07,2,1,NOR 34,10,9,Alvin Kamara left tackle for no gain (tackle by Leighton Vander Esch),1.280,0.560
3,6:29,3,1,NOR 34,10,9,Latavius Murray right guard for 1 yard (tackle by Xavier Woods),0.560,1.270
3,5:47,1,10,NOR 35,10,9,Teddy Bridgewater pass complete short right to Michael Thomas for 8 yards (tackle by Sean Lee),1.270,1.800
3,5:14,2,2,NOR 43,10,9,Alvin Kamara right end for 7 yards (tackle by Leighton Vander Esch),1.800,2.260
3,4:34,1,10,NOR 50,10,9,Teddy Bridgewater pass complete short right to Jared Cook for 9 yards (tackle by Chidobe Awuzie),2.260,2.930
3,3:53,2,1,DAL 41,10,9,Latavius Murray right guard for 3 yards (tackle by Joe Thomas),2.930,3.050
3,3:17,1,10,DAL 38,10,9,Alvin Kamara right guard for 11 yards (tackle by Chidobe Awuzie),3.050,3.780
3,2:30,1,10,DAL 27,10,9,Alvin Kamara right guard for 4 yards (tackle by Jeff Heath),3.780,3.770
3,1:49,2,6,DAL 23,10,9,Teddy Bridgewater pass complete short right to Jared Cook for 5 yards (tackle by Chidobe Awuzie),3.770,3.840
3,1:05,3,1,DAL 18,10,9,Teddy Bridgewater up the middle for 2 yards (tackle by Trysten Hill),3.840,4.510
3,0:21,1,10,DAL 16,10,9,Teddy Bridgewater pass incomplete short left intended for Josh Hill,4.510,3.900
3,0:16,2,10,DAL 16,10,9,"Ted Ginn right end for no gain (tackle by Anthony Brown). Penalty on Maliek Collins: Defensive Offside, 5 yards (no play)",3.900,4.760
Quarter,Time,Down,ToGo,Location,DAL,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,DAL 11,10,9,Taysom Hill left end for -2 yards (tackle by Anthony Brown),4.760,3.540
4,14:25,3,7,DAL 13,10,9,Teddy Bridgewater up the middle for 5 yards (tackle by Jaylon Smith),3.540,2.990
4,13:45,4,2,DAL 8,10,12,Wil Lutz 26 yard field goal good,2.990,3.000
4,13:41,,,NOR 35,10,12,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,13:41,1,10,DAL 25,10,12,Ezekiel Elliott left guard for 4 yards (tackle by Marcus Davenport and Sheldon Rankins),0.610,0.600
4,13:01,2,6,DAL 29,10,12,Dak Prescott pass incomplete short middle intended for Randall Cobb,0.600,-0.100
4,12:58,3,6,DAL 29,10,12,"Dak Prescott pass incomplete short middle intended for Devin Smith (defended by Eli Apple). Penalty on Eli Apple: Defensive Holding, 5 yards (no play)",-0.100,1.200
4,12:54,1,10,DAL 34,10,12,Dak Prescott pass complete short right to Tavon Austin for 5 yards (tackle by Vonn Bell),1.200,1.330
4,12:20,2,5,DAL 39,10,12,Tavon Austin left end for 3 yards (tackle by Demario Davis),1.330,1.030
4,11:38,3,2,DAL 42,10,12,Dak Prescott pass incomplete short left intended for Randall Cobb,1.030,-0.590
4,11:34,4,2,DAL 42,10,12,"Chris Jones punts 58 yards, touchback.",-0.590,-0.280
4,11:26,1,10,NOR 20,10,12,"Alvin Kamara left guard for 1 yard (tackle by Jeff Heath). Penalty on Andrus Peat: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,10:59,1,20,NOR 10,10,12,Teddy Bridgewater pass complete short right to Alvin Kamara for 7 yards (tackle by Xavier Woods),-0.760,-0.790
4,10:14,2,13,NOR 17,10,12,Teddy Bridgewater pass complete short middle to Michael Thomas for 9 yards (tackle by Leighton Vander Esch),-0.790,-0.160
4,9:33,3,4,NOR 26,10,12,Teddy Bridgewater pass complete short left to Michael Thomas for 13 yards (tackle by Byron Jones),-0.160,1.530
4,9:02,1,10,NOR 39,10,12,Latavius Murray right guard for 5 yards (tackle by Anthony Brown),1.530,1.660
4,8:25,2,5,NOR 44,10,12,Teddy Bridgewater sacked by DeMarcus Lawrence for -1 yards,1.660,0.830
4,7:37,,,,,,Timeout #1 by New Orleans Saints,,
4,7:37,3,6,NOR 43,10,12,Teddy Bridgewater sacked by Robert Quinn for -10 yards,0.830,-1.180
4,6:58,4,16,NOR 33,10,12,"Thomas Morstead punts 47 yards, returned by Tavon Austin for no gain (tackle by Justin Hardee). Penalty on Jeff Heath: Offensive Holding, 10 yards",-1.180,0.380
4,6:51,1,10,DAL 10,10,12,Dak Prescott pass complete short left to Amari Cooper for 9 yards (tackle by Marshon Lattimore),-0.380,0.240
4,6:16,2,1,DAL 19,10,12,Ezekiel Elliott left tackle for -1 yards (tackle by Malcom Brown and A.J. Klein),0.240,-0.480
4,5:37,3,2,DAL 18,10,12,Dak Prescott pass incomplete short right intended for Amari Cooper (defended by Marshon Lattimore),-0.480,-2.240
4,5:29,4,2,DAL 18,10,12,"Chris Jones punts 44 yards, fair catch by Deonte Harris at NO-38",-2.240,-1.470
4,5:22,1,10,NOR 38,10,12,Teddy Bridgewater pass complete short right to Ted Ginn for 7 yards,1.470,1.870
4,4:53,2,3,NOR 45,10,12,Alvin Kamara right guard for 2 yards (tackle by Kerry Hyder and Jaylon Smith),1.870,1.420
4,4:14,3,1,NOR 47,10,12,Alvin Kamara left end for 9 yards (tackle by Jaylon Smith),1.420,2.650
4,3:30,1,10,DAL 44,10,12,Latavius Murray left guard for 5 yards (tackle by Leighton Vander Esch),2.650,2.780
4,2:49,2,5,DAL 39,10,12,Alvin Kamara left guard for 4 yards (tackle by Joe Jackson and Sean Lee),2.780,2.610
4,2:08,3,1,DAL 35,10,12,Alvin Kamara right guard for 2 yards (tackle by Jaylon Smith),2.610,3.380
4,2:00,1,10,DAL 33,10,12,Alvin Kamara right tackle for -1 yards (tackle by Jaylon Smith),3.380,2.700
4,1:56,,,,,,Timeout #1 by Dallas Cowboys,,
4,1:56,2,11,DAL 34,10,12,Teddy Bridgewater pass complete short right to Zach Line for 3 yards (tackle by Xavier Woods),2.700,2.410
4,1:50,,,,,,Timeout #2 by Dallas Cowboys,,
4,1:50,3,8,DAL 31,10,12,Teddy Bridgewater sacked by Jaylon Smith for -16 yards,2.410,0.130
4,1:45,,,,,,Timeout #3 by Dallas Cowboys,,
4,1:45,4,24,DAL 47,10,12,"Thomas Morstead punts 33 yards, fair catch by Randall Cobb at DAL-14",0.130,0.280
4,1:39,1,10,DAL 14,10,12,Dak Prescott sacked by David Onyemata for -11 yards,-0.280,-1.580
4,1:12,2,21,DAL 3,10,12,Dak Prescott pass complete short middle to Ezekiel Elliott for 9 yards (tackle by Vonn Bell and A.J. Klein),-1.580,-1.650
4,0:51,3,12,DAL 12,10,12,Dak Prescott pass complete short right to Amari Cooper for 14 yards (tackle by Marshon Lattimore),-1.650,0.670
4,0:34,1,10,DAL 26,10,12,Dak Prescott pass incomplete short right intended for Ezekiel Elliott,0.670,0.130
4,0:30,2,10,DAL 26,10,12,"Dak Prescott pass incomplete deep left intended for Amari Cooper. Penalty on Amari Cooper: Offensive Pass Interference, 10 yards (no play)",0.130,-1.370
4,0:25,2,20,DAL 16,10,12,Dak Prescott pass incomplete deep middle intended for Amari Cooper (defended by Vonn Bell),-1.370,-2.230
4,0:17,3,20,DAL 16,10,12,Dak Prescott pass complete deep middle to Randall Cobb for 32 yards (tackle by Marcus Williams),-2.230,2.130
4,0:03,1,10,DAL 48,10,12,Dak Prescott spiked the ball,2.130,1.580
4,0:02,,,,,,Timeout #2 by New Orleans Saints,,
4,0:02,2,10,DAL 48,10,12,Dak Prescott pass deep right is intercepted by Marcus Williams at NO-13 and returned for 1 yard,1.580,4.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
