Quarter,Time,Tm,Detail,NYG,PHI
1.0,12:41,Giants,Matt Bryant 30 yard field goal,3,0
,4:27,Eagles,Correll Buckhalter 1 yard rush (David Akers kick),3,7
2.0,3:36,Eagles,Brian Westbrook 29 yard pass from Donovan McNabb (David Akers kick),3,14
3.0,3:21,Eagles,Brian Westbrook 4 yard rush (David Akers kick),3,21
4.0,12:54,Giants,Tiki Barber 10 yard pass from Kerry Collins (Matt Bryant kick),10,21
,5:26,Eagles,Brian Westbrook 5 yard pass from Donovan McNabb (David Akers kick),10,28
