Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
1,9:01,3,2,TEN 22,0,0,Ben Roethlisberger sacked by Jason Jones for -19 yards,3.400,0.530
1,8:25,4,21,TEN 41,0,0,"Daniel Sepulveda punts 30 yards, fair catch by Cortland Finnegan",0.530,0.370
1,8:20,1,10,TEN 11,0,0,"Chris Johnson right end for 32 yards (tackle by Troy Polamalu). Penalty on Troy Polamalu: Unnecessary Roughness, 15 yards",-0.370,2.790
1,7:57,1,10,PIT 42,0,0,Kerry Collins pass complete deep left to Bo Scaife for 20 yards (tackle by Troy Polamalu),2.790,4.110
1,7:24,1,10,PIT 22,0,0,Chris Johnson left end for 3 yards (tackle by Ryan Clark),4.110,3.970
1,6:57,2,7,PIT 19,0,0,Kerry Collins pass incomplete short right intended for Alge Crumpler,3.970,3.260
1,6:52,3,7,PIT 19,0,0,Kerry Collins pass incomplete short right intended for Bo Scaife (defended by Troy Polamalu),3.260,2.180
1,6:48,4,7,PIT 19,0,0,Rob Bironas 37 yard field goal no good,2.180,-0.740
1,6:44,1,10,PIT 27,0,0,Rashard Mendenhall middle for 1 yard (tackle by Jacob Ford and Kevin Vickerson),0.740,0.330
1,6:09,2,9,PIT 28,0,0,Rashard Mendenhall middle for 2 yards (tackle by Keith Bulluck),0.330,-0.100
1,5:27,3,7,PIT 30,0,0,Ben Roethlisberger sacked by Tony Brown for -9 yards,-0.100,-1.960
1,5:02,4,16,PIT 21,0,0,Daniel Sepulveda punts 53 yards,-1.960,-0.670
1,4:49,1,10,TEN 26,0,0,Kerry Collins pass complete short left to Bo Scaife for 10 yards (tackle by James Farrior),0.670,1.330
1,4:27,1,10,TEN 36,0,0,"Kerry Collins pass complete deep right to Justin Gage for 24 yards (tackle by William Gay). Penalty on David Stewart: Illegal Formation, 5 yards (no play)",1.330,1.000
1,4:07,1,15,TEN 31,0,0,Kerry Collins pass complete short left to Bo Scaife for 9 yards (tackle by Keyaron Fox),1.000,1.330
1,3:45,2,6,TEN 40,0,0,LenDale White right guard for 3 yards (tackle by Brett Keisel and Casey Hampton),1.330,1.030
1,3:06,3,3,TEN 43,0,0,Kerry Collins pass complete short right to Justin Gage for 8 yards (tackle by James Farrior),1.030,2.320
1,2:28,1,10,PIT 49,0,0,Kerry Collins pass complete short middle to LenDale White for 5 yards (tackle by Troy Polamalu),2.320,2.460
1,1:51,2,5,PIT 44,0,0,Kerry Collins pass incomplete deep left intended for Kenny Britt is intercepted by Troy Polamalu at PIT-5 and returned for 16 yards,2.460,-0.340
1,1:38,1,10,PIT 21,0,0,Willie Parker right guard for 2 yards (tackle by Stephen Tulloch and Jovan Haye),0.340,0.070
1,0:57,2,8,PIT 23,0,0,Willie Parker right tackle for 1 yard (tackle by Chris Hope),0.070,-0.490
1,0:12,3,7,PIT 24,0,0,Ben Roethlisberger pass incomplete deep right intended for Santonio Holmes is intercepted by Vincent Fuller at PIT-44,-0.490,-2.650
1,0:06,1,10,PIT 44,0,0,Chris Johnson middle for 1 yard (tackle by Brett Keisel and Aaron Smith),2.650,2.250
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,PIT 43,0,0,Kerry Collins pass complete short right to Chris Johnson for 11 yards (tackle by Keyaron Fox),2.250,3.450
2,14:22,1,10,PIT 32,0,0,Chris Johnson left tackle for -2 yards (tackle by James Harrison),3.450,2.630
2,13:49,2,12,PIT 34,0,0,Kerry Collins pass incomplete short right intended for Chris Johnson (defended by LaMarr Woodley),2.630,1.950
2,13:44,3,12,PIT 34,0,0,Kerry Collins sacked by James Farrior for -10 yards,1.950,0.330
2,13:13,4,22,PIT 44,0,0,"Craig Hentrich punts 39 yards, fair catch by Stefan Logan",0.330,0.380
2,13:04,1,10,PIT 5,0,0,Ben Roethlisberger pass complete short left to Heath Miller for 8 yards (tackle by Chris Hope and Cortland Finnegan),-0.380,-0.190
2,12:23,2,2,PIT 13,0,0,Willie Parker right guard for no gain (tackle by Nick Harper and Jevon Kearse),-0.190,-0.480
2,11:39,3,2,PIT 13,0,0,Ben Roethlisberger pass complete short right to Heath Miller for 8 yards (tackle by David Thornton),-0.480,0.340
2,10:59,1,10,PIT 21,0,0,Ben Roethlisberger pass complete short left to Santonio Holmes for 9 yards (tackle by Cortland Finnegan and Stephen Tulloch),0.340,1.020
2,10:19,2,1,PIT 30,0,0,"Willie Parker right guard for 5 yards (tackle by Michael Griffin and Tony Brown). Penalty on Hines Ward: Offensive Holding, 10 yards",1.020,0.340
2,9:54,2,6,PIT 25,0,0,"Ben Roethlisberger pass incomplete deep left intended for Hines Ward. Penalty on Max Starks: Offensive Holding, 10 yards (no play)",0.340,-1.140
2,9:43,2,16,PIT 15,0,0,Ben Roethlisberger pass complete deep right to Santonio Holmes for 18 yards (tackle by Nick Harper and Michael Griffin),-1.140,1.140
2,8:59,1,10,PIT 33,0,0,Willie Parker right tackle for 1 yard (tackle by Keith Bulluck and William Hayes),1.140,0.730
2,8:18,2,9,PIT 34,0,0,Willie Parker left end for 4 yards (tackle by Cortland Finnegan),0.730,0.560
2,7:32,3,5,PIT 38,0,0,Ben Roethlisberger pass incomplete short left intended for Mewelde Moore (defended by Michael Griffin),0.560,-0.850
2,7:25,4,5,PIT 38,0,0,"Daniel Sepulveda punts 46 yards, returned by Cortland Finnegan for 11 yards (tackle by Ryan Mundy)",-0.850,-0.740
2,7:14,1,10,TEN 27,0,0,Kerry Collins pass incomplete,0.740,0.200
2,7:07,2,10,TEN 27,0,0,LenDale White middle for 4 yards (tackle by Keyaron Fox),0.200,0.040
2,6:31,3,6,TEN 31,0,0,Kerry Collins pass complete short left to Nate Washington for 8 yards (tackle by Deshea Townsend),0.040,1.530
2,5:54,1,10,TEN 39,0,0,LenDale White left tackle for 3 yards (tackle by Brett Keisel and Keyaron Fox),1.530,1.390
2,5:19,2,7,TEN 42,0,0,"Kerry Collins pass incomplete deep middle intended for Justin Gage. Penalty on Nate Washington: Illegal Formation (Offsetting), Penalty on Troy Polamalu: Defensive Pass Interfere (Offsetting) (no play)",1.390,1.390
2,5:11,2,7,TEN 42,0,0,Kerry Collins pass complete short right to Kenny Britt for 15 yards,1.390,2.720
2,4:46,1,10,PIT 43,0,0,Kerry Collins pass incomplete short right intended for Justin Gage,2.720,2.180
2,4:40,2,10,PIT 43,0,0,LenDale White right guard for 3 yards (tackle by Keyaron Fox and Chris Hoke),2.180,1.880
2,4:01,3,7,PIT 40,0,0,"Kerry Collins pass complete short left to Bo Scaife for 8 yards (tackle by Troy Polamalu). Penalty on Troy Polamalu: Face Mask (15 Yards), 15 yards",1.880,4.440
2,3:37,1,10,PIT 17,0,0,Kerry Collins pass complete short right to Justin Gage for 5 yards (tackle by Ike Taylor and William Gay),4.440,4.690
2,3:04,2,5,PIT 12,0,0,Chris Johnson middle for -1 yards (tackle by Casey Hampton),4.690,3.680
2,2:28,3,6,PIT 13,0,0,Kerry Collins pass incomplete short right intended for Justin Gage (defended by William Gay),3.680,2.590
2,2:22,4,6,PIT 13,0,0,"Rob Bironas 31 yard field goal no good, blocked by Aaron Smith",2.590,-0.340
2,2:14,1,10,PIT 21,0,0,Ben Roethlisberger pass incomplete deep middle intended for Mike Wallace,0.340,-0.200
2,2:08,2,10,PIT 21,0,0,Ben Roethlisberger pass complete short right to Santonio Holmes for 12 yards (tackle by Nick Harper),-0.200,1.140
2,2:00,1,10,PIT 33,0,0,Ben Roethlisberger pass complete short right to Mewelde Moore for 4 yards (tackle by Nick Harper),1.140,1.130
2,1:38,2,6,PIT 37,0,0,Ben Roethlisberger pass complete deep middle to Hines Ward for 29 yards (tackle by David Thornton),1.130,3.310
2,1:29,,,,0,0,Timeout #1 by Pittsburgh Steelers,0.000,3.310
2,1:29,1,10,TEN 34,0,6,"Ben Roethlisberger pass complete deep left to Santonio Holmes for 34 yards, touchdown",3.310,7.000
2,,,,TEN 2,0,7,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,0,7,"Jeff Reed kicks off 60 yards, returned by Javon Ringer for 19 yards (tackle by Arnold Harrison)",0.000,0.870
2,1:15,1,10,TEN 29,0,7,Kerry Collins pass incomplete deep left intended for Kenny Britt (defended by Ike Taylor),0.870,0.330
2,1:09,2,10,TEN 29,0,7,Kerry Collins pass complete deep left to Kenny Britt for 57 yards (tackle by Ryan Mundy),0.330,4.650
2,0:54,,,,0,7,Timeout #1 by Tennessee Titans,0.000,4.650
2,0:53,1,10,PIT 14,6,7,"Kerry Collins pass complete short left to Justin Gage for 14 yards, touchdown",4.650,7.000
2,,,,PIT 2,7,7,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,7,7,"Rob Bironas kicks off 62 yards, returned by Stefan Logan for 19 yards (tackle by Javon Ringer)",0.000,0.740
2,0:41,1,10,PIT 27,7,7,Ben Roethlisberger pass complete short left to Heath Miller for 5 yards (tackle by Cortland Finnegan),0.740,0.870
2,0:35,2,5,PIT 32,7,7,Ben Roethlisberger pass complete short left to Heath Miller for 14 yards (tackle by Cortland Finnegan and Stephen Tulloch),0.870,1.990
2,0:27,,,,7,7,Timeout #2 by Pittsburgh Steelers,0.000,1.990
2,0:27,1,10,PIT 46,7,7,Ben Roethlisberger pass complete short left to Hines Ward for 12 yards (tackle by Cortland Finnegan),1.990,2.790
2,0:21,1,10,TEN 42,7,7,Ben Roethlisberger pass incomplete short left intended for Mewelde Moore,2.790,2.240
2,0:16,2,10,TEN 42,7,7,Ben Roethlisberger sacked by William Hayes and Jacob Ford for -8 yards,2.240,0.500
2,0:07,,,,7,7,Timeout #3 by Pittsburgh Steelers,0.000,0.500
2,0:07,3,18,PIT 50,7,7,"Ben Roethlisberger pass complete short left to Mewelde Moore for 13 yards. Penalty on Mike Wallace: Illegal Formation, 5 yards (no play)",0.500,-0.160
2,0:01,3,23,PIT 45,7,7,Ben Roethlisberger pass incomplete deep middle intended for Mike Wallace is intercepted by Cortland Finnegan at TEN-0 and returned for 80 yards,-0.160,0.000
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,7,7,"Jeff Reed kicks off 70 yards, returned by Javon Ringer for 21 yards (tackle by Andre Frazier)",0.000,0.340
3,14:55,1,10,TEN 21,7,7,Chris Johnson right guard for 7 yards (tackle by Brett Keisel),0.340,0.750
3,14:20,2,3,TEN 28,7,7,Chris Johnson right guard for 17 yards (tackle by Tyrone Carter and James Farrior),0.750,1.930
3,13:38,1,10,TEN 45,7,7,LenDale White right guard for 5 yards (tackle by Brett Keisel),1.930,2.060
3,13:04,2,5,TEN 50,7,7,Kerry Collins pass complete short right to Justin Gage for 8 yards (tackle by William Gay),2.060,2.790
3,12:41,1,10,PIT 42,7,7,LenDale White right guard for no gain (tackle by Chris Hoke),2.790,2.240
3,12:06,2,10,PIT 42,7,7,"Kerry Collins pass complete short left to Bo Scaife for 1 yard (tackle by James Harrison). Bo Scaife fumbles (forced by James Harrison), recovered by Keyaron Fox at PIT-41 and returned for 5 yards (tackle by Michael Roos)",2.240,-1.990
3,11:57,1,10,PIT 46,7,7,Willie Parker left tackle for 8 yards (tackle by Cortland Finnegan and Chris Hope),1.990,2.530
3,11:20,2,2,TEN 46,7,7,Willie Parker middle for 1 yard (tackle by Jovan Haye and Stephen Tulloch),2.530,1.950
3,10:37,3,1,TEN 45,7,7,Willie Parker right guard for no gain (tackle by Stephen Tulloch and Kyle Vanden Bosch),1.950,0.270
3,10:12,4,1,TEN 45,7,7,"Daniel Sepulveda punts 38 yards, returned by Cortland Finnegan for no gain. Cortland Finnegan fumbles, recovered by Cortland Finnegan at TEN-5",0.270,0.380
3,9:53,1,10,TEN 5,7,7,Chris Johnson left tackle for 1 yard (tackle by James Harrison),-0.380,-0.710
3,9:11,2,9,TEN 6,7,7,Chris Johnson left end for no gain (tackle by Keyaron Fox),-0.710,-1.300
3,8:46,3,9,TEN 6,7,7,Chris Johnson right end for -2 yards (tackle by LaMarr Woodley),-1.300,-2.490
3,8:09,4,11,TEN 4,7,7,"Craig Hentrich punts 50 yards, fair catch by Stefan Logan",-2.490,-1.990
3,8:01,1,10,PIT 46,7,7,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes,1.990,1.450
3,7:58,2,10,PIT 46,7,7,Willie Parker middle for 4 yards (tackle by Kevin Vickerson and Vincent Fuller),1.450,1.290
3,7:15,3,6,,7,7,Ben Roethlisberger pass complete short left to Mewelde Moore for 7 yards (tackle by Kyle Vanden Bosch),1.290,2.720
3,6:49,1,10,TEN 43,7,7,Ben Roethlisberger right end for 3 yards (tackle by Jovan Haye and David Thornton),2.720,2.580
3,6:06,2,7,TEN 40,7,7,Willie Parker middle for -3 yards (tackle by Vincent Fuller),2.580,1.490
3,5:23,3,10,TEN 43,7,7,Ben Roethlisberger pass incomplete short left intended for Hines Ward (defended by Jason Jones),1.490,0.400
3,5:18,4,10,TEN 43,7,7,"Daniel Sepulveda punts 33 yards, returned by Cortland Finnegan for no gain",0.400,0.380
3,5:08,1,10,TEN 10,7,7,LenDale White right tackle for 6 yards (tackle by Keyaron Fox and Ryan Clark),-0.380,-0.230
3,4:29,2,4,TEN 16,7,7,Kerry Collins pass complete short right to Kenny Britt for -2 yards (tackle by William Gay),-0.230,-0.950
3,3:48,3,6,TEN 14,7,7,Kerry Collins pass complete short right to Justin Gage for 16 yards (tackle by Ryan Clark),-0.950,0.940
3,3:12,1,10,TEN 30,7,7,LenDale White left guard for 4 yards (tackle by Ryan Clark and Casey Hampton),0.940,0.930
3,2:36,2,6,TEN 34,7,7,Kerry Collins pass incomplete short right intended for Craig Stevens (defended by LaMarr Woodley),0.930,0.230
3,2:30,3,6,TEN 34,7,7,"Kerry Collins pass complete short right to Craig Stevens for 11 yards (tackle by Ryan Mundy and William Gay). Penalty on David Stewart: Illegal Formation, 5 yards (no play)",0.230,-0.430
3,2:01,3,11,TEN 29,7,7,Kerry Collins pass incomplete short middle intended for Justin Gage,-0.430,-1.440
3,1:56,4,11,TEN 29,7,7,Craig Hentrich punts 56 yards,-1.440,0.220
3,1:43,1,10,PIT 15,7,7,Rashard Mendenhall right guard for 3 yards (tackle by Stephen Tulloch and Chris Hope),-0.220,-0.280
3,1:08,2,7,PIT 18,7,7,Rashard Mendenhall right tackle for no gain (tackle by Jovan Haye and Keith Bulluck),-0.280,-1.000
3,0:25,3,7,PIT 18,7,7,Ben Roethlisberger pass complete short right to Hines Ward for 5 yards (tackle by Nick Harper and Chris Hope),-1.000,-1.830
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,PIT 23,7,7,"Daniel Sepulveda punts 45 yards, returned by Cortland Finnegan for 5 yards (tackle by Arnold Harrison)",-1.830,-1.400
4,14:51,1,10,TEN 37,7,7,Kerry Collins pass complete deep left to Kenny Britt for 15 yards,1.400,2.390
4,14:28,1,10,PIT 48,7,7,Chris Johnson right end for -1 yards (tackle by Aaron Smith and James Farrior),2.390,1.710
4,13:47,2,11,PIT 49,7,7,Kerry Collins pass complete short left to Justin Gage for 15 yards (tackle by James Harrison and Keyaron Fox),1.710,3.310
4,13:10,1,10,PIT 34,7,7,Chris Johnson left tackle for 2 yards (tackle by Aaron Smith and Keyaron Fox),3.310,3.040
4,12:34,2,8,PIT 32,7,7,Kerry Collins pass complete short right to Alge Crumpler for 2 yards (tackle by Ryan Clark),3.040,2.610
4,11:48,3,6,PIT 30,7,7,Kerry Collins pass complete short left to Alge Crumpler for 3 yards (tackle by Ryan Mundy),2.610,1.770
4,11:08,4,3,PIT 27,10,7,Rob Bironas 45 yard field goal good,1.770,3.000
4,,,,TEN 30,10,7,"Rob Bironas kicks off 74 yards, returned by Stefan Logan for 34 yards (tackle by Michael Griffin)",0.000,0.940
4,10:54,1,10,PIT 30,10,7,Ben Roethlisberger pass complete short left to Mike Wallace for 7 yards (tackle by Stephen Tulloch),0.940,1.340
4,10:17,2,3,PIT 37,10,7,Ben Roethlisberger pass complete short left to Willie Parker for 5 yards (tackle by Stephen Tulloch and Jason Jones),1.340,1.730
4,9:33,1,10,PIT 42,10,7,Ben Roethlisberger pass complete short middle to Heath Miller for 9 yards (tackle by Chris Hope),1.730,2.400
4,9:01,2,1,TEN 49,10,7,Ben Roethlisberger pass complete short right to Heath Miller for 3 yards (tackle by Cortland Finnegan),2.400,2.520
4,8:17,1,10,TEN 46,10,7,"Penalty on Kyle Vanden Bosch: Defensive Offside, 5 yards (no play)",2.520,3.250
4,8:17,1,5,TEN 41,10,7,Ben Roethlisberger pass complete short right to Santonio Holmes for 10 yards (tackle by Nick Harper),3.250,3.510
4,7:15,1,10,TEN 31,10,7,Mewelde Moore right guard for 4 yards (tackle by Chris Hope and Nick Harper),3.510,3.510
4,6:34,2,6,TEN 27,10,7,Ben Roethlisberger sacked by Jevon Kearse for -6 yards,3.510,2.020
4,5:56,3,12,TEN 33,10,7,Ben Roethlisberger pass complete short middle to Santonio Holmes for 15 yards (tackle by Michael Griffin and Keith Bulluck),2.020,4.370
4,5:10,1,10,TEN 18,10,7,Ben Roethlisberger pass complete short left to Mewelde Moore for 8 yards (tackle by Cortland Finnegan),4.370,5.230
4,4:28,2,2,TEN 10,10,7,Mewelde Moore left guard for 1 yard (tackle by Kevin Vickerson and Colin Allred),5.230,4.740
4,3:46,3,1,TEN 9,10,7,Mewelde Moore right guard for no gain (tackle by William Hayes),4.740,2.980
4,3:02,4,1,TEN 9,10,7,"Penalty on Ben Roethlisberger: Delay of Game, 5 yards (no play)",2.980,2.530
4,3:00,4,6,TEN 14,10,10,Jeff Reed 32 yard field goal good,2.530,3.000
4,,,,PIT 30,10,10,"Jeff Reed kicks off 61 yards, returned by Javon Ringer for 19 yards (tackle by Ryan Mundy). Penalty on Gerald McRath: Offensive Holding, 10 yards",0.000,0.040
4,2:50,1,10,TEN 18,10,10,Kerry Collins pass complete short right to Justin Gage for 12 yards (tackle by William Gay),0.040,0.940
4,2:12,1,10,TEN 30,10,10,Kerry Collins pass incomplete deep right intended for Nate Washington,0.940,0.390
4,2:08,2,10,TEN 30,10,10,Kerry Collins pass incomplete short right intended for Nate Washington,0.390,-0.300
4,2:03,3,10,TEN 30,10,10,Kerry Collins pass incomplete deep middle intended for Justin Gage,-0.300,-1.370
4,1:57,4,10,TEN 30,10,10,Craig Hentrich punts 28 yards,-1.370,-1.730
4,1:50,1,10,PIT 42,10,10,Ben Roethlisberger pass complete short left to Santonio Holmes for 12 yards,1.730,2.520
4,1:42,1,10,TEN 46,10,10,Ben Roethlisberger pass complete short left to Hines Ward for 3 yards (tackle by Cortland Finnegan),2.520,2.380
4,1:10,2,7,TEN 43,10,10,Ben Roethlisberger pass complete short middle to Mewelde Moore for 9 yards (tackle by Chris Hope and Michael Griffin),2.380,3.310
4,1:03,,,,10,10,Timeout #1 by Pittsburgh Steelers,0.000,3.310
4,1:03,1,10,TEN 34,10,10,"Ben Roethlisberger pass complete deep middle to Hines Ward for 30 yards (tackle by Michael Griffin). Hines Ward fumbles (forced by Michael Griffin), recovered by Stephen Tulloch at TEN-4 (tackle by Heath Miller)",3.310,0.380
4,0:51,1,10,TEN 4,10,10,Chris Johnson middle for 2 yards (tackle by Brett Keisel and Keyaron Fox),-0.380,-0.630
4,0:44,,,,10,10,Timeout #2 by Pittsburgh Steelers,0.000,-0.630
4,0:44,2,8,TEN 6,10,10,"Penalty on David Stewart: False Start, 3 yards (no play)",-0.630,-0.850
4,0:44,2,11,TEN 3,10,10,Kerry Collins middle for 1 yard (tackle by James Harrison and Casey Hampton),-0.850,-1.420
4,0:41,,,,10,10,Timeout #3 by Pittsburgh Steelers,0.000,-1.420
4,0:41,3,10,TEN 4,10,10,Kerry Collins middle for no gain (tackle by Casey Hampton),-1.420,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
,,,,,,,"Steelers won the coin toss, Steelers to receive the overtime kickoff.",,
OT,,,,TEN 30,10,10,"Rob Bironas kicks off 72 yards, returned by Stefan Logan for 24 yards (tackle by Colin Allred)",0.000,0.410
OT,14:56,1,10,PIT 22,10,10,Ben Roethlisberger pass incomplete short right intended for Mewelde Moore,0.410,-0.130
OT,14:52,2,10,PIT 22,10,10,Ben Roethlisberger pass complete short left to Hines Ward for 11 yards (tackle by Chris Hope),-0.130,1.140
OT,14:30,1,10,PIT 33,10,10,Ben Roethlisberger pass complete short left to Heath Miller for 8 yards (tackle by Stephen Tulloch),1.140,1.670
OT,14:30,2,2,PIT 41,10,10,Mewelde Moore left tackle for 2 yards (tackle by Stephen Tulloch),1.670,1.800
OT,13:19,1,10,PIT 43,10,10,Mewelde Moore middle for 1 yard (tackle by Jacob Ford),1.800,1.390
OT,12:45,2,9,PIT 44,10,10,Ben Roethlisberger pass complete short right to Hines Ward for 8 yards (tackle by Keith Bulluck and Nick Harper),1.390,1.750
OT,12:02,3,1,TEN 48,10,10,Ben Roethlisberger pass complete short middle to Santonio Holmes for 11 yards (tackle by Nick Harper),1.750,3.120
OT,11:21,1,10,TEN 37,10,10,Ben Roethlisberger pass incomplete short middle intended for Hines Ward,3.120,2.570
OT,11:14,2,10,TEN 37,10,10,Ben Roethlisberger pass complete deep middle to Mike Wallace for 22 yards (tackle by Vincent Fuller),2.570,4.580
OT,10:34,,,,10,10,Timeout #1 by Pittsburgh Steelers,0.000,4.580
OT,10:34,1,10,TEN 15,10,13,Jeff Reed 33 yard field goal good,4.580,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
