Quarter,Time,Down,ToGo,Location,WAS,MIN,Detail,EPB,EPA
1,6:39,2,10,MIN 40,9,0,Tarvaris Jackson pass complete short right to Chester Taylor for -1 yards (tackle by London Fletcher),1.050,0.230
1,5:56,3,11,MIN 39,9,0,Tarvaris Jackson pass complete short right to Troy Williamson for 10 yards (tackle by Shawn Springs),0.230,-0.130
1,5:16,4,1,MIN 49,9,0,"Chris Kluwe punts 43 yards, returned by Antwaan Randle El for 1 yard (tackle by Eric Frampton)",-0.130,0.380
1,5:06,1,10,WAS 9,9,0,Clinton Portis right end for 3 yards (tackle by Pat Williams),-0.380,-0.560
1,4:28,2,7,WAS 12,9,0,Mike Sellers up the middle for 1 yard (tackle by Jayme Mitchell),-0.560,-0.950
1,3:47,3,6,WAS 13,9,0,"Todd Collins for no gain. Todd Collins fumbles, recovered by Todd Collins at WAS-11",-0.950,-2.490
1,3:16,4,8,WAS 11,9,0,"Derrick Frost punts 39 yards, returned by Mewelde Moore for 12 yards (tackle by Khary Campbell). Penalty on Jayme Mitchell: Illegal Block Above the Waist, 10 yards",-2.490,-2.390
1,3:02,1,10,WAS 48,9,0,Tarvaris Jackson pass complete short middle to Robert Ferguson for 11 yards (tackle by Fred Smoot),2.390,3.120
1,2:25,1,10,WAS 37,9,0,Chester Taylor up the middle for 2 yards (tackle by H.B. Blades and Randall Godfrey),3.120,2.840
1,1:50,2,8,WAS 35,9,0,Chester Taylor up the middle for 5 yards (tackle by H.B. Blades and Randall Godfrey),2.840,2.810
1,1:50,3,3,WAS 30,9,0,"Penalty on Anthony Herrera: False Start, 5 yards (no play)",2.810,2.150
1,0:50,3,8,WAS 35,9,0,Tarvaris Jackson pass incomplete short left intended for Troy Williamson,2.150,0.970
1,0:44,4,8,WAS 35,9,0,Ryan Longwell 53 yard field goal no good,0.970,-1.860
1,0:39,1,10,WAS 44,9,0,Todd Collins pass complete short middle to Clinton Portis for 13 yards (tackle by Chad Greenway),1.860,2.720
Quarter,Time,Down,ToGo,Location,WAS,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 43,9,0,Clinton Portis left end for 8 yards (tackle by Brian Robison and E.J. Henderson),2.720,3.260
2,14:32,2,2,MIN 35,9,0,Clinton Portis up the middle for 1 yard (tackle by Pat Williams),3.260,2.680
2,13:56,3,1,MIN 34,9,0,Todd Collins up the middle for 2 yards (tackle by Chad Greenway),2.680,3.450
2,13:18,1,10,MIN 32,9,0,Todd Collins sacked by E.J. Henderson for -6 yards,3.450,2.090
2,12:39,2,16,MIN 38,9,0,Todd Collins pass complete short right to Clinton Portis for 6 yards (tackle by Spencer Johnson),2.090,2.210
2,11:55,3,10,MIN 32,9,0,Ladell Betts up the middle for -1 yards (tackle by Jayme Mitchell),2.210,1.150
2,11:17,4,11,MIN 33,9,0,"Derrick Frost for no gain. Derrick Frost fumbles, recovered by Derrick Frost at MIN-41",1.150,-1.660
2,11:13,1,10,MIN 41,9,0,Adrian Peterson up the middle for 1 yard (tackle by Randall Godfrey and Anthony Montgomery),1.660,1.260
2,10:36,2,9,MIN 42,9,0,Tarvaris Jackson pass complete short left to Robert Ferguson for 13 yards (tackle by Fred Smoot),1.260,2.590
2,9:54,1,10,WAS 45,9,0,"Tarvaris Jackson pass complete short right to Visanthe Shiancoe for 4 yards (tackle by Randall Godfrey). Visanthe Shiancoe fumbles (forced by Randall Godfrey), recovered by Kedric Golston at WAS-41 (tackle by Anthony Herrera)",2.590,-1.660
2,9:45,1,10,WAS 41,9,0,Todd Collins pass incomplete short middle intended for Chris Cooley (defended by Darren Sharper),1.660,1.120
2,9:39,2,10,WAS 41,9,0,Todd Collins pass complete short middle to Antwaan Randle El for 4 yards (tackle by Marcus McCauley),1.120,0.960
2,8:58,3,6,WAS 45,9,0,Todd Collins pass incomplete short left intended for Chris Cooley,0.960,-0.390
2,8:53,4,6,WAS 45,9,0,"Derrick Frost punts 55 yards, touchback",-0.390,-0.280
2,8:43,1,10,MIN 20,9,0,Tarvaris Jackson right end for 2 yards (tackle by H.B. Blades),0.280,0.000
2,8:03,2,8,MIN 22,9,0,Tarvaris Jackson pass incomplete intended for Bobby Wade is intercepted by Shawn Springs at MIN-34 and returned for 2 yards (tackle by Bobby Wade),0.000,-3.450
2,7:54,1,10,MIN 32,9,0,Todd Collins pass incomplete short right intended for Santana Moss (defended by Marcus McCauley),3.450,2.900
2,7:50,2,10,MIN 32,15,0,"Todd Collins pass complete deep left to Santana Moss for 32 yards, touchdown",2.900,7.000
2,,,,MIN 2,16,0,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,WAS 30,16,0,"Shaun Suisham kicks off 72 yards, muffed by Aundrae Allison, recovered by Aundrae Allison at MIN-10, and returned for 2 yards",0.000,-0.350
2,7:40,1,10,MIN 12,16,0,Adrian Peterson left guard for -1 yards (tackle by Anthony Montgomery),-0.350,-0.850
2,7:01,2,11,MIN 11,16,0,Tarvaris Jackson pass complete short middle to Visanthe Shiancoe for 5 yards (tackle by Vernon Fox),-0.850,-0.950
2,6:24,3,6,MIN 16,16,0,Tarvaris Jackson pass complete short left to Troy Williamson for 8 yards (tackle by Leigh Torrence),-0.950,0.540
2,5:47,1,10,MIN 24,16,0,Tarvaris Jackson pass incomplete deep left intended for Robert Ferguson,0.540,0.000
2,5:40,2,10,MIN 24,16,0,Adrian Peterson left tackle for 2 yards (tackle by Randall Godfrey),0.000,-0.430
2,4:58,3,8,MIN 26,16,0,Tarvaris Jackson up the middle for 7 yards (tackle by Vernon Fox),-0.430,-1.180
2,4:26,4,1,MIN 33,16,0,"Chris Kluwe punts 53 yards, returned by Antwaan Randle El for 6 yards (tackle by Mewelde Moore)",-1.180,-0.280
2,4:14,1,10,WAS 20,16,0,Todd Collins pass complete short right to Antwaan Randle El for 14 yards (tackle by Marcus McCauley),0.280,1.200
2,3:37,1,10,WAS 34,16,0,Clinton Portis left tackle for 5 yards (tackle by Brian Robison and Kevin Williams),1.200,1.330
2,2:58,2,5,WAS 39,16,0,Todd Collins pass complete short right to Clinton Portis for 4 yards (tackle by Marcus McCauley),1.330,1.160
2,2:14,3,1,WAS 43,16,0,Mike Sellers up the middle for 2 yards (tackle by Kenechi Udeze and Kevin Williams),1.160,1.930
2,2:00,1,10,WAS 45,16,0,"Todd Collins pass complete deep right to Santana Moss for 23 yards (tackle by Chad Greenway). Penalty on Santana Moss: Illegal Touch Pass, 5 yards (no play)",1.930,1.600
2,1:52,1,15,WAS 40,16,0,Todd Collins pass complete short right to Ladell Betts for 4 yards (tackle by Chad Greenway),1.600,1.250
2,1:19,2,11,WAS 44,16,0,Todd Collins pass complete short right to Clinton Portis for 14 yards (tackle by Darren Sharper),1.250,2.790
2,1:06,,,,16,0,Timeout #1 by Washington Redskins,0.000,2.790
2,1:06,1,10,MIN 42,16,0,Todd Collins pass complete short right to Antwaan Randle El for 13 yards,2.790,3.640
2,1:02,1,10,MIN 29,16,0,Todd Collins pass incomplete short right intended for Mike Sellers,3.640,3.100
2,0:57,2,10,MIN 29,16,0,Clinton Portis up the middle for 14 yards (tackle by Darren Sharper),3.100,4.580
2,0:49,,,,16,0,Timeout #2 by Washington Redskins,0.000,4.580
2,0:49,1,10,MIN 15,22,0,"Clinton Portis pass complete short right to Antwaan Randle El for 15 yards, touchdown",4.580,7.000
2,0:44,,,,22,0,Timeout #3 by Washington Redskins,0.000,0.000
2,,,,,22,0,"Two Point Attempt: Todd Collins pass incomplete intended for Chris Cooley, conversion fails",1.000,-1.000
2,,,,WAS 30,22,0,"Shaun Suisham kicks off 71 yards, returned by Aundrae Allison for 18 yards (tackle by James Thrash)",0.000,-0.060
2,0:40,1,10,MIN 17,22,0,Chester Taylor left guard for 1 yard (tackle by London Fletcher and Randall Godfrey),-0.060,-0.420
Quarter,Time,Down,ToGo,Location,WAS,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,22,0,"Shaun Suisham kicks off 70 yards, returned by Aundrae Allison for 36 yards (tackle by Shaun Suisham). Penalty on David Herron: Offensive Holding, 10 yards",0.000,0.670
3,14:54,1,10,MIN 26,22,0,Adrian Peterson right end for 3 yards (tackle by Anthony Montgomery and Randall Godfrey),0.670,0.540
3,14:19,2,7,MIN 29,22,0,Adrian Peterson right tackle for 18 yards (tackle by Shawn Springs),0.540,2.060
3,13:38,1,10,MIN 47,22,0,Adrian Peterson right tackle for 2 yards (tackle by Randall Godfrey),2.060,1.790
3,13:04,2,8,MIN 49,22,0,Tarvaris Jackson pass complete short left to Troy Williamson for 6 yards (tackle by Randall Godfrey),1.790,1.880
3,12:28,3,2,WAS 45,22,0,Chester Taylor right tackle for 1 yard (tackle by Cornelius Griffin and Phillip Daniels),1.880,0.330
3,11:50,4,1,WAS 44,22,0,Adrian Peterson left guard for no gain (tackle by London Fletcher and LaRon Landry),0.330,-1.860
3,11:45,1,10,WAS 44,22,0,Todd Collins pass complete short right to Brian Kozlowski for 5 yards (tackle by Ben Leber),1.860,1.990
3,11:19,2,5,WAS 49,22,0,Clinton Portis right end for -1 yards (tackle by Brian Robison),1.990,1.160
3,10:36,3,6,WAS 48,22,0,Todd Collins pass complete short middle to Antwaan Randle El for 20 yards (tackle by Dwight Smith),1.160,3.450
3,10:00,1,10,MIN 32,22,0,Todd Collins pass complete short right to Santana Moss for 11 yards (tackle by Marcus McCauley),3.450,4.170
3,9:30,1,10,MIN 21,22,0,Ladell Betts right guard for 7 yards (tackle by Chad Greenway),4.170,4.740
3,8:53,2,3,MIN 14,22,0,Ladell Betts up the middle for 10 yards (tackle by Chad Greenway and Darren Sharper),4.740,6.280
3,8:16,1,4,MIN 4,22,0,Clinton Portis up the middle for 3 yards (tackle by Brian Robison),6.280,5.910
3,7:40,2,1,MIN 1,22,0,Todd Collins pass incomplete short middle intended for Chris Cooley,5.910,5.170
3,7:34,3,1,MIN 1,22,0,"Penalty on Lorenzo Alexander: False Start, 5 yards (no play)",5.170,4.040
3,7:34,,,,22,0,Timeout #1 by Washington Redskins,0.000,4.040
3,7:34,3,6,MIN 6,22,0,Clinton Portis sacked by Ben Leber for -2 yards,4.040,2.950
3,6:55,4,8,MIN 8,25,0,Shaun Suisham 26 yard field goal good,2.950,3.000
3,,,,WAS 30,,,"Shaun Suisham kicks off 62 yards, returned by Aundrae Allison for 15 yards",,
3,6:48,1,10,MIN 23,25,0,Tarvaris Jackson pass incomplete short middle intended for Robert Ferguson (defended by Anthony Montgomery),0.480,-0.070
3,6:44,2,10,MIN 23,25,0,Tarvaris Jackson pass complete short left to Adrian Peterson for 14 yards (tackle by LaRon Landry),-0.070,1.400
3,6:19,1,10,MIN 37,25,0,Tarvaris Jackson pass incomplete short right intended for Troy Williamson,1.400,0.860
3,6:13,2,10,MIN 37,25,0,Tarvaris Jackson pass complete short right to Troy Williamson for 9 yards (tackle by Shawn Springs),0.860,1.360
3,5:50,3,1,MIN 46,25,0,Chester Taylor left end for 6 yards (tackle by Marcus Washington),1.360,2.390
3,5:13,1,10,WAS 48,25,0,Tarvaris Jackson pass incomplete deep right intended for Troy Williamson,2.390,1.850
3,5:06,2,10,WAS 48,25,0,Tarvaris Jackson pass complete short left to Tony Richardson for 11 yards (tackle by Fred Smoot),1.850,3.120
3,4:19,1,10,WAS 37,25,0,Tarvaris Jackson pass complete short middle to Bobby Wade for 19 yards (tackle by LaRon Landry),3.120,4.370
3,3:42,1,10,WAS 18,25,0,Tarvaris Jackson pass complete short middle to Robert Ferguson for 16 yards (tackle by Khary Campbell),4.370,6.740
3,2:59,1,2,WAS 2,25,6,"Tarvaris Jackson pass complete short middle to Jim Kleinsasser for 2 yards, touchdown",6.740,7.000
3,,,,WAS 2,25,7,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,25,7,"Ryan Longwell kicks onside 17 yards, recovered by Heath Farwell (onside kick successful)",0.000,2.060
3,2:53,1,10,MIN 47,25,7,Tarvaris Jackson pass complete short left to Troy Williamson for 6 yards (tackle by Fred Smoot),2.060,2.330
3,2:16,2,4,WAS 47,25,7,Tarvaris Jackson pass incomplete short middle intended for Adrian Peterson,2.330,1.620
3,2:11,3,4,WAS 47,25,7,Tarvaris Jackson sacked by Leigh Torrence for -8 yards,1.620,-0.390
3,1:46,4,12,MIN 45,25,7,"Chris Kluwe punts 55 yards, touchback",-0.390,-0.280
3,1:35,1,10,WAS 20,25,7,Todd Collins pass complete short middle to Reche Caldwell for 7 yards (tackle by Cedric Griffin),0.280,0.680
3,1:01,2,3,WAS 27,25,7,Clinton Portis left guard for 2 yards (tackle by E.J. Henderson),0.680,0.230
3,0:21,3,1,WAS 29,25,7,Clinton Portis up the middle for -1 yards (tackle by Kevin Williams and Ben Leber),0.230,-1.500
Quarter,Time,Down,ToGo,Location,WAS,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,WAS 28,25,7,"Derrick Frost punts 53 yards, returned by Mewelde Moore for 17 yards (tackle by H.B. Blades). Penalty on James Thrash: Unnecessary Roughness, 15 yards",-1.500,-2.320
4,14:49,1,10,WAS 49,25,7,Tarvaris Jackson pass complete short right to Chester Taylor for 14 yards (tackle by Chris Wilson),2.320,3.250
4,14:07,1,10,WAS 35,25,7,Aundrae Allison left end for 3 yards (tackle by Fred Smoot),3.250,3.110
4,13:23,2,7,WAS 32,25,7,Tarvaris Jackson pass complete short right to Visanthe Shiancoe for 5 yards (tackle by Shawn Springs),3.110,3.070
4,12:44,3,2,WAS 27,25,7,"Tarvaris Jackson right end for 2 yards (tackle by Reed Doughty). Penalty on WAS: Defensive Holding, 5 yards",3.070,4.240
4,12:22,1,10,WAS 20,25,7,Tarvaris Jackson pass complete to Bobby Wade for 9 yards (tackle by Marcus Washington),4.240,5.260
4,11:46,2,1,WAS 11,25,7,Tarvaris Jackson pass complete short middle to Bobby Wade for 6 yards (tackle by Fred Smoot),5.260,6.060
4,11:10,1,5,WAS 5,25,7,Tarvaris Jackson pass incomplete short right intended for Robert Ferguson,6.060,5.150
4,11:06,2,5,WAS 5,25,7,Chester Taylor left guard for -1 yards (tackle by London Fletcher and Marcus Washington),5.150,4.040
4,10:24,3,6,WAS 6,25,13,"Tarvaris Jackson up the middle for 6 yards, touchdown",4.040,7.000
4,,,,WAS 2,25,14,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,25,14,"Ryan Longwell kicks off 67 yards, returned by Rock Cartwright for 22 yards (tackle by David Herron)",0.000,0.610
4,10:13,1,10,WAS 25,25,14,Todd Collins right end for 4 yards (tackle by Chad Greenway),0.610,0.600
4,9:29,2,6,WAS 29,25,14,"Penalty on Chris Samuels: False Start, 5 yards (no play)",0.600,-0.070
4,9:08,2,11,WAS 24,25,14,Todd Collins pass complete deep left to Santana Moss for 23 yards (tackle by Cedric Griffin),-0.070,2.060
4,8:59,1,10,WAS 47,25,14,"Penalty on Spencer Johnson: Defensive 12 On-field, 5 yards (no play)",2.060,2.790
,,,,,,,"WAS challenged the too many players on field ruling, and the original play was overturned.",,
4,8:48,1,5,MIN 48,25,14,Clinton Portis left tackle for 4 yards (tackle by Kenechi Udeze),2.790,2.730
4,8:09,2,1,MIN 44,25,14,Clinton Portis up the middle for 11 yards (tackle by Cedric Griffin),2.730,3.380
4,7:29,1,10,MIN 33,25,14,Ladell Betts left end for 1 yard (tackle by Kenechi Udeze),3.380,2.970
4,6:44,2,9,MIN 32,25,14,Todd Collins pass complete short left to Reche Caldwell for 4 yards (tackle by Darren Sharper),2.970,2.810
4,6:37,,,,25,14,Timeout #1 by Minnesota Vikings,0.000,2.810
4,6:37,3,5,MIN 28,25,14,Clinton Portis up the middle for 9 yards (tackle by E.J. Henderson and Chad Greenway),2.810,4.310
4,5:55,1,10,MIN 19,25,14,Todd Collins pass complete short left to James Thrash for 6 yards (tackle by Cedric Griffin),4.310,4.720
4,5:12,2,4,MIN 13,31,14,"Clinton Portis right end for 13 yards, touchdown",4.720,7.000
4,,,,MIN 2,32,14,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,WAS 30,32,14,"Shaun Suisham kicks off 45 yards, returned by Otis Grigsby for 2 yards (tackle by Vernon Fox)",0.000,0.740
4,5:03,1,10,MIN 27,32,14,Tarvaris Jackson pass incomplete short left intended for Robert Ferguson,0.740,0.200
4,4:55,2,10,MIN 27,32,14,Tarvaris Jackson pass complete short right to Chester Taylor for 11 yards (tackle by Leigh Torrence),0.200,1.470
4,4:32,1,10,MIN 38,32,14,Tarvaris Jackson up the middle for 10 yards (tackle by Khary Campbell),1.470,2.130
4,4:07,1,10,MIN 48,32,14,Tarvaris Jackson pass complete short right to Chester Taylor for 9 yards,2.130,2.800
4,3:41,2,1,WAS 43,32,14,Tarvaris Jackson pass complete short right to Adrian Peterson for 7 yards (tackle by Khary Campbell),2.800,3.180
4,3:18,1,10,WAS 36,32,14,"Tarvaris Jackson pass complete short right to Troy Williamson for 13 yards (tackle by Reed Doughty). Penalty on Troy Williamson: Illegal Touch Pass, 5 yards (no play)",3.180,2.850
4,3:10,1,15,WAS 41,32,14,Tarvaris Jackson pass complete short middle to Visanthe Shiancoe for 6 yards (tackle by Leigh Torrence),2.850,2.770
4,2:50,2,9,WAS 35,32,14,Tarvaris Jackson up the middle for 11 yards (tackle by London Fletcher),2.770,3.970
4,2:32,1,10,WAS 24,32,14,Tarvaris Jackson spiked the ball,3.970,3.430
4,2:32,2,10,WAS 24,32,14,Tarvaris Jackson pass complete short middle to Robert Ferguson for 11 yards (tackle by Shawn Springs),3.430,4.710
4,2:18,1,10,WAS 13,32,14,Tarvaris Jackson spiked the ball,4.710,4.050
4,2:18,2,10,WAS 13,32,14,Tarvaris Jackson pass incomplete short right intended for Robert Ferguson (defended by Shawn Springs),4.050,3.120
4,2:12,3,10,WAS 13,32,14,Tarvaris Jackson pass incomplete short left intended for Aundrae Allison,3.120,2.570
4,2:08,4,10,WAS 13,32,14,"Tarvaris Jackson pass incomplete short left intended for Bobby Wade. Penalty on Leigh Torrence: Defensive Pass Interference, 12 yards (no play)",2.570,6.970
4,2:04,1,1,WAS 1,32,20,"Tarvaris Jackson right end for 1 yard, touchdown",6.970,7.000
4,,,,WAS 2,32,21,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,32,21,"Ryan Longwell kicks off 6 yards. Penalty on Darren Sharper: Offside on Free Kick, 5 yards",0.000,3.510
4,1:58,1,10,MIN 31,32,21,Clinton Portis left end for -3 yards (tackle by Pat Williams),3.510,2.560
4,1:54,,,,32,21,Timeout #2 by Minnesota Vikings,0.000,2.560
4,1:54,2,13,MIN 34,32,21,Clinton Portis right guard for no gain (tackle by Kenechi Udeze),2.560,1.880
4,1:50,,,,32,21,Timeout #3 by Minnesota Vikings,0.000,1.880
4,1:50,3,13,MIN 34,32,21,Ladell Betts up the middle for 4 yards (tackle by Chad Greenway and Spencer Johnson),1.880,1.410
4,1:04,,,,32,21,Timeout #2 by Washington Redskins,0.000,1.410
4,1:04,4,9,MIN 30,32,21,Derrick Frost punts 25 yards,1.410,0.380
4,0:56,1,10,MIN 5,32,21,Tarvaris Jackson pass complete short left to Chester Taylor for 9 yards (tackle by Reed Doughty),-0.380,-0.100
4,0:35,2,1,MIN 14,32,21,Tarvaris Jackson up the middle for 5 yards (tackle by Andre Carter),-0.100,0.150
4,0:08,1,10,MIN 19,32,21,Tarvaris Jackson pass incomplete short right intended for Jim Kleinsasser,0.150,-0.390
4,0:03,2,10,MIN 19,32,21,Tarvaris Jackson pass incomplete deep right intended for Robert Ferguson (defended by Shawn Springs),-0.390,-1.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
