Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
2,10:44,1,10,STL 40,7,7,Kyle Boller middle for 8 yards (tackle by David Hawthorne),1.600,2.130
2,10:02,2,2,STL 48,7,7,Kenneth Darby right guard for -1 yards (tackle by Aaron Curry),2.130,1.290
2,9:23,3,3,STL 47,7,7,Kyle Boller pass complete short right to Danny Amendola for 5 yards (tackle by Kelly Jennings),1.290,2.390
2,8:41,1,10,SEA 48,7,7,Kyle Boller pass incomplete short right intended for Ruvell Martin (defended by Jordan Babineaux),2.390,1.850
2,8:37,2,10,SEA 48,7,7,Steven Jackson left tackle for 7 yards (tackle by Marcus Trufant),1.850,2.080
2,8:00,3,3,SEA 41,7,7,Kyle Boller pass incomplete short middle intended for Donnie Avery,2.080,0.530
2,7:54,4,3,SEA 41,7,7,"Donnie Jones punts 41 yards, touchback",0.530,-0.280
2,7:44,1,10,SEA 20,7,7,"Matt Hasselbeck pass incomplete short right intended for Justin Griffith. Penalty on Chris Spencer: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,7:35,1,20,SEA 10,7,7,Justin Forsett right tackle for 3 yards (tackle by Darell Scott),-0.760,-1.280
2,7:05,2,17,SEA 13,7,7,Justin Forsett left tackle for 9 yards (tackle by Justin King),-1.280,-0.690
2,6:29,3,8,SEA 22,7,7,Matt Hasselbeck pass complete to Deion Branch for 5 yards (tackle by O.J. Atogwe),-0.690,-1.570
2,5:51,4,3,SEA 27,7,7,"Jon Ryan punts 51 yards, returned by Danny Amendola for 6 yards (tackle by Lance Laury). Penalty on Quincy Butler: Illegal Block Above the , 10 yards",-1.570,0.350
2,5:39,1,10,STL 12,7,7,Steven Jackson middle for 4 yards (tackle by LeRoy Hill),-0.350,-0.370
2,5:03,2,6,STL 16,7,7,"Kyle Boller pass incomplete deep left intended for Donnie Avery. Penalty on Marcus Trufant: Defensive Holding, 5 yards (no play)",-0.370,0.340
2,4:54,,,,7,7,Timeout #1 by Seattle Seahawks,0.000,0.340
2,4:54,1,10,STL 21,7,7,Samkon Gado right tackle for -1 yards (tackle by Aaron Curry),0.340,-0.340
2,4:20,2,11,STL 20,7,7,"Kyle Boller pass complete short right to Brandon Gibson for 5 yards (tackle by Kelly Jennings). Penalty on Darryl Tapp: Defensive Offside, 5 yards (no play)",-0.340,0.340
2,3:58,2,6,STL 25,7,7,Steven Jackson right guard for 2 yards (tackle by Patrick Kerney),0.340,-0.100
2,3:20,3,4,STL 27,7,7,Kyle Boller pass complete deep left to Ruvell Martin for 33 yards (tackle by Deon Grant),-0.100,2.920
2,2:34,1,10,SEA 40,7,7,Steven Jackson middle for 3 yards (tackle by Craig Terrill),2.920,2.780
2,2:01,2,7,SEA 37,7,7,Kyle Boller pass complete short right to Steven Jackson for 3 yards (tackle by Deon Grant),2.780,2.480
2,1:54,3,4,SEA 34,7,7,Kyle Boller pass incomplete short right intended for Danny Amendola (defended by Aaron Curry),2.480,1.080
2,1:50,4,4,SEA 34,13,7,"Kyle Boller pass incomplete short right intended for Donnie Avery is intercepted by Josh Wilson at SEA-35 and returned for 65 yards, touchdown",1.080,-7.000
2,,,,STL 2,14,7,Olindo Mare kicks extra point good,0.000,0.000
2,,,,SEA 30,14,7,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
2,1:38,1,10,STL 20,14,7,Kyle Boller pass complete short middle to Kenneth Darby for 8 yards (tackle by Jordan Babineaux),0.280,0.810
2,1:19,2,2,STL 28,14,7,Kyle Boller pass incomplete short middle intended for Danny Amendola (defended by Craig Terrill),0.810,0.100
2,1:13,3,2,STL 28,14,7,Kyle Boller pass complete short right to Danny Amendola for 11 yards (tackle by Josh Wilson),0.100,1.530
2,1:06,,,,14,7,Timeout #1 by Los Angeles Rams,0.000,1.530
2,1:06,1,10,STL 39,14,7,Kyle Boller sacked by Cory Redding for 0 yards,1.530,0.990
2,0:42,2,10,STL 39,14,7,Kyle Boller pass complete short right to Danny Amendola for 4 yards (tackle by Kelly Jennings),0.990,0.830
2,0:28,3,6,STL 43,14,7,Kyle Boller pass complete short left to Kenneth Darby for 11 yards (tackle by Jordan Babineaux). Penalty on David Hawthorne: Illegal Contact (Declined),0.830,2.520
2,0:22,1,10,SEA 46,14,7,Kyle Boller pass incomplete short left intended for Brandon Gibson,2.520,1.980
2,0:17,2,10,SEA 46,14,7,Kyle Boller pass incomplete short right intended for Donnie Avery (defended by Nick Reed),1.980,1.290
2,0:14,3,10,SEA 46,14,7,Kyle Boller pass complete short middle to Danny Amendola for 9 yards (tackle by Jordan Babineaux),1.290,0.790
2,0:04,,,,14,7,Timeout #2 by Los Angeles Rams,0.000,0.790
2,0:04,4,1,SEA 37,14,10,Josh Brown 55 yard field goal good,0.790,3.000
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,14,10,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,STL 20,14,10,Steven Jackson right tackle for 4 yards (tackle by Aaron Curry),0.280,0.270
3,14:27,2,6,STL 24,14,10,"Kyle Boller pass incomplete deep left intended for Brandon Gibson (defended by Marcus Trufant). Penalty on Aaron Curry: Defensive Offside, 5 yards (no play)",0.270,0.950
3,14:18,2,1,STL 29,14,10,Steven Jackson middle for 7 yards (tackle by Darryl Tapp),0.950,1.330
3,13:42,1,10,STL 36,14,10,Kyle Boller pass incomplete deep left intended for Donnie Avery (defended by Josh Wilson),1.330,0.790
3,13:36,2,10,STL 36,14,10,Kyle Boller pass complete short left to Brandon Gibson for 5 yards (tackle by Marcus Trufant),0.790,0.760
3,12:52,3,5,STL 41,14,10,Kyle Boller sacked by David Hawthorne for -10 yards,0.760,-1.310
3,12:31,4,15,STL 31,14,10,"Donnie Jones punts 61 yards, returned by Nate Burleson for 12 yards (tackle by David Vobora)",-1.310,-0.280
3,12:18,1,10,SEA 20,14,10,Justin Forsett right tackle for no gain (tackle by James Hall),0.280,-0.270
3,11:42,2,10,SEA 20,14,10,Justin Forsett left guard for -4 yards (tackle by Darell Scott),-0.270,-1.690
3,11:05,3,14,SEA 16,14,10,Matt Hasselbeck pass incomplete short right intended for Justin Forsett,-1.690,-2.390
3,10:58,4,14,SEA 16,14,10,Jon Ryan punts 19 yards,-2.390,-3.250
3,10:47,1,10,SEA 35,14,10,Steven Jackson left tackle for no gain (tackle by Brandon Mebane),3.250,2.700
3,10:16,2,10,SEA 35,14,10,Kyle Boller pass complete short left to Steven Jackson for 12 yards (tackle by Brandon Mebane),2.700,4.040
3,9:35,1,10,SEA 23,14,10,Steven Jackson left end for -2 yards (tackle by Darryl Tapp),4.040,3.230
3,8:49,2,12,SEA 25,14,10,Kyle Boller right end for 2 yards (tackle by Patrick Kerney),3.230,2.810
3,8:07,3,10,SEA 23,14,10,"Kyle Boller pass incomplete deep left intended for Danny Amendola is intercepted by Jordan Babineaux at SEA-20. Penalty on Danny Amendola: Tripping, 10 yards",2.810,-0.940
3,7:54,1,10,SEA 30,14,10,Matt Hasselbeck pass complete short right to T.J. Houshmandzadeh for 4 yards (tackle by James Laurinaitis),0.940,0.930
3,7:26,2,6,SEA 34,14,10,Seneca Wallace left end for 10 yards (tackle by James Butler),0.930,1.860
3,6:51,1,10,SEA 44,14,10,Justin Forsett right tackle for 9 yards (tackle by James Butler),1.860,2.530
3,6:16,2,1,STL 47,14,10,Matt Hasselbeck for 19 yards (tackle by O.J. Atogwe),2.530,3.710
3,5:52,1,10,STL 28,14,10,Matt Hasselbeck pass incomplete deep middle intended for T.J. Houshmandzadeh,3.710,3.170
3,5:47,2,10,STL 28,14,10,Justin Forsett right end for 2 yards (tackle by Paris Lenon),3.170,2.740
3,5:08,3,8,STL 26,14,10,Matt Hasselbeck pass complete short left to Nate Burleson for 10 yards (tackle by Quincy Butler),2.740,4.510
3,4:26,1,10,STL 16,14,10,Matt Hasselbeck pass incomplete short middle intended for T.J. Houshmandzadeh (defended by James Butler),4.510,3.900
3,4:22,2,10,STL 16,14,10,"Penalty on Sean Locklear: False Start, 5 yards (no play)",3.900,3.280
3,4:22,2,15,STL 21,14,10,Matt Hasselbeck pass complete short middle to T.J. Houshmandzadeh for 10 yards (tackle by James Butler),3.280,3.940
3,3:47,3,5,STL 11,14,10,Matt Hasselbeck pass incomplete short left intended for T.J. Houshmandzadeh,3.940,2.750
3,3:41,4,5,STL 11,17,10,Olindo Mare 29 yard field goal good,2.750,3.000
3,,,,SEA 30,17,10,"Olindo Mare kicks off 78 yards, returned by Danny Amendola for 29 yards (tackle by Will Herring)",0.000,0.340
3,3:32,1,10,STL 21,17,10,Steven Jackson middle for 6 yards (tackle by Aaron Curry),0.340,0.610
3,2:54,2,4,STL 27,17,10,"Kyle Boller pass complete short left to Samkon Gado for 4 yards (tackle by Lawyer Milloy). Penalty on Alex Barron: Offensive Holding, 10 yards (no play)",0.610,-0.860
3,2:36,2,14,STL 17,17,10,Kyle Boller pass complete short left to Steven Jackson for 6 yards (tackle by Deon Grant and Darryl Tapp),-0.860,-0.630
3,1:53,3,8,STL 23,17,10,Kyle Boller sacked by LeRoy Hill for -13 yards,-0.630,-2.490
3,1:29,4,21,STL 10,17,10,"Donnie Jones punts 49 yards (tackle by Daniel Fells). Penalty on David Vobora: Ineligible Downfield Kic, 5 yards",-2.490,-2.650
3,1:18,1,10,STL 44,17,10,Matt Hasselbeck pass complete short left to Nate Burleson for 17 yards (tackle by O.J. Atogwe),2.650,3.780
3,0:47,1,10,STL 27,17,10,Matt Hasselbeck pass incomplete short right intended for T.J. Houshmandzadeh,3.780,3.230
3,0:40,2,10,STL 27,17,10,Matt Hasselbeck pass incomplete short left intended for John Carlson (defended by Quincy Butler),3.230,2.540
3,0:33,3,10,STL 27,17,10,Matt Hasselbeck pass complete short middle to Deion Branch for 9 yards (tackle by O.J. Atogwe),2.540,2.400
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,STL 18,17,10,Justin Forsett right guard for 11 yards (tackle by Quincy Butler),2.400,5.600
4,14:34,1,7,STL 7,17,10,Justin Forsett right tackle for 5 yards (tackle by Paris Lenon),5.600,5.720
4,14:00,2,2,STL 2,23,10,"Justin Forsett left tackle for 2 yards, touchdown",5.720,7.000
4,,,,STL 2,24,10,Olindo Mare kicks extra point good,0.000,0.000
4,,,,SEA 30,24,10,"Olindo Mare kicks off 75 yards, returned by Danny Amendola for 22 yards (tackle by D.D. Lewis)",0.000,-0.060
4,13:53,1,10,STL 17,24,10,Steven Jackson middle for 5 yards (tackle by Deon Grant),-0.060,0.210
4,13:23,2,5,STL 22,24,10,Kyle Boller pass complete to Steven Jackson for 1 yard (tackle by David Hawthorne),0.210,-0.490
4,12:43,3,4,STL 23,24,10,Kyle Boller pass incomplete short left intended for Brandon Gibson,-0.490,-1.830
4,12:36,4,4,STL 23,24,10,"Donnie Jones punts 57 yards, returned by Nate Burleson for 29 yards (tackle by Craig Dahl)",-1.830,-2.190
4,12:21,1,10,SEA 49,24,10,Justin Forsett right guard for 4 yards (tackle by Darell Scott),2.190,2.190
4,11:50,2,6,STL 47,24,10,Justin Forsett right end for 26 yards (tackle by O.J. Atogwe),2.190,4.170
4,11:19,1,10,STL 21,24,10,Louis Rankin right tackle for no gain (tackle by James Hall),4.170,3.630
4,10:44,2,10,STL 21,24,10,Matt Hasselbeck pass complete short right to Justin Griffith for 1 yard (tackle by David Vobora),3.630,3.070
4,10:07,3,9,STL 20,24,10,Matt Hasselbeck pass complete short right to John Carlson for no gain,3.070,2.120
4,9:30,4,9,STL 20,27,10,Olindo Mare 38 yard field goal good,2.120,3.000
4,,,,SEA 30,27,10,"Olindo Mare kicks off 79 yards, touchback",0.000,0.280
4,9:24,1,10,STL 20,27,10,Kyle Boller pass complete short left to Steven Jackson for 5 yards (tackle by Jordan Babineaux),0.280,0.410
4,8:56,2,5,STL 25,27,10,Steven Jackson middle for 4 yards (tackle by David Hawthorne),0.410,0.230
4,8:29,3,1,STL 29,27,10,Steven Jackson left guard for 3 yards (tackle by David Hawthorne),0.230,1.070
4,8:07,1,10,STL 32,27,10,"Kyle Boller pass incomplete short left intended for Brandon Gibson. Penalty on Patrick Kerney: Unnecessary Roughness, 15 yards (no play)",1.070,2.060
4,8:01,1,10,STL 47,27,10,Kyle Boller pass complete short right to Danny Amendola for 8 yards (tackle by Aaron Curry),2.060,2.600
4,7:35,2,2,SEA 45,27,10,Kyle Boller pass complete short left to Brandon Gibson for 6 yards (tackle by Jordan Babineaux),2.600,2.980
4,7:15,1,10,SEA 39,27,10,Steven Jackson left end for 8 yards (tackle by Lawyer Milloy),2.980,3.520
4,6:47,2,2,SEA 31,27,10,Kyle Boller pass complete to Kenneth Darby for 7 yards (tackle by Jordan Babineaux),3.520,3.970
4,6:30,1,10,SEA 24,27,10,Kyle Boller pass incomplete deep middle intended for Danny Amendola,3.970,3.430
4,6:26,2,10,SEA 24,27,10,Kyle Boller pass complete short left to Danny Amendola for 7 yards (tackle by Josh Wilson),3.430,3.750
4,5:59,3,3,SEA 17,27,10,Kyle Boller pass incomplete short left intended for Brandon Gibson,3.750,2.410
4,5:56,4,3,SEA 17,27,10,Kyle Boller pass incomplete deep middle intended for Daniel Fells,2.410,0.060
4,5:51,1,10,SEA 17,27,10,"Matt Hasselbeck for no gain. Matt Hasselbeck fumbles, recovered by Matt Hasselbeck at SEA-SEA",-0.060,-0.850
4,5:15,2,12,SEA 15,27,10,Justin Forsett left tackle for 2 yards (tackle by James Laurinaitis),-0.850,-1.250
4,4:40,3,10,SEA 17,27,10,Justin Forsett left tackle for 13 yards (tackle by James Laurinaitis and O.J. Atogwe),-1.250,0.940
4,3:53,1,10,SEA 30,27,10,Justin Forsett left tackle for 4 yards (tackle by O.J. Atogwe),0.940,0.930
4,3:13,2,6,SEA 34,27,10,Justin Forsett right end for no gain (tackle by James Laurinaitis),0.930,0.230
4,3:05,,,,27,10,Timeout #1 by Los Angeles Rams,0.000,0.230
4,3:05,3,6,SEA 34,27,10,Justin Forsett left end for 1 yard (tackle by James Hall),0.230,-1.040
4,2:59,,,,27,10,Timeout #2 by Los Angeles Rams,0.000,-1.040
4,2:59,4,5,SEA 35,27,10,"Jon Ryan punts 65 yards, touchback",-1.040,-0.280
4,2:50,1,10,STL 20,27,10,Kyle Boller pass complete short right to Donnie Avery for 10 yards (tackle by David Hawthorne),0.280,0.940
4,2:29,1,10,STL 30,27,10,Kyle Boller pass incomplete short right intended for Donnie Avery (defended by Kelly Jennings),0.940,0.390
4,2:22,2,10,STL 30,27,10,Kyle Boller pass complete short middle to Daniel Fells for 25 yards (tackle by Jordan Babineaux),0.390,2.590
4,2:00,1,10,SEA 45,27,10,Kyle Boller pass complete deep right to Donnie Avery for 28 yards (tackle by Kelly Jennings),2.590,4.440
4,1:34,1,10,SEA 17,27,10,Kyle Boller right end for 16 yards (tackle by Craig Terrill),4.440,6.970
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
4,1:21,1,1,SEA 1,27,10,Kyle Boller pass incomplete short right intended for Daniel Fells,6.970,5.910
4,1:16,2,1,SEA 1,27,10,Steven Jackson left tackle for no gain (tackle by LeRoy Hill),5.910,5.170
4,0:50,3,1,SEA 1,27,16,"Steven Jackson left tackle for 1 yard, touchdown",5.170,7.000
4,,,,SEA 2,27,17,Josh Brown kicks extra point good,0.000,0.000
4,,,,STL 30,27,17,Josh Brown kicks onside 13 yards and returned for 2 yards,0.000,2.850
4,0:37,1,10,STL 41,27,17,Matt Hasselbeck kneels for -1 yards,2.850,2.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
