Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
D'Andre Swift,DET,14,136,1,4,101,7.2,35,2.5,1,14.0
Jamaal Williams,DET,7,11,0,1,4,0.6,7,1.0,0,
Jason Cabinda,DET,2,21,0,1,12,6.0,9,4.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,22,130,0,8,75,3.4,55,2.5,4,5.5
D'Ernest Johnson,CLE,5,26,0,1,4,0.8,22,4.4,1,5.0
Baker Mayfield,CLE,4,9,0,0,9,2.3,0,0.0,0,
Demetric Felton,CLE,3,2,0,,1,0.3,1,0.3,0,
Jarvis Landry,CLE,1,16,1,1,14,14.0,2,2.0,0,
David Njoku,CLE,1,1,0,0,0,0.0,1,1.0,0,
