Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
1,6:51,3,10,LAR 21,7,0,John Wolford left end for 13 yards (tackle by Isaiah Simmons),-0.890,1.200
1,6:03,1,10,LAR 34,7,0,Cam Akers right tackle for 3 yards (tackle by Zach Allen and Jordan Hicks),1.200,1.060
1,5:37,2,7,LAR 37,7,0,John Wolford pass complete short right to Van Jefferson for 15 yards (tackle by Jordan Hicks),1.060,2.390
1,4:53,1,10,ARI 48,7,0,John Wolford left end for 11 yards (tackle by Jalen Thompson),2.390,3.120
1,4:19,1,10,ARI 37,7,0,John Wolford left end for 9 yards (tackle by Dre Kirkpatrick),3.120,3.790
1,3:41,2,1,ARI 28,7,0,Cam Akers left guard for 2 yards (tackle by Domata Peko),3.790,3.840
1,2:59,1,10,ARI 26,7,0,John Wolford pass incomplete short right intended for Robert Woods (defended by Budda Baker),3.840,3.300
1,2:55,2,10,ARI 26,7,0,"Penalty on Rob Havenstein: False Start, 5 yards (no play)",3.300,2.620
1,2:55,2,15,ARI 31,7,0,John Wolford pass complete deep right to Robert Woods for 27 yards (tackle by Jordan Hicks),2.620,6.280
1,2:17,,,,,,Timeout #1 by Los Angeles Rams,,
1,2:16,1,4,ARI 4,7,0,Cam Akers right tackle for no gain (tackle by Rashard Lawrence),6.280,5.340
1,1:41,2,4,ARI 4,7,0,John Wolford pass complete short right to Cam Akers for 2 yards (tackle by Jordan Hicks),5.340,4.950
1,1:10,3,2,ARI 2,7,0,"John Wolford pass incomplete short left intended for Robert Woods. Penalty on Dre Kirkpatrick: Defensive Pass Interference, 1 yard (no play)",4.950,6.970
1,1:05,1,1,ARI 1,7,0,John Wolford right end for no gain (tackle by Tanner Vallejo and Jordan Hicks),6.970,5.910
1,0:30,2,1,ARI 1,7,0,"Penalty on Van Jefferson: False Start, 5 yards (no play)",5.910,4.950
1,0:05,2,6,ARI 6,7,0,"Penalty on Austin Corbett: False Start, 5 yards (no play)",4.950,4.020
Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,ARI 11,7,0,Cam Akers up the middle for 1 yard (tackle by Rashard Lawrence and Tanner Vallejo),4.020,3.130
2,14:25,3,10,ARI 10,7,0,John Wolford pass incomplete short right intended for Gerald Everett,3.130,2.760
2,14:21,4,10,ARI 10,7,3,Matt Gay 28 yard field goal good,2.760,3.000
2,14:17,,,LAR 35,7,3,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,14:17,1,10,ARI 25,7,3,Chris Streveler pass incomplete short left intended for DeAndre Hopkins,0.610,0.060
2,14:11,2,10,ARI 25,7,3,Kenyan Drake right end for 3 yards (tackle by John Johnson),0.060,-0.230
2,13:38,3,7,ARI 28,7,3,Chris Streveler pass complete short left to Trent Sherfield for 3 yards (tackle by Troy Hill),-0.230,-1.310
2,13:07,4,4,ARI 31,7,3,"Andy Lee punts 51 yards, fair catch by Nsimba Webster at LA-18",-1.310,-0.040
2,13:01,1,10,LAR 18,7,3,John Wolford pass complete short right to Gerald Everett for 13 yards (tackle by Budda Baker),0.040,1.000
2,12:14,1,10,LAR 31,7,3,John Wolford pass complete short right to Gerald Everett for 12 yards (tackle by De'Vondre Campbell),1.000,1.800
2,11:50,1,10,LAR 43,7,3,John Wolford pass complete short left to Cam Akers for 9 yards (tackle by Tanner Vallejo),1.800,2.470
2,11:07,2,1,ARI 48,7,3,Cam Akers up the middle for -4 yards (tackle by Zach Allen),2.470,1.220
2,10:25,3,5,LAR 48,7,3,John Wolford left end for 14 yards (tackle by Tanner Vallejo),1.220,3.050
2,9:56,1,10,ARI 38,7,3,John Wolford pass incomplete short middle intended for Josh Reynolds (defended by Zach Allen),3.050,2.510
2,9:53,2,10,ARI 38,7,3,John Wolford pass complete short right to Josh Reynolds for 12 yards (tackle by Byron Murphy),2.510,3.840
2,9:12,1,10,ARI 26,7,3,Malcolm Brown up the middle for 2 yards (tackle by De'Vondre Campbell),3.840,3.570
2,8:28,2,8,ARI 24,7,3,John Wolford pass incomplete short left intended for Robert Woods,3.570,2.870
2,8:23,3,8,ARI 24,7,3,John Wolford pass complete short left to Josh Reynolds for 10 yards (tackle by Dre Kirkpatrick),2.870,4.650
2,7:39,1,10,ARI 14,7,3,Cam Akers right tackle for 2 yards (tackle by Haason Reddick and Byron Murphy),4.650,4.330
2,6:54,2,8,ARI 12,7,3,John Wolford pass complete short right to Tyler Higbee for 10 yards (tackle by De'Vondre Campbell),4.330,6.740
2,6:17,1,2,ARI 2,7,3,"Cam Akers left tackle for 1 yard (tackle by De'Vondre Campbell and Isaiah Simmons). Cam Akers fumbles (forced by Isaiah Simmons), recovered by Byron Murphy at ARI-1 (tackle by Robert Woods)",6.740,0.380
2,6:04,1,10,ARI 1,7,3,Chris Streveler up the middle for 1 yard (tackle by A'Shawn Robinson),-0.380,-0.710
2,5:31,2,9,ARI 2,7,5,"Chris Streveler left end for 5 yards (tackle by Samson Ebukam). Penalty on Justin Pugh: Offensive Holding, 2 yards (no play)",-0.710,-2.000
2,5:21,,,ARI 20,7,5,"Andy Lee kicks off 61 yards, returned by Nsimba Webster for 22 yards (tackle by Kevin Peterson)",0.000,1.660
2,5:16,1,10,LAR 41,7,5,John Wolford sacked by Tanner Vallejo for no gain,1.660,1.120
2,4:36,2,10,LAR 41,7,5,John Wolford pass complete short left to Robert Woods for 1 yard (tackle by Tanner Vallejo),1.120,0.560
2,3:50,3,9,LAR 42,7,5,John Wolford pass complete short right to Josh Reynolds for 7 yards (tackle by Patrick Peterson),0.560,-0.130
2,3:07,4,2,LAR 49,7,5,"Johnny Hekker punts 31 yards, fair catch by Byron Murphy at ARI-20",-0.130,-0.280
2,2:59,1,10,ARI 20,7,5,Chris Streveler pass complete short left to DeAndre Hopkins for 4 yards (tackle by Troy Hill),0.280,0.270
2,2:32,2,6,ARI 24,7,5,Kenyan Drake left tackle for 3 yards (tackle by Jordan Fuller and Morgan Fox),0.270,-0.030
2,2:25,,,,,,Timeout #2 by Los Angeles Rams,,
2,2:25,3,3,ARI 27,7,5,"Chris Streveler sacked by Leonard Floyd for -9 yards. Chris Streveler fumbles (forced by Leonard Floyd), recovered by Trent Sherfield at ARI-24",-0.030,-1.770
2,2:00,4,6,ARI 24,7,5,"Andy Lee punts 52 yards, fair catch by Nsimba Webster at LA-24",-1.770,-0.540
2,1:53,1,10,LAR 24,7,5,John Wolford pass complete short left to Robert Woods for 4 yards (tackle by Markus Golden and Zach Allen),0.540,0.540
2,1:34,2,6,LAR 28,7,5,John Wolford pass incomplete short left intended for Robert Woods,0.540,-0.160
2,1:29,3,6,LAR 28,7,5,John Wolford pass incomplete deep left intended for Van Jefferson,-0.160,-1.500
2,1:25,4,6,LAR 28,7,5,"Johnny Hekker punts 40 yards, returned by Byron Murphy for 3 yards (tackle by Samson Ebukam)",-1.500,-1.270
2,1:14,1,10,ARI 35,7,5,Chris Streveler left end for 12 yards (tackle by Troy Reeder),1.270,2.060
2,0:51,1,10,ARI 47,7,5,Chris Streveler pass incomplete short left intended for DeAndre Hopkins (defended by Jalen Ramsey),2.060,1.520
2,0:47,2,10,ARI 47,7,5,"Chris Streveler pass incomplete deep left intended for DeAndre Hopkins. Penalty on Jalen Ramsey: Defensive Pass Interference, 18 yards (no play)",1.520,3.250
2,0:41,1,10,LAR 35,7,5,Chase Edmonds up the middle for 3 yards (tackle by Justin Hollins),3.250,3.110
2,0:37,,,,,,Timeout #1 by Arizona Cardinals,,
2,0:37,2,7,LAR 32,7,11,"Chris Streveler pass deep right intended for Trent Sherfield is intercepted by Troy Hill at LA-16 and returned for 84 yards, touchdown",3.110,-7.000
2,0:20,,,ARI 15,7,12,Matt Gay kicks extra point good,0.000,0.000
2,0:20,,,LAR 35,7,12,"Matt Gay kicks off 64 yards, returned by D.J. Foster for 28 yards (tackle by Ogbonnia Okoronkwo and Johnny Mundt)",0.000,0.870
2,0:14,1,10,ARI 29,7,12,Chris Streveler kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,7,12,"Mike Nugent kicks off 63 yards, returned by Raymond Calais for 23 yards (tackle by Zeke Turner and Deionte Thompson)",0.000,0.610
3,14:53,1,10,LAR 25,7,12,Cam Akers right tackle for 3 yards (tackle by Zach Allen and De'Vondre Campbell),0.610,0.470
3,14:08,2,7,LAR 28,7,12,John Wolford pass complete short middle to Josh Reynolds for no gain (tackle by De'Vondre Campbell),0.470,-0.230
3,13:25,3,7,LAR 28,7,12,John Wolford pass complete short middle to Van Jefferson for 13 yards (tackle by Dre Kirkpatrick),-0.230,1.660
3,12:45,1,10,LAR 41,7,12,Cam Akers up the middle for 4 yards (tackle by Devon Kennard),1.660,1.660
3,12:03,2,6,LAR 45,7,12,"John Wolford pass incomplete deep left intended for Robert Woods. Penalty on Patrick Peterson: Defensive Holding, 5 yards (no play)",1.660,2.260
3,11:58,1,10,LAR 50,7,12,Cam Akers right end for no gain (tackle by Tanner Vallejo),2.260,1.710
3,11:14,2,10,LAR 50,7,12,John Wolford pass complete deep right to Tyler Higbee for 26 yards (tackle by Budda Baker),1.710,3.970
3,10:28,1,10,ARI 24,7,12,Cam Akers left tackle for -1 yards (tackle by Devon Kennard and Budda Baker),3.970,3.300
3,9:50,2,11,ARI 25,7,12,John Wolford up the middle for 6 yards (tackle by Isaiah Simmons). Penalty on Rob Havenstein: Offensive Holding (Offsetting) Penalty on ARI: Lowering the Head to Initiate Contact (Offsetting) (no play),3.300,3.300
3,9:22,2,11,ARI 25,7,12,John Wolford pass incomplete short left,3.300,2.610
3,9:13,3,11,ARI 25,7,12,Malcolm Brown left tackle for 12 yards (tackle by Jalen Thompson and Isaiah Simmons),2.610,4.710
3,8:33,1,10,ARI 13,7,12,"Penalty on Austin Corbett: False Start, 5 yards (no play)",4.710,4.290
3,8:17,1,15,ARI 18,7,12,John Wolford sacked by Markus Golden for -8 yards,4.290,2.400
3,7:37,2,23,ARI 26,7,12,John Wolford pass complete short right to Robert Woods for 4 yards (tackle by Patrick Peterson),2.400,2.280
3,7:00,3,19,ARI 22,7,12,Malcolm Brown right tackle for 6 yards (tackle by Haason Reddick),2.280,2.380
3,6:20,4,13,ARI 16,7,15,Matt Gay 34 yard field goal good,2.380,3.000
3,6:16,,,LAR 35,7,15,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,6:16,1,10,ARI 25,7,15,Chris Streveler pass complete short right to Dan Arnold for 13 yards (tackle by Jordan Fuller),0.610,1.470
3,5:48,1,10,ARI 38,7,15,Chris Streveler pass complete short left to Trent Sherfield for 12 yards (tackle by Troy Reeder and Jordan Fuller),1.470,2.260
3,5:21,1,10,ARI 50,7,15,"Chris Streveler pass complete deep middle to DeAndre Hopkins for 40 yards (tackle by John Johnson). Penalty on DeAndre Hopkins: Offensive Pass Interference, 10 yards. Penalty on DeAndre Hopkins: Unsportsmanlike Conduct, 15 yards (no play)",2.260,0.610
3,4:56,1,35,ARI 25,7,15,Chris Streveler sacked by Samson Ebukam for -1 yards,0.610,-1.800
3,4:23,2,36,ARI 24,7,15,Chris Streveler pass complete short left to Chase Edmonds for 9 yards (tackle by Darious Williams),-1.800,-1.220
3,3:55,3,27,ARI 33,7,15,Chris Streveler pass complete short right to Chase Edmonds for 19 yards (tackle by John Johnson),-1.220,0.070
3,3:17,4,8,LAR 48,7,15,"Andy Lee punts 48 yards, touchback.",0.070,-0.280
3,3:11,1,10,LAR 20,7,15,John Wolford pass incomplete deep right intended for Gerald Everett,0.280,-0.270
3,3:06,2,10,LAR 20,7,15,John Wolford pass complete deep left to Cam Akers for 38 yards (tackle by Budda Baker),-0.270,2.790
3,2:21,1,10,ARI 42,7,15,John Wolford pass incomplete deep left intended for Gerald Everett (defended by De'Vondre Campbell),2.790,2.240
3,2:16,2,10,ARI 42,7,15,Cam Akers right tackle for 5 yards (tackle by Tanner Vallejo and Patrick Peterson),2.240,2.210
3,1:37,3,5,ARI 37,7,15,John Wolford pass complete short left to Van Jefferson for 3 yards (tackle by Zeke Turner),2.210,1.100
3,0:49,4,2,ARI 34,7,15,John Wolford pass complete short left to Tyler Higbee for 5 yards (tackle by Jalen Thompson),1.100,3.640
3,0:04,1,10,ARI 29,7,15,John Wolford pass complete short right to Van Jefferson for 19 yards (tackle by Jalen Thompson),3.640,4.910
Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 10,7,15,Cam Akers up the middle for 1 yard (tackle by Zach Allen and Markus Golden),4.910,4.380
4,14:38,2,9,ARI 9,7,15,John Wolford pass incomplete short left intended for Gerald Everett,4.380,3.360
4,14:34,,,,,,Timeout #1 by Arizona Cardinals,,
4,14:34,3,9,ARI 9,7,15,John Wolford pass incomplete short right intended for Van Jefferson,3.360,2.830
4,14:28,4,9,ARI 9,7,18,Matt Gay 27 yard field goal good,2.830,3.000
4,14:25,,,LAR 35,7,18,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,14:25,1,10,ARI 25,7,18,Kyler Murray pass complete short middle to Kenyan Drake for 10 yards (tackle by Jordan Fuller and Troy Reeder),0.610,1.270
4,13:54,1,10,ARI 35,7,18,Kenyan Drake left end for -4 yards (tackle by Derek Rivers),1.270,0.180
4,13:19,2,14,ARI 31,7,18,Kyler Murray pass complete short right to Kenyan Drake for -1 yards (tackle by Darious Williams and Troy Hill),0.180,-0.630
4,12:39,3,15,ARI 30,7,18,Kyler Murray pass complete deep middle to Trent Sherfield for 26 yards (tackle by Jalen Ramsey),-0.630,2.650
4,12:15,,,,,,Timeout #1 by Los Angeles Rams,,
4,12:15,1,10,LAR 44,7,18,Kyler Murray pass complete deep middle to Dan Arnold for 25 yards (tackle by Darious Williams),2.650,4.310
4,11:48,1,10,LAR 19,7,18,Kenyan Drake up the middle for 4 yards (tackle by Aaron Donald),4.310,4.350
4,11:12,2,6,LAR 15,7,18,Kyler Murray pass complete short middle to Dan Arnold for 8 yards (tackle by Jalen Ramsey),4.350,5.600
4,10:28,1,7,LAR 7,7,18,Kyler Murray left end for -4 yards (tackle by Morgan Fox),5.600,4.020
4,9:55,2,11,LAR 11,7,18,Kyler Murray sacked by Samson Ebukam for -8 yards,4.020,2.490
4,9:14,3,19,LAR 19,7,18,Kyler Murray pass incomplete deep middle intended for DeAndre Hopkins (defended by Jalen Ramsey),2.490,2.180
4,9:08,4,19,LAR 19,7,18,"Mike Nugent 37 yard field goal no good blocked by A'Shawn Robinson, recovered by Troy Reeder (tackle by Justin Pugh)",2.180,-0.280
4,9:01,1,10,LAR 20,7,18,Cam Akers up the middle for 4 yards (tackle by Budda Baker),0.280,0.270
4,8:16,2,6,LAR 24,7,18,John Wolford pass incomplete deep left intended for Tyler Higbee,0.270,-0.430
4,8:10,,,,,,Timeout #2 by Los Angeles Rams,,
4,8:10,3,6,LAR 24,7,18,John Wolford pass complete short right to Malcolm Brown for -2 yards (tackle by De'Vondre Campbell). Penalty on Gerald Everett: Offensive Pass Interference (Declined),-0.430,-1.900
4,7:55,4,8,LAR 22,7,18,Johnny Hekker punts 47 yards out of bounds,-1.900,-1.000
4,7:49,1,10,ARI 31,7,18,Kyler Murray pass complete short left to Kenyan Drake for 6 yards (tackle by Kenny Young),1.000,1.270
4,7:23,2,4,ARI 37,7,18,Kenyan Drake up the middle for 12 yards (tackle by John Johnson),1.270,2.190
4,6:51,1,10,ARI 49,7,18,Kyler Murray pass complete short right to KeeSean Johnson for 6 yards (tackle by Troy Reeder),2.190,2.460
4,6:26,2,4,LAR 45,7,18,Kenyan Drake right tackle for 5 yards (tackle by Troy Hill and Leonard Floyd),2.460,2.920
4,5:52,1,10,LAR 40,7,18,"Kyler Murray pass incomplete deep left intended for DeAndre Hopkins (defended by Jordan Fuller) Penalty on ARI: Illegal Shift, 5 yards (no play)",2.920,2.590
4,5:46,1,15,LAR 45,7,18,Chase Edmonds up the middle for -3 yards (tackle by Aaron Donald),2.590,1.290
4,5:13,2,18,LAR 48,7,18,Kyler Murray pass incomplete deep right intended for Trent Sherfield (defended by Troy Hill),1.290,0.630
4,5:06,,,,,,Timeout #2 by Arizona Cardinals,,
4,5:06,3,18,LAR 48,7,18,Chase Edmonds left end for -3 yards (tackle by Troy Reeder),0.630,-0.130
4,4:31,4,21,ARI 49,7,18,"Andy Lee punts 51 yards, touchback.",-0.130,-0.280
4,4:24,1,10,LAR 20,7,18,Cam Akers left tackle for no gain (tackle by Haason Reddick and Tanner Vallejo),0.280,-0.270
4,3:39,2,10,LAR 20,7,18,Cam Akers right tackle for 2 yards (tackle by Domata Peko),-0.270,-0.690
4,3:34,,,,,,Timeout #3 by Arizona Cardinals,,
4,3:34,3,8,LAR 22,7,18,John Wolford right end for 9 yards (tackle by Haason Reddick and Jalen Thompson),-0.690,1.000
4,2:47,1,10,LAR 31,7,18,Cam Akers left end for no gain (tackle by Tanner Vallejo),1.000,0.460
4,2:00,2,10,LAR 31,7,18,Cam Akers up the middle for 3 yards (tackle by Tanner Vallejo and Angelo Blackson),0.460,0.170
4,1:14,3,7,LAR 34,7,18,Cam Akers up the middle for -2 yards (tackle by Haason Reddick),0.170,-1.240
4,0:29,,,,,,Timeout #3 by Los Angeles Rams,,
4,0:29,4,9,LAR 32,7,18,Johnny Hekker punts 55 yards out of bounds,-1.240,0.320
4,0:19,1,10,ARI 13,7,18,Chris Streveler pass complete short left to DeAndre Hopkins for 16 yards (tackle by Jalen Ramsey),-0.320,0.870
4,0:13,1,10,ARI 29,7,18,Chris Streveler pass incomplete deep left intended for DeAndre Hopkins (defended by Jalen Ramsey),0.870,0.330
4,0:06,2,10,ARI 29,7,18,Chris Streveler pass complete short left to DeAndre Hopkins for 12 yards (tackle by Jalen Ramsey and Jordan Fuller),0.330,1.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
