Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
2,13:04,2,19,STL 22,14,0,Marc Bulger pass complete to Brandon Manumaleuna for 10 yards (tackle by Emmanuel McDaniel),-0.760,-0.100
2,12:35,3,9,STL 32,14,0,Marc Bulger pass complete to Isaac Bruce for 20 yards (tackle by Emmanuel McDaniel),-0.100,2.390
2,11:53,1,10,ARI 48,14,0,"Penalty on Marshall Faulk: False Start, 5 yards (no play)",2.390,2.060
2,11:36,1,15,STL 47,14,0,"Marc Bulger pass incomplete intended for Isaac Bruce. Penalty on Renaldo Hill: Illegal Contact, 5 yards (no play)",2.060,2.390
2,11:30,1,10,ARI 48,14,0,Marshall Faulk right end for -1 yards (tackle by Renaldo Hill),2.390,1.710
2,10:44,2,11,ARI 49,14,0,Marc Bulger pass incomplete intended for Torry Holt,1.710,1.030
2,10:36,3,11,ARI 49,14,0,Marc Bulger pass incomplete intended for Torry Holt is intercepted by David Barrett and returned for 25 yards (tackle by Isaac Bruce),1.030,-0.280
2,10:24,1,10,ARI 20,14,0,Jeff Blake pass complete to Bryan Gilmore for 32 yards (tackle by Aeneas Williams),0.280,2.390
2,9:45,1,10,STL 48,14,0,Jeff Blake for 19 yards,2.390,3.640
2,8:34,1,10,STL 29,14,0,Marcel Shipp left tackle for 14 yards (tackle by Aeneas Williams),3.640,4.580
2,8:14,1,10,STL 15,14,0,Jeff Blake pass complete to James Hodgins for no gain,4.580,3.950
2,7:51,2,10,STL 15,14,0,Jeff Blake pass complete to Freddie Jones for 5 yards (tackle by Tommy Polley),3.950,4.000
2,7:04,3,5,STL 10,14,0,Jeff Blake pass complete to Bryant Johnson for 6 yards (tackle by Jerametrius Butler),4.000,6.280
2,6:25,1,4,STL 4,14,0,Marcel Shipp up the middle for no gain (tackle by Adam Archuleta),6.280,5.340
2,5:45,2,4,STL 4,14,0,Jeff Blake pass incomplete intended for James Hodgins,5.340,4.490
2,5:41,3,4,STL 4,14,0,Jeff Blake pass incomplete intended for Anquan Boldin (defended by Aeneas Williams),4.490,3.030
2,5:41,4,4,STL 4,14,3,Neil Rackers 22 yard field goal good,3.030,3.000
2,,,,ARI 30,14,3,"Neil Rackers kicks off 73 yards, touchback",0.000,0.280
2,5:33,1,10,STL 20,14,3,Marshall Faulk right tackle for 13 yards (tackle by Adrian Wilson),0.280,1.140
2,5:09,1,10,STL 33,14,3,Marshall Faulk right end for 6 yards (tackle by Ronald McKinnon),1.140,1.400
2,4:42,2,4,STL 39,14,3,Marshall Faulk right end for 2 yards (tackle by Emmanuel McDaniel),1.400,0.960
2,4:06,3,2,STL 41,14,3,Marc Bulger pass complete to Torry Holt for 8 yards (tackle by David Barrett),0.960,2.190
2,3:26,1,10,STL 49,14,3,Marshall Faulk left tackle for 14 yards (tackle by Wendell Bryant and David Barrett),2.190,3.120
2,2:44,1,10,ARI 37,14,3,Marc Bulger pass complete to Isaac Bruce for 5 yards (tackle by Adrian Wilson),3.120,3.250
2,2:03,2,5,ARI 32,14,9,"Marc Bulger pass incomplete intended for Brandon Manumaleuna is intercepted by Renaldo Hill at ARI-30 and returned for 70 yards, touchdown",3.250,-7.000
2,,,,STL 2,14,10,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,14,10,"Neil Rackers kicks off 71 yards, returned by Arlen Harris for 26 yards (tackle by Damien Anderson)",0.000,0.610
2,1:43,1,10,STL 25,14,10,Marc Bulger pass complete to Mike Furrey for 6 yards (tackle by Renaldo Hill),0.610,0.870
2,1:21,2,4,STL 31,14,10,Marc Bulger pass complete to Isaac Bruce for 17 yards (tackle by Adrian Wilson),0.870,2.130
2,1:00,1,10,STL 48,14,10,Marc Bulger pass complete to Dane Looker for 3 yards,2.130,1.990
2,0:55,2,7,ARI 49,14,10,Marc Bulger pass complete to Torry Holt for 6 yards (tackle by Coby Rhinehart),1.990,2.080
2,0:32,3,1,ARI 43,14,10,Marshall Faulk right end for 6 yards (tackle by Adrian Wilson),2.080,3.120
2,0:25,,,,14,10,Timeout #2 by St. Louis Rams,0.000,3.120
2,0:25,1,10,ARI 37,14,10,Marc Bulger pass complete to Torry Holt for 26 yards (tackle by Dexter Jackson),3.120,4.840
2,0:14,,,,14,10,Timeout #3 by St. Louis Rams,0.000,4.840
2,0:14,1,10,ARI 11,14,10,Marc Bulger pass incomplete intended for Torry Holt (defended by David Barrett),4.840,4.140
2,0:05,2,10,ARI 11,17,10,Jeff Wilkins 29 yard field goal good,4.140,3.000
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,17,10,"Neil Rackers kicks off 64 yards, returned by Arlen Harris for 23 yards (tackle by Damien Anderson). Penalty on LeVar Woods: Unnecessary Roughness, 15 yards",0.000,1.860
3,14:54,1,10,STL 44,17,10,Marc Bulger pass complete to Marshall Faulk for 16 yards (tackle by Adrian Wilson),1.860,2.920
3,14:26,1,10,ARI 40,17,10,Arlen Harris right end for -1 yards (tackle by James Darling and Raynoch Thompson),2.920,2.240
3,13:47,2,11,ARI 41,17,10,Marc Bulger pass incomplete intended for Torry Holt,2.240,1.550
3,13:40,3,11,ARI 41,17,10,Marc Bulger sacked by Dennis Johnson for -6 yards,1.550,0.130
3,13:40,4,17,ARI 47,17,10,"Sean Landeta punts 47 yards, touchback",0.130,-0.280
3,12:58,1,10,ARI 20,17,10,Anquan Boldin right end for 23 yards (tackle by Jason Sehorn),0.280,1.800
3,12:10,1,10,ARI 43,17,10,Marcel Shipp right tackle for 14 yards (tackle by Jerametrius Butler),1.800,2.720
3,11:35,1,10,STL 43,17,10,Marcel Shipp left end for -1 yards (tackle by Pisa Tinoisamoa),2.720,2.040
3,10:57,2,11,STL 44,23,10,"Jeff Blake pass incomplete intended for Freddie Jones is intercepted by Travis Fisher at STL-43 and returned for 57 yards, touchdown",2.040,-7.000
3,,,,ARI 2,24,10,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,24,10,"Jeff Wilkins kicks off 63 yards, returned by Josh Scobey for 25 yards (tackle by Jamie Duncan)",0.000,1.070
3,10:37,1,10,ARI 32,24,10,Marcel Shipp left end for 3 yards (tackle by Travis Fisher and Tommy Polley),1.070,0.930
3,9:59,2,7,ARI 35,24,10,Marcel Shipp up the middle for no gain (tackle by Grant Wistrom and Jimmy Kennedy),0.930,0.230
3,9:17,3,7,ARI 35,24,10,Jeff Blake pass complete to Bryan Gilmore for 8 yards (tackle by Travis Fisher),0.230,1.800
3,9:00,1,10,ARI 43,24,10,Marcel Shipp right tackle for 4 yards (tackle by Aeneas Williams),1.800,1.790
3,8:26,2,6,ARI 47,24,10,Damien Anderson left tackle for 12 yards (tackle by Jason Sehorn),1.790,2.850
3,7:48,1,10,STL 41,24,10,Jeff Blake pass incomplete intended for Bryan Gilmore,2.850,2.310
3,7:44,2,10,STL 41,24,10,"Jeff Blake pass complete to Bryan Gilmore for 11 yards (tackle by Jerametrius Butler). Penalty on Damien Anderson: Chop Block, 15 yards (no play)",2.310,0.280
3,7:08,2,25,ARI 44,24,10,Jeff Blake pass complete to Marcel Shipp for 5 yards (tackle by Ryan Pickett),0.280,0.300
3,6:26,3,20,ARI 49,24,10,Jeff Blake pass complete to Anquan Boldin for 42 yards (tackle by Adam Archuleta),0.300,5.140
3,5:42,1,9,STL 9,24,10,Marcel Shipp left tackle for 8 yards (tackle by DeJuan Groce and Aeneas Williams),5.140,5.910
3,5:03,2,1,STL 1,24,10,Marcel Shipp right tackle for no gain (tackle by Bryce Fisher),5.910,5.170
3,4:26,3,1,STL 1,24,10,Marcel Shipp right tackle for -1 yards (tackle by Robert W. Thomas),5.170,3.250
3,3:38,4,2,STL 2,24,10,Jeff Blake pass incomplete intended for Freddie Jones (defended by Tommy Polley),3.250,0.380
3,3:33,1,10,STL 2,24,10,Marshall Faulk right tackle for 4 yards (tackle by Adrian Wilson),-0.380,-0.490
3,3:00,2,6,STL 6,24,10,Marshall Faulk up the middle for 1 yard (tackle by Marcus Bell),-0.490,-0.840
3,2:18,3,5,STL 7,24,10,Marshall Faulk for 8 yards,-0.840,-0.220
3,1:48,1,10,STL 15,24,10,Marshall Faulk right end for -2 yards (tackle by LeVar Woods),-0.220,-0.920
3,1:04,2,12,STL 13,24,10,Marc Bulger pass complete to Torry Holt for 8 yards (tackle by Renaldo Hill),-0.920,-0.630
3,0:25,3,4,STL 21,24,10,Marc Bulger pass incomplete intended for Brandon Manumaleuna,-0.630,-1.960
3,0:23,4,4,STL 21,24,10,"Sean Landeta punts 52 yards, returned by Anquan Boldin for 19 yards (tackle by Bryce Fisher)",-1.960,-1.990
3,0:07,1,10,ARI 46,24,16,"Jeff Blake pass complete to Anquan Boldin for 54 yards, touchdown",1.990,7.000
3,,,,STL 2,24,17,Neil Rackers kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,,,,ARI 30,24,17,"Neil Rackers kicks off 68 yards, returned by Arlen Harris for 24 yards (tackle by LeVar Woods)",0.000,0.670
4,14:54,1,10,STL 26,24,17,Marc Bulger pass incomplete intended for Isaac Bruce is intercepted by Renaldo Hill at STL-48 and returned for 26 yards (tackle by Kyle Turley),0.670,-4.110
4,14:42,1,10,STL 22,24,17,Marcel Shipp up the middle for 6 yards (tackle by Grant Wistrom),4.110,4.460
4,14:07,2,4,STL 16,24,17,Marcel Shipp left tackle for 3 yards (tackle by Robert W. Thomas),4.460,4.390
4,13:35,,,,24,17,Timeout #1 by Arizona Cardinals,0.000,4.390
4,13:35,3,1,STL 13,24,17,Marcel Shipp right tackle for 6 yards (tackle by Robert W. Thomas and Grant Wistrom),4.390,5.600
4,12:53,1,7,STL 7,24,17,Jeff Blake pass incomplete intended for Freddie Jones,5.600,4.760
4,12:48,2,7,STL 7,24,17,Jeff Blake pass complete to Anquan Boldin for 4 yards (tackle by DeJuan Groce),4.760,4.720
4,12:04,3,3,STL 3,24,23,"Jeff Blake pass complete to Anquan Boldin for 3 yards, touchdown",4.720,7.000
4,,,,STL 2,24,24,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,24,24,"Neil Rackers kicks off 62 yards, returned by Arlen Harris for 20 yards (tackle by Nate Poole)",0.000,0.810
4,11:50,1,10,STL 28,24,24,Marshall Faulk right end for 7 yards (tackle by LeVar Woods),0.810,1.210
4,11:24,2,3,STL 35,24,24,Marshall Faulk left tackle for 5 yards (tackle by Levar Fisher),1.210,1.600
4,10:46,1,10,STL 40,24,24,Marc Bulger pass complete to Torry Holt for 8 yards (tackle by David Barrett),1.600,2.130
4,10:21,2,2,STL 48,24,24,Marshall Faulk left end for -2 yards (tackle by Barron Tanner),2.130,1.160
4,9:34,3,4,STL 46,24,24,Marc Bulger pass incomplete intended for Brandon Manumaleuna (defended by Adrian Wilson),1.160,-0.320
4,9:21,4,4,STL 46,24,24,"Sean Landeta punts 54 yards, touchback",-0.320,-0.280
4,9:12,1,10,ARI 20,24,24,"Penalty on Leonard Davis: False Start, 5 yards (no play)",0.280,-0.310
4,9:12,1,15,ARI 15,24,24,Jeff Blake right end for 4 yards,-0.310,-0.460
4,8:43,2,11,ARI 19,24,24,Marcel Shipp up the middle for 7 yards (tackle by Adam Archuleta),-0.460,-0.160
4,8:05,3,4,ARI 26,24,24,Josh McCown pass incomplete intended for Anquan Boldin (defended by Tommy Polley),-0.160,-1.630
,,,,,,,"STL challenged the ruling, and the play was upheld.",,
4,7:56,4,4,ARI 26,24,24,"Scott Player punts 39 yards, fair catch by Mike Furrey. Penalty on Mike Furrey: Invalid Fair Catch Signal, 5 yards",-1.630,-0.940
4,7:47,1,10,STL 30,24,24,"Marc Bulger sacked by Ronald McKinnon for -10 yards. Marc Bulger fumbles (forced by Ronald McKinnon), recovered by Kenny King at STL-19",0.940,-4.310
4,7:41,1,10,STL 19,24,24,Marcel Shipp right tackle for 4 yards (tackle by Brian Young),4.310,4.350
4,7:04,2,6,STL 15,24,24,Anquan Boldin right end for 5 yards (tackle by Pisa Tinoisamoa and Brian Young),4.350,4.690
4,6:15,3,1,STL 10,24,24,Jeff Blake pass incomplete intended for Anquan Boldin (defended by Travis Fisher),4.690,2.910
4,6:08,4,1,STL 10,24,27,Neil Rackers 27 yard field goal good,2.910,3.000
4,,,,ARI 30,24,27,"Neil Rackers kicks off 68 yards, returned by Arlen Harris for 32 yards (tackle by LeVar Woods)",0.000,1.200
4,5:57,1,10,STL 34,24,27,Marshall Faulk up the middle for 2 yards (tackle by Ronald McKinnon),1.200,0.930
4,5:23,2,8,STL 36,24,27,Marc Bulger pass incomplete intended for Isaac Bruce is intercepted by Coby Rhinehart at STL-43 and returned for 5 yards (tackle by Isaac Bruce),0.930,-3.050
4,5:16,1,10,STL 38,24,27,Marcel Shipp right tackle for -5 yards (tackle by Robert W. Thomas),3.050,1.830
4,4:34,2,15,STL 43,24,27,Jeff Blake pass incomplete intended for Bryant Johnson,1.830,1.160
4,4:26,3,15,STL 43,24,27,Jeff Blake pass complete to Marcel Shipp for -3 yards (tackle by Robert W. Thomas),1.160,0.200
4,3:32,4,18,STL 46,24,27,"Penalty on Coby Rhinehart: False Start, 5 yards (no play)",0.200,-0.130
4,3:32,4,23,ARI 49,24,27,"Scott Player punts 39 yards, fair catch by Mike Furrey",-0.130,0.350
4,3:23,1,10,STL 12,24,27,Marc Bulger pass incomplete intended for Isaac Bruce,-0.350,-0.780
4,3:17,2,10,STL 12,24,27,Marc Bulger pass complete to Marshall Faulk for 3 yards (tackle by Justin Lucas),-0.780,-1.070
4,2:33,3,7,STL 15,24,27,Marc Bulger pass complete to Torry Holt for 13 yards (tackle by Emmanuel McDaniel),-1.070,0.810
4,2:00,1,10,STL 28,24,27,Marc Bulger pass incomplete intended for Isaac Bruce (defended by David Barrett),0.810,0.260
4,1:51,2,10,STL 28,24,27,Marc Bulger sacked by James Darling for -5 yards,0.260,-1.090
4,1:40,,,,24,27,Timeout #2 by St. Louis Rams,0.000,-1.090
4,1:40,3,15,STL 23,24,27,Marc Bulger pass complete to Torry Holt for 15 yards (tackle by Emmanuel McDaniel),-1.090,1.470
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:35,1,10,STL 38,24,27,Marc Bulger pass incomplete intended for Isaac Bruce,1.470,0.920
4,1:27,2,10,STL 38,24,27,Marc Bulger pass complete to Mike Furrey for 12 yards (tackle by Justin Lucas),0.920,2.260
4,1:08,1,10,ARI 50,24,27,Marc Bulger pass incomplete intended for Torry Holt,2.260,1.710
4,1:04,2,10,ARI 50,24,27,Marc Bulger pass complete to Marshall Faulk for 3 yards (tackle by Coby Rhinehart),1.710,1.420
4,0:59,3,7,ARI 47,24,27,Marc Bulger pass incomplete intended for Isaac Bruce (defended by Emmanuel McDaniel),1.420,0.130
4,0:54,4,7,ARI 47,24,27,Marc Bulger pass complete to Torry Holt for 23 yards (tackle by Adrian Wilson),0.130,3.970
4,0:48,1,10,ARI 24,24,27,Marshall Faulk up the middle for 17 yards (tackle by Dexter Jackson),3.970,5.600
4,0:40,1,7,ARI 7,24,27,Marc Bulger pass incomplete intended for Isaac Bruce (defended by Adrian Wilson),5.600,4.760
4,0:35,2,7,ARI 7,24,27,Marshall Faulk up the middle for 1 yard (tackle by James Darling),4.760,4.040
4,0:04,,,,24,27,Timeout #3 by St. Louis Rams,0.000,4.040
4,0:04,3,6,ARI 6,27,27,Jeff Wilkins 24 yard field goal good,4.040,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
,,,,,,,"Rams won the coin toss, Rams to receive the overtime kickoff.",,
OT,15:00,3,6,ARI 30,27,27,"Neil Rackers kicks off 69 yards, returned by Arlen Harris for 13 yards (tackle by LeVar Woods)",-0.030,-0.280
OT,14:55,1,10,STL 14,27,27,Marshall Faulk up the middle for 1 yard (tackle by Ronald McKinnon),-0.280,-0.640
OT,14:16,2,9,STL 15,27,27,Marc Bulger pass complete to Isaac Bruce for 20 yards (tackle by Emmanuel McDaniel),-0.640,1.270
OT,13:38,1,10,STL 35,27,27,Marc Bulger pass complete to Marshall Faulk for 9 yards (tackle by Adrian Wilson),1.270,1.940
OT,12:54,2,1,STL 44,27,27,Marc Bulger left tackle for 18 yards,1.940,3.050
OT,12:07,1,10,ARI 38,27,27,Marshall Faulk for -2 yards (tackle by Levar Fisher),3.050,2.240
OT,11:20,2,12,ARI 40,27,27,Marc Bulger pass incomplete intended for Dane Looker (defended by Adrian Wilson),2.240,1.550
OT,11:14,3,12,ARI 40,27,27,Marc Bulger pass complete to Dane Looker for 9 yards (tackle by Adrian Wilson),1.550,1.380
OT,10:28,4,3,ARI 31,30,27,Jeff Wilkins 49 yard field goal good,1.380,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
