Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Kai Forbath kicks off 69 yards, returned by Dwayne Harris for 32 yards (tackle by Gabe Miller)",0.000,-0.810
1,14:55,1,10,DAL 28,0,0,DeMarco Murray right end for 4 yards (tackle by Ryan Kerrigan),0.810,0.800
1,14:26,2,6,DAL 32,0,0,Tony Romo pass complete short right to Jason Witten for 7 yards (tackle by Keenan Robinson),0.800,1.530
1,13:49,1,10,DAL 39,0,0,Tony Romo pass complete short right to Terrance Williams for 14 yards (tackle by Bashaud Breeland),1.530,2.460
1,13:14,1,10,WAS 47,0,0,DeMarco Murray left tackle for 6 yards (tackle by Ryan Clark and Perry Riley),2.460,2.720
1,12:37,2,4,WAS 41,0,0,Tony Romo pass complete short middle to Jason Witten for 18 yards (tackle by David Amerson and Jackson Jeffcoat),2.720,4.040
1,11:54,1,10,WAS 23,0,0,DeMarco Murray right end for no gain (tackle by Keenan Robinson and Perry Riley),4.040,3.500
1,11:09,2,10,WAS 23,0,0,Tony Romo pass complete short left to Dez Bryant for 6 yards (tackle by David Amerson),3.500,3.660
1,10:24,3,4,WAS 17,0,0,Tony Romo pass incomplete short middle intended for Cole Beasley (defended by Keenan Robinson),3.660,2.390
1,10:19,4,4,WAS 17,3,0,Dan Bailey 36 yard field goal good,2.390,3.000
1,10:19,,,DAL 35,3,0,"Dan Bailey kicks off 70 yards, returned by Andre Roberts for 25 yards (tackle by J.J. Wilcox)",0.000,-0.280
1,10:09,1,10,WAS 20,3,0,Alfred Morris right end for 2 yards (tackle by Tyrone Crawford and J.J. Wilcox),0.280,0.000
1,9:32,2,8,WAS 22,3,0,Robert Griffin pass complete short right to Darrel Young for 9 yards (tackle by Kyle Wilber and Brandon Carr),0.000,1.000
1,8:55,1,10,WAS 31,3,6,"Robert Griffin pass complete short left to DeSean Jackson for 69 yards, touchdown",1.000,7.000
1,8:55,,,DAL 2,3,7,Kai Forbath kicks extra point good,0.000,0.000
1,8:55,,,WAS 35,3,7,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
1,8:42,1,10,DAL 20,3,7,DeMarco Murray right guard for 2 yards (tackle by Bashaud Breeland and Ryan Kerrigan),0.280,0.000
1,8:02,2,8,DAL 22,3,7,Tony Romo pass complete short middle to Jason Witten for 12 yards (tackle by Perry Riley and Keenan Robinson),0.000,1.200
1,7:18,1,10,DAL 34,3,7,Dwayne Harris left end for 1 yard (tackle by Jackson Jeffcoat and Perry Riley),1.200,0.790
1,6:37,2,9,DAL 35,9,7,"Tony Romo pass complete short left to Dez Bryant for 65 yards, touchdown",0.790,7.000
1,6:37,,,WAS 2,10,7,Dan Bailey kicks extra point good,0.000,0.000
1,6:37,,,DAL 35,10,7,"Dan Bailey kicks off 69 yards, returned by Andre Roberts for 36 yards (tackle by Dwayne Harris)",0.000,-1.070
1,6:15,1,10,WAS 32,10,7,Alfred Morris left guard for 1 yard (tackle by Jeremy Mincey),1.070,0.660
1,5:44,2,9,WAS 33,10,7,Robert Griffin pass incomplete short left intended for Niles Paul,0.660,-0.030
1,5:42,3,9,WAS 33,10,7,Robert Griffin pass complete short middle to Pierre Garcon for 6 yards (tackle by Anthony Hitchens),-0.030,-0.780
1,5:08,4,3,WAS 39,10,7,"Tress Way punts 35 yards, fair catch by Dwayne Harris",-0.780,-0.670
1,5:00,1,10,DAL 26,10,7,Tony Romo pass complete short right to DeMarco Murray for 10 yards (tackle by Phillip Thomas),0.670,1.330
1,4:24,1,10,DAL 36,10,7,DeMarco Murray left end for 6 yards (tackle by Kedric Golston),1.330,1.600
1,3:49,2,4,DAL 42,10,7,DeMarco Murray right end for 3 yards (tackle by Chris Baker),1.600,1.290
1,3:05,3,1,DAL 45,10,7,DeMarco Murray left end for 32 yards (tackle by Bashaud Breeland and Ryan Clark),1.290,4.040
1,2:14,1,10,WAS 23,16,7,"Tony Romo pass complete deep left to Dez Bryant for 23 yards, touchdown",4.040,7.000
,,,,,,,"DAL challenged the incomplete pass ruling, and the original play was overturned.",,
1,2:14,,,WAS 2,17,7,Dan Bailey kicks extra point good,0.000,0.000
1,2:14,,,DAL 35,17,7,"Dan Bailey kicks off 55 yards, returned by Niles Paul for 16 yards (tackle by J.J. Wilcox)",0.000,-0.670
1,2:00,1,10,WAS 26,17,7,Alfred Morris right end for -2 yards (tackle by Bruce Carter and Tyrone Crawford),0.670,-0.140
1,1:37,2,12,WAS 24,17,7,Robert Griffin right end for 1 yard (tackle by George Selvie),-0.140,-0.690
1,1:14,3,11,WAS 25,17,7,Robert Griffin pass complete short left to Jordan Reed for 6 yards (tackle by Barry Church and Henry Melton),-0.690,-1.310
1,0:42,4,5,WAS 31,17,7,"Tress Way punts 47 yards, returned by Dwayne Harris for 8 yards (tackle by Darrel Young)",-1.310,-0.940
1,0:32,1,10,DAL 30,17,7,DeMarco Murray left tackle for 4 yards (tackle by Stephen Bowen and Keenan Robinson),0.940,0.930
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,DAL 34,17,7,Joseph Randle left end for 1 yard (tackle by Phillip Thomas),0.930,0.370
2,14:18,3,5,DAL 35,17,7,Tony Romo pass complete short right to Cole Beasley for 7 yards (tackle by E.J. Biggers and Bashaud Breeland),0.370,1.730
2,13:45,1,10,DAL 42,17,7,"Tony Romo pass incomplete deep middle intended for Terrance Williams. Penalty on David Amerson: Defensive Pass Interference, 26 yards (no play)",1.730,3.450
2,13:37,1,10,WAS 32,17,7,DeMarco Murray right end for 8 yards (tackle by Ryan Clark and Gabe Miller),3.450,3.980
2,13:01,2,2,WAS 24,17,7,Tony Romo pass complete short left to Cole Beasley for 8 yards (tackle by Keenan Robinson),3.980,4.510
2,12:28,1,10,WAS 16,17,7,DeMarco Murray right end for 2 yards (tackle by Keenan Robinson),4.510,4.210
2,11:48,2,8,WAS 14,17,7,Tony Romo pass incomplete short left intended for James Hanna,4.210,3.370
2,11:42,3,8,WAS 14,17,7,Tony Romo pass incomplete short middle intended for Jason Witten,3.370,2.510
2,11:35,4,8,WAS 14,20,7,Dan Bailey 32 yard field goal good,2.510,3.000
2,11:35,,,DAL 35,20,7,"Dan Bailey kicks onside 16 yards, recovered by Barry Church",0.000,2.320
2,11:27,1,10,WAS 49,20,7,Joseph Randle left end for 2 yards (tackle by Perry Riley),2.320,2.050
2,10:52,2,8,WAS 47,20,7,Tony Romo pass complete short right to James Hanna for 2 yards (tackle by Gabe Miller),2.050,1.620
2,10:06,3,6,WAS 45,20,7,"Tony Romo pass incomplete short middle intended for Dez Bryant (defended by David Amerson). Penalty on Bashaud Breeland: Illegal Use of Hands, 5 yards (no play)",1.620,2.920
2,10:00,1,10,WAS 40,20,7,DeMarco Murray right end for 1 yard (tackle by Kedric Golston),2.920,2.510
