Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
2,12:32,1,10,ATL 45,7,10,"Matt Ryan pass incomplete short right intended for Roddy White. Penalty on Roddy White: Offensive Pass Interfere, 10 yards (no play)",1.930,1.270
2,12:26,1,20,ATL 35,7,10,Jason Snelling left end for 7 yards (tackle by Greg Toler),1.270,0.980
2,11:44,2,13,ATL 42,7,10,Matt Ryan pass incomplete short right intended for Roddy White (defended by Dominique Rodgers-Cromartie),0.980,0.300
2,11:41,3,13,ATL 42,7,10,"Matt Ryan pass incomplete deep right intended for Roddy White. Penalty on Dominique Rodgers-Cromartie: Defensive Pass Interfere, 19 yards (no play)",0.300,2.980
2,11:36,1,10,ARI 39,7,10,Matt Ryan pass incomplete deep middle intended for Harry Douglas,2.980,2.440
2,11:29,2,10,ARI 39,7,10,Jason Snelling left tackle for 5 yards (tackle by Paris Lenon and Clark Haggans),2.440,2.410
2,10:52,3,5,ARI 34,7,10,Matt Ryan pass complete short left to Brian Finneran for 8 yards (tackle by Greg Toler),2.410,3.840
2,10:15,1,10,ARI 26,7,10,Matt Ryan pass complete short right to Roddy White for 4 yards (tackle by Dominique Rodgers-Cromartie),3.840,3.840
2,10:04,2,6,ARI 22,7,10,Matt Ryan pass complete short right to Jason Snelling for 3 yards (tackle by Paris Lenon),3.840,3.570
2,9:24,3,3,ARI 19,7,16,"Matt Ryan pass complete short left to Jason Snelling for 19 yards, touchdown",3.570,7.000
2,,,,ARI 2,7,17,Matt Bryant kicks extra point good,0.000,0.000
2,,,,ATL 30,7,17,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
2,9:18,1,10,ARI 20,7,17,"Derek Anderson pass complete short right to Stephen Williams for 16 yards (tackle by William Moore). Penalty on William Moore: Unnecessary Roughness, 15 yards, Penalty on Sean Weatherspoon: Defensive Holding (Declined)",0.280,2.320
2,8:50,1,10,ATL 49,7,17,Derek Anderson sacked by Sean Weatherspoon for -9 yards,2.320,0.570
2,8:22,2,19,ARI 42,7,17,Derek Anderson pass complete short middle to Larry Fitzgerald for 8 yards (tackle by Curtis Lofton and Brian Williams),0.570,0.960
2,7:41,3,11,ARI 50,7,17,Derek Anderson pass incomplete short right intended for Larry Fitzgerald,0.960,-0.060
2,7:36,4,11,ARI 50,7,17,Ben Graham punts 28 yards,-0.060,-0.410
2,7:29,1,10,ATL 22,7,17,Jason Snelling left end for 11 yards (tackle by Greg Toler),0.410,1.140
2,6:50,1,10,ATL 33,7,17,Jason Snelling left guard for 5 yards (tackle by Joey Porter),1.140,1.270
2,6:11,2,5,ATL 38,7,17,Jason Snelling left tackle for 4 yards (tackle by Calais Campbell),1.270,1.090
2,5:33,3,1,ATL 42,7,17,Matt Ryan pass complete short right to Roddy White for 6 yards (tackle by Dominique Rodgers-Cromartie),1.090,2.130
2,5:09,1,10,ATL 48,7,17,Matt Ryan pass complete short right to Tony Gonzalez for 13 yards (tackle by Adrian Wilson),2.130,2.980
2,4:29,1,10,ARI 39,7,17,"Matt Ryan pass complete short left to Harry Douglas for 18 yards (tackle by Greg Toler). Penalty on Greg Toler: Unnecessary Roughness, 10 yards, Penalty on Darnell Dockett: Defensive Offside (Declined)",2.980,4.840
2,4:16,1,10,ARI 11,7,17,Jason Snelling middle for 3 yards (tackle by Paris Lenon),4.840,4.700
2,3:41,2,7,ARI 8,7,17,"Matt Ryan pass incomplete short left intended for Brian Finneran. Penalty on Dominique Rodgers-Cromartie: Defensive Pass Interfere, 7 yards (no play)",4.700,6.970
2,3:34,1,1,ARI 1,7,23,"Jason Snelling left tackle for 1 yard, touchdown",6.970,7.000
2,,,,ARI 2,7,24,Matt Bryant kicks extra point good,0.000,0.000
2,,,,ATL 30,7,24,"Michael Koenen kicks off 62 yards, returned by LaRod Stephens-Howling for 16 yards (tackle by Eric Weems)",0.000,0.540
2,3:24,1,10,ARI 24,7,24,Tim Hightower middle for 4 yards (tackle by Curtis Lofton and Mike Peterson),0.540,0.540
2,2:46,2,6,ARI 28,7,24,Derek Anderson pass complete short right to LaRod Stephens-Howling for 8 yards (tackle by Jamaal Anderson),0.540,1.330
2,2:00,1,10,ARI 36,7,24,Derek Anderson pass complete short left to Steve Breaston for 2 yards (tackle by Curtis Lofton and Sean Weatherspoon),1.330,1.060
2,1:30,2,8,ARI 38,7,24,Derek Anderson pass complete short left to Larry Fitzgerald for 9 yards (tackle by Sean Weatherspoon and Jonathan Babineaux). Penalty on John Abraham: Defensive Offside (Declined),1.060,2.060
2,1:25,1,10,ARI 47,7,24,Derek Anderson pass incomplete short right intended for Stephen Williams (defended by Brian Williams),2.060,1.520
2,1:19,2,10,ARI 47,7,24,Derek Anderson pass complete short right to Stephen Williams for 10 yards (tackle by William Moore),1.520,2.720
2,0:58,1,10,ATL 43,7,24,Derek Anderson pass complete short left to Tim Hightower for 7 yards (tackle by Sean Weatherspoon),2.720,3.120
2,0:52,,,,7,24,Timeout #2 by Arizona Cardinals,0.000,3.120
2,0:52,2,3,ATL 36,7,24,Derek Anderson pass incomplete deep right intended for Larry Fitzgerald,3.120,2.410
2,0:47,3,3,ATL 36,7,24,Derek Anderson pass incomplete short right intended for LaRod Stephens-Howling,2.410,0.890
2,0:43,4,3,ATL 36,7,24,Jay Feely 54 yard field goal no good,0.890,-1.860
2,0:39,1,10,ATL 44,7,24,"Matt Ryan middle for 4 yards (tackle by Joey Porter). Matt Ryan fumbles (forced by Joey Porter), recovered by Greg Toler at ARI-46 (tackle by Justin Blalock)",1.860,-1.990
2,0:32,1,10,ARI 46,7,24,Derek Anderson pass incomplete deep middle intended for Stephen Williams,1.990,1.450
2,0:26,2,10,ARI 46,7,24,"Derek Anderson sacked by Jonathan Babineaux for -7 yards. Derek Anderson fumbles (forced by Jonathan Babineaux), recovered by Levi Brown at ARI-40",1.450,-0.030
2,0:06,,,,7,24,Timeout #3 by Arizona Cardinals,0.000,-0.030
2,0:06,3,16,ARI 40,7,24,Derek Anderson pass incomplete deep right intended for Steve Breaston,-0.030,-0.720
2,0:01,4,16,ARI 40,7,24,Derek Anderson pass incomplete deep left intended for Max Komar (defended by Dunta Robinson),-0.720,1.600
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,7,24,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,ARI 20,7,24,Tim Hightower middle for 3 yards (tackle by John Abraham),0.280,0.140
3,14:15,2,7,ARI 23,7,24,Derek Anderson pass incomplete deep left intended for Stephen Williams is intercepted by William Moore at ARI-45 and returned for 31 yards,0.140,-4.650
3,14:03,1,10,ARI 14,7,24,Jason Snelling middle for 2 yards (tackle by Daryl Washington),4.650,4.330
3,13:26,2,8,ARI 12,7,24,Matt Ryan pass incomplete short left intended for Roddy White (defended by Dominique Rodgers-Cromartie),4.330,3.430
3,13:22,3,8,ARI 12,7,30,"Matt Ryan pass complete short right to Brian Finneran for 12 yards, touchdown",3.430,7.000
3,,,,ARI 2,7,31,Matt Bryant kicks extra point good,0.000,0.000
3,,,,ATL 30,7,31,"Michael Koenen kicks off 63 yards, returned by LaRod Stephens-Howling for 18 yards (tackle by Ovie Mughelli)",0.000,0.610
3,13:12,1,10,ARI 25,7,31,Derek Anderson pass complete short right to Larry Fitzgerald for 9 yards (tackle by Brent Grimes),0.610,1.280
3,12:35,2,1,ARI 34,7,31,Derek Anderson pass complete short left to LaRod Stephens-Howling for 5 yards (tackle by Sean Weatherspoon),1.280,1.530
3,12:01,1,10,ARI 39,7,31,Tim Hightower middle for 1 yard (tackle by Peria Jerry),1.530,1.120
3,11:20,2,9,ARI 40,7,31,Derek Anderson pass complete short right to Steve Breaston for 5 yards (tackle by Sean Weatherspoon),1.120,1.090
3,10:44,,,,7,31,Timeout #1 by Atlanta Falcons,0.000,1.090
3,10:44,3,4,ARI 45,7,31,Derek Anderson pass incomplete short middle intended for Larry Fitzgerald (defended by Brent Grimes),1.090,-0.390
3,10:41,4,4,ARI 45,7,31,"Ben Graham punts 41 yards, fair catch by Eric Weems",-0.390,0.280
3,10:34,1,10,ATL 14,7,31,Jason Snelling left end for 2 yards (tackle by Dan Williams),-0.280,-0.510
3,9:53,2,8,ATL 16,7,31,Jason Snelling left end for no gain (tackle by Calais Campbell),-0.510,-1.160
3,9:07,3,8,ATL 16,7,31,Matt Ryan pass complete short left to Roddy White for 24 yards (tackle by Rashad Johnson),-1.160,1.600
3,8:35,1,10,ATL 40,7,31,Matt Ryan pass incomplete short right intended for Harry Douglas,1.600,1.050
3,8:29,2,10,ATL 40,7,31,Matt Ryan pass complete short left to Ovie Mughelli for 2 yards (tackle by Daryl Washington),1.050,0.630
3,7:48,3,8,ATL 42,7,31,Matt Ryan pass complete short middle to Roddy White for 15 yards (tackle by Rashad Johnson),0.630,2.720
3,7:21,1,10,ARI 43,7,31,Matt Ryan pass incomplete short right intended for Roddy White (defended by Clark Haggans),2.720,2.180
3,7:18,2,10,ARI 43,7,31,Matt Ryan pass complete short left to Harry Douglas for 13 yards (tackle by Kerry Rhodes),2.180,3.580
3,6:59,1,10,ARI 30,7,31,Matt Ryan pass incomplete short left intended for Harry Douglas (defended by Paris Lenon),3.580,3.030
3,6:54,2,10,ARI 30,7,31,Matt Ryan pass incomplete deep left intended for Harry Douglas,3.030,2.340
3,6:48,3,10,ARI 30,7,31,Matt Ryan middle for 9 yards (tackle by Adrian Wilson),2.340,2.210
3,6:03,4,1,ARI 21,7,31,Jason Snelling left guard for 2 yards (tackle by Darnell Dockett),2.210,4.310
3,5:33,1,10,ARI 19,7,31,Harry Douglas left end for -5 yards (tackle by Joey Porter),4.310,3.090
3,4:46,2,15,ARI 24,7,31,Matt Ryan pass incomplete short right intended for Harry Douglas (defended by Dominique Rodgers-Cromartie),3.090,2.410
3,4:42,3,15,ARI 24,7,31,Jason Snelling right end for 7 yards (tackle by Daryl Washington),2.410,2.310
3,4:01,4,8,ARI 17,7,34,Matt Bryant 35 yard field goal good,2.310,3.000
3,,,,ATL 30,7,34,"Michael Koenen kicks off 74 yards, returned by LaRod Stephens-Howling for 6 yards (tackle by Ovie Mughelli)",0.000,-0.380
3,3:54,1,10,ARI 2,7,34,Tim Hightower right tackle for 14 yards (tackle by Brent Grimes),-0.380,-0.140
3,3:12,1,10,ARI 16,7,34,Tim Hightower left guard for 4 yards (tackle by Sean Weatherspoon),-0.140,0.010
3,2:29,2,6,ARI 20,7,34,Derek Anderson pass complete short left to Larry Fitzgerald for 5 yards (tackle by Dunta Robinson),0.010,-0.200
3,1:55,,,,7,34,Timeout #1 by Arizona Cardinals,0.000,-0.200
3,1:55,3,1,ARI 25,7,34,Derek Anderson pass incomplete deep left intended for Larry Fitzgerald (defended by Dunta Robinson),-0.200,-1.700
3,1:50,4,1,ARI 25,7,34,"Ben Graham punts 57 yards, returned by Eric Weems for 17 yards (tackle by Jason Wright)",-1.700,-1.270
3,1:38,1,10,ATL 35,7,34,Jason Snelling right tackle for 1 yard (tackle by Adrian Wilson and Paris Lenon),1.270,0.860
3,0:57,2,9,ATL 36,7,34,Matt Ryan pass complete short right to Jason Snelling for 7 yards (tackle by Alan Branch),0.860,1.090
3,0:13,3,2,ATL 43,7,34,"Jason Snelling right tackle for 3 yards (tackle by Paris Lenon). Penalty on Brian Finneran: Unnecessary Roughness, 15 yards",1.090,1.000
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 31,7,34,"Matt Ryan pass incomplete deep left intended for Roddy White. Penalty on Clark Haggans: Roughing the Passer, 15 yards (no play)",1.000,1.990
4,14:54,1,10,ATL 46,7,34,"Jason Snelling left tackle for 5 yards (tackle by Alan Branch). Penalty on Sam Baker: Offensive Holding, 10 yards (no play)",1.990,1.330
4,14:31,1,20,ATL 36,7,34,Jason Snelling left guard for 1 yard (tackle by Clark Haggans),1.330,0.240
4,13:52,2,19,ATL 37,7,34,Matt Ryan pass complete short right to Jason Snelling for 14 yards (tackle by Darnell Dockett),0.240,1.420
4,13:03,3,5,ARI 49,7,34,"Matt Ryan pass complete short middle to Brian Finneran for 7 yards (tackle by Adrian Wilson). Penalty on Sam Baker: Offensive Holding, 10 yards (no play)",1.420,0.100
4,12:38,3,15,ATL 41,7,34,Matt Ryan pass complete short left to Brian Finneran for 11 yards (tackle by Daryl Washington). Penalty on Sam Baker: Illegal Formation (Declined),0.100,0.070
4,12:17,4,4,ARI 48,7,34,Michael Koenen punts 27 yards,0.070,-0.340
4,12:06,1,10,ARI 21,7,34,Derek Anderson pass complete short middle to Larry Fitzgerald for 5 yards (tackle by Brian Williams),0.340,0.480
4,11:37,2,5,ARI 26,7,34,Derek Anderson pass complete short right to Larry Fitzgerald for 18 yards (tackle by Thomas DeCoud),0.480,1.860
4,11:10,1,10,ARI 44,7,34,Tim Hightower left guard for 2 yards (tackle by Kroy Biermann),1.860,1.590
4,10:41,2,8,ARI 46,7,34,Derek Anderson pass complete short left to Tim Hightower for 2 yards (tackle by Dunta Robinson),1.590,1.160
4,9:58,3,6,ARI 48,7,34,Derek Anderson pass incomplete,1.160,-0.190
4,9:52,4,6,ARI 48,7,34,"Ben Graham punts 32 yards, fair catch by Eric Weems",-0.190,-0.280
4,9:46,1,10,ATL 20,7,34,Jason Snelling left end for 4 yards (tackle by Paris Lenon),0.280,0.270
4,9:02,2,6,ATL 24,7,34,Jason Snelling middle for 30 yards (tackle by Daryl Washington),0.270,2.520
4,8:27,1,10,ARI 46,7,34,Ovie Mughelli middle for 2 yards (tackle by Calais Campbell),2.520,2.250
4,7:43,2,8,ARI 44,7,34,Jason Snelling middle for 6 yards (tackle by Daryl Washington),2.250,2.350
4,6:54,3,2,ARI 38,7,34,Jason Snelling middle for 4 yards (tackle by Kerry Rhodes),2.350,3.310
4,6:09,1,10,ARI 34,7,34,Ovie Mughelli right guard for 6 yards (tackle by Paris Lenon),3.310,3.580
4,5:30,2,4,ARI 28,7,34,Ovie Mughelli middle for 3 yards (tackle by Paris Lenon),3.580,3.270
4,4:48,3,1,ARI 25,7,34,Ovie Mughelli right guard for 2 yards (tackle by Calais Campbell),3.270,4.040
4,4:07,1,10,ARI 23,7,34,"Ovie Mughelli left guard for 3 yards (tackle by Daryl Washington). Penalty on Kerry Rhodes: Unsportsmanlike Conduct, 10 yards",4.040,4.910
4,3:56,1,10,ARI 10,7,34,Jason Snelling right end for 3 yards (tackle by Greg Toler),4.910,4.760
4,3:11,2,7,ARI 7,7,40,"Jason Snelling left end for 7 yards, touchdown",4.760,7.000
4,,,,ARI 2,7,41,Matt Bryant kicks extra point good,0.000,0.000
4,,,,ATL 30,7,41,"Michael Koenen kicks off 74 yards, returned by LaRod Stephens-Howling for 25 yards (tackle by Stephen Nicholas)",0.000,0.340
4,3:01,1,10,ARI 21,7,41,Max Hall pass complete short left to Steve Breaston for 3 yards (tackle by Dominique Franks),0.340,0.210
4,2:36,2,7,ARI 24,7,41,Max Hall pass incomplete deep left intended for Larry Fitzgerald is intercepted by Dominique Franks at ARI-45 and returned for 40 yards,0.210,-6.060
4,2:25,1,5,ARI 5,7,41,Matt Ryan kneels for -1 yards,6.060,4.950
4,2:00,2,6,ARI 6,7,41,Matt Ryan kneels for -3 yards,4.950,3.360
4,1:10,3,9,ARI 9,7,41,Matt Ryan kneels for -1 yards,3.360,2.760
4,0:32,4,10,ARI 10,7,41,Matt Ryan kneels for -2 yards,2.760,0.350
4,0:31,1,10,ARI 12,7,41,Jason Wright middle for -1 yards (tackle by Chauncey Davis),-0.350,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
