Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Adrian Peterson,WAS,23,118,0,5,46,2.0,72,3.1,1,23.0
Case Keenum,WAS,4,10,0,0,10,2.5,0,0.0,0,
Chris Thompson,WAS,3,12,0,,3,1.0,9,3.0,0,
Paul Richardson,WAS,1,0,0,,0,0.0,0,0.0,0,
Steven Sims,WAS,1,1,0,,1,1.0,0,0.0,0,
Wendell Smallwood,WAS,1,4,0,,4,4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kenyan Drake,MIA,10,40,0,2,12,1.2,28,2.8,2,5.0
Mark Walton,MIA,6,32,0,2,19,3.2,13,2.2,0,
Kalen Ballage,MIA,3,7,1,2,7,2.3,0,0.0,0,
Ryan Fitzpatrick,MIA,2,5,0,1,5,2.5,0,0.0,0,
