Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
1,5:54,3,3,DAL 31,7,0,Dak Prescott scrambles left end for 18 yards (tackle by Keisean Nixon),0.230,2.190
1,5:15,1,10,DAL 49,7,0,Dak Prescott pass complete short right to Jake Ferguson for no gain (tackle by Isaiah McDuffie),2.190,1.650
1,4:42,2,10,DAL 49,7,0,Rico Dowdle right guard for 2 yards (tackle by Devonte Wyatt),1.650,1.220
1,4:07,3,8,GNB 49,7,0,Dak Prescott pass incomplete short middle intended for CeeDee Lamb,1.220,0.000
1,4:03,4,8,GNB 49,7,0,"Bryan Anger punts 40 yards, fair catch by Jayden Reed at GB-9. Penalty on Sam Williams: Fair Catch Interference, 15 yards (accepted)",0.000,-0.540
1,3:55,1,10,GNB 24,7,0,Jordan Love pass incomplete deep left intended for Bo Melton (defended by Jayron Kearse),0.540,0.000
1,3:49,2,10,GNB 24,7,0,Aaron Jones right tackle for 1 yard (tackle by Micah Parsons),0.000,-0.560
1,3:01,3,9,GNB 25,7,0,Jordan Love pass complete deep middle to Romeo Doubs for 26 yards (tackle by Jayron Kearse),-0.560,2.320
1,2:18,1,10,DAL 49,7,0,Emanuel Wilson left guard for 1 yard (tackle by DaRon Bland),2.320,1.920
1,1:42,2,9,DAL 48,7,0,Jordan Love pass incomplete short middle intended for Jayden Reed,1.920,1.220
1,1:39,3,9,DAL 48,7,0,"Jordan Love pass incomplete deep right intended for Jayden Reed. Penalty on Elgton Jenkins: Offensive Holding, 10 yards (declined)",1.220,0.070
1,1:33,4,9,DAL 48,7,0,"Daniel Whelan punts 40 yards, fair catch by KaVontae Turpin at DAL-8",0.070,0.380
1,1:26,1,10,DAL 8,7,0,Dak Prescott pass incomplete deep left intended for Brandin Cooks,-0.380,-0.780
1,1:20,2,10,DAL 8,7,0,CeeDee Lamb right guard for 5 yards (tackle by Quay Walker and Lukas Van Ness),-0.780,-0.840
1,0:48,3,5,DAL 13,7,0,Dak Prescott pass short left intended for Brandin Cooks is intercepted by Jaire Alexander at DAL-19 and returned for no gain (tackle by Brandin Cooks),-0.840,-4.310
1,0:43,1,10,DAL 19,7,0,Jordan Love pass complete short left to Aaron Jones for 13 yards (tackle by Donovan Wilson),4.310,5.830
1,0:07,1,6,DAL 6,7,0,"Aaron Jones for no gain (tackle by Jourdan Lewis and Damone Clark). Penalty on Tucker Kraft: Offensive Holding, 10 yards (accepted) (no play)",5.830,4.310
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,16,DAL 16,7,0,Jordan Love pass complete short middle to Romeo Doubs for 15 yards (tackle by DaRon Bland),4.310,5.910
2,14:19,2,1,DAL 1,13,0,"Aaron Jones left guard for 1 yard, touchdown",5.910,7.000
2,14:15,,,DAL 15,14,0,Anders Carlson kicks extra point good,0.000,0.000
2,14:15,,,GNB 35,14,0,"Anders Carlson kicks off 67 yards, returned by KaVontae Turpin for 16 yards (tackle by Zayne Anderson)",0.000,-0.280
2,14:11,1,10,DAL 14,14,0,Tony Pollard right tackle for 11 yards (tackle by Jonathan Owens),-0.280,0.610
2,13:39,1,10,DAL 25,14,0,Tony Pollard right guard for 7 yards (tackle by Isaiah McDuffie),0.610,1.010
2,13:09,2,3,DAL 32,14,0,Tony Pollard right tackle for 1 yard (tackle by Rashan Gary),1.010,0.430
2,12:35,3,2,DAL 33,14,0,Dak Prescott pass complete short left to Rico Dowdle for 4 yards (tackle by Keisean Nixon and Jaire Alexander),0.430,1.400
2,12:00,1,10,DAL 37,14,0,Dak Prescott pass incomplete short right intended for CeeDee Lamb,1.400,0.860
2,11:57,2,10,DAL 37,14,0,Dak Prescott pass complete deep middle to Jake Ferguson for 22 yards (tackle by Jonathan Owens),0.860,2.850
2,11:22,1,10,GNB 41,14,0,Brandin Cooks left end for 6 yards (tackle by Darnell Savage),2.850,3.120
2,10:51,2,4,GNB 35,14,0,Tony Pollard up the middle for -1 yards (tackle by Kenny Clark),3.120,2.280
2,10:13,3,5,GNB 36,14,0,Dak Prescott sacked by Keisean Nixon for -6 yards,2.280,0.460
2,9:24,4,11,GNB 42,14,0,"Penalty on DAL: Delay of Game, 5 yards (accepted) (no play)",0.460,0.130
2,9:15,4,16,GNB 47,14,0,"Bryan Anger punts 40 yards, fair catch by Jayden Reed at GB-7",0.130,0.380
2,9:07,1,10,GNB 7,14,0,Aaron Jones right tackle for no gain (tackle by Damone Clark and Johnathan Hankins),-0.380,-0.780
2,8:24,2,10,GNB 7,14,0,Jordan Love pass complete short middle to Christian Watson for 9 yards (tackle by Donovan Wilson and Markquese Bell),-0.780,-0.370
2,7:41,3,1,GNB 16,14,0,Jordan Love pass complete short left to Tucker Kraft for 10 yards (tackle by Stephon Gilmore),-0.370,0.670
2,7:02,,,,,,Timeout #1 by Green Bay Packers,,
2,7:02,1,10,GNB 26,14,0,Jordan Love pass complete deep right to Romeo Doubs for 39 yards (tackle by Damone Clark),0.670,3.250
2,6:14,1,10,DAL 35,14,0,Emanuel Wilson right tackle for 1 yard (tackle by Osa Odighizuwa and Johnathan Hankins),3.250,2.840
2,5:38,2,9,DAL 34,14,0,Jordan Love pass complete short right to Dontayvion Wicks for 5 yards (tackle by Stephon Gilmore),2.840,2.810
2,4:54,3,4,DAL 29,14,0,Jordan Love pass complete short left to Luke Musgrave for 6 yards (tackle by DaRon Bland),2.810,4.040
2,4:23,1,10,DAL 23,14,0,Aaron Jones right guard for 3 yards (tackle by Damone Clark and Chauncey Golston),4.040,3.900
2,3:48,2,7,DAL 20,14,0,Aaron Jones left tackle for no gain (tackle by Neville Gallimore and DeMarcus Lawrence),3.900,3.200
2,3:28,,,,,,Timeout #1 by Dallas Cowboys,,
2,3:28,3,7,DAL 20,20,0,"Jordan Love pass complete deep middle to Dontayvion Wicks for 20 yards, touchdown",3.200,7.000
2,3:23,,,DAL 15,20,0,Anders Carlson kicks extra point no good,0.000,-1.000
2,3:23,,,GNB 35,20,0,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
2,3:23,1,10,DAL 25,20,0,Dak Prescott pass incomplete short left intended for CeeDee Lamb,0.610,0.060
2,3:20,2,10,DAL 25,20,0,Dak Prescott pass complete short left to Michael Gallup for 9 yards (tackle by Jaire Alexander),0.060,0.560
2,3:01,3,1,DAL 34,20,0,Dak Prescott pass complete short right to Brandin Cooks for 2 yards (tackle by Keisean Nixon),0.560,1.330
2,2:31,1,10,DAL 36,20,0,Dak Prescott pass complete short middle to Michael Gallup for 16 yards (tackle by Jaire Alexander),1.330,2.390
2,2:06,1,10,GNB 48,20,0,Dak Prescott pass complete short right to CeeDee Lamb for 8 yards (tackle by Carrington Valentine),2.390,2.930
2,2:00,2,2,GNB 40,26,0,"Dak Prescott pass short left intended for CeeDee Lamb is intercepted by Darnell Savage at GB-36 and returned for 64 yards, touchdown",2.930,-7.000
2,1:50,,,DAL 15,27,0,Anders Carlson kicks extra point good,0.000,0.000
2,1:50,,,GNB 35,27,0,"Anders Carlson kicks off 67 yards, returned by KaVontae Turpin for 47 yards (tackle by Eric Wilson)",0.000,1.930
2,1:43,,,,,,Timeout #2 by Green Bay Packers,,
2,1:43,1,10,DAL 45,27,0,"Dak Prescott pass complete short right to Tony Pollard for 3 yards (tackle by Quay Walker). Penalty on Quay Walker: Horse Collar Tackle, 15 yards (accepted)",1.930,3.120
2,1:38,1,10,GNB 37,27,0,Dak Prescott scrambles right end for 5 yards (tackle by De'Vondre Campbell),3.120,3.250
2,1:33,2,5,GNB 32,27,0,Tony Pollard right end for 4 yards (tackle by Quay Walker and Carrington Valentine),3.250,3.070
2,1:29,3,1,GNB 28,27,0,Dak Prescott pass complete short right to Brandin Cooks for 4 yards (tackle by De'Vondre Campbell),3.070,3.970
2,1:06,1,10,GNB 24,27,0,Tony Pollard left guard for 1 yard (tackle by Karl Brooks and Quay Walker),3.970,3.570
2,0:47,2,9,GNB 23,27,0,Dak Prescott pass complete short right to Jake Ferguson for 8 yards (tackle by Carrington Valentine and Quay Walker),3.570,4.170
2,0:26,3,1,GNB 15,27,0,Dak Prescott scrambles up the middle for 4 yards (tackle by Quay Walker),4.170,4.840
2,0:23,,,,,,Timeout #2 by Dallas Cowboys,,
2,0:23,1,10,GNB 11,27,0,Dak Prescott pass incomplete short middle intended for Jake Ferguson (defended by De'Vondre Campbell),4.840,4.140
2,0:18,2,10,GNB 11,27,0,Dak Prescott pass complete short right to Tony Pollard for no gain (tackle by Colby Wooden),4.140,3.130
2,0:12,,,,,,Timeout #3 by Dallas Cowboys,,
2,0:12,,,,,,Timeout #3 by Green Bay Packers,,
2,0:12,3,10,GNB 11,27,0,"Dak Prescott pass complete short left to CeeDee Lamb for 10 yards (tackle by Keisean Nixon and Jaire Alexander). Penalty on Keisean Nixon: Illegal Contact, 5 yards (declined)",3.130,6.970
2,0:06,1,1,GNB 1,27,0,Dak Prescott pass incomplete short right intended for CeeDee Lamb (defended by Keisean Nixon),6.970,5.910
2,0:02,2,1,GNB 1,27,6,"Dak Prescott pass complete short right to Jake Ferguson for 1 yard, touchdown",5.910,7.000
2,0:00,,,GNB 15,27,7,Brandon Aubrey kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,27,7,"Anders Carlson kicks off 63 yards, returned by KaVontae Turpin for 22 yards (tackle by Isaiah McDuffie)",0.000,0.540
3,14:55,1,10,DAL 24,27,7,Dak Prescott pass complete short middle to CeeDee Lamb for 13 yards (tackle by Quay Walker and Isaiah McDuffie),0.540,1.400
3,14:16,1,10,DAL 37,27,7,Tony Pollard left tackle for 6 yards (tackle by Isaiah McDuffie),1.400,1.670
3,13:39,2,4,DAL 43,27,7,Tony Pollard up the middle for 2 yards (tackle by Keisean Nixon and Tedarrell Slaton),1.670,1.220
3,13:07,3,2,DAL 45,27,7,"Dak Prescott sacked by Kenny Clark for no gain. Penalty on Kenny Clark: Face Mask (15 Yards), 15 yards (accepted) (no play)",1.220,2.920
3,12:40,1,10,GNB 40,27,7,Dak Prescott pass incomplete short right intended for Jake Ferguson,2.920,2.370
3,12:36,2,10,GNB 40,27,7,Dak Prescott pass complete short left to CeeDee Lamb for 4 yards (tackle by Keisean Nixon and Jaire Alexander),2.370,2.210
3,11:56,3,6,GNB 36,27,7,Dak Prescott pass complete short right to CeeDee Lamb for 9 yards (tackle by Jonathan Owens and Karl Brooks),2.210,3.780
3,11:22,1,10,GNB 27,27,7,Tony Pollard up the middle for 6 yards (tackle by De'Vondre Campbell),3.780,4.040
3,10:49,2,4,GNB 21,27,7,Dak Prescott pass complete short right to CeeDee Lamb for 5 yards (tackle by Carrington Valentine),4.040,4.510
3,10:10,1,10,GNB 16,27,7,Dak Prescott sacked by De'Vondre Campbell for no gain,4.510,3.900
3,9:39,2,10,GNB 16,27,7,Dak Prescott pass incomplete short middle,3.900,3.080
3,9:31,3,10,GNB 16,27,7,Dak Prescott pass incomplete short middle intended for Jalen Tolbert (defended by Preston Smith),3.080,2.380
3,9:27,4,10,GNB 16,27,10,Brandon Aubrey 34 yard field goal good,2.380,3.000
3,9:23,,,DAL 35,27,10,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
3,9:23,1,10,GNB 25,27,10,Aaron Jones right end for 8 yards (tackle by Damone Clark and DeMarcus Lawrence),0.610,1.140
3,8:39,2,2,GNB 33,27,10,Aaron Jones right end for 4 yards (tackle by Damone Clark),1.140,1.400
3,8:01,1,10,GNB 37,27,10,Jordan Love pass complete deep right to Romeo Doubs for 46 yards (tackle by Jayron Kearse),1.400,4.440
3,7:25,1,10,DAL 17,27,10,Aaron Jones right tackle for 8 yards (tackle by Donovan Wilson and Osa Odighizuwa),4.440,5.290
3,6:41,2,2,DAL 9,33,10,"Aaron Jones right guard for 9 yards, touchdown",5.290,7.000
3,6:38,,,DAL 15,34,10,Anders Carlson kicks extra point good,0.000,0.000
3,6:38,,,GNB 35,34,10,"Anders Carlson kicks off 62 yards, returned by KaVontae Turpin for 19 yards (tackle by Kristian Welch). Penalty on Jalen Tolbert: Offensive Holding, 10 yards (accepted)",0.000,-0.350
3,6:32,1,10,DAL 12,34,10,Dak Prescott pass complete short middle to Tony Pollard for 9 yards (tackle by Quay Walker),-0.350,0.420
3,6:14,2,1,DAL 21,34,10,Dak Prescott pass complete short right to CeeDee Lamb for 2 yards (tackle by Keisean Nixon),0.420,0.480
3,5:49,1,10,DAL 23,34,10,Dak Prescott pass complete deep middle to Michael Gallup for 42 yards (tackle by Jaire Alexander and Darnell Savage),0.480,3.250
3,5:23,1,10,GNB 35,34,10,Dak Prescott pass complete short left to Brandin Cooks for 6 yards (tackle by Jaire Alexander),3.250,3.510
3,5:10,2,4,GNB 29,34,10,Tony Pollard up the middle for 5 yards (tackle by Colby Wooden and Quay Walker),3.510,3.970
3,4:41,1,10,GNB 24,34,10,Rico Dowdle right tackle for 9 yards (tackle by Darnell Savage),3.970,4.850
3,4:14,2,1,GNB 15,34,10,Dak Prescott pass incomplete short right intended for Rico Dowdle,4.850,4.170
3,4:07,3,1,GNB 15,34,10,Tony Pollard up the middle for 2 yards (tackle by Kenny Clark and De'Vondre Campbell),4.170,4.710
3,3:56,1,10,GNB 13,34,10,Dak Prescott pass incomplete short right intended for Tony Pollard,4.710,4.050
3,3:50,2,10,GNB 13,34,10,"Dak Prescott pass incomplete intended for Rico Dowdle. Penalty on Preston Smith: Defensive Offside, 5 yards (accepted) (no play)",4.050,4.960
3,3:45,2,5,GNB 8,34,10,Dak Prescott scrambles left end for 6 yards (tackle by Darnell Savage),4.960,6.740
3,3:12,1,2,GNB 2,34,10,"Dak Prescott pass incomplete short right intended for CeeDee Lamb. Penalty on Carrington Valentine: Defensive Holding, 1 yard (declined) . Penalty on Kingsley Enagbare: Defensive Holding, 1 yard (accepted) (no play)",6.740,6.970
3,3:07,1,1,GNB 1,34,16,"Tony Pollard up the middle for 1 yard, touchdown",6.970,7.000
3,3:03,,,GNB 2,34,16,"Two Point Attempt: Dak Prescott pass complete to to Jake Ferguson for no gain. Penalty on Jalen Tolbert: Offensive Pass Interference, 10 yards (accepted) (no play)",1.000,0.000
3,3:03,,,GNB 25,34,16,Brandon Aubrey kicks extra point no good,0.000,-1.000
3,3:03,,,DAL 35,34,16,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
3,3:03,1,10,GNB 25,34,16,Aaron Jones left guard for 10 yards (tackle by Stephon Gilmore),0.610,1.270
3,2:20,1,10,GNB 35,34,16,Aaron Jones right tackle for 27 yards (tackle by Stephon Gilmore),1.270,3.050
3,1:36,1,10,DAL 38,40,16,"Jordan Love pass complete deep right to Luke Musgrave for 38 yards, touchdown",3.050,7.000
3,1:27,,,DAL 15,41,16,Anders Carlson kicks extra point good,0.000,0.000
3,1:27,,,GNB 35,41,16,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
3,1:27,1,10,DAL 25,41,16,"Dak Prescott pass complete short middle to Jake Ferguson for 11 yards (tackle by Carrington Valentine) GNB challenged the pass completion ruling, and the play was upheld.",0.610,1.330
3,1:03,1,10,DAL 36,41,16,Dak Prescott pass complete short left to Tony Pollard for 5 yards (tackle by Corey Ballentine),1.330,1.470
3,0:41,2,5,DAL 41,41,16,Dak Prescott pass complete short right to Tony Pollard for no gain (tackle by Quay Walker),1.470,0.760
3,0:13,3,5,DAL 41,41,16,Dak Prescott pass incomplete short right intended for Tony Pollard,0.760,-0.650
3,0:03,4,5,DAL 41,41,16,Dak Prescott pass incomplete deep left intended for Jalen Tolbert,-0.650,-2.920
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 40,41,16,Aaron Jones left end for 19 yards (tackle by DaRon Bland),2.920,4.170
4,14:12,1,10,DAL 21,41,16,Emanuel Wilson left end for 4 yards (tackle by Jayron Kearse),4.170,4.200
4,13:29,2,6,DAL 17,41,16,Emanuel Wilson right tackle for 5 yards (tackle by Markquese Bell),4.200,4.490
4,12:43,3,1,DAL 12,41,16,Emanuel Wilson up the middle for 1 yard (tackle by Johnathan Hankins),4.490,4.840
4,12:00,1,10,DAL 11,41,16,Jordan Love pass incomplete short left intended for Jayden Reed,4.840,4.140
4,11:58,2,10,DAL 11,41,16,Emanuel Wilson left tackle for 7 yards (tackle by Malik Hooker),4.140,4.670
4,11:13,3,3,DAL 4,41,16,Emanuel Wilson up the middle for 1 yard (tackle by DeMarcus Lawrence and Micah Parsons),4.670,3.050
4,10:28,4,2,DAL 3,47,16,"Jordan Love pass complete short middle to Romeo Doubs for 3 yards, touchdown",3.050,7.000
4,10:23,,,DAL 15,48,16,Anders Carlson kicks extra point good,0.000,0.000
4,10:23,,,GNB 35,48,16,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
4,10:23,1,10,DAL 25,48,16,Dak Prescott pass complete short right to Jake Ferguson for 12 yards (tackle by Eric Wilson),0.610,1.400
4,10:03,1,10,DAL 37,48,16,Dak Prescott pass complete short middle to Tony Pollard for 4 yards (tackle by De'Vondre Campbell and Keisean Nixon),1.400,1.400
4,9:45,2,6,DAL 41,48,16,Dak Prescott pass complete short right to CeeDee Lamb for 12 yards (tackle by Eric Wilson),1.400,2.460
4,9:23,1,10,GNB 47,48,16,Dak Prescott pass complete short right to Brandin Cooks for 9 yards (tackle by Carrington Valentine),2.460,3.130
4,8:52,2,1,GNB 38,48,16,Dak Prescott pass complete short right to Tony Pollard for 8 yards (tackle by Eric Wilson),3.130,3.580
4,8:29,1,10,GNB 30,48,16,Dak Prescott pass complete short left to Michael Gallup for 7 yards (tackle by Corey Ballentine and Keisean Nixon),3.580,3.980
4,8:02,2,3,GNB 23,48,16,Dak Prescott pass complete short left to Michael Gallup for 10 yards (tackle by De'Vondre Campbell),3.980,4.710
4,7:34,1,10,GNB 13,48,16,Dak Prescott pass complete short left to Rico Dowdle for 10 yards (tackle by Eric Wilson and Corey Ballentine),4.710,6.510
4,7:07,1,3,GNB 3,48,16,Dak Prescott scrambles right end for 1 yard (tackle by Kingsley Enagbare),6.510,5.720
4,6:33,2,2,GNB 2,48,16,Dak Prescott sacked by Lukas Van Ness for -5 yards,5.720,3.810
4,5:58,3,7,GNB 7,48,22,"Dak Prescott pass complete short middle to Jake Ferguson for 7 yards, touchdown",3.810,7.000
4,5:54,,,,,,Timeout #2 by Green Bay Packers,,
4,5:54,,,GNB 2,48,24,"Two Point Attempt: Rico Dowdle rushes, conversion succeeds.",1.000,1.000
4,5:54,,,DAL 35,48,24,"Brandon Aubrey kicks onside 15 yards, returned by Luke Musgrave for no gain",0.000,2.260
4,5:52,1,10,GNB 50,48,24,"Patrick Taylor for no gain. Penalty on Royce Newman: False Start, 5 yards (accepted) (no play)",2.260,1.930
4,5:52,1,15,GNB 45,48,24,Patrick Taylor right guard for 3 yards (tackle by Chauncey Golston and Donovan Wilson),1.930,1.440
4,5:46,,,,,,Timeout #1 by Dallas Cowboys,,
4,5:46,2,12,GNB 48,48,24,Patrick Taylor up the middle for 2 yards (tackle by Neville Gallimore and Chauncey Golston),1.440,1.030
4,5:41,,,,,,Timeout #2 by Dallas Cowboys,,
4,5:41,3,10,GNB 50,48,24,Patrick Taylor left guard for 1 yard (tackle by Dorance Armstrong and Markquese Bell),1.030,0.000
4,4:57,4,9,DAL 49,48,24,"Daniel Whelan punts 40 yards, fair catch by KaVontae Turpin at DAL-9",0.000,0.380
4,4:49,1,10,DAL 9,48,24,Dak Prescott scrambles right end for 11 yards (tackle by Lukas Van Ness),-0.380,0.280
4,4:19,1,10,DAL 20,48,24,Dak Prescott pass complete deep left to CeeDee Lamb for 47 yards (tackle by Zayne Anderson),0.280,3.380
4,3:43,1,10,GNB 33,48,24,"Tony Pollard up the middle for 4 yards (tackle by Eric Wilson and Colby Wooden). Penalty on Tedarrell Slaton: Unnecessary Roughness / Defense, 15 yards (accepted)",3.380,4.650
4,3:30,1,10,GNB 14,48,30,"Dak Prescott pass complete short middle to Jake Ferguson for 14 yards, touchdown",4.650,7.000
4,3:25,,,GNB 2,48,32,"Two Point Attempt: Dak Prescott rushes, conversion succeeds.",1.000,1.000
4,3:25,,,DAL 35,48,32,"Brandon Aubrey kicks onside 9 yards, returned by Jayden Reed for no gain",0.000,2.650
4,3:24,1,10,DAL 44,48,32,Aaron Jones left tackle for 1 yard (tackle by Johnathan Hankins and Damone Clark),2.650,2.250
4,3:18,,,,,,Timeout #3 by Dallas Cowboys,,
4,3:18,2,9,DAL 43,48,32,Aaron Jones up the middle for 2 yards (tackle by Jayron Kearse),2.250,1.820
4,2:33,,,,,,Timeout #3 by Green Bay Packers,,
4,2:33,3,7,DAL 41,48,32,Jordan Love pass incomplete short right intended for Tucker Kraft,1.820,0.530
4,2:29,4,7,DAL 41,48,32,"Daniel Whelan punts 33 yards, fair catch by KaVontae Turpin at DAL-8",0.530,0.380
4,2:22,1,10,DAL 8,48,32,Dak Prescott pass incomplete deep middle intended for CeeDee Lamb (defended by Keisean Nixon),-0.380,-0.780
4,2:15,2,10,DAL 8,48,32,Dak Prescott pass complete deep right to Brandin Cooks for 18 yards (tackle by Keisean Nixon),-0.780,0.670
4,2:00,1,10,DAL 26,48,32,Dak Prescott pass complete short left to Jake Ferguson for 11 yards (tackle by De'Vondre Campbell),0.670,1.400
4,1:52,1,10,DAL 37,48,32,Dak Prescott pass complete short right to Jake Ferguson for 7 yards (tackle by Jonathan Owens),1.400,1.800
4,1:47,2,3,DAL 44,48,32,Dak Prescott pass incomplete deep left intended for CeeDee Lamb,1.800,1.090
4,1:40,3,3,DAL 44,48,32,Dak Prescott pass complete short right to Brandin Cooks for 8 yards (tackle by Carrington Valentine),1.090,2.390
4,1:36,1,10,GNB 48,48,32,Dak Prescott pass complete deep middle to Michael Gallup for 19 yards (tackle by Corey Ballentine),2.390,3.640
4,1:15,1,10,GNB 29,48,32,Dak Prescott pass incomplete deep right intended for CeeDee Lamb,3.640,3.100
4,1:09,2,10,GNB 29,48,32,Dak Prescott pass complete short left to Luke Schoonmaker for 7 yards (tackle by Corey Ballentine),3.100,3.340
4,0:47,3,3,GNB 22,48,32,Dak Prescott sacked by Preston Smith for -5 yards,3.340,1.670
4,0:25,4,8,GNB 27,48,32,Dak Prescott pass incomplete deep middle,1.670,-0.740
4,0:16,1,10,GNB 27,48,32,Jordan Love kneels for -1 yards,0.740,0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
