Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,21,118,3,9,71,3.4,47,2.2,2,10.5
Emanuel Wilson,GNB,8,20,0,1,12,1.5,8,1.0,0,
Patrick Taylor,GNB,3,6,0,,2,0.7,4,1.3,0,
Jordan Love,GNB,1,-1,0,0,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tony Pollard,DAL,15,56,1,4,32,2.1,24,1.6,1,15.0
Dak Prescott,DAL,6,45,0,4,43,7.2,2,0.3,0,
Rico Dowdle,DAL,2,11,0,0,2,1.0,9,4.5,0,
Brandin Cooks,DAL,1,6,0,0,5,5.0,1,1.0,0,
CeeDee Lamb,DAL,1,5,0,0,2,2.0,3,3.0,0,
