Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Cole Beasley,BUF,9,7,88,0,3,40,5.7,48,6.9,6.9,1,7.0,0,0.0,0,107.4
Stefon Diggs,BUF,11,6,77,0,4,64,10.7,13,2.2,14.1,0,,0,0.0,0,76.7
Dawson Knox,BUF,8,6,42,1,4,14,2.3,28,4.7,4.4,0,,0,0.0,0,126.0
T.J. Yeldon,BUF,5,4,41,0,1,9,2.3,32,8.0,3.0,0,,1,20.0,0,100.8
John Brown,BUF,4,2,24,0,1,20,10.0,4,2.0,11.3,0,,1,25.0,1,29.2
Devin Singletary,BUF,3,2,9,0,,2,1.0,7,3.5,0.3,0,,1,33.3,0,70.1
Isaiah McKenzie,BUF,1,1,6,1,1,6,6.0,0,0.0,6.0,0,,0,0.0,0,131.2
Gabriel Davis,BUF,3,0,0,0,,0,,0,,9.3,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Travis Kelce,KAN,15,13,118,2,9,67,5.2,51,3.9,4.9,0,,1,6.7,0,139.0
Tyreek Hill,KAN,11,9,172,0,6,59,6.6,113,12.6,8.5,2,4.5,2,18.2,0,118.7
Byron Pringle,KAN,5,3,22,0,1,17,5.7,5,1.7,6.0,0,,0,0.0,0,70.4
Mecole Hardman,KAN,3,2,4,1,2,-2,-1.0,6,3.0,-0.3,0,,0,0.0,0,109.7
Clyde Edwards-Helaire,KAN,2,1,0,0,0,-1,-1.0,1,1.0,4.0,0,,0,0.0,0,56.2
Darrel Williams,KAN,1,1,9,0,1,0,0.0,9,9.0,0.0,0,,0,0.0,0,104.2
Nick Keizer,KAN,1,0,0,0,,0,,0,,4.0,0,,0,0.0,0,39.6
