Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Keke Coutee,HOU,9,5,77,0,2,8,1.6,69,13.8,5.6,1,5.0,1,11.1,1,44.4
DeAndre Hopkins,HOU,6,5,56,1,3,53,10.6,3,0.6,9.7,1,5.0,0,0.0,0,145.1
Lamar Miller,HOU,5,3,22,0,1,2,0.7,20,6.7,-1.2,0,,1,20.0,1,30.8
Jordan Akins,HOU,2,2,42,0,2,6,3.0,36,18.0,3.0,1,2.0,0,0.0,0,118.7
Jordan Thomas,HOU,1,1,11,0,,-1,-1.0,12,12.0,-1.0,0,,0,0.0,0,112.5
Demaryius Thomas,HOU,1,0,0,0,,0,,0,,15.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jordan Reed,WAS,11,7,71,1,3,40,5.7,31,4.4,6.4,0,,0,0.0,1,74.4
Trey Quinn,WAS,4,4,49,0,4,33,8.3,16,4.0,8.3,0,,0,0.0,0,117.7
Josh Doctson,WAS,7,3,32,0,3,19,6.3,13,4.3,17.4,0,,0,0.0,0,56.8
Kapri Bibbs,WAS,3,2,6,0,,6,3.0,0,0.0,5.3,0,,0,0.0,1,30.6
Michael Floyd,WAS,3,1,18,0,1,13,13.0,5,5.0,15.3,0,,0,0.0,0,54.9
Maurice Harris,WAS,4,1,13,0,1,6,6.0,7,7.0,19.8,0,,0,0.0,0,40.6
Vernon Davis,WAS,2,0,0,0,,0,,0,,20.0,0,,1,50.0,0,39.6
Byron Marshall,WAS,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6
Jeremy Sprinkle,WAS,1,0,0,0,,0,,0,,7.0,0,,0,0.0,0,39.6
