Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA
2,5:10,3,6,TEN 30,0,7,Jonathan Grimes middle for 3 yards (tackle by Derrick Morgan and Avery Williamson),2.610,1.770
2,4:27,4,3,TEN 27,0,7,Nick Novak 45 yard field goal no good,1.770,-1.270
2,4:19,1,10,TEN 35,0,7,Matt Cassel pass incomplete,1.270,0.720
2,4:10,2,10,TEN 35,0,7,Derrick Henry left end for 7 yards (tackle by A.J. Bouye),0.720,0.960
2,3:24,3,3,TEN 42,0,7,Matt Cassel pass incomplete short right intended for Rishard Matthews,0.960,-0.590
2,3:20,4,3,TEN 42,0,7,"Brett Kern punts 48 yards, out of bounds",-0.590,0.380
2,3:10,1,10,HOU 10,0,7,Brock Osweiler sacked by Jurrell Casey for -8 yards,-0.380,0.000
2,2:57,,,,0,7,Timeout #1 by Tennessee Titans,0.000,1.360
2,2:57,2,18,HOU 2,0,7,Brock Osweiler pass incomplete deep left intended for Will Fuller,-1.360,0.000
2,2:51,,,,0,7,Timeout #2 by Houston Texans,0.000,2.360
2,2:51,3,18,HOU 2,0,7,Brock Osweiler pass complete short right to Ryan Griffin for 1 yard (tackle by Sean Spence),-2.360,0.000
2,2:43,,,,0,7,Timeout #2 by Tennessee Titans,0.000,2.490
2,2:43,4,17,HOU 3,0,7,"Shane Lechler punts 49 yards, returned by Marc Mariani for 16 yards (tackle by Akeem Hunt)",-2.490,-3.180
2,2:31,1,10,HOU 36,0,7,Derrick Henry right tackle for no gain (tackle by Andre Hal),3.180,2.640
2,2:00,2,10,HOU 36,0,7,Matt Cassel pass complete short left to Delanie Walker for -1 yards (tackle by Brennan Scarlett),2.640,0.000
2,1:55,,,,0,7,Timeout #3 by Houston Texans,0.000,-1.820
2,1:55,3,11,HOU 37,0,7,"Penalty on Harry Douglas: False Start, 5 yards (no play)",1.820,1.160
2,1:55,3,16,HOU 42,0,7,Matt Cassel pass complete deep middle to Rishard Matthews for 25 yards (tackle by Andre Hal),1.160,4.440
2,1:26,1,10,HOU 17,0,7,Matt Cassel pass complete short right to Rishard Matthews for 7 yards (tackle by Robert Nelson),4.440,5.100
2,1:06,2,3,HOU 10,0,7,Matt Cassel pass incomplete short right intended for Rishard Matthews,5.100,4.340
2,1:03,3,3,HOU 10,0,7,"Matt Cassel pass incomplete short right intended for Anthony Fasano. Penalty on Robert Nelson: Defensive Holding, 5 yards (no play)",4.340,6.060
2,0:57,1,5,HOU 5,0,7,Matt Cassel pass complete short left to Rishard Matthews for 3 yards (tackle by A.J. Bouye and Max Bullough),6.060,5.720
2,0:27,2,2,HOU 2,0,13,"Matt Cassel pass complete short right to Rishard Matthews for 2 yards, touchdown",5.720,7.000
2,0:23,,,HOU 15,0,13,"Ryan Succop kicks extra point good. Penalty on Al Woods: Illegal Formation, 5 yards (no play)",0.000,-1.000
2,0:23,,,HOU 20,0,14,Ryan Succop kicks extra point good,0.000,0.000
2,0:23,,,TEN 35,0,14,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
2,0:23,1,10,HOU 25,0,14,Tom Savage kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,0,14,"Ryan Succop kicks off 65 yards, returned by Akeem Hunt for 19 yards (tackle by Phillip Supernaw)",0.000,-0.150
3,14:54,1,10,HOU 19,0,14,Brock Osweiler pass incomplete short right intended for C.J. Fiedorowicz,0.150,-0.390
3,14:50,2,10,HOU 19,0,14,Alfred Blue left tackle for 4 yards (tackle by DaQuan Jones and Derrick Morgan),-0.390,-0.550
3,14:11,3,6,HOU 23,0,14,Brock Osweiler pass complete short left to DeAndre Hopkins for 8 yards (tackle by LeShaun Sims),-0.550,1.000
3,13:48,1,10,HOU 31,0,14,"Jonathan Grimes middle for 8 yards (tackle by Da'Norris Searcy). Penalty on Austin Johnson: Defensive Holding, 5 yards",1.000,1.860
3,13:36,1,10,HOU 44,0,14,Brock Osweiler pass incomplete short left intended for DeAndre Hopkins,1.860,1.320
3,13:31,2,10,HOU 44,0,14,Alfred Blue middle for 10 yards (tackle by Da'Norris Searcy),1.320,2.520
3,12:58,1,10,TEN 46,0,14,Brock Osweiler pass incomplete short left intended for C.J. Fiedorowicz,2.520,1.980
3,12:53,2,10,TEN 46,0,14,Brock Osweiler pass complete short middle to DeAndre Hopkins for 27 yards (tackle by Brice McCain),1.980,4.310
3,12:13,1,10,TEN 19,0,14,Brock Osweiler pass complete short right to Will Fuller for 14 yards (tackle by Derrick Morgan),4.310,6.060
3,11:32,1,5,TEN 5,0,14,Alfred Blue left guard for 1 yard (tackle by Wesley Woodyard and Jurrell Casey),6.060,5.340
3,10:52,2,4,TEN 4,0,14,Brock Osweiler pass incomplete short left intended for C.J. Fiedorowicz (defended by Da'Norris Searcy),5.340,4.490
3,10:48,3,4,TEN 4,0,14,Brock Osweiler pass incomplete short right intended for Keith Mumphery (defended by Antwon Blake),4.490,3.030
3,10:39,4,4,TEN 4,6,14,"Brock Osweiler pass complete short middle to C.J. Fiedorowicz for 4 yards, touchdown. Penalty on Avery Williamson: Unsportsmanlike Conduct, 15 yards",3.030,7.000
3,10:31,,,TEN 15,7,14,Nick Novak kicks extra point good,0.000,0.000
3,10:31,,,,7,14,"Nick Novak kicks onside 10 yards, recovered by Kevin Byard. Penalty on Robert Nelson: Offside on Free Kick, 5 yards",0.000,-1.930
3,10:30,1,10,TEN 45,7,14,"Penalty on Joel Heath: Neutral Zone Infraction, 5 yards (no play)",1.930,2.660
3,10:30,1,5,,7,14,DeMarco Murray right guard for 2 yards (tackle by Christian Covington),2.660,2.330
3,9:53,2,3,HOU 48,7,14,Derrick Henry left tackle for 2 yards (tackle by Kareem Jackson and Denzel Rice),2.330,1.880
3,9:10,3,1,HOU 46,7,14,Derrick Henry left end for 14 yards (tackle by Corey Moore),1.880,3.450
3,8:32,1,10,HOU 32,7,14,Derrick Henry left end for no gain (tackle by Corey Moore),3.450,2.900
3,7:50,2,10,HOU 32,7,14,Derrick Henry right guard for 3 yards (tackle by Christian Covington),2.900,2.610
3,7:06,3,7,HOU 29,7,14,Matt Cassel pass complete short middle to Delanie Walker for 15 yards (tackle by Eddie Pleasant),2.610,4.650
3,6:23,1,10,HOU 14,7,14,Matt Cassel pass complete short middle to Derrick Henry for 3 yards (tackle by Brennan Scarlett and Denzel Rice),4.650,4.520
3,5:41,2,7,HOU 11,7,14,Derrick Henry middle for 9 yards (tackle by Denzel Rice and Andre Hal),4.520,6.740
3,4:55,1,2,HOU 2,7,14,Matt Cassel pass incomplete short left intended for Delanie Walker,6.740,5.720
3,4:49,2,2,HOU 2,7,20,"Derrick Henry left end for 2 yards, touchdown",5.720,7.000
3,4:44,,,HOU 15,7,21,Ryan Succop kicks extra point good,0.000,0.000
3,4:44,,,TEN 35,7,21,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,4:44,1,10,HOU 25,7,21,Brock Osweiler pass complete short middle to Alfred Blue for 7 yards (tackle by Sean Spence),0.610,1.010
3,4:14,2,3,HOU 32,7,21,Brock Osweiler pass complete short middle to DeAndre Hopkins for 9 yards (tackle by Rashad Johnson),1.010,1.660
3,3:38,1,10,HOU 41,7,21,Brock Osweiler pass complete short middle to DeAndre Hopkins for 5 yards (tackle by Wesley Woodyard),1.660,1.800
3,2:51,2,5,HOU 46,7,21,Brock Osweiler pass complete short middle to DeAndre Hopkins for 51 yards (tackle by Wesley Woodyard),1.800,6.510
3,2:09,1,3,TEN 3,7,21,Alfred Blue right tackle for no gain (tackle by Al Woods),6.510,5.530
3,1:24,2,3,TEN 3,7,21,Brock Osweiler pass incomplete short right intended for C.J. Fiedorowicz,5.530,4.720
3,1:20,3,3,TEN 3,7,21,"Penalty on Brock Osweiler: Delay of Game, 5 yards (no play)",4.720,3.580
3,1:20,3,8,TEN 8,7,21,Brock Osweiler pass incomplete short left intended for Will Fuller (defended by Brian Orakpo),3.580,2.950
3,1:15,4,8,TEN 8,10,21,Nick Novak 26 yard field goal good,2.950,3.000
3,1:11,,,HOU 35,10,21,"Nick Novak kicks off 44 yards, returned by Antonio Andrews for 5 yards (tackle by Don Jones)",0.000,-0.670
3,1:05,1,10,TEN 26,10,21,DeMarco Murray left tackle for 7 yards (tackle by Denzel Rice),0.670,1.070
3,0:30,2,3,TEN 33,10,21,DeMarco Murray right guard for -1 yards (tackle by Ufomba Kamalu),1.070,0.230
Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,TEN 32,10,21,Matt Cassel pass complete short left to Rishard Matthews for 8 yards (tackle by Denzel Rice),0.230,1.600
4,14:22,1,10,TEN 40,10,21,Matt Cassel sacked by Joel Heath for -7 yards,1.600,0.110
4,13:34,2,17,TEN 33,10,21,Matt Cassel pass incomplete short right intended for Rishard Matthews (defended by D.J. Reader),0.110,-0.560
4,13:28,3,17,TEN 33,10,21,Matt Cassel pass complete deep right to Rishard Matthews for 50 yards (tackle by Robert Nelson),-0.560,4.440
4,12:41,1,10,HOU 17,10,21,DeMarco Murray middle for -2 yards (tackle by Brennan Scarlett and Max Bullough),4.440,3.600
4,11:58,2,12,HOU 19,10,21,Matt Cassel pass complete short middle to Rishard Matthews for 7 yards (tackle by Denzel Rice),3.600,3.880
4,11:16,3,5,HOU 12,10,21,Matt Cassel pass complete short left to Delanie Walker for 6 yards (tackle by Denzel Rice),3.880,5.830
4,10:28,1,6,HOU 6,10,21,"DeMarco Murray right tackle for 1 yard. Penalty on Dennis Kelly: Offensive Holding, 10 yards (no play)",5.830,4.310
4,10:10,1,16,HOU 16,10,21,Matt Cassel pass incomplete short right intended for Delanie Walker,4.310,3.340
4,10:08,2,16,HOU 16,10,21,"Penalty on Eddie Pleasant: Defensive Offside, 5 yards (no play)",3.340,4.020
4,10:08,2,11,HOU 11,10,21,Matt Cassel sacked by Ufomba Kamalu for -4 yards,4.020,2.930
4,9:23,3,15,HOU 15,10,21,Matt Cassel sacked by Christian Covington for -2 yards,2.930,2.310
4,8:34,4,17,HOU 17,10,24,Ryan Succop 35 yard field goal good,2.310,3.000
4,8:30,,,TEN 35,10,24,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
4,8:30,1,10,HOU 25,10,24,Brock Osweiler pass complete short middle to Keith Mumphery for 9 yards (tackle by Avery Williamson),0.610,1.280
4,8:05,2,1,HOU 34,10,24,Brock Osweiler pass complete short middle to Jonathan Grimes for 11 yards (tackle by Avery Williamson and Sean Spence),1.280,1.930
4,7:41,1,10,HOU 45,10,24,Brock Osweiler pass complete short middle to Jonathan Grimes for 9 yards (tackle by Kevin Byard),1.930,2.600
4,7:20,2,1,TEN 46,10,24,Jonathan Grimes middle for 4 yards (tackle by Antwaun Woods),2.600,2.790
4,6:51,1,10,TEN 42,10,24,Brock Osweiler pass incomplete deep middle intended for Wendall Williams,2.790,2.240
4,6:45,2,10,TEN 42,10,24,Brock Osweiler pass complete deep left to Wendall Williams for 26 yards,2.240,4.510
4,6:20,1,10,TEN 16,10,24,Brock Osweiler pass incomplete short left intended for Jonathan Grimes,4.510,3.900
4,6:15,2,10,TEN 16,10,24,Brock Osweiler pass incomplete short middle intended for Wendall Williams (defended by Da'Norris Searcy),3.900,3.080
4,6:10,3,10,TEN 16,10,24,Brock Osweiler pass complete short left to Ryan Griffin for 9 yards (tackle by Da'Norris Searcy),3.080,3.010
,,,,,,,"TEN challenged the runner was down by contact ruling, and the play was upheld.",,
4,5:32,4,1,TEN 7,10,24,Alfred Blue left tackle for 2 yards (tackle by Jurrell Casey),3.010,6.060
4,4:37,1,5,TEN 5,10,24,Brock Osweiler pass incomplete short right intended for Stephen Anderson,6.060,5.150
4,4:32,2,5,TEN 5,10,24,Brock Osweiler pass complete short right to Keith Mumphery for 4 yards (tackle by Wesley Woodyard),5.150,5.170
4,4:04,3,1,TEN 1,10,24,Alfred Blue right tackle for no gain (tackle by Kevin Byard),5.170,3.550
4,3:18,4,1,TEN 1,16,24,"Brock Osweiler middle for 1 yard, touchdown",3.550,7.000
4,3:11,,,TEN 15,17,24,Nick Novak kicks extra point good,0.000,0.000
4,3:11,,,HOU 35,17,24,Nick Novak kicks off 54 yards,0.000,0.370
4,3:10,1,10,TEN 11,17,24,Derrick Henry middle for 1 yard (tackle by D.J. Reader),-0.370,0.000
4,3:04,,,,17,24,Timeout #1 by Houston Texans,0.000,0.710
4,3:04,2,9,TEN 12,17,24,Derrick Henry right guard for 4 yards (tackle by Christian Covington and Brennan Scarlett),-0.710,0.000
4,2:56,,,,17,24,Timeout #2 by Houston Texans,0.000,0.840
4,2:56,3,5,TEN 16,17,24,Derrick Henry right end for 8 yards (tackle by Eddie Pleasant),-0.840,0.000
4,2:33,,,,17,24,Timeout #3 by Houston Texans,0.000,-0.540
4,2:33,1,10,TEN 24,17,24,Derrick Henry left end for 14 yards (tackle by Denzel Rice),0.540,1.470
4,2:25,1,10,TEN 38,17,24,Derrick Henry right guard for -2 yards (tackle by Brian Peters),1.470,0.650
4,2:00,2,12,TEN 36,17,24,Derrick Henry left guard for 1 yard (tackle by Max Bullough),0.650,0.000
4,1:12,,,,17,24,Timeout #2 by Tennessee Titans,0.000,-0.100
4,1:12,3,11,TEN 37,17,24,Derrick Henry left end for 2 yards (tackle by Denzel Rice),0.100,-0.780
4,1:05,4,9,TEN 39,17,24,"Brett Kern punts 42 yards, returned by Tyler Ervin for -1 yards (tackle by Phillip Supernaw)",-0.780,-0.040
4,0:53,1,10,HOU 18,17,24,Brock Osweiler pass complete short right to Wendall Williams for 15 yards (tackle by Antwon Blake),0.040,1.140
4,0:36,1,10,HOU 33,17,24,Brock Osweiler spiked the ball,1.140,0.590
4,0:35,2,10,HOU 33,17,24,Brock Osweiler pass incomplete deep middle intended for Will Fuller,0.590,-0.100
4,0:29,3,10,HOU 33,17,24,Brock Osweiler sacked by Jurrell Casey for -6 yards. Penalty on Chris Clark: Offensive Holding (Declined),-0.100,-1.570
4,0:23,4,16,HOU 27,17,24,Brock Osweiler pass incomplete short middle intended for Will Fuller (defended by Brian Orakpo),-1.570,-3.840
4,0:15,1,10,HOU 26,17,24,Matt Cassel kneels for -1 yards,3.840,3.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
