Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
2,14:16,2,14,ARI 14,0,3,Russell Wilson pass complete short right to Robert Turbin for 9 yards (tackle by Rashad Johnson),3.580,4.260
2,13:31,3,5,ARI 5,0,3,Russell Wilson sacked by Deone Bucannon for -9 yards,4.260,2.510
2,12:56,4,14,ARI 14,0,6,Steven Hauschka 32 yard field goal good,2.510,3.000
2,12:56,,,SEA 35,0,6,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,12:52,1,10,ARI 20,0,6,Drew Stanton pass complete short middle to Andre Ellington for 15 yards (tackle by Earl Thomas),0.280,1.270
2,12:14,1,10,ARI 35,0,6,Drew Stanton pass incomplete short left intended for John Brown is intercepted by Byron Maxwell at 50 and returned for 2 yards,1.270,-2.390
2,12:01,1,10,ARI 48,0,6,Russell Wilson pass complete short middle to Jermaine Kearse for 19 yards (tackle by Rashad Johnson),2.390,3.640
2,11:20,1,10,ARI 29,0,6,Russell Wilson pass incomplete deep right intended for Jermaine Kearse,3.640,3.100
2,11:13,2,10,ARI 29,0,6,Russell Wilson sacked by Calais Campbell for -6 yards,3.100,1.620
2,10:30,3,16,ARI 35,0,6,Russell Wilson pass complete short left to Tony Moeaki for 1 yard (tackle by Tyrann Mathieu),1.620,1.060
2,10:11,4,15,ARI 34,0,9,Steven Hauschka 52 yard field goal good,1.060,3.000
2,10:11,,,SEA 35,0,9,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,10:09,1,10,ARI 20,0,9,Stepfan Taylor right tackle for no gain (tackle by Kam Chancellor),0.280,-0.270
2,9:25,2,10,ARI 20,0,9,Drew Stanton pass incomplete deep right intended for Rob Housler,-0.270,-0.960
2,9:19,3,10,ARI 20,0,9,Drew Stanton sacked by Cliff Avril for -7 yards,-0.960,-2.490
2,8:46,4,17,ARI 13,0,9,"Drew Butler punts 35 yards, out of bounds",-2.490,-2.390
2,8:38,1,10,ARI 48,0,9,Marshawn Lynch left tackle for -1 yards (tackle by Josh Mauro and Frostee Rucker),2.390,1.710
2,8:06,2,11,ARI 49,0,9,"Russell Wilson left end for 40 yards (tackle by Rashad Johnson). Penalty on Jermaine Kearse: Offensive Holding, 10 yards",1.710,4.310
2,8:06,1,10,ARI 19,0,9,Marshawn Lynch left tackle for -2 yards (tackle by Frostee Rucker),4.310,3.490
2,6:56,2,12,ARI 21,0,9,Russell Wilson sacked by Calais Campbell for -7 yards,3.490,1.880
2,6:14,3,19,ARI 28,0,9,Russell Wilson sacked by Tommy Kelly for -3 yards,1.880,1.320
2,5:35,4,22,ARI 31,0,9,"Steven Hauschka 49 yard field goal no good, blocked by Tommy Kelly, recovered by Tony Jefferson",1.320,-0.340
2,5:28,1,10,ARI 21,0,9,Andre Ellington up the middle for 3 yards (tackle by Kam Chancellor),0.340,0.210
2,4:48,2,7,ARI 24,0,9,"Drew Stanton pass incomplete short right intended for Andre Ellington. Penalty on Byron Maxwell: Illegal Use of Hands, 5 yards (no play)",0.210,0.870
2,4:43,1,10,ARI 29,0,9,"Drew Stanton left end for 2 yards (tackle by Bruce Irvin). Penalty on Michael Bennett: Defensive Offside, 5 yards (no play)",0.870,1.600
2,4:23,1,5,ARI 34,0,9,Andre Ellington left end for no gain (tackle by Kam Chancellor),1.600,1.000
2,3:46,2,5,ARI 34,0,9,Andre Ellington up the middle for 3 yards (tackle by Bobby Wagner),1.000,0.700
2,3:04,3,2,ARI 37,0,9,Drew Stanton pass complete short left to John Carlson for 3 yards (tackle by K.J. Wright),0.700,1.600
2,2:23,1,10,ARI 40,0,9,Stepfan Taylor left tackle for 2 yards (tackle by Byron Maxwell),1.600,1.320
2,2:00,2,8,ARI 42,0,9,Drew Stanton pass incomplete short right intended for Jaron Brown,1.320,1.320
2,1:58,2,8,ARI 42,0,9,Timeout #1 by Seattle Seahawks,1.320,0.630
2,1:58,3,8,ARI 42,0,9,Drew Stanton for 13 yards,0.630,2.590
2,1:51,1,10,SEA 45,0,9,Drew Stanton pass incomplete short middle intended for Andre Ellington (defended by K.J. Wright),2.590,2.040
2,1:48,2,10,SEA 45,0,9,Drew Stanton pass complete short middle to Jaron Brown for 22 yards (tackle by Kam Chancellor),2.040,2.040
2,1:39,2,10,SEA 45,0,9,Timeout #1 by Arizona Cardinals,2.040,4.040
2,1:39,1,10,SEA 23,0,9,Drew Stanton pass incomplete deep left intended for Michael Floyd (defended by Byron Maxwell),4.040,3.500
2,1:34,2,10,SEA 23,0,9,"Penalty on Ted Larsen: False Start, 5 yards (no play)",3.500,2.820
2,1:34,2,15,SEA 28,0,9,Drew Stanton pass complete short right to John Carlson for 19 yards (tackle by Bobby Wagner and Richard Sherman),2.820,5.140
2,1:11,1,9,SEA 9,0,9,Drew Stanton pass complete short left to Jaron Brown for 1 yard (tackle by Jeremy Lane),5.140,5.140
2,1:03,1,9,SEA 9,0,9,Timeout #2 by Arizona Cardinals,5.140,4.570
2,1:03,2,8,SEA 8,0,9,Drew Stanton pass complete short middle to John Carlson for 3 yards (tackle by Kam Chancellor),4.570,4.570
2,0:19,2,8,SEA 8,0,9,Timeout #3 by Arizona Cardinals,4.570,4.260
2,0:19,3,5,SEA 5,0,9,Drew Stanton pass incomplete short middle intended for Jaron Brown,4.260,4.260
2,0:19,3,5,SEA 5,0,9,Timeout #2 by Seattle Seahawks,4.260,3.010
2,0:16,4,5,SEA 5,3,9,Chandler Catanzaro 23 yard field goal good,3.010,3.000
2,0:16,,,ARI 35,3,9,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
2,0:14,1,10,SEA 20,3,9,Russell Wilson kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,3,9,"Chandler Catanzaro kicks off 74 yards, returned by Paul Richardson for 20 yards (tackle by Stepfan Taylor)",0.000,-0.370
3,14:54,1,10,SEA 11,3,9,Russell Wilson right end for 4 yards (tackle by Rashad Johnson),-0.370,-0.430
3,14:10,2,6,SEA 15,3,9,Marshawn Lynch right guard for 2 yards (tackle by Frostee Rucker and Sam Acho),-0.430,-0.720
3,13:33,3,4,SEA 17,3,9,Russell Wilson sacked by Alex Okafor for -10 yards,-0.720,-2.490
3,13:01,4,14,SEA 7,3,9,Jon Ryan punts 46 yards,-2.490,-2.060
3,12:48,1,10,ARI 47,3,9,Andre Ellington right tackle for 3 yards (tackle by Bobby Wagner and Richard Sherman),2.060,1.920
3,12:06,2,7,,3,9,Drew Stanton left end for -3 yards (tackle by Bruce Irvin),1.920,0.830
3,11:21,3,10,ARI 47,3,9,Drew Stanton pass incomplete deep left intended for John Brown (defended by Jeremy Lane),0.830,-0.260
3,11:15,4,10,ARI 47,3,9,"Drew Butler punts, blocked by DeShawn Shead, recovered by Rob Housler and returned 2 yards. , ball out of bounds at ARI-24",-0.260,-3.970
3,11:04,1,10,ARI 24,3,9,Russell Wilson right end for 4 yards (tackle by Deone Bucannon),3.970,3.970
3,10:22,2,6,ARI 20,3,9,Russell Wilson right end for -2 yards (tackle by Tyrann Mathieu),3.970,3.010
3,9:41,3,8,ARI 22,3,9,"Penalty on J.R. Sweezy: False Start, 5 yards (no play)",3.010,2.350
3,9:15,3,13,ARI 27,3,9,Russell Wilson pass complete short left to Tony Moeaki for 5 yards (tackle by Deone Bucannon and Larry Foote),2.350,1.990
3,8:39,4,8,ARI 22,3,12,Steven Hauschka 40 yard field goal good,1.990,3.000
3,8:39,,,SEA 35,3,12,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
3,8:34,1,10,ARI 20,3,12,Andre Ellington up the middle for 5 yards (tackle by Kevin Williams and K.J. Wright),0.280,0.410
3,7:54,2,5,ARI 25,3,12,Andre Ellington right guard for 3 yards (tackle by K.J. Wright and Bobby Wagner),0.410,0.100
3,7:12,3,2,ARI 28,3,12,Drew Stanton pass complete short right to Andre Ellington for 1 yard (tackle by Earl Thomas),0.100,-1.440
3,6:42,4,1,ARI 29,3,12,"Drew Butler punts 46 yards, fair catch by Bryan Walters",-1.440,-0.610
3,6:33,1,10,SEA 25,3,12,Russell Wilson pass complete short right to Tony Moeaki for 11 yards (tackle by Tony Jefferson),0.610,1.330
3,5:50,1,10,SEA 36,3,12,Marshawn Lynch up the middle for -1 yards (tackle by Kevin Minter),1.330,0.660
3,5:12,2,11,SEA 35,3,12,Russell Wilson pass complete short left to Kevin Norwood for 10 yards (tackle by Jerraud Powers),0.660,1.290
3,4:24,3,1,SEA 45,3,12,Russell Wilson pass complete short right to Doug Baldwin for 3 yards (tackle by Patrick Peterson),1.290,2.130
3,3:44,1,10,SEA 48,3,12,Russell Wilson pass complete short left to Marshawn Lynch for 23 yards (tackle by Antonio Cromartie),2.130,3.640
3,3:14,1,10,ARI 29,3,12,Russell Wilson left end for -4 yards (tackle by Josh Mauro),3.640,2.560
3,2:37,2,14,ARI 33,3,12,Russell Wilson pass complete short left to Doug Baldwin for 3 yards (tackle by Deone Bucannon),2.560,2.280
3,1:56,3,11,ARI 30,3,12,Russell Wilson right guard for 15 yards (tackle by Jerraud Powers),2.280,4.580
3,1:19,1,10,ARI 15,3,12,"Penalty on Alvin Bailey: False Start, 5 yards (no play)",4.580,4.240
3,1:02,1,15,ARI 20,3,18,"Russell Wilson pass complete short right to Cooper Helfet for 20 yards, touchdown",4.240,7.000
3,1:02,,,ARI 2,3,19,Steven Hauschka kicks extra point good,0.000,0.000
3,1:02,,,SEA 35,3,19,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
3,0:52,1,10,ARI 20,3,19,"Drew Stanton pass complete short middle to Michael Floyd for 11 yards (tackle by Bobby Wagner). Penalty on Bobby Massie: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,0:29,1,20,ARI 10,3,19,Drew Stanton pass complete deep left to John Brown for 33 yards,-0.760,1.800
,,,,,,,"SEA challenged the pass completion ruling, and the play was upheld.",,
3,0:21,1,10,ARI 43,3,19,Drew Stanton pass complete short left to Andre Ellington for 14 yards (tackle by Bobby Wagner),1.800,2.720
Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 43,3,19,Stepfan Taylor right guard for 3 yards (tackle by Bobby Wagner and K.J. Wright),2.720,2.580
4,14:23,2,7,SEA 40,3,19,"Drew Stanton pass complete deep left to Jaron Brown for 23 yards (tackle by Byron Maxwell). Penalty on Rob Housler: Offensive Holding, 10 yards (no play)",2.580,1.230
4,14:05,2,17,,3,19,Drew Stanton right tackle for 5 yards (tackle by Jordan Hill),1.230,1.220
4,13:21,3,12,SEA 45,3,19,Drew Stanton pass incomplete short right intended for Michael Floyd (defended by Richard Sherman),1.220,0.270
4,13:12,4,12,SEA 45,3,19,"Drew Butler punts 26 yards, fair catch by Bryan Walters",0.270,-0.150
4,13:03,1,10,SEA 19,3,19,Marshawn Lynch right guard for 5 yards (tackle by Sam Acho),0.150,0.340
4,12:29,2,5,SEA 24,3,19,Russell Wilson right end for 8 yards,0.340,1.070
4,11:50,1,10,SEA 32,3,19,Russell Wilson sacked by Kevin Minter for -1 yards,1.070,0.390
4,11:06,2,11,SEA 31,3,19,Marshawn Lynch right tackle for 13 yards (tackle by Kevin Minter),0.390,1.860
4,10:21,1,10,SEA 44,3,19,Robert Turbin up the middle for 6 yards (tackle by Alex Okafor),1.860,2.130
4,10:21,2,4,,3,19,"Penalty on Justin Britt: False Start, 5 yards (no play)",2.130,1.450
4,9:33,2,9,SEA 45,3,19,Russell Wilson pass incomplete deep middle intended for Kevin Norwood (defended by Patrick Peterson),1.450,0.760
4,9:24,3,9,SEA 45,3,19,Russell Wilson pass incomplete,0.760,-0.390
4,9:17,4,9,SEA 45,3,19,"Jon Ryan punts 46 yards, out of bounds",-0.390,0.380
4,9:08,1,10,ARI 9,3,19,"Drew Stanton pass complete short left to Jaron Brown for 1 yard (tackle by Jeremy Lane). Jaron Brown fumbles (forced by Jeremy Lane), ball out of bounds at ARI-10",-0.380,-0.710
4,8:41,2,9,ARI 10,3,19,Drew Stanton pass complete short right to John Brown for 15 yards,-0.710,0.610
4,8:09,1,10,ARI 25,3,19,Drew Stanton left tackle for 8 yards (tackle by Kam Chancellor),0.610,1.140
4,7:43,2,2,ARI 33,3,19,Drew Stanton sacked by Cliff Avril and Bruce Irvin for -1 yards,1.140,0.300
4,7:06,3,3,ARI 32,3,19,Drew Stanton pass incomplete short right intended for Jaron Brown,0.300,-1.240
4,7:01,4,3,ARI 32,3,19,"Drew Butler punts 36 yards, fair catch by Bryan Walters",-1.240,-1.070
4,6:53,1,10,SEA 32,3,19,Marshawn Lynch up the middle for no gain (tackle by Larry Foote and Dan Williams),1.070,0.530
4,6:13,2,10,SEA 32,3,19,Marshawn Lynch left tackle for no gain (tackle by Kevin Minter and Sam Acho),0.530,-0.160
4,5:29,3,10,SEA 32,3,19,Russell Wilson pass complete short right to Marshawn Lynch for 14 yards (tackle by Patrick Peterson and Rashad Johnson),-0.160,1.990
4,4:46,1,10,SEA 46,3,19,Marshawn Lynch right guard for 4 yards (tackle by Calais Campbell),1.990,1.990
4,4:05,2,6,,3,19,Russell Wilson left tackle for 10 yards,1.990,2.920
4,3:16,1,10,ARI 40,3,19,Robert Turbin left guard for 4 yards (tackle by Rashad Johnson and Larry Foote),2.920,2.910
4,2:31,2,6,ARI 36,3,19,Russell Wilson pass complete short right to Luke Willson for 21 yards (tackle by Rashad Johnson),2.910,4.580
4,2:23,1,10,ARI 15,3,19,Robert Turbin left end for 3 yards (tackle by Marcus Benard),4.580,4.450
4,2:00,2,7,ARI 12,3,19,Marshawn Lynch right end for 2 yards (tackle by Frostee Rucker),4.450,4.000
4,1:21,3,5,ARI 10,3,19,Russell Wilson pass complete short right to Cooper Helfet for 7 yards (tackle by Tony Jefferson),4.000,6.510
4,0:36,1,3,ARI 3,3,19,Russell Wilson kneels for -1 yards,6.510,5.340
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
