Quarter,Time,Down,ToGo,Location,SFO,PIT,Detail,EPB,EPA
1,10:49,1,10,SFO 25,0,0,Carlos Hyde right guard for -3 yards (tackle by Antwon Blake),0.610,-0.340
1,10:18,2,13,SFO 22,0,0,Colin Kaepernick pass complete short right to Vernon Davis for 2 yards,-0.340,-0.760
1,9:47,3,11,SFO 24,0,0,Colin Kaepernick pass complete short left to Torrey Smith for 14 yards (tackle by Antwon Blake),-0.760,1.470
1,9:11,1,10,SFO 38,0,0,Carlos Hyde left guard for 7 yards (tackle by Will Allen),1.470,1.870
1,8:37,2,3,SFO 45,0,0,Colin Kaepernick sacked by Stephon Tuitt for -4 yards,1.870,0.630
1,7:56,3,7,SFO 41,0,0,Colin Kaepernick pass incomplete short middle intended for Anquan Boldin (defended by William Gay),0.630,-0.650
,,,,,,,"PIT challenged the incomplete pass ruling, and the play was upheld.",,
1,7:46,4,7,SFO 41,0,0,"Bradley Pinion punts 42 yards, out of bounds",-0.650,0.060
1,7:39,1,10,PIT 17,0,0,DeAngelo Williams left guard for 2 yards (tackle by Antoine Bethea),-0.060,-0.250
1,7:26,2,8,PIT 19,0,0,Ben Roethlisberger pass complete short right to Darrius Heyward-Bey for 3 yards (tackle by Antoine Bethea),-0.250,-0.620
1,6:58,3,5,PIT 22,0,0,Ben Roethlisberger pass complete deep middle to Darrius Heyward-Bey for 41 yards (tackle by Dontae Johnson),-0.620,3.120
1,6:25,1,10,SFO 37,0,0,DeAngelo Williams left tackle for 6 yards (tackle by Kenneth Acker and NaVorro Bowman),3.120,3.380
1,5:53,2,4,SFO 31,0,0,Ben Roethlisberger pass complete short left to Antonio Brown for 17 yards (tackle by Kenneth Acker),3.380,4.650
1,5:10,1,10,SFO 14,0,0,Ben Roethlisberger pass incomplete short right intended for Markus Wheaton,4.650,4.000
1,5:05,2,10,SFO 14,0,0,"Ben Roethlisberger pass incomplete short middle intended for Heath Miller. Penalty on NaVorro Bowman: Defensive Holding, 5 yards (no play)",4.000,5.140
1,5:01,1,9,SFO 9,0,0,DeAngelo Williams middle for 7 yards (tackle by Michael Wilhoite),5.140,5.720
1,4:20,2,2,SFO 2,0,6,"Ben Roethlisberger pass complete short left to Heath Miller for 2 yards, touchdown",5.720,7.000
1,4:20,2,,SFO 2,0,8,"Two Point Attempt: Ben Roethlisberger pass complete to Antonio Brown, conversion succeeds",5.720,1.000
1,4:20,,,PIT 35,0,8,"Josh Scobee kicks off 73 yards, returned by DeAndrew White for 21 yards (tackle by Antwon Blake)",0.000,0.320
1,4:20,1,10,SFO 13,0,8,Carlos Hyde middle for 4 yards (tackle by Lawrence Timmons and Ryan Shazier),-0.320,-0.300
1,3:47,2,6,SFO 17,0,8,Carlos Hyde right guard for 3 yards (tackle by Cameron Heyward),-0.300,-0.590
1,3:06,3,3,SFO 20,0,8,Carlos Hyde middle for 10 yards (tackle by Cameron Heyward and Ryan Shazier),-0.590,0.940
1,2:26,1,10,SFO 30,0,8,Colin Kaepernick left end for 14 yards (tackle by Mike Mitchell),0.940,1.860
1,2:06,1,10,SFO 44,0,8,Carlos Hyde left tackle for 9 yards (tackle by Antwon Blake and Mike Mitchell),1.860,2.530
1,1:33,2,1,PIT 47,0,8,Jarryd Hayne middle for 1 yard (tackle by Lawrence Timmons),2.530,2.520
1,0:51,1,10,PIT 46,0,8,Jarryd Hayne left guard for 2 yards (tackle by Daniel McCullers and Lawrence Timmons),2.520,2.250
1,0:15,2,8,PIT 44,0,8,Colin Kaepernick pass complete short middle to Carlos Hyde for 11 yards (tackle by Lawrence Timmons and Jacoby Jones),2.250,3.380
Quarter,Time,Down,ToGo,Location,SFO,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 33,0,8,Colin Kaepernick middle for 8 yards (tackle by Cameron Heyward),3.380,3.920
2,14:39,2,2,PIT 25,0,8,Colin Kaepernick pass complete short right to Anquan Boldin for 5 yards (tackle by Ryan Shazier),3.920,4.240
2,14:01,1,10,PIT 20,0,8,"Penalty on Steve McLendon: Encroachment, 5 yards (no play)",4.240,5.190
2,13:51,1,5,PIT 15,0,8,Colin Kaepernick pass incomplete short left intended for Vance McDonald,5.190,4.450
2,13:45,2,5,PIT 15,0,8,Carlos Hyde right end for 2 yards (tackle by Stephon Tuitt),4.450,4.100
2,13:08,3,3,PIT 13,0,8,Colin Kaepernick pass complete short right to Garrett Celek for 3 yards (tackle by Ryan Shazier),4.100,4.910
2,12:48,1,10,PIT 10,0,8,"Mike Davis right tackle for -4 yards (tackle by William Gay and James Harrison). Penalty on Erik Pears: Offensive Holding, 10 yards (no play)",4.910,4.240
2,12:25,1,20,PIT 20,0,8,Colin Kaepernick pass complete short left to Torrey Smith for -3 yards (tackle by William Gay),4.240,2.600
2,11:44,2,23,PIT 23,0,8,Colin Kaepernick pass complete short left to Carlos Hyde for -4 yards (tackle by Cameron Heyward),2.600,2.600
2,10:58,2,23,PIT 23,0,8,Timeout #2 by San Francisco 49ers,2.600,1.420
2,10:58,3,27,PIT 27,0,8,"Penalty on James Harrison: Neutral Zone Infraction, 5 yards (no play)",1.420,2.080
2,10:58,3,22,PIT 22,0,8,Colin Kaepernick sacked by Cameron Heyward for -7 yards,2.080,1.500
2,10:32,4,29,PIT 29,3,8,Phil Dawson 47 yard field goal good,1.500,3.000
2,10:32,,,SFO 35,3,8,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
2,10:27,1,10,PIT 20,3,8,DeAngelo Williams middle for 3 yards (tackle by Ian Williams),0.280,0.140
2,9:57,2,7,PIT 23,3,8,Ben Roethlisberger pass incomplete short left intended for DeAngelo Williams,0.140,-0.560
2,9:54,3,7,PIT 23,3,8,Ben Roethlisberger pass complete short left to Antonio Brown for 12 yards (tackle by Kenneth Acker),-0.560,1.270
2,9:27,1,10,PIT 35,3,8,DeAngelo Williams left guard for 2 yards (tackle by Kenneth Acker),1.270,0.990
2,8:58,2,8,PIT 37,3,8,Ben Roethlisberger pass complete short left to DeAngelo Williams for 2 yards (tackle by Eric Reid),0.990,0.560
2,8:31,3,6,PIT 39,3,8,Ben Roethlisberger pass complete deep left to Antonio Brown for 59 yards (tackle by Eric Reid),0.560,6.740
2,8:11,1,2,SFO 2,3,14,"DeAngelo Williams left guard for 2 yards, touchdown",6.740,7.000
2,8:11,1,2,SFO 2,3,14,"Penalty on Ahmad Brooks: Neutral Zone Infraction, 1 yards (no play)",6.740,6.740
2,8:11,1,,SFO 2,3,16,"Two Point Attempt: Ben Roethlisberger pass complete to Heath Miller, conversion succeeds",6.740,1.000
2,8:11,,,PIT 35,3,16,"Josh Scobee kicks off 58 yards, returned by Tony Jerod-Eddie for 11 yards (tackle by Roosevelt Nix)",0.000,-0.040
2,8:02,1,10,SFO 18,3,16,Carlos Hyde middle for 4 yards (tackle by Arthur Moats and Jacoby Jones),0.040,0.140
2,7:30,2,6,SFO 22,3,16,Carlos Hyde left tackle for -1 yards (tackle by Ryan Shazier and Lawrence Timmons),0.140,-0.790
2,6:47,3,7,SFO 21,3,16,Colin Kaepernick sacked by Ryan Shazier for -17 yards,-0.790,-2.490
2,6:05,4,24,SFO 4,3,16,"Bradley Pinion punts 47 yards, returned by Antonio Brown for 16 yards (tackle by Eric Reid)",-2.490,-3.250
2,5:52,1,10,SFO 35,3,22,"Ben Roethlisberger pass complete deep middle to Darrius Heyward-Bey for 35 yards, touchdown",3.250,7.000
2,5:52,,,SFO 35,3,22,Josh Scobee kicks extra point no good,0.000,-1.000
2,5:52,,,PIT 35,3,22,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
2,5:45,1,10,SFO 20,3,22,Colin Kaepernick pass complete short right to Garrett Celek for 7 yards (tackle by Bud Dupree),0.280,0.680
2,5:16,2,3,SFO 27,3,22,Colin Kaepernick pass complete deep middle to Torrey Smith for 18 yards (tackle by Brandon Boykin),0.680,1.930
2,4:47,1,10,SFO 45,3,22,"Colin Kaepernick for no gain. Colin Kaepernick fumbles, recovered by Ryan Shazier at SFO-42 (tackle by Garrett Celek)",1.930,-2.790
2,4:40,1,10,SFO 42,3,22,Ben Roethlisberger pass complete short middle to DeAngelo Williams for 11 yards (tackle by Tank Carradine and NaVorro Bowman),2.790,3.510
2,4:03,1,10,SFO 31,3,22,DeAngelo Williams right guard for 1 yard (tackle by Antoine Bethea),3.510,3.100
2,3:29,2,9,SFO 30,3,22,Ben Roethlisberger pass complete short middle to Antonio Brown for 12 yards (tackle by Michael Wilhoite),3.100,4.370
2,2:58,1,10,SFO 18,3,22,Ben Roethlisberger pass complete short middle to Heath Miller for 13 yards (tackle by Michael Wilhoite),4.370,6.060
2,2:30,1,5,SFO 5,3,22,DeAngelo Williams middle for 3 yards (tackle by Antoine Bethea),6.060,5.720
2,2:00,2,2,SFO 2,3,28,"DeAngelo Williams middle for 2 yards, touchdown",5.720,7.000
2,2:00,,,SFO 2,3,29,Josh Scobee kicks extra point good,0.000,0.000
2,2:00,,,PIT 35,3,29,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
2,1:58,1,10,SFO 20,3,29,Carlos Hyde left guard for 3 yards (tackle by Will Allen),0.280,0.140
2,1:29,2,7,SFO 23,3,29,Colin Kaepernick pass complete short right to Quinton Patton for 6 yards (tackle by Ross Cockrell),0.140,0.230
2,1:07,3,1,SFO 29,3,29,Colin Kaepernick pass complete short right to Carlos Hyde for 2 yards (tackle by Ryan Shazier),0.230,1.000
2,1:06,1,10,SFO 31,3,29,Colin Kaepernick left end for 5 yards (tackle by Arthur Moats),1.000,1.140
2,0:35,2,5,SFO 36,3,29,Colin Kaepernick pass incomplete short right intended for Mike Davis,1.140,0.430
2,0:30,3,5,SFO 36,3,29,Colin Kaepernick pass incomplete short right intended for Vernon Davis (defended by Mike Mitchell),0.430,-0.980
2,0:25,4,5,SFO 36,3,29,"Bradley Pinion punts 42 yards, out of bounds",-0.980,-0.410
2,0:17,1,10,PIT 22,3,29,Ben Roethlisberger kneels for -1 yards,0.410,-0.270
Quarter,Time,Down,ToGo,Location,SFO,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,3,29,"Josh Scobee kicks off 73 yards, returned by DeAndrew White for 26 yards (tackle by Sean Spence)",0.000,-0.040
3,14:56,1,10,SFO 18,3,29,Carlos Hyde right end for -2 yards (tackle by Ryan Shazier),0.040,-0.800
3,14:30,2,12,SFO 16,3,29,Colin Kaepernick pass complete short left to Torrey Smith for 11 yards (tackle by Antwon Blake),-0.800,-0.020
3,13:49,3,1,SFO 27,3,29,Carlos Hyde left guard for 2 yards (tackle by Mike Mitchell and Bud Dupree),-0.020,0.870
3,13:13,1,10,SFO 29,3,29,Colin Kaepernick middle for 7 yards (tackle by Ryan Shazier),0.870,1.270
3,12:38,2,3,SFO 36,3,29,"Carlos Hyde left guard for -2 yards (tackle by Ryan Shazier). Penalty on Erik Pears: Clipping, 15 yards (no play)",1.270,-0.750
3,12:10,2,18,SFO 21,3,29,Colin Kaepernick sacked by Arthur Moats and Stephon Tuitt for -6 yards,-0.750,-2.740
3,11:27,3,24,SFO 15,3,29,Colin Kaepernick middle for 2 yards (tackle by Ryan Shazier),-2.740,-2.320
3,10:44,4,22,SFO 17,3,29,"Bradley Pinion punts 40 yards, fair catch by Antonio Brown",-2.320,-1.800
3,10:37,1,10,PIT 43,3,29,Ben Roethlisberger pass complete short left to Antonio Brown for -1 yards (tackle by Kenneth Acker),1.800,1.120
3,10:10,2,11,PIT 42,3,29,Ben Roethlisberger pass complete short left to DeAngelo Williams for 1 yard (tackle by Eric Reid),1.120,0.560
3,9:42,3,10,PIT 43,3,29,Ben Roethlisberger pass complete short left to DeAngelo Williams for 1 yard (tackle by Ahmad Brooks),0.560,-0.460
3,9:11,4,9,PIT 44,3,29,"Jordan Berry punts 46 yards, returned by Jarryd Hayne for 7 yards (tackle by Vince Williams)",-0.460,0.060
3,9:01,1,10,SFO 17,3,29,"Colin Kaepernick left guard for 3 yards (tackle by Ryan Shazier). Colin Kaepernick fumbles (forced by Ryan Shazier), recovered by Garrett Celek at SFO-23",-0.060,0.350
3,8:16,2,4,SFO 23,3,29,Colin Kaepernick pass complete short left to Vernon Davis for 5 yards (tackle by Antwon Blake),0.350,0.810
3,8:00,1,10,SFO 28,3,29,Colin Kaepernick pass incomplete deep middle intended for Blake Bell,0.810,0.260
3,7:54,2,10,SFO 28,3,29,"Colin Kaepernick pass complete short right to Anquan Boldin for 6 yards (tackle by Ryan Shazier). Penalty on Lawrence Timmons: Unnecessary Roughness, 15 yards",0.260,2.190
3,7:33,1,10,SFO 49,3,29,Colin Kaepernick pass complete short right to Anquan Boldin for 13 yards (tackle by Mike Mitchell),2.190,3.050
3,7:06,1,10,PIT 38,3,29,Colin Kaepernick left end for 10 yards (tackle by Antwon Blake),3.050,3.710
3,6:25,1,10,PIT 28,3,29,Colin Kaepernick pass incomplete short left intended for Vernon Davis (defended by Antwon Blake),3.710,3.170
3,6:17,2,10,PIT 28,3,29,Colin Kaepernick pass incomplete deep right intended for Anquan Boldin,3.170,2.480
3,6:12,3,10,PIT 28,3,29,Colin Kaepernick pass complete short left to Carlos Hyde for 9 yards (tackle by Lawrence Timmons),2.480,2.340
3,5:29,4,1,PIT 19,3,29,Colin Kaepernick pass complete short left to Vernon Davis for 7 yards (tackle by Antwon Blake),2.340,4.780
3,5:07,1,10,PIT 12,3,29,Mike Davis middle for 2 yards (tackle by Will Allen and James Harrison),4.780,4.450
3,4:35,2,8,PIT 10,3,29,Colin Kaepernick pass complete short middle to Bruce Miller for 7 yards (tackle by Sean Spence and Lawrence Timmons),4.450,5.060
3,3:56,3,1,PIT 3,3,29,Colin Kaepernick pass incomplete short right intended for Mike Davis,5.060,3.060
3,3:51,4,1,PIT 3,3,29,Mike Davis middle for 1 yard (tackle by Ryan Shazier and Cam Thomas),3.060,6.740
,,,,,,,"PIT challenged the first down ruling, and the play was upheld.",,
3,3:10,1,2,PIT 2,3,29,Mike Davis middle for no gain (tackle by Jacoby Jones and Stephon Tuitt),6.740,5.720
3,2:42,2,2,PIT 2,3,29,Colin Kaepernick pass incomplete short right intended for Blake Bell,5.720,4.950
3,2:37,3,2,PIT 2,3,29,Mike Davis middle for 1 yard (tackle by Steve McLendon),4.950,3.550
3,1:57,4,1,PIT 1,3,29,Colin Kaepernick pass incomplete short right intended for Bruce Miller (defended by Lawrence Timmons),3.550,0.380
,,,,,,,"SFO challenged the incomplete pass ruling, and the play was upheld.",,
3,1:51,1,10,PIT 2,3,29,DeAngelo Williams left guard for 4 yards (tackle by Ian Williams),-0.380,-0.490
3,1:11,2,6,PIT 6,3,29,DeAngelo Williams middle for no gain (tackle by Ian Williams and NaVorro Bowman),-0.490,-0.950
3,0:27,3,6,PIT 6,3,29,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown (defended by Eric Reid),-0.950,-2.490
3,0:20,4,6,PIT 6,3,29,"Jordan Berry punts 62 yards, returned by DeAndrew White for 4 yards (tackle by Will Allen)",-2.490,-1.330
3,0:07,1,10,SFO 36,3,29,"Penalty on Erik Pears: False Start, 5 yards (no play)",1.330,1.000
3,0:07,1,15,SFO 31,3,29,Colin Kaepernick pass complete deep right to Vernon Davis for 43 yards (tackle by Mike Mitchell),1.000,3.840
Quarter,Time,Down,ToGo,Location,SFO,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 26,3,29,"Colin Kaepernick pass complete short middle to Blake Bell for 11 yards (tackle by Will Allen and Ryan Shazier). Penalty on Will Allen: Unnecessary Roughness, 8 yards",3.840,5.600
4,14:51,1,7,PIT 7,3,29,Colin Kaepernick pass complete short left to Mike Davis for 1 yard (tackle by James Harrison),5.600,5.600
4,14:13,1,7,PIT 7,3,29,Timeout #2 by San Francisco 49ers,5.600,4.950
4,14:13,2,6,PIT 6,3,29,Colin Kaepernick pass incomplete short middle intended for Torrey Smith (defended by Brandon Boykin),4.950,4.040
4,14:07,3,6,PIT 6,3,29,"Penalty on Colin Kaepernick: Delay of Game, 5 yards (no play)",4.040,3.120
4,14:07,3,11,PIT 11,3,29,Colin Kaepernick sacked by Bud Dupree for -3 yards,3.120,2.510
4,13:22,4,14,PIT 14,9,29,"Colin Kaepernick pass complete short left to Anquan Boldin for 14 yards, touchdown",2.510,7.000
4,13:22,,,PIT 14,10,29,Phil Dawson kicks extra point good,0.000,0.000
4,13:22,,,SFO 35,10,29,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
4,13:16,1,10,PIT 20,10,29,DeAngelo Williams left tackle for 16 yards (tackle by Kenneth Acker),0.280,1.330
4,12:47,1,10,PIT 36,10,29,DeAngelo Williams left guard for 3 yards (tackle by Ian Williams and Quinton Dial),1.330,1.200
4,12:08,2,7,PIT 39,10,29,Ben Roethlisberger pass complete short left to Antonio Brown for 5 yards (tackle by Quinton Dial),1.200,1.160
4,11:50,3,2,PIT 44,10,29,Ben Roethlisberger pass complete deep right to Markus Wheaton for 48 yards (tackle by Michael Wilhoite),1.160,5.370
4,11:03,1,8,SFO 8,10,29,DeAngelo Williams right tackle for 7 yards (tackle by Eric Reid),5.370,5.910
4,10:32,2,1,SFO 1,10,35,"DeAngelo Williams middle for 1 yard, touchdown",5.910,7.000
4,10:32,,,SFO 1,10,36,Josh Scobee kicks extra point good,0.000,0.000
4,10:32,,,PIT 35,10,36,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
4,10:25,1,10,SFO 20,10,36,Mike Davis middle for 5 yards (tackle by Cameron Heyward),0.280,0.410
4,9:55,2,5,SFO 25,16,36,"Colin Kaepernick pass complete deep middle to Torrey Smith for 75 yards, touchdown",0.410,7.000
4,9:55,2,,SFO 25,18,36,"Two Point Attempt: Colin Kaepernick pass complete to Torrey Smith, conversion succeeds",0.410,1.000
4,9:55,,,SFO 35,18,36,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
4,9:43,1,10,PIT 20,18,36,DeAngelo Williams right tackle for 4 yards (tackle by Glenn Dorsey),0.280,0.270
4,9:16,2,6,PIT 24,18,36,DeAngelo Williams right tackle for 3 yards (tackle by Glenn Dorsey),0.270,-0.030
4,8:48,3,3,PIT 27,18,36,Ben Roethlisberger pass complete deep right to Antonio Brown for 56 yards (tackle by Tramaine Brock). Penalty on Ahmad Brooks: Defensive Offside (Declined),-0.030,4.440
4,8:22,1,10,SFO 17,18,36,DeAngelo Williams left tackle for 10 yards (tackle by Tank Carradine),4.440,5.600
4,7:49,1,7,SFO 7,18,42,"Ben Roethlisberger pass complete short left to Antonio Brown for 7 yards, touchdown",5.600,7.000
4,7:49,,,SFO 7,18,43,Josh Scobee kicks extra point good,0.000,0.000
4,7:49,,,PIT 35,18,43,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
4,7:43,1,10,SFO 20,18,43,Colin Kaepernick pass complete short left to Torrey Smith for 5 yards (tackle by Antwon Blake),0.280,0.410
4,7:12,2,5,SFO 25,18,43,Mike Davis middle for 2 yards (tackle by Lawrence Timmons),0.410,-0.030
4,6:47,3,3,SFO 27,18,43,Colin Kaepernick pass complete short middle to Anquan Boldin for 8 yards (tackle by William Gay),-0.030,1.270
4,6:25,1,10,SFO 35,18,43,Colin Kaepernick pass complete short middle to Quinton Patton for 4 yards (tackle by Ryan Shazier),1.270,1.260
4,5:55,2,6,SFO 39,18,43,Colin Kaepernick pass complete short right to DeAndrew White for 8 yards,1.260,2.060
4,5:27,1,10,SFO 47,18,43,Colin Kaepernick pass complete short right to Quinton Patton for 6 yards (tackle by Ross Cockrell),2.060,2.330
4,5:00,2,4,PIT 47,18,43,Colin Kaepernick pass complete short left to DeAndrew White for 10 yards (tackle by Antwon Blake),2.330,3.120
4,4:53,1,10,PIT 37,18,43,Colin Kaepernick pass complete short right to Anquan Boldin for 14 yards,3.120,4.040
4,4:43,1,10,PIT 23,18,43,Colin Kaepernick pass complete short middle to Vernon Davis for 5 yards (tackle by William Gay),4.040,4.210
4,4:17,2,5,PIT 18,18,43,Colin Kaepernick pass complete short right to Mike Davis for 3 yards (tackle by Ross Cockrell),4.210,4.050
4,3:48,3,2,PIT 15,18,43,Colin Kaepernick pass complete short left to Quinton Patton for 9 yards (tackle by Antwon Blake),4.050,5.830
4,3:16,1,6,PIT 6,18,43,Mike Davis right tackle for 3 yards (tackle by Lawrence Timmons and Ross Cockrell),5.830,5.530
4,2:48,2,3,PIT 3,18,43,Colin Kaepernick pass incomplete short left intended for Anquan Boldin,5.530,4.720
4,2:44,3,3,PIT 3,18,43,Colin Kaepernick pass incomplete short left intended for Anquan Boldin,4.720,4.720
4,2:40,3,3,PIT 3,18,43,Timeout #3 by San Francisco 49ers,4.720,3.040
4,2:40,4,3,PIT 3,18,43,Colin Kaepernick right tackle for 2 yards (tackle by Bud Dupree),3.040,0.380
4,2:35,1,10,PIT 1,18,43,Jordan Todman left guard for 11 yards (tackle by Michael Wilhoite),-0.380,-0.350
4,2:00,1,10,PIT 12,18,43,Michael Vick kneels for -1 yards,-0.350,-0.850
4,1:20,2,11,PIT 11,18,43,Michael Vick kneels for -1 yards,-0.850,-1.650
4,0:40,3,12,PIT 10,18,43,Michael Vick kneels for -1 yards,-1.650,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
