Quarter,Time,Down,ToGo,Location,OAK,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,9,CHI 27,0,6,"Spencer Lanning punts 46 yards, returned by T.J. Carrie for 22 yards (tackle by Sam Acho)",-1.570,-2.190
2,14:48,1,10,OAK 49,0,6,Derek Carr pass complete short left to Amari Cooper for 5 yards (tackle by Sam Acho),2.190,2.320
2,14:12,2,5,CHI 46,0,6,Derek Carr pass complete short right to Amari Cooper for 2 yards (tackle by Jarvis Jenkins),2.320,1.880
2,13:53,3,3,CHI 44,0,6,Derek Carr pass complete short left to Lee Smith for 5 yards (tackle by Kyle Fuller),1.880,2.980
2,13:14,1,10,CHI 39,0,6,Derek Carr pass complete short left to Latavius Murray for -4 yards (tackle by Christian Jones),2.980,1.900
2,12:34,2,14,CHI 43,0,6,Latavius Murray right guard for 6 yards (tackle by Shea McClellin),1.900,2.020
2,11:55,3,8,CHI 37,0,6,Derek Carr pass complete short left to Latavius Murray for 11 yards (tackle by Lamarr Houston and Adrian Amos),2.020,3.840
2,11:17,1,10,CHI 26,6,6,"Derek Carr pass complete deep right to Amari Cooper for 26 yards, touchdown",3.840,7.000
,,,,,,,"OAK challenged the incomplete pass ruling, and the original play was overturned.",,
2,11:17,,,CHI 26,7,6,Sebastian Janikowski kicks extra point good,0.000,0.000
2,11:17,,,OAK 35,7,6,"Sebastian Janikowski kicks off 70 yards, returned by Marc Mariani for 26 yards (tackle by Jamize Olawale). Penalty on Khari Lee: Offensive Holding, 8 yards",0.000,0.380
2,11:03,1,10,CHI 8,7,6,Matt Forte left guard for 2 yards (tackle by Malcolm Smith),-0.380,-0.630
2,10:12,2,8,CHI 10,7,6,"Jay Cutler pass complete short middle to Zach Miller for 12 yards (tackle by Larry Asante). Penalty on Charles Leno: Offensive Holding, 5 yards (no play)",-0.630,-1.000
2,9:39,2,13,CHI 5,7,6,Matt Forte right tackle for 12 yards (tackle by Larry Asante),-1.000,-0.370
2,8:55,3,1,CHI 17,7,6,Matt Forte right tackle for 10 yards (tackle by Larry Asante and Neiko Thorpe),-0.370,0.740
2,8:22,1,10,CHI 27,7,6,"Jay Cutler for no gain. Matt Slauson fumbles, recovered by Dan Williams at CHI-25 (tackle by Patrick Omameh)",0.740,-3.910
2,8:17,1,10,CHI 25,7,6,Derek Carr pass complete short middle to Latavius Murray for 5 yards (tackle by Ego Ferguson),3.910,4.040
2,7:52,2,5,CHI 20,7,6,Derek Carr pass complete short middle to Amari Cooper for 16 yards (tackle by Antrel Rolle),4.040,6.280
2,7:18,1,4,CHI 4,13,6,"Derek Carr pass complete short left to Roy Helu for 4 yards, touchdown",6.280,7.000
2,7:18,,,CHI 4,14,6,Sebastian Janikowski kicks extra point good,0.000,0.000
2,7:18,,,OAK 35,14,6,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
2,7:12,1,10,CHI 20,14,6,Jay Cutler pass complete short right to Matt Forte for 10 yards (tackle by Malcolm Smith),0.280,0.940
2,6:39,1,10,CHI 30,14,6,Matt Forte right tackle for no gain (tackle by Denico Autry),0.940,0.390
2,6:02,2,10,CHI 30,14,6,Jay Cutler pass complete short left to Eddie Royal for 3 yards (tackle by Aldon Smith),0.390,0.100
2,5:14,3,7,CHI 33,14,6,Jay Cutler pass complete short left to Matt Forte for 38 yards (tackle by Malcolm Smith),0.100,3.640
2,4:36,1,10,OAK 29,14,6,"Matt Forte left guard for 11 yards (tackle by Ray-Ray Armstrong). Penalty on Neiko Thorpe: Face Mask (15 Yards), 9 yards",3.640,5.140
2,4:19,1,9,OAK 9,14,6,Jeremy Langford left guard for 4 yards (tackle by Malcolm Smith),5.140,5.150
2,3:35,2,5,OAK 5,14,12,"Jay Cutler pass complete short left to Martellus Bennett for 5 yards, touchdown",5.150,7.000
2,3:35,,,OAK 5,14,13,Robbie Gould kicks extra point good,0.000,0.000
2,3:35,,,CHI 35,14,13,"Robbie Gould kicks off 47 yards, returned by Roy Helu for 11 yards (tackle by Lamin Barrow)",0.000,-0.870
2,3:25,1,10,OAK 29,14,13,Derek Carr pass incomplete short left intended for Latavius Murray is intercepted by Pernell McPhee at OAK-28 and returned for 13 yards,0.870,-4.580
2,3:18,1,10,OAK 15,14,13,Matt Forte right guard for 3 yards (tackle by Malcolm Smith and Stacy McGee),4.580,4.450
2,2:38,2,7,OAK 12,14,13,Jay Cutler pass complete short right to Marquess Wilson for 9 yards (tackle by David Amerson),4.450,6.510
2,2:00,1,3,OAK 3,14,13,"Matt Forte left end for -1 yards (tackle by Malcolm Smith and Curtis Lofton). Penalty on Zach Miller: Offensive Holding, 10 yards (no play)",6.510,4.530
2,1:54,1,13,OAK 13,14,13,Jay Cutler pass complete short right to Martellus Bennett for 6 yards (tackle by Curtis Lofton),4.530,4.760
2,1:48,2,7,OAK 7,14,13,Jay Cutler pass complete short left to Eddie Royal for 6 yards (tackle by D.J. Hayden),4.760,4.760
2,1:39,2,7,OAK 7,14,13,Timeout #1 by Oakland Raiders,4.760,5.170
2,1:39,3,1,OAK 1,14,13,Matt Forte left guard for no gain (tackle by Ray-Ray Armstrong),5.170,5.170
2,1:30,3,1,OAK 1,14,13,Timeout #2 by Oakland Raiders,5.170,3.550
2,1:30,4,1,OAK 1,14,16,Robbie Gould 19 yard field goal good,3.550,3.000
2,1:30,,,CHI 35,14,16,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
2,1:26,1,10,OAK 20,14,16,Derek Carr sacked by Eddie Goldman for -15 yards,0.280,-1.880
2,0:39,2,25,OAK 5,14,16,Latavius Murray left tackle for 1 yard (tackle by Pernell McPhee and Shea McClellin),-1.880,-1.880
2,0:36,2,25,OAK 5,14,16,Timeout #1 by Chicago Bears,-1.880,-3.060
2,0:36,3,24,OAK 6,14,16,Latavius Murray left end for 8 yards (tackle by Adrian Amos),-3.060,-3.060
2,0:32,3,24,OAK 6,14,16,Timeout #2 by Chicago Bears,-3.060,-2.470
2,0:31,4,16,OAK 14,14,16,Marquette King punts 50 yards,-2.470,-1.330
2,0:21,1,10,CHI 36,14,16,Jay Cutler sacked by Aldon Smith for -5 yards,1.330,0.120
Quarter,Time,Down,ToGo,Location,OAK,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,14,16,"Robbie Gould kicks off 49 yards, returned by Roy Helu for 10 yards (tackle by Josh Bellamy)",0.000,-0.670
3,14:56,1,10,OAK 26,14,16,Latavius Murray right end for 3 yards (tackle by Pernell McPhee),0.670,0.540
3,14:23,2,7,OAK 29,14,16,Derek Carr pass incomplete short left intended for Latavius Murray,0.540,-0.160
3,14:18,3,7,OAK 29,14,16,Derek Carr sacked by Jarvis Jenkins for -8 yards,-0.160,-1.960
3,13:41,4,15,OAK 21,14,16,"Marquette King punts 48 yards, returned by Marc Mariani for 15 yards (tackle by Neiron Ball)",-1.960,-1.990
3,13:30,1,10,CHI 46,14,16,"Matt Forte left tackle for no gain (tackle by David Amerson). Matt Forte fumbles (forced by David Amerson), recovered by Stacy McGee at CHI-46 (tackle by Charles Leno)",1.990,-2.520
3,13:21,1,10,CHI 46,14,16,Latavius Murray right tackle for 7 yards (tackle by Christian Jones),2.520,2.920
3,12:46,2,3,CHI 39,14,16,Derek Carr pass incomplete short left intended for Seth Roberts,2.920,2.210
3,12:41,3,3,CHI 39,14,16,"Derek Carr pass complete short left to Mychal Rivera for no gain. Penalty on Tracy Porter: Illegal Use of Hands, 5 yards (no play)",2.210,3.310
3,12:17,1,10,CHI 34,14,16,Derek Carr pass complete short middle to Michael Crabtree for 17 yards (tackle by Adrian Amos),3.310,4.440
3,11:41,1,10,CHI 17,14,16,Latavius Murray right tackle for 6 yards (tackle by Kyle Fuller),4.440,4.890
3,11:09,2,4,CHI 11,14,16,Derek Carr pass incomplete short middle intended for Seth Roberts,4.890,4.100
3,11:03,3,4,CHI 11,14,16,Derek Carr pass incomplete short right intended for Mychal Rivera (defended by Kyle Fuller),4.100,2.770
3,10:58,4,4,CHI 11,17,16,Sebastian Janikowski 29 yard field goal good,2.770,3.000
3,10:58,,,OAK 35,17,16,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
3,10:53,1,10,CHI 20,17,16,"Penalty on Vlad Ducasse: False Start, 5 yards (no play)",0.280,-0.310
3,10:53,1,15,CHI 15,17,16,Matt Forte right guard for 2 yards (tackle by Mario Edwards),-0.310,-0.790
3,10:19,2,13,CHI 17,17,16,Matt Forte left guard for 1 yard (tackle by Khalil Mack),-0.790,-1.330
3,9:42,3,12,CHI 18,17,16,Jay Cutler pass complete short right to Martellus Bennett for 14 yards (tackle by David Amerson),-1.330,1.070
3,9:08,1,10,CHI 32,17,16,Jay Cutler pass incomplete short left intended for Eddie Royal,1.070,0.530
3,9:04,2,10,CHI 32,17,16,Jay Cutler pass incomplete short right intended for Eddie Royal,0.530,-0.160
3,9:00,3,10,CHI 32,17,16,Jay Cutler pass complete short left to Martellus Bennett for 11 yards (tackle by Charles Woodson),-0.160,1.800
3,8:19,1,10,CHI 43,17,16,Jay Cutler pass incomplete short right intended for Marquess Wilson,1.800,1.250
3,8:14,2,10,CHI 43,17,16,Jay Cutler pass incomplete short left intended for Josh Bellamy,1.250,0.560
3,8:11,3,10,CHI 43,17,16,Jay Cutler pass incomplete short left intended for Cameron Meredith (defended by Neiko Thorpe). Penalty on Vlad Ducasse: Offensive Holding (Declined),0.560,-0.520
3,8:06,4,10,CHI 43,17,16,"Spencer Lanning punts 39 yards, returned by Amari Cooper for 7 yards (tackle by John Timu)",-0.520,-0.610
3,7:55,1,10,OAK 25,17,16,Derek Carr pass complete short right to Lee Smith for 9 yards (tackle by Kyle Fuller),0.610,1.280
3,7:14,2,1,OAK 34,17,16,Latavius Murray right guard for 2 yards (tackle by Christian Jones),1.280,1.330
3,6:36,1,10,OAK 36,17,16,Latavius Murray right guard for 2 yards (tackle by Pernell McPhee),1.330,1.060
3,5:59,2,8,OAK 38,17,16,Latavius Murray right guard for 1 yard (tackle by Pernell McPhee),1.060,0.500
3,5:20,3,7,OAK 39,17,16,Derek Carr pass complete short left to Roy Helu for 9 yards (tackle by Lamarr Houston),0.500,2.130
3,4:39,1,10,OAK 48,17,16,Latavius Murray right end for 3 yards (tackle by Jarvis Jenkins),2.130,1.990
3,3:56,2,7,CHI 49,17,16,Latavius Murray right guard for 1 yard (tackle by Shea McClellin and Eddie Goldman),1.990,1.420
3,3:14,3,6,CHI 48,17,16,Derek Carr pass incomplete short right intended for Michael Crabtree,1.420,0.070
3,3:10,4,6,CHI 48,17,16,"Marquette King punts 38 yards, fair catch by Marc Mariani",0.070,0.380
3,3:02,1,10,CHI 10,17,16,Matt Forte left end for 1 yard (tackle by Justin Ellis),-0.380,-0.710
3,2:27,2,9,CHI 11,17,16,Jay Cutler pass complete short left to Matt Forte for 9 yards (tackle by Aldon Smith),-0.710,0.280
3,2:05,1,10,CHI 20,17,16,Matt Forte left guard for 4 yards (tackle by Charles Woodson),0.280,0.270
3,1:32,2,6,CHI 24,17,16,Matt Forte left tackle for 4 yards (tackle by Khalil Mack),0.270,0.100
3,0:49,3,2,CHI 28,17,16,"Jay Cutler pass incomplete deep left intended for Marquess Wilson. Penalty on Neiko Thorpe: Defensive Pass Interference, 22 yards (no play)",0.100,2.260
3,0:44,1,10,,17,16,Jay Cutler pass complete short right to Martellus Bennett for 6 yards (tackle by David Amerson and Curtis Lofton),2.260,2.520
Quarter,Time,Down,ToGo,Location,OAK,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,OAK 44,17,16,Jay Cutler pass complete short left to Marquess Wilson for 12 yards (tackle by Neiko Thorpe),2.520,3.450
4,14:33,1,10,OAK 32,17,16,"Jay Cutler pass complete short left to Eddie Royal for -3 yards (tackle by Neiko Thorpe). Penalty on Eddie Royal: Delay of Game, 5 yards",3.450,1.820
4,13:56,2,18,OAK 40,17,16,Jay Cutler pass complete short right to Martellus Bennett for 4 yards (tackle by Malcolm Smith),1.820,1.690
4,13:50,3,14,OAK 36,17,16,Matt Forte left end for no gain (tackle by Aldon Smith),1.690,0.880
4,13:07,4,14,OAK 36,17,19,Robbie Gould 54 yard field goal good,0.880,3.000
4,13:07,,,CHI 35,17,19,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
4,13:01,1,10,OAK 20,17,19,Latavius Murray left guard for 2 yards (tackle by Shea McClellin),0.280,0.000
4,12:23,2,8,OAK 22,17,19,Derek Carr pass incomplete short right intended for Amari Cooper,0.000,-0.690
4,12:19,3,8,OAK 22,17,19,Derek Carr pass complete short right to Marcel Reece for 10 yards (tackle by Tracy Porter),-0.690,1.070
4,11:49,1,10,OAK 32,17,19,Jamize Olawale right guard for -1 yards (tackle by Shea McClellin),1.070,0.390
4,11:09,2,11,OAK 31,17,19,Derek Carr pass complete short left to Michael Crabtree for 14 yards (tackle by Adrian Amos),0.390,1.930
4,10:24,1,10,OAK 45,17,19,Derek Carr pass complete short right to Marcel Reece for 6 yards (tackle by Sam Acho),1.930,2.190
4,9:45,2,4,CHI 49,17,19,"Derek Carr for no gain. Derek Carr fumbles, recovered by Sam Acho at OAK-42 (tackle by J'Marcus Webb)",2.190,-2.790
4,9:38,1,10,OAK 42,17,19,Matt Forte right guard for 2 yards (tackle by Aldon Smith),2.790,2.510
4,9:00,2,8,OAK 40,17,19,Jay Cutler pass incomplete deep right intended for Marc Mariani (defended by David Amerson),2.510,1.820
4,8:54,3,8,OAK 40,17,19,Jay Cutler pass complete short middle to Eddie Royal for 8 yards (tackle by D.J. Hayden),1.820,3.450
4,8:13,1,10,OAK 32,17,19,Matt Forte left guard for no gain (tackle by Aldon Smith),3.450,2.900
4,7:27,2,10,OAK 32,17,19,Jay Cutler pass complete short left to Marquess Wilson for 9 yards (tackle by Neiko Thorpe),2.900,3.400
4,6:50,3,1,OAK 23,17,19,"Jay Cutler pass incomplete deep right intended for Martellus Bennett is intercepted by Charles Woodson at OAK-7 and returned for 11 yards. Penalty on OAK: Unsportsmanlike Conduct, 9 yards",3.400,0.380
4,6:41,1,10,OAK 9,17,19,Derek Carr pass incomplete deep right intended for Amari Cooper,-0.380,-0.780
4,6:33,2,10,OAK 9,17,19,Derek Carr pass complete deep middle to Michael Crabtree for 25 yards (tackle by Tracy Porter),-0.780,1.200
4,5:50,1,10,OAK 34,17,19,Derek Carr pass complete short middle to Michael Crabtree for 13 yards (tackle by Christian Jones),1.200,2.060
4,5:08,1,10,OAK 47,17,19,Roy Helu right tackle for 12 yards (tackle by Harold Jones-Quartey),2.060,2.850
4,4:30,1,10,CHI 41,17,19,Derek Carr pass incomplete short right intended for Andre Holmes,2.850,2.310
4,4:26,2,10,CHI 41,17,19,Derek Carr pass complete short left to Mychal Rivera for 8 yards (tackle by Adrian Amos),2.310,2.680
4,4:21,3,2,CHI 33,17,19,Roy Helu left guard for 3 yards (tackle by Jarvis Jenkins),2.680,3.580
4,3:41,1,10,CHI 30,17,19,Roy Helu left guard for 4 yards (tackle by Christian Jones),3.580,3.570
4,2:56,2,6,CHI 26,17,19,Roy Helu right guard for 4 yards (tackle by Kyle Fuller),3.570,3.570
4,2:50,2,6,CHI 26,17,19,Timeout #1 by Chicago Bears,3.570,3.400
4,2:50,3,2,CHI 22,17,19,Roy Helu left guard for -1 yards (tackle by Pernell McPhee),3.400,2.030
4,2:10,4,3,CHI 23,20,19,Sebastian Janikowski 41 yard field goal good,2.030,3.000
4,2:10,,,OAK 35,20,19,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
4,2:05,1,10,CHI 20,20,19,Matt Forte right guard for 6 yards (tackle by Ray-Ray Armstrong),0.280,0.540
4,2:00,2,4,CHI 26,20,19,Jay Cutler sacked by Khalil Mack for -1 yards,0.540,-0.300
4,1:34,3,5,CHI 25,20,19,Jay Cutler pass incomplete short right intended for Josh Bellamy,-0.300,-1.700
4,1:30,4,5,CHI 25,20,19,Jay Cutler pass complete short left to Martellus Bennett for 7 yards (tackle by Ray-Ray Armstrong),-1.700,1.070
4,1:06,1,10,CHI 32,20,19,Jay Cutler pass incomplete short left intended for Marquess Wilson,1.070,0.530
4,1:03,2,10,CHI 32,20,19,Jay Cutler pass complete short left to Matt Forte for 7 yards (tackle by Malcolm Smith),0.530,0.760
4,1:00,3,3,CHI 39,20,19,Jay Cutler pass complete short left to Marquess Wilson for 6 yards (tackle by Neiko Thorpe),0.760,1.930
4,0:56,1,10,CHI 45,20,19,Jay Cutler pass incomplete deep left intended for Cameron Meredith,1.930,1.380
4,0:49,2,10,CHI 45,20,19,Jay Cutler pass complete short middle to Eddie Royal for 12 yards (tackle by D.J. Hayden),1.380,1.380
4,0:40,2,10,CHI 45,20,19,Timeout #2 by Chicago Bears,1.380,2.720
4,0:39,1,10,OAK 43,20,19,Jay Cutler pass complete short right to Marquess Wilson for 9 yards (tackle by David Amerson),2.720,3.390
4,0:34,2,1,OAK 34,20,19,Matt Forte right guard for 2 yards (tackle by Malcolm Smith),3.390,3.390
4,0:07,2,1,OAK 34,20,19,Timeout #3 by Chicago Bears,3.390,3.450
4,0:07,1,10,OAK 32,20,22,Robbie Gould 49 yard field goal good,3.450,3.000
4,0:07,1,10,OAK 32,20,22,--,3.450,2.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
