Quarter,Time,Down,ToGo,Location,BUF,GNB,Detail,EPB,EPA
1,7:48,2,6,BUF 6,0,3,Aaron Rodgers pass incomplete short left intended for Jermichael Finley,4.950,4.040
1,7:45,3,6,BUF 6,0,3,Aaron Rodgers pass incomplete short right intended for James Jones (defended by Keith Ellison),4.040,2.990
1,7:38,4,6,BUF 6,0,6,Mason Crosby 24 yard field goal good,2.990,3.000
1,,,,GNB 30,0,6,"Mason Crosby kicks off 70 yards, returned by C.J. Spiller for 31 yards (tackle by Brady Poppinga)",0.000,1.000
1,7:28,1,10,BUF 31,0,6,Marshawn Lynch left tackle for 5 yards (tackle by Nick Collins),1.000,1.140
1,6:57,2,5,BUF 36,0,6,Trent Edwards sacked by Cullen Jenkins for -7 yards,1.140,-0.490
1,6:18,3,12,BUF 29,0,6,Trent Edwards pass incomplete short middle intended for Fred Jackson,-0.490,-1.440
1,6:14,4,12,BUF 29,0,6,"Brian Moorman punts 49 yards, returned by Tramon Williams for 6 yards (tackle by Arthur Moats)",-1.440,-0.810
1,6:02,1,10,GNB 28,0,6,Brandon Jackson left end for 1 yard (tackle by Dwan Edwards),0.810,0.400
1,5:25,2,9,GNB 29,0,6,Aaron Rodgers pass complete short right to Donald Driver for 11 yards (tackle by Drayton Florence),0.400,1.600
1,4:44,1,10,GNB 40,0,6,Dimitri Nance middle for 4 yards (tackle by Spencer Johnson),1.600,1.590
1,4:06,2,6,GNB 44,0,6,Brandon Jackson left guard for 4 yards (tackle by Dwan Edwards and Spencer Johnson),1.590,1.420
1,3:22,3,2,GNB 48,0,6,Aaron Rodgers pass complete deep right to Jermichael Finley for 32 yards (tackle by Chris Kelsay),1.420,4.240
1,2:35,1,10,BUF 20,0,6,Aaron Rodgers pass incomplete short left intended for Greg Jennings,4.240,3.690
1,2:31,2,10,BUF 20,0,6,Aaron Rodgers pass incomplete deep left intended for James Jones,3.690,3.010
,,,,,,,"GNB challenged the incomplete pass ruling, and the play was upheld.",,
1,2:24,3,10,BUF 20,0,6,Aaron Rodgers left guard for 12 yards (tackle by Reggie Corner),3.010,5.370
1,1:42,1,8,BUF 8,0,6,Brandon Jackson right tackle for 3 yards (tackle by Marcus Stroud and Jairus Byrd),5.370,5.150
1,0:57,2,5,BUF 5,0,6,Aaron Rodgers pass complete short right to James Jones for 4 yards (tackle by Terrence McGee),5.150,5.170
1,0:16,3,1,BUF 1,0,12,"Brandon Jackson right guard for 1 yard, touchdown",5.170,7.000
1,,,,BUF 2,0,13,Mason Crosby kicks extra point good,0.000,0.000
1,,,,GNB 30,0,13,"Mason Crosby kicks off 66 yards, returned by C.J. Spiller for 16 yards (tackle by Donald Lee)",0.000,0.280
1,0:06,1,10,BUF 20,0,13,Marshawn Lynch right end for 14 yards (tackle by Nick Collins and Brad Jones),0.280,1.200
Quarter,Time,Down,ToGo,Location,BUF,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BUF 34,0,13,Marshawn Lynch middle for 5 yards (tackle by B.J. Raji),1.200,1.330
2,14:21,2,5,BUF 39,0,13,Marshawn Lynch right tackle for 3 yards (tackle by Nick Barnett and A.J. Hawk),1.330,1.030
2,13:41,3,2,BUF 42,0,13,Trent Edwards pass complete short left to C.J. Spiller for 7 yards (tackle by Charles Woodson),1.030,2.190
2,13:07,1,10,BUF 49,0,13,Marshawn Lynch left tackle for 3 yards (tackle by Nick Barnett),2.190,2.050
2,12:28,2,7,GNB 48,0,13,Marshawn Lynch left end for 11 yards (tackle by Nick Collins),2.050,3.120
2,11:44,1,10,GNB 37,0,13,"Trent Edwards pass incomplete deep right intended for Lee Evans. Penalty on Charles Woodson: Defensive Pass Interfere, 24 yards (no play)",3.120,4.710
2,11:39,1,10,GNB 13,0,13,Fred Jackson right end for 10 yards (tackle by A.J. Hawk and Tramon Williams),4.710,6.510
2,10:54,,,,0,13,Timeout #1 by Buffalo Bills,0.000,6.510
2,10:54,1,3,GNB 3,6,13,"Fred Jackson left end for 3 yards, touchdown",6.510,7.000
2,,,,GNB 2,7,13,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,7,13,"Rian Lindell kicks off 57 yards, returned by Jordy Nelson for 27 yards (tackle by Reggie Corner)",0.000,1.600
2,10:41,1,10,GNB 40,7,13,Aaron Rodgers pass complete short left to Greg Jennings for -2 yards (tackle by Leodis McKelvin),1.600,0.780
2,9:59,2,12,GNB 38,7,13,Brandon Jackson left end for 2 yards (tackle by Chris Kelsay),0.780,0.370
2,9:59,3,10,GNB 40,7,13,"Penalty on Daryn Colledge: False Start, 5 yards (no play)",0.370,-0.300
2,9:02,3,15,GNB 35,7,13,Aaron Rodgers pass incomplete deep right intended for James Jones,-0.300,-1.040
2,8:55,4,15,GNB 35,7,13,"Tim Masthay punts 37 yards, fair catch by Roscoe Parrish",-1.040,-0.810
2,8:48,1,10,BUF 28,7,13,Marshawn Lynch left end for 3 yards (tackle by Nick Barnett),0.810,0.670
2,8:17,2,7,BUF 31,7,13,Trent Edwards pass complete short middle to Roscoe Parrish for 13 yards (tackle by Morgan Burnett),0.670,1.860
2,7:34,1,10,BUF 44,7,13,"Trent Edwards pass incomplete short middle intended for Roscoe Parrish. Penalty on Trent Edwards: Intentional Grounding, 10 yards",1.860,-0.030
2,7:29,2,20,BUF 34,7,13,Marshawn Lynch left end for 7 yards (tackle by Nick Barnett and A.J. Hawk),-0.030,0.230
2,6:49,3,13,BUF 41,7,13,Trent Edwards pass complete short left to C.J. Spiller for 7 yards (tackle by Nick Barnett),0.230,-0.190
2,6:07,4,6,BUF 48,7,13,"Brian Moorman punts 36 yards, fair catch by Tramon Williams",-0.190,0.140
2,5:59,1,10,GNB 16,7,13,Brandon Jackson left tackle for 4 yards (tackle by Keith Ellison),-0.140,0.010
2,5:19,2,6,GNB 20,7,13,John Kuhn right end for 4 yards (tackle by Chris Kelsay and Akin Ayodele),0.010,-0.320
2,4:33,3,2,GNB 24,7,13,Aaron Rodgers pass incomplete short right intended for John Kuhn,-0.320,-1.770
2,4:33,4,2,GNB 24,7,13,"Penalty on Tom Crabtree: False Start, 5 yards (no play)",-1.770,-2.140
2,4:29,4,7,GNB 19,7,13,"Tim Masthay punts 50 yards. Penalty on Patrick Lee: Illegal Touch Kick, 5 yards (no play)",-2.140,-2.470
2,4:20,4,12,GNB 14,7,13,"Tim Masthay punts 45 yards, returned by Roscoe Parrish for no gain. Penalty on Aaron Maybin: Offensive Holding, 10 yards, Penalty on George Wilson: Illegal Block Above the (Declined)",-2.470,-1.000
2,4:08,1,10,BUF 31,7,13,Fred Jackson middle for 6 yards (tackle by A.J. Hawk and Nick Collins),1.000,1.270
2,3:29,2,4,BUF 37,7,13,Fred Jackson left guard for 3 yards (tackle by Nick Barnett and A.J. Hawk),1.270,0.960
2,2:49,3,1,BUF 40,7,13,Roscoe Parrish right end for 4 yards (tackle by Nick Collins),0.960,1.860
2,2:02,1,10,BUF 44,7,13,Fred Jackson right end for 4 yards (tackle by Clay Matthews and Morgan Burnett),1.860,1.860
2,1:56,2,6,BUF 48,7,13,Fred Jackson right end for no gain (tackle by Cullen Jenkins),1.860,1.160
2,1:13,3,6,BUF 48,7,13,Trent Edwards pass complete short middle to Steve Johnson for 4 yards (tackle by Sam Shields),1.160,0.070
2,0:29,,,,7,13,Timeout #2 by Buffalo Bills,0.000,0.070
2,0:29,4,2,GNB 48,7,13,"Brian Moorman punts 48 yards, touchback",0.070,-0.280
2,0:21,1,10,GNB 20,7,13,Brandon Jackson right tackle for 3 yards (tackle by Chris Kelsay and Spencer Johnson),0.280,0.140
Quarter,Time,Down,ToGo,Location,BUF,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,7,13,"Mason Crosby kicks off 67 yards, returned by C.J. Spiller for 23 yards (tackle by Tom Crabtree)",0.000,0.670
3,14:55,1,10,BUF 26,7,13,Trent Edwards pass complete short right to Jonathan Stupar for 9 yards (tackle by A.J. Hawk),0.670,1.350
3,14:26,2,1,BUF 35,7,13,Marshawn Lynch right tackle for 2 yards (tackle by A.J. Hawk and Brad Jones),1.350,1.400
3,13:46,1,10,BUF 37,7,13,Trent Edwards pass incomplete short right intended for Steve Johnson (defended by Nick Collins),1.400,0.860
3,13:40,2,10,BUF 37,7,13,Marshawn Lynch left guard for 2 yards (tackle by Ryan Pickett),0.860,0.430
3,12:58,3,8,BUF 39,7,13,Trent Edwards pass incomplete short middle intended for Steve Johnson is intercepted by Brandon Chillar at BUF-48 and returned for 9 yards,0.430,-2.980
3,12:49,1,10,BUF 39,7,13,Aaron Rodgers right end for 1 yard (tackle by Marcus Stroud and Bryan Scott),2.980,2.580
3,12:05,2,9,BUF 38,7,13,John Kuhn left end for 2 yards (tackle by Jairus Byrd),2.580,2.150
3,11:22,3,7,BUF 36,7,13,Aaron Rodgers pass complete deep left to Greg Jennings for 17 yards (tackle by Leodis McKelvin),2.150,4.310
3,10:41,1,10,BUF 19,7,13,Aaron Rodgers pass complete short middle to Jordy Nelson for 11 yards (tackle by Chris Kelsay),4.310,5.370
3,10:01,1,8,BUF 8,7,13,Brandon Jackson left tackle for 2 yards (tackle by Andra Davis and Reggie Torbor),5.370,4.950
3,9:19,2,6,BUF 6,7,13,Aaron Rodgers pass complete short right to Donald Lee for -1 yards (tackle by Kyle Williams),4.950,3.810
3,8:37,3,7,BUF 7,7,19,"Aaron Rodgers pass complete short left to Donald Driver for 7 yards, touchdown",3.810,7.000
3,,,,BUF 2,7,20,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,7,20,"Mason Crosby kicks off 69 yards, returned by C.J. Spiller for 27 yards (tackle by Tom Crabtree)",0.000,0.810
3,8:26,1,10,BUF 28,7,20,Marshawn Lynch left tackle for 4 yards (tackle by Ryan Pickett and Morgan Burnett),0.810,0.800
3,7:48,2,6,BUF 32,7,20,Trent Edwards sacked by Clay Matthews for -12 yards,0.800,-1.480
3,7:12,,,,7,20,Timeout #1 by Buffalo Bills,0.000,-1.480
3,7:12,3,18,BUF 20,7,20,Trent Edwards pass complete short left to C.J. Spiller for 3 yards (tackle by Sam Shields),-1.480,-1.830
3,6:31,4,15,BUF 23,7,20,"Brian Moorman punts 48 yards, returned by Tramon Williams for 7 yards (tackle by Keith Ellison)",-1.830,-1.330
3,6:20,1,10,GNB 36,7,20,John Kuhn middle for 7 yards (tackle by Dwan Edwards and Donte Whitner),1.330,1.740
3,5:40,2,3,GNB 43,7,20,Aaron Rodgers pass complete short left to Jordy Nelson for 15 yards (tackle by Leodis McKelvin),1.740,2.790
3,5:06,1,10,BUF 42,7,20,Aaron Rodgers pass complete short right to Jermichael Finley for 22 yards (tackle by Donte Whitner),2.790,4.240
3,4:22,1,10,BUF 20,7,20,John Kuhn right guard for 3 yards (tackle by Dwan Edwards),4.240,4.120
3,3:37,2,7,BUF 17,7,20,Aaron Rodgers pass complete short left to Brandon Jackson for 10 yards (tackle by Andra Davis and Donte Whitner),4.120,5.600
3,2:51,1,7,BUF 7,7,20,"Aaron Rodgers pass complete short left to James Jones for -2 yards (tackle by Leodis McKelvin). James Jones fumbles (forced by Leodis McKelvin), recovered by Brandon Jackson at BUF-9",5.600,4.380
3,2:03,2,9,BUF 9,7,26,"Aaron Rodgers right end for 9 yards, touchdown",4.380,7.000
3,,,,BUF 2,7,27,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,7,27,"Mason Crosby kicks off 68 yards, returned by C.J. Spiller for 36 yards (tackle by Donald Lee)",0.000,1.470
3,1:47,1,10,BUF 38,7,27,Marshawn Lynch left end for 3 yards (tackle by Brady Poppinga),1.470,1.330
3,1:06,2,7,BUF 41,7,27,Marshawn Lynch middle for 3 yards (tackle by Charles Woodson and Cullen Jenkins),1.330,1.020
3,0:24,3,4,BUF 44,7,27,Trent Edwards pass complete short middle to Steve Johnson for 15 yards (tackle by Morgan Burnett),1.020,2.850
Quarter,Time,Down,ToGo,Location,BUF,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 41,7,27,Marshawn Lynch middle for no gain (tackle by Morgan Burnett),2.850,2.310
4,14:22,2,10,GNB 41,7,27,Trent Edwards pass incomplete short right intended for Roscoe Parrish is intercepted by Morgan Burnett at GNB-48,2.310,-2.130
4,14:13,1,10,GNB 48,7,27,John Kuhn left tackle for no gain (tackle by Andra Davis and Marcus Stroud),2.130,1.580
4,14:13,2,10,GNB 48,7,27,"Penalty on Bryan Bulaga: False Start, 5 yards (no play)",1.580,0.910
4,13:15,2,15,GNB 43,7,27,Aaron Rodgers pass incomplete short right intended for Greg Jennings,0.910,0.230
4,13:10,3,15,GNB 43,7,27,Aaron Rodgers pass complete short middle to Jermichael Finley for 15 yards (tackle by Bryan Scott),0.230,2.790
4,12:24,1,10,BUF 42,7,27,"John Kuhn middle for 12 yards (tackle by Andra Davis). John Kuhn fumbles (forced by Andra Davis), recovered by John Kuhn at BUF-30",2.790,3.580
4,12:22,1,10,BUF 30,7,33,"Aaron Rodgers pass complete deep right to James Jones for 30 yards, touchdown. Penalty on Cordaro Howard: Defensive Offside (Declined), Penalty on BUF: Defensive 12 On-field (Declined)",3.580,7.000
4,,,,BUF 2,7,34,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,,,"Mason Crosby kicks off 62 yards, returned by C.J. Spiller for 41 yards (tackle by Nick Collins)",,
4,11:31,1,10,BUF 49,7,34,Trent Edwards pass complete deep left to Roscoe Parrish for 21 yards (tackle by Brad Jones),2.190,3.580
4,10:53,1,10,GNB 30,7,34,Trent Edwards pass incomplete short left intended for Steve Johnson,3.580,3.030
4,10:48,2,10,GNB 30,7,34,Marshawn Lynch middle for -2 yards (tackle by Nick Barnett and B.J. Raji),3.030,2.080
4,10:05,3,12,GNB 32,7,34,Trent Edwards right end for 1 yard (tackle by Nick Collins),2.080,1.320
4,9:52,4,11,GNB 31,7,34,Trent Edwards sacked by Clay Matthews for -8 yards,1.320,-1.530
4,9:47,1,10,GNB 39,7,34,Dimitri Nance right tackle for 2 yards (tackle by Keith Ellison),1.530,1.260
4,9:47,2,8,GNB 41,7,34,"Penalty on Dimitri Nance: False Start, 5 yards (no play)",1.260,0.580
4,8:50,2,13,GNB 36,7,34,Aaron Rodgers pass complete short left to Greg Jennings for 21 yards (tackle by Keith Ellison),0.580,2.720
4,8:08,1,10,BUF 43,7,34,John Kuhn left end for 3 yards (tackle by Drayton Florence and Andra Davis),2.720,2.580
4,7:25,2,7,BUF 40,7,34,Brandon Jackson middle for 1 yard (tackle by Torell Troup),2.580,2.010
4,7:25,3,6,BUF 39,7,34,Aaron Rodgers pass incomplete short right intended for Donald Driver,2.010,0.660
4,6:36,4,6,BUF 39,7,34,"Tim Masthay punts 39 yards, touchback",0.660,-0.280
4,6:27,1,10,BUF 20,7,34,Fred Jackson middle for 5 yards (tackle by Charles Woodson and A.J. Hawk),0.280,0.410
4,5:50,2,5,BUF 25,7,34,Trent Edwards left end for 7 yards (tackle by Charles Woodson),0.410,1.070
4,5:10,1,10,BUF 32,7,34,Trent Edwards pass complete short right to Jonathan Stupar for 5 yards (tackle by Tramon Williams),1.070,1.200
4,4:31,2,5,BUF 37,7,34,Fred Jackson right end for 11 yards (tackle by Nick Collins),1.200,2.130
4,4:26,1,10,BUF 48,7,34,Fred Jackson middle for -3 yards (tackle by Clay Matthews),2.130,1.180
4,3:43,2,13,BUF 45,7,34,Trent Edwards pass complete short middle to Steve Johnson for 12 yards (tackle by Tramon Williams),1.180,2.080
4,3:02,3,1,GNB 43,7,34,Corey McIntyre right guard for 2 yards (tackle by C.J. Wilson and Nick Barnett),2.080,2.850
4,2:25,1,10,GNB 41,7,34,C.J. Spiller middle for 3 yards (tackle by Ryan Pickett),2.850,2.710
4,2:00,2,7,GNB 38,7,34,"Trent Edwards pass complete short right to Roscoe Parrish for 6 yards (tackle by Nick Collins). Penalty on Eric Wood: Offensive Holding, 10 yards (no play)",2.710,1.360
4,1:51,2,17,GNB 48,7,34,Trent Edwards pass complete short right to C.J. Spiller for 6 yards (tackle by Nick Barnett and Brandon Chillar),1.360,1.490
4,1:22,3,11,GNB 42,7,34,Trent Edwards pass incomplete short left intended for David Nelson,1.490,0.460
4,1:19,4,11,GNB 42,7,34,Trent Edwards for 4 yards (tackle by Brandon Chillar),0.460,-1.470
4,1:10,1,10,GNB 38,7,34,Aaron Rodgers kneels for -1 yards,1.470,0.790
4,0:32,2,11,GNB 37,7,34,Aaron Rodgers kneels for -1 yards,0.790,-0.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
