Quarter,Time,Tm,Detail,DEN,OAK
1.0,10:30,Broncos,Joel Dreessen 6 yard pass from Peyton Manning (Matt Prater kick),7,0
,5:09,Broncos,Matt Prater 43 yard field goal,10,0
2.0,13:39,Broncos,Matt Prater 34 yard field goal,13,0
,1:59,Raiders,Darren McFadden 6 yard pass from Carson Palmer (Sebastian Janikowski kick),13,7
3.0,7:30,Broncos,Matt Prater 20 yard field goal,16,7
,5:07,Broncos,Knowshon Moreno 1 yard rush (Matt Prater kick),23,7
,0:19,Broncos,Matt Prater 33 yard field goal,26,7
4.0,5:36,Raiders,Darrius Heyward-Bey 56 yard pass from Carson Palmer (pass failed),26,13
