Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
1,5:44,1,10,NYG 25,3,0,"Eli Manning sacked by Andre Carter for -13 yards. Eli Manning fumbles (forced by Andre Carter), recovered by London Fletcher at NYG-12 and returned for 6 yards (tackle by David Diehl)",0.610,-5.830
1,5:37,1,6,NYG 6,3,0,Clinton Portis right guard for 5 yards (tackle by Osi Umenyiora and Kawika Mitchell),5.830,5.910
1,5:01,2,1,NYG 1,3,6,"Clinton Portis left end for 1 yard, touchdown",5.910,7.000
1,,,,NYG 2,3,7,Shaun Suisham kicks extra point good,0.000,0.000
1,,,,WAS 30,3,7,"Shaun Suisham kicks off 62 yards, returned by Reuben Droughns for 16 yards (tackle by H.B. Blades)",0.000,0.540
1,4:49,1,10,NYG 24,3,7,Derrick Ward right end for 2 yards (tackle by Phillip Daniels),0.540,0.270
1,4:08,2,8,NYG 26,3,7,Eli Manning pass complete short right to Amani Toomer for 5 yards (tackle by Shawn Springs),0.270,0.230
1,3:24,3,3,NYG 31,3,7,Derrick Ward left end for 6 yards (tackle by Phillip Daniels and Cornelius Griffin),0.230,1.400
1,2:37,1,10,NYG 37,3,7,Derrick Ward left end for 9 yards (tackle by Carlos Rogers and LaRon Landry),1.400,2.070
1,1:54,2,1,NYG 46,3,7,Eli Manning pass incomplete deep right intended for Plaxico Burress,2.070,1.360
1,1:45,3,1,NYG 46,3,7,Derrick Ward left tackle for no gain (tackle by Cornelius Griffin),1.360,-0.320
1,0:58,4,1,NYG 46,3,7,Jeff Feagles punts 30 yards,-0.320,-0.540
1,0:50,1,10,WAS 24,3,7,Jason Campbell pass complete short left to Clinton Portis for 11 yards (tackle by Mathias Kiwanuka). Penalty on Sam Madison: Illegal Contact (Declined),0.540,1.270
1,0:20,1,10,WAS 35,3,7,Jason Campbell right end for 10 yards (tackle by Osi Umenyiora),1.270,1.930
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 45,3,7,Ladell Betts left tackle for 4 yards (tackle by James Butler),1.930,1.920
2,14:23,2,6,WAS 49,3,7,Antwaan Randle El right end for -1 yards (tackle by Justin Tuck),1.920,1.090
2,13:40,3,7,WAS 48,3,7,Jason Campbell pass incomplete short right intended for Santana Moss (defended by Corey Webster),1.090,-0.190
2,13:32,4,7,WAS 48,3,7,"Derrick Frost punts 32 yards, fair catch by R.W. McQuarters",-0.190,-0.280
2,13:25,1,10,NYG 20,3,7,Eli Manning pass incomplete deep left intended for Plaxico Burress,0.280,-0.270
2,13:17,2,10,NYG 20,3,7,Derrick Ward right guard for 2 yards (tackle by Andre Carter),-0.270,-0.690
2,12:38,3,8,NYG 22,3,7,Eli Manning pass complete short middle to Derrick Ward for 7 yards (tackle by Pierson Prioleau),-0.690,-1.440
2,12:19,4,1,NYG 29,3,7,Jeff Feagles punts 43 yards,-1.440,-0.810
2,12:11,1,10,WAS 28,3,7,Jason Campbell pass complete short right to Chris Cooley for 3 yards (tackle by Mathias Kiwanuka),0.810,0.670
2,11:34,2,7,WAS 31,3,7,Ladell Betts right end for 2 yards (tackle by Osi Umenyiora),0.670,0.230
2,10:51,3,5,WAS 33,3,7,Jason Campbell pass complete short right to Chris Cooley for 8 yards (tackle by Aaron Ross),0.230,1.660
2,10:11,1,10,WAS 41,3,7,Jason Campbell pass complete deep middle to Santana Moss for 49 yards (tackle by Sam Madison),1.660,4.910
2,9:22,1,10,NYG 10,3,7,Clinton Portis right guard for 2 yards (tackle by Michael Strahan and Antonio Pierce),4.910,4.570
2,8:42,2,8,NYG 8,3,7,Clinton Portis right end for no gain (tackle by Fred Robbins),4.570,3.580
2,8:00,3,8,NYG 8,3,13,"Jason Campbell pass complete short middle to Chris Cooley for 8 yards, touchdown",3.580,7.000
2,,,,NYG 2,3,14,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,WAS 30,3,14,"Shaun Suisham kicks off 63 yards, returned by Reuben Droughns for 26 yards (tackle by Shaun Suisham)",0.000,1.140
2,7:48,1,10,NYG 33,3,14,Derrick Ward left end for 9 yards (tackle by LaRon Landry),1.140,1.810
2,7:01,2,1,NYG 42,3,14,Eli Manning pass complete short middle to Derrick Ward for 2 yards (tackle by Marcus Washington),1.810,1.860
2,6:21,1,10,NYG 44,3,14,Derrick Ward left end for 1 yard (tackle by London Fletcher and Demetric Evans),1.860,1.450
2,5:34,2,9,NYG 45,3,14,Eli Manning sacked by Kedric Golston for 0 yards,1.450,0.760
2,4:54,3,9,NYG 45,3,14,Eli Manning pass complete short middle to Amani Toomer for 6 yards (tackle by Shawn Springs),0.760,0.000
2,4:20,4,3,WAS 49,3,14,"Jeff Feagles punts 34 yards, returned by Antwaan Randle El for 3 yards (tackle by David Tyree)",0.000,-0.040
2,4:11,1,10,WAS 18,3,14,"Clinton Portis up the middle for 16 yards (tackle by Sam Madison). Penalty on Clinton Portis: Delay of Game, 5 yards",0.040,0.870
2,3:48,1,10,WAS 29,3,14,Jason Campbell pass complete short left to Mike Sellers for 7 yards (tackle by Sam Madison),0.870,1.270
2,3:48,2,3,WAS 36,3,14,"Penalty on Chris Samuels: False Start, 5 yards (no play)",1.270,0.600
2,2:59,2,8,WAS 31,3,14,Jason Campbell pass incomplete deep middle intended for Chris Cooley,0.600,-0.100
2,2:55,3,8,WAS 31,3,14,"Jason Campbell for -10 yards. Jason Campbell fumbles, recovered by Chris Samuels at WAS-21. Penalty on Osi Umenyiora: Defensive Offside, 5 yards (no play)",-0.100,0.560
2,2:28,3,3,WAS 36,3,14,Jason Campbell pass incomplete short right intended for Ladell Betts (defended by Sam Madison),0.560,-0.980
2,2:23,4,3,WAS 36,3,14,"Derrick Frost punts 58 yards, returned by R.W. McQuarters for 7 yards (tackle by Mike Sellers)",-0.980,0.320
2,2:11,1,10,NYG 13,3,14,Eli Manning pass complete short right to Derrick Ward for 2 yards (tackle by London Fletcher),-0.320,-0.570
2,2:00,2,8,NYG 15,3,14,Eli Manning pass complete short left to Sinorice Moss for 17 yards (tackle by London Fletcher),-0.570,1.070
2,1:51,1,10,NYG 32,3,14,Eli Manning pass incomplete short left intended for Plaxico Burress (defended by Carlos Rogers),1.070,0.530
2,1:45,2,10,NYG 32,3,14,Eli Manning pass incomplete deep middle intended for Plaxico Burress,0.530,-0.160
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
2,1:42,3,10,NYG 32,3,14,Eli Manning pass incomplete short middle intended for Jeremy Shockey is intercepted by London Fletcher at NYG-43 and returned for 9 yards (tackle by Derrick Ward),-0.160,-3.310
2,1:33,1,10,NYG 34,3,14,Jason Campbell pass complete short middle to Clinton Portis for 1 yard (tackle by Barry Cofield),3.310,2.910
2,0:55,2,9,NYG 33,3,14,Clinton Portis right end for 8 yards (tackle by Antonio Pierce),2.910,3.270
2,0:46,,,,3,14,Timeout #1 by Washington Redskins,0.000,3.270
2,0:46,3,1,NYG 25,3,14,Ladell Betts left end for -4 yards (tackle by Mathias Kiwanuka),3.270,1.540
2,0:04,,,,3,14,Timeout #2 by Washington Redskins,0.000,1.540
2,0:04,4,5,NYG 29,3,17,Shaun Suisham 47 yard field goal good,1.540,3.000
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,3,17,"Shaun Suisham kicks off 65 yards, returned by Reuben Droughns for 34 yards (tackle by Shaun Suisham)",0.000,1.530
3,14:54,1,10,NYG 39,3,17,Derrick Ward left guard for no gain (tackle by Andre Carter),1.530,0.990
3,14:19,2,10,NYG 39,3,17,Eli Manning pass complete short middle to Amani Toomer for 4 yards (tackle by Marcus Washington),0.990,0.830
3,13:36,3,6,NYG 43,3,17,Eli Manning pass complete short middle to Plaxico Burress for 15 yards (tackle by Sean Taylor),0.830,2.790
3,12:50,1,10,WAS 42,3,17,Derrick Ward right guard for 3 yards (tackle by London Fletcher),2.790,2.650
3,12:13,2,7,WAS 39,3,17,Eli Manning pass incomplete short left intended for Jeremy Shockey,2.650,1.950
3,12:06,3,7,WAS 39,3,17,Eli Manning pass complete short middle to Plaxico Burress for 15 yards (tackle by Rocky McIntosh),1.950,3.970
3,11:26,1,10,WAS 24,3,17,Derrick Ward right end for 2 yards (tackle by Rocky McIntosh and London Fletcher),3.970,3.700
3,10:42,2,8,WAS 22,3,17,Eli Manning pass incomplete short left intended for Plaxico Burress (defended by Phillip Daniels),3.700,3.010
3,10:38,3,8,WAS 22,3,17,Eli Manning pass complete deep middle to Jeremy Shockey for 21 yards (tackle by LaRon Landry),3.010,6.970
3,9:55,1,1,WAS 1,9,17,"Reuben Droughns right end for 1 yard, touchdown",6.970,7.000
3,,,,WAS 2,10,17,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,NYG 30,10,17,"Lawrence Tynes kicks off 53 yards, returned by Rock Cartwright for 13 yards (tackle by Reuben Droughns)",0.000,0.940
3,9:46,1,10,WAS 30,10,17,Clinton Portis right guard for 3 yards (tackle by Mathias Kiwanuka),0.940,0.800
3,9:13,2,7,WAS 33,10,17,Jason Campbell pass incomplete deep left intended for Santana Moss,0.800,0.100
3,9:07,3,7,WAS 33,10,17,Jason Campbell pass incomplete short left intended for Santana Moss,0.100,-1.180
3,9:04,4,7,WAS 33,10,17,"Derrick Frost punts 52 yards, returned by R.W. McQuarters for 6 yards (tackle by Khary Campbell)",-1.180,-0.340
3,8:53,1,10,NYG 21,10,17,Eli Manning pass incomplete short right intended for Jeremy Shockey,0.340,-0.200
3,8:46,2,10,NYG 21,10,17,Derrick Ward left end for 4 yards (tackle by London Fletcher and LaRon Landry),-0.200,-0.360
3,8:02,3,6,NYG 25,10,17,Eli Manning pass complete short middle to Jeremy Shockey for 15 yards (tackle by Rocky McIntosh),-0.360,1.600
3,7:21,1,10,NYG 40,10,17,Derrick Ward left end for 10 yards (tackle by LaRon Landry),1.600,2.260
3,6:37,1,10,,10,17,"Penalty on Chris Snee: False Start, 5 yards (no play)",2.260,1.930
3,6:10,1,15,NYG 45,10,17,Eli Manning pass incomplete deep middle intended for Plaxico Burress is intercepted by Sean Taylor at WAS-14,1.930,0.280
3,6:00,1,10,WAS 14,10,17,Jason Campbell pass complete short left to Clinton Portis for -4 yards (tackle by Sam Madison),-0.280,-1.070
3,5:22,2,14,WAS 10,10,17,Clinton Portis right end for 8 yards (tackle by Mathias Kiwanuka),-1.070,-0.920
3,4:40,3,6,WAS 18,10,17,Jason Campbell up the middle for 2 yards (tackle by Aaron Ross),-0.920,-2.030
3,3:58,4,4,WAS 20,10,17,Derrick Frost punts 42 yards,-2.030,-1.470
3,3:44,1,10,NYG 38,10,17,Derrick Ward right tackle for 3 yards (tackle by Phillip Daniels and London Fletcher),1.470,1.330
3,3:10,2,7,NYG 41,10,17,"Eli Manning pass incomplete short right intended for Plaxico Burress (defended by Anthony Montgomery). Penalty on Carlos Rogers: Illegal Contact, 5 yards (no play)",1.330,1.990
3,3:06,1,10,NYG 46,10,17,Eli Manning pass complete short right to Derrick Ward for 4 yards (tackle by Rocky McIntosh),1.990,1.990
3,2:30,2,6,,10,17,Eli Manning pass complete deep right to Plaxico Burress for 23 yards (tackle by Shawn Springs),1.990,3.780
3,1:55,1,10,WAS 27,10,17,Derrick Ward left end for no gain (tackle by Andre Carter),3.780,3.230
3,1:15,2,10,WAS 27,10,17,Derrick Ward up the middle for 4 yards (tackle by Pierson Prioleau and London Fletcher),3.230,3.070
3,0:31,3,6,WAS 23,10,17,Eli Manning pass complete short middle to Jeremy Shockey for 7 yards (tackle by LaRon Landry),3.070,4.510
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 16,10,17,Derrick Ward left end for 5 yards (tackle by Kedric Golston and LaRon Landry),4.510,4.760
4,14:14,2,5,WAS 11,10,17,Eli Manning pass incomplete short right intended for Sinorice Moss,4.760,3.940
4,14:08,,,,10,17,Timeout #1 by New York Giants,0.000,3.940
4,14:08,3,5,WAS 11,10,17,Derrick Ward up the middle for 6 yards (tackle by Shawn Springs),3.940,6.060
,,,,,,,"NYG challenged the runner was down by contact ruling, and the original play was overturned.",,
4,13:36,1,5,WAS 5,10,17,"Penalty on David Diehl: False Start, 5 yards (no play)",6.060,4.910
4,13:21,1,10,WAS 10,10,17,Eli Manning pass complete short middle to Amani Toomer for 9 yards (tackle by Pierson Prioleau),4.910,5.910
4,12:38,2,1,WAS 1,16,17,"Reuben Droughns right guard for 1 yard, touchdown",5.910,7.000
4,,,,WAS 2,17,17,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 30,17,17,"Lawrence Tynes kicks off 62 yards, returned by Rock Cartwright for 37 yards (tackle by Gibril Wilson)",0.000,1.930
4,12:25,1,10,WAS 45,17,17,Santana Moss left end for 2 yards (tackle by Sam Madison),1.930,1.650
4,11:45,2,8,WAS 47,17,17,Clinton Portis left tackle for 3 yards (tackle by Justin Tuck),1.650,1.360
4,11:08,3,5,,17,17,Jason Campbell pass incomplete short middle intended for Clinton Portis,1.360,-0.060
4,11:03,4,5,,17,17,Derrick Frost punts 43 yards,-0.060,0.380
4,10:52,1,10,NYG 7,17,17,Derrick Ward left end for 8 yards (tackle by LaRon Landry),-0.380,-0.140
4,10:28,2,2,NYG 15,17,17,Derrick Ward left end for 1 yard (tackle by Sean Taylor),-0.140,-0.370
4,9:45,3,1,NYG 16,17,17,Reuben Droughns up the middle for 1 yard (tackle by Marcus Washington),-0.370,-0.060
4,9:23,1,10,NYG 17,17,17,Eli Manning pass incomplete deep middle intended for Jeremy Shockey,-0.060,-0.580
4,9:18,2,10,NYG 17,17,17,Derrick Ward up the middle for -1 yards (tackle by LaRon Landry),-0.580,-1.410
4,8:34,3,11,NYG 16,17,17,Eli Manning pass incomplete short left intended for Jeremy Shockey (defended by Phillip Daniels),-1.410,-2.390
4,8:30,4,11,NYG 16,17,17,"Jeff Feagles punts 48 yards, returned by Antwaan Randle El for 6 yards (tackle by Justin Tuck)",-2.390,-1.730
4,8:19,1,10,WAS 42,17,17,Clinton Portis right tackle for 1 yard (tackle by Michael Strahan),1.730,1.320
4,7:46,2,9,WAS 43,17,17,"Jason Campbell for no gain. Jason Campbell fumbles, recovered by Antonio Pierce at WAS-44 (tackle by Chris Cooley)",1.320,-2.650
4,7:33,1,10,WAS 44,17,17,Derrick Ward right end for 3 yards (tackle by London Fletcher),2.650,2.520
4,6:56,2,7,WAS 41,17,17,Eli Manning pass complete short right to Plaxico Burress for no gain,2.520,1.820
4,6:12,3,7,WAS 41,17,17,"Eli Manning pass incomplete short middle intended for Plaxico Burress (defended by Shawn Springs). Penalty on Shawn Springs: Defensive Pass Interference, 7 yards (no play)",1.820,3.310
4,6:08,1,10,WAS 34,17,17,Eli Manning pass complete short right to Derrick Ward for 1 yard (tackle by H.B. Blades),3.310,2.910
4,5:40,2,9,WAS 33,23,17,"Eli Manning pass complete short left to Plaxico Burress for 33 yards, touchdown",2.910,7.000
4,,,,WAS 2,24,17,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 30,24,17,"Lawrence Tynes kicks off 68 yards, returned by Rock Cartwright for 36 yards (tackle by Gibril Wilson)",0.000,1.470
4,5:25,1,10,WAS 38,24,17,Jason Campbell pass incomplete deep right intended for Santana Moss,1.470,0.920
4,5:19,2,10,WAS 38,24,17,Jason Campbell pass complete short middle to Clinton Portis for 2 yards (tackle by Gibril Wilson),0.920,0.500
4,4:39,3,8,WAS 40,24,17,Jason Campbell pass complete short middle to Antwaan Randle El for 12 yards (tackle by Sam Madison),0.500,2.390
4,4:02,1,10,NYG 48,24,17,Jason Campbell pass incomplete deep left intended for Antwaan Randle El (defended by Sam Madison),2.390,1.850
4,3:55,2,10,NYG 48,24,17,Jason Campbell pass complete short middle to Ladell Betts for 13 yards (tackle by Sam Madison),1.850,3.250
4,3:48,1,10,NYG 35,24,17,Jason Campbell pass incomplete short left intended for Mike Sellers,3.250,2.700
4,3:43,2,10,NYG 35,24,17,Jason Campbell pass incomplete deep left intended for Antwaan Randle El,2.700,2.010
4,3:37,3,10,NYG 35,24,17,"Jason Campbell sacked by Justin Tuck and Mathias Kiwanuka for -4 yards. Jason Campbell fumbles (forced by Justin Tuck), recovered by Chris Cooley at NYG-46",2.010,0.200
4,2:54,4,21,NYG 46,24,17,"Derrick Frost punts 34 yards, fair catch by R.W. McQuarters",0.200,0.350
4,2:50,1,10,NYG 12,24,17,Derrick Ward left end for no gain (tackle by Cornelius Griffin),-0.350,-0.780
4,2:44,,,,24,17,Timeout #1 by Washington Redskins,0.000,-0.780
4,2:44,2,10,NYG 12,24,17,Derrick Ward left end for -1 yards (tackle by Anthony Montgomery),-0.780,-1.540
4,2:39,,,,24,17,Timeout #2 by Washington Redskins,0.000,-1.540
4,2:39,3,11,NYG 11,24,17,Eli Manning pass complete short right to Derrick Ward for 10 yards (tackle by Marcus Washington),-1.540,-1.960
4,2:33,4,1,NYG 21,24,17,"Jeff Feagles punts 41 yards, returned by Antwaan Randle El for 27 yards (tackle by David Tyree)",-1.960,-3.250
4,2:19,1,10,NYG 35,24,17,Jason Campbell pass incomplete short middle intended for Ladell Betts,3.250,2.700
4,2:13,2,10,NYG 35,24,17,Jason Campbell sacked by Mathias Kiwanuka for -1 yards,2.700,1.880
4,2:00,3,11,NYG 36,24,17,"Jason Campbell pass complete deep middle to Antwaan Randle El for 25 yards (tackle by Gibril Wilson). Penalty on Casey Rabach: Offensive Holding, 10 yards (no play)",1.880,0.560
4,1:53,3,21,NYG 46,24,17,Jason Campbell pass complete deep middle to Santana Moss for 18 yards (tackle by James Butler),0.560,1.680
4,1:45,,,,24,17,Timeout #3 by Washington Redskins,0.000,1.680
4,1:45,4,3,NYG 28,24,17,"Penalty on Casey Rabach: False Start, 5 yards (no play)",1.680,1.150
4,1:45,4,8,NYG 33,24,17,Jason Campbell pass complete short middle to Santana Moss for 15 yards (tackle by Gibril Wilson),1.150,4.370
4,1:22,1,10,NYG 18,24,17,"Jason Campbell for no gain. Jason Campbell fumbles, recovered by Jason Campbell at NYG-21",4.370,3.420
4,1:15,2,13,NYG 21,24,17,Jason Campbell spiked the ball,3.420,2.740
4,1:07,3,13,NYG 21,24,17,Jason Campbell pass complete deep middle to Antwaan Randle El for 20 yards (tackle by James Butler),2.740,6.970
4,0:58,1,1,NYG 1,24,17,Jason Campbell spiked the ball,6.970,5.910
4,0:51,,,,24,17,Timeout #2 by New York Giants,0.000,5.910
4,0:51,2,1,NYG 1,24,17,Jason Campbell pass incomplete short right intended for Mike Sellers (defended by Kawika Mitchell),5.910,5.170
4,0:47,3,1,NYG 1,24,17,Ladell Betts left tackle for no gain (tackle by Kawika Mitchell),5.170,3.550
4,0:25,4,1,NYG 1,24,17,Ladell Betts left end for -2 yards (tackle by James Butler),3.550,0.380
4,0:20,1,10,NYG 3,24,17,Eli Manning kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
