Quarter,Time,Tm,Detail,NYG,WAS
1.0,7:19,Giants,Lawrence Tynes 34 yard field goal,3,0
,4:57,Redskins,Clinton Portis 1 yard rush (Shaun Suisham kick),3,7
2.0,7:55,Redskins,Chris Cooley 8 yard pass from Jason Campbell (Shaun Suisham kick),3,14
,0:00,Redskins,Shaun Suisham 47 yard field goal,3,17
3.0,9:50,Giants,Reuben Droughns 1 yard rush (Lawrence Tynes kick),10,17
4.0,12:33,Giants,Reuben Droughns 1 yard rush (Lawrence Tynes kick),17,17
,5:32,Giants,Plaxico Burress 33 yard pass from Eli Manning (Lawrence Tynes kick),24,17
