Quarter,Time,Tm,Detail,NWE,NYJ
1.0,5:36,Patriots,Corey Dillon 1 yard rush (Stephen Gostkowski kick),7,0
2.0,13:15,Patriots,Stephen Gostkowski 20 yard field goal,10,0
,0:14,Patriots,Chad Jackson 13 yard pass from Tom Brady (Stephen Gostkowski kick),17,0
3.0,8:57,Patriots,Laurence Maroney 1 yard rush (Stephen Gostkowski kick),24,0
,6:15,Jets,Jerricho Cotchery 71 yard pass from Chad Pennington (Mike Nugent kick),24,7
,0:50,Jets,Laveranues Coles 46 yard pass from Chad Pennington (Mike Nugent kick),24,14
4.0,9:20,Jets,Mike Nugent 42 yard field goal,24,17
