Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Ravens to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,BAL 25,0,0,Lamar Jackson sacked by Matt Judon for no gain,0.610,0.060
1,14:16,2,10,BAL 25,0,0,Lamar Jackson pass complete short left to J.K. Dobbins for 6 yards (tackle by Jonathan Jones),0.060,0.170
1,13:38,3,4,BAL 31,0,0,Lamar Jackson pass incomplete short middle intended for Isaiah Likely (defended by Daniel Ekuale),0.170,-1.310
1,13:34,4,4,BAL 31,0,0,"Jordan Stout punts 58 yards, recovered by Myles Bryant at NE-11 (tackle by Justice Hill)",-1.310,0.370
1,13:23,1,10,NWE 11,0,0,Mac Jones pass complete short middle to DeVante Parker for 31 yards (tackle by Chuck Clark),-0.370,1.730
1,12:45,1,10,NWE 42,0,0,Damien Harris left guard for 3 yards (tackle by Josh Bynes),1.730,1.590
1,12:10,2,7,NWE 45,0,0,"Mac Jones pass complete short right to Kendrick Bourne for no gain. Penalty on Isaiah Wynn: False Start, 5 yards (accepted) (no play)",1.590,0.920
1,11:54,2,12,NWE 40,0,0,Mac Jones pass complete short left to Jonnu Smith for 4 yards (tackle by Marlon Humphrey),0.920,0.760
1,11:26,3,8,NWE 44,0,0,Mac Jones sacked by Patrick Queen for -7 yards,0.760,-0.910
1,10:41,4,15,NWE 37,0,0,"Jake Bailey punts 44 yards, returned by Devin Duvernay for 12 yards (tackle by Cody Davis)",-0.910,-1.000
1,10:32,1,10,BAL 31,0,0,Lamar Jackson left guard for 5 yards (tackle by Jabrill Peppers),1.000,1.140
1,9:47,2,5,BAL 36,0,0,Lamar Jackson pass incomplete short left intended for Mark Andrews,1.140,0.430
1,9:42,3,5,BAL 36,0,0,Lamar Jackson scrambles right end for 8 yards (tackle by Jalen Mills),0.430,1.860
1,9:15,1,10,BAL 44,0,0,J.K. Dobbins left guard for 3 yards (tackle by Davon Godchaux and Lawrence Guy),1.860,1.720
1,8:33,2,7,BAL 47,0,0,Lamar Jackson pass complete short left to Mark Andrews for 17 yards (tackle by Ja'Whaun Bentley),1.720,3.180
1,7:54,1,10,NWE 36,0,0,Lamar Jackson pass complete short middle to Mark Andrews for 11 yards (tackle by Devin McCourty),3.180,3.910
1,7:10,1,10,NWE 25,0,0,J.K. Dobbins left tackle for 5 yards (tackle by Deatrich Wise),3.910,4.040
1,6:31,2,5,NWE 20,0,0,Lamar Jackson pass complete short right to Mark Andrews for 6 yards (tackle by Devin McCourty),4.040,4.650
1,5:50,1,10,NWE 14,0,0,Lamar Jackson sacked by Deatrich Wise for -3 yards,4.650,3.590
1,5:01,2,13,NWE 17,0,0,Lamar Jackson pass complete short left to Patrick Ricard for 12 yards (tackle by Jabrill Peppers),3.590,4.960
1,4:14,3,1,NWE 5,6,0,"Lamar Jackson pass complete short middle to Mark Andrews for 5 yards, touchdown",4.960,7.000
1,4:09,,,NWE 15,7,0,Justin Tucker kicks extra point good,0.000,0.000
1,4:09,,,BAL 35,7,0,"Justin Tucker kicks off 69 yards, returned by Marcus Jones for 26 yards (tackle by Geno Stone and Kyle Hamilton)",0.000,0.410
1,4:04,1,10,NWE 22,7,0,Rhamondre Stevenson left end for 8 yards (tackle by Marcus Williams),0.410,0.950
1,3:25,2,2,NWE 30,7,0,Rhamondre Stevenson up the middle for 10 yards (tackle by Calais Campbell),0.950,1.600
1,2:52,1,10,NWE 40,7,0,Mac Jones pass complete deep right to DeVante Parker for 40 yards (tackle by Jalyn Armour-Davis),1.600,4.240
1,2:17,1,10,BAL 20,7,0,Rhamondre Stevenson up the middle for 4 yards (tackle by Chuck Clark and Josh Bynes),4.240,4.280
1,1:36,2,6,BAL 16,7,0,"Rhamondre Stevenson for no gain. Penalty on Isaiah Wynn: Offensive Holding, 10 yards (accepted) (no play)",4.280,2.880
1,1:14,2,16,BAL 26,7,0,Mac Jones scrambles for 4 yards (tackle by Marlon Humphrey),2.880,2.740
1,0:35,3,12,BAL 22,7,0,Mac Jones pass complete short middle to Rhamondre Stevenson for 6 yards (tackle by Patrick Queen),2.740,2.400
Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,6,BAL 16,7,3,Nick Folk 35 yard field goal good,2.400,3.000
2,14:57,,,NWE 35,7,3,"Jake Bailey kicks off 65 yards, returned by Devin Duvernay for 25 yards (tackle by Jabrill Peppers)",0.000,0.610
2,14:50,1,10,BAL 25,7,3,Lamar Jackson pass complete short middle to Isaiah Likely for 8 yards (tackle by Devin McCourty and Jonathan Jones),0.610,1.140
2,14:22,2,2,BAL 33,7,3,Lamar Jackson sacked by Deatrich Wise for -8 yards,1.140,-0.620
2,13:33,3,10,BAL 25,7,3,"Penalty on Morgan Moses: False Start, 5 yards (accepted) (no play)",-0.620,-1.290
2,13:14,3,15,BAL 20,7,3,Lamar Jackson pass incomplete deep right intended for Mark Andrews,-1.290,-2.030
2,13:06,4,15,BAL 20,7,3,"Jordan Stout punts 52 yards, returned by Myles Bryant for 13 yards (tackle by Nick Moore)",-2.030,-1.660
2,12:53,1,10,NWE 41,7,3,Damien Harris right end for 5 yards (tackle by Chuck Clark and Odafe Oweh),1.660,1.800
2,12:07,2,5,NWE 46,7,3,Mac Jones scrambles left end for 1 yard (tackle by Odafe Oweh),1.800,1.220
2,11:22,3,4,NWE 47,7,3,Mac Jones pass complete short left to Nelson Agholor for 13 yards (tackle by Marlon Humphrey),1.220,2.920
2,10:48,1,10,BAL 40,7,3,Damien Harris left guard for 1 yard (tackle by Calais Campbell and Travis Jones),2.920,2.510
2,10:09,2,9,BAL 39,7,3,Mac Jones pass incomplete deep left intended for DeVante Parker (defended by Marcus Williams),2.510,1.820
2,10:00,,,,,,Timeout #1 by New England Patriots,,
2,10:00,3,9,BAL 39,7,3,Damien Harris right guard for 6 yards (tackle by Brandon Copeland),1.820,1.190
2,9:27,4,3,BAL 33,7,3,Mac Jones pass complete short left to Kendrick Bourne for no gain (tackle by Marlon Humphrey),1.190,-1.140
2,9:19,1,10,BAL 33,7,3,Lamar Jackson sacked by Deatrich Wise for -1 yards,1.140,0.460
2,8:30,2,11,BAL 32,7,3,Lamar Jackson pass incomplete short middle intended for Mark Andrews,0.460,-0.230
2,8:24,3,11,BAL 32,7,3,"Penalty on Morgan Moses: False Start, 5 yards (accepted) (no play)",-0.230,-0.890
2,8:24,3,16,BAL 27,7,3,Lamar Jackson pass deep right intended for Rashod Bateman is intercepted by Jonathan Jones at BAL-47 and returned for 15 yards (tackle by Patrick Ricard),-0.890,-3.450
2,8:12,1,10,BAL 32,7,3,Mac Jones pass complete short left to Jonnu Smith for 5 yards (tackle by Josh Bynes),3.450,3.580
2,7:39,2,5,BAL 27,7,3,Rhamondre Stevenson left guard for 6 yards (tackle by Josh Bynes),3.580,4.170
2,7:22,1,10,BAL 21,7,3,Mac Jones pass incomplete deep left intended for DeVante Parker (defended by Brandon Stephens),4.170,3.630
2,7:15,2,10,BAL 21,7,3,Rhamondre Stevenson right tackle for 16 yards (tackle by Marcus Williams),3.630,6.060
2,6:34,1,5,BAL 5,7,3,Rhamondre Stevenson left tackle for 2 yards (tackle by Broderick Washington),6.060,5.530
2,6:04,2,3,BAL 3,7,9,"Mac Jones scrambles left tackle for 3 yards, touchdown",5.530,7.000
2,5:58,,,BAL 15,7,10,Nick Folk kicks extra point good,0.000,0.000
2,5:58,,,NWE 35,7,10,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
2,5:58,1,10,BAL 25,7,10,Devin Duvernay left end for -4 yards (tackle by Deatrich Wise),0.610,-0.480
2,5:19,2,14,BAL 21,7,10,Lamar Jackson left end for 17 yards (tackle by Christian Barmore),-0.480,1.470
2,4:34,1,10,BAL 38,7,10,J.K. Dobbins left guard for 3 yards (tackle by Davon Godchaux and Mack Wilson),1.470,1.330
2,3:52,2,7,BAL 41,7,10,Lamar Jackson pass complete short right to J.K. Dobbins for 11 yards (tackle by Ja'Whaun Bentley),1.330,2.390
2,3:16,1,10,NWE 48,7,10,Justice Hill left guard for 11 yards (tackle by Adrian Phillips),2.390,3.120
2,2:34,1,10,NWE 37,7,10,Lamar Jackson pass complete short right to Josh Oliver for 7 yards (tackle by Jabrill Peppers and Davon Godchaux),3.120,3.520
2,2:00,2,3,NWE 30,7,10,Lamar Jackson right guard for 11 yards (tackle by Mack Wilson),3.520,4.310
2,1:23,1,10,NWE 19,7,10,J.K. Dobbins left tackle for 3 yards (tackle by Adrian Phillips and Mack Wilson),4.310,4.180
2,0:36,2,7,NWE 16,13,10,"Lamar Jackson pass complete deep middle to Mark Andrews for 16 yards, touchdown",4.180,7.000
2,0:30,,,NWE 15,14,10,Justin Tucker kicks extra point good,0.000,0.000
