Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
2,0:30,,,BAL 35,14,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,0:30,1,10,NWE 25,14,10,Mac Jones pass complete short right to Rhamondre Stevenson for 11 yards (tackle by Patrick Queen and Marcus Williams),0.610,1.330
2,0:21,,,,,,Timeout #2 by New England Patriots,,
2,0:21,1,10,NWE 36,14,10,Mac Jones pass incomplete deep right intended for Nelson Agholor,1.330,0.790
2,0:15,2,10,NWE 36,14,10,Mac Jones pass complete deep middle to Kendrick Bourne for 22 yards (tackle by Damarion Williams),0.790,2.790
2,0:08,,,,,,Timeout #3 by New England Patriots,,
2,0:08,1,10,BAL 42,14,10,Mac Jones pass complete short left to Kendrick Bourne for 10 yards (tackle by Kyle Hamilton),2.790,3.450
2,0:01,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:01,1,10,BAL 32,14,13,Nick Folk 50 yard field goal good,3.450,3.000
Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,14,13,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NWE 25,14,13,Damien Harris up the middle for 2 yards (tackle by Chuck Clark),0.610,0.330
3,14:25,2,8,NWE 27,14,13,"Mac Jones pass complete deep left to DeVante Parker for 36 yards (tackle by Brandon Stephens). Penalty on Brandon Stephens: Defensive Holding, 5 yards (declined)",0.330,3.120
3,14:07,1,10,BAL 37,14,13,Damien Harris left guard for 10 yards (tackle by Josh Bynes and Odafe Oweh),3.120,3.780
3,13:23,1,10,BAL 27,14,13,Damien Harris up the middle for no gain (tackle by Calais Campbell and Broderick Washington),3.780,3.230
3,12:50,2,10,BAL 27,14,13,Mac Jones pass complete deep left to DeVante Parker for 25 yards,3.230,6.740
3,12:22,,,,,,Timeout #1 by Baltimore Ravens,,
3,12:22,1,2,BAL 2,14,13,Mac Jones pass incomplete short left intended for Damien Harris (defended by Patrick Queen),6.740,5.720
3,12:19,2,2,BAL 2,14,19,"Damien Harris up the middle for 2 yards, touchdown",5.720,7.000
3,12:14,,,BAL 15,14,20,Nick Folk kicks extra point good,0.000,0.000
3,12:14,,,NWE 35,14,20,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,12:14,1,10,BAL 25,14,20,J.K. Dobbins left tackle for 5 yards (tackle by Ja'Whaun Bentley and Adrian Phillips),0.610,0.740
3,11:50,2,5,BAL 30,14,20,Lamar Jackson pass incomplete deep right intended for Mark Andrews,0.740,0.040
3,11:44,3,5,BAL 30,14,20,Lamar Jackson pass complete short middle to Devin Duvernay for 21 yards (tackle by Adrian Phillips and Devin McCourty),0.040,2.320
3,10:59,1,10,NWE 49,14,20,Justice Hill left tackle for 9 yards (tackle by Christian Barmore),2.320,3.000
3,10:17,2,1,NWE 40,14,20,Justice Hill right tackle for 34 yards (tackle by Jonathan Jones),3.000,5.830
3,9:30,1,6,NWE 6,14,20,J.K. Dobbins left guard for 4 yards (tackle by Deatrich Wise and Mack Wilson),5.830,5.720
3,8:51,2,2,NWE 2,14,20,"Penalty on NWE: Defensive Too Many Men on Field, 1 yard (accepted) (no play)",5.720,5.910
3,8:44,2,1,NWE 1,20,20,"Lamar Jackson pass complete short middle to Josh Oliver for 1 yard, touchdown",5.910,7.000
3,8:39,,,NWE 15,21,20,Justin Tucker kicks extra point good,0.000,0.000
3,8:39,,,BAL 35,21,20,"Justin Tucker kicks off 63 yards, returned by Marcus Jones for 19 yards (tackle by Del'Shawn Phillips)",0.000,0.340
3,8:34,1,10,NWE 21,21,20,Rhamondre Stevenson right guard for 4 yards (tackle by Odafe Oweh),0.340,0.340
3,8:03,2,6,NWE 25,21,20,Mac Jones pass complete short middle to Hunter Henry for 8 yards (tackle by Patrick Queen),0.340,1.140
3,7:34,1,10,NWE 33,21,20,Rhamondre Stevenson right guard for 3 yards (tackle by Justin Madubuike and Josh Bynes),1.140,1.000
3,6:52,2,7,NWE 36,21,20,Mac Jones pass incomplete short left intended for Lil'Jordan Humphrey,1.000,0.300
3,6:41,3,7,NWE 36,21,20,"Mac Jones sacked by Justin Madubuike for -5 yards. Penalty on David Andrews: Offensive Holding, 10 yards (declined)",0.300,-1.310
3,6:30,4,12,NWE 31,21,20,"Jake Bailey punts 56 yards, returned by Devin Duvernay for 43 yards (tackle by Jake Bailey)",-1.310,-2.650
3,6:18,1,10,NWE 44,21,20,Lamar Jackson up the middle for 38 yards (tackle by Devin McCourty),2.650,5.830
3,5:39,1,6,NWE 6,21,20,Lamar Jackson pass incomplete short right,5.830,4.950
3,5:28,2,6,NWE 6,21,20,Devin Duvernay left end for 2 yards (tackle by Jalen Mills),4.950,4.490
3,4:47,3,4,NWE 4,27,20,"Lamar Jackson pass complete short right to Devin Duvernay for 4 yards, touchdown",4.490,7.000
3,4:41,,,NWE 15,28,20,Justin Tucker kicks extra point good,0.000,0.000
3,4:41,,,BAL 35,28,20,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,4:41,1,10,NWE 25,28,20,Damien Harris up the middle for 3 yards (tackle by Broderick Washington),0.610,0.470
3,4:09,2,7,NWE 28,28,20,Mac Jones pass short middle intended for DeVante Parker is intercepted by Josh Bynes at NE-43 and returned for no gain (tackle by DeVante Parker),0.470,-2.720
3,4:04,1,10,NWE 43,28,20,Justice Hill left tackle for 4 yards (tackle by Jabrill Peppers and Jahlani Tavai),2.720,2.720
3,3:22,2,6,NWE 39,28,20,Justice Hill right guard for 1 yard (tackle by Daniel Ekuale),2.720,2.150
3,2:46,3,5,NWE 38,28,20,Lamar Jackson pass incomplete deep right intended for Rashod Bateman,2.150,0.720
3,2:38,4,5,NWE 38,31,20,Justin Tucker 56 yard field goal good,0.720,3.000
3,2:33,,,BAL 35,31,20,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,2:33,1,10,NWE 25,31,20,Mac Jones pass complete short right to Rhamondre Stevenson for 7 yards (tackle by Josh Bynes),0.610,1.010
3,1:55,2,3,NWE 32,31,20,Rhamondre Stevenson right guard for 18 yards (tackle by Chuck Clark),1.010,2.260
3,1:15,1,10,NWE 50,31,20,Mac Jones pass complete deep right to DeVante Parker for 24 yards (tackle by Chuck Clark),2.260,3.840
3,0:30,1,10,BAL 26,31,20,Rhamondre Stevenson left guard for -3 yards (tackle by Justin Madubuike),3.840,2.890
Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,BAL 29,31,20,Mac Jones pass complete short right to Rhamondre Stevenson for 4 yards (tackle by Josh Bynes),2.890,2.740
4,14:21,3,9,BAL 25,31,20,Mac Jones scrambles right end for 8 yards (tackle by Chuck Clark),2.740,2.460
4,13:38,,,,,,Timeout #1 by New England Patriots,,
4,13:38,4,1,BAL 17,31,20,Mac Jones pass complete short left to Jonnu Smith for 8 yards (tackle by Chuck Clark),2.460,5.140
4,13:07,1,9,BAL 9,31,20,Mac Jones pass complete short left to Jonnu Smith for 8 yards (tackle by Marcus Williams),5.140,5.910
4,12:45,2,1,BAL 1,31,26,"Rhamondre Stevenson right guard for 1 yard, touchdown",5.910,7.000
4,12:39,,,BAL 2,31,26,"Two Point Attempt: Mac Jones rushes, conversion succeeds. Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Two Point Attempt: Mac Jones pass complete to to Rhamondre Stevenson for no gain",1.000,-1.000
4,12:39,,,NWE 35,31,26,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
4,12:39,1,10,BAL 25,31,26,"Lamar Jackson pass complete to Rashod Bateman for 24 yards. Rashod Bateman fumbles (forced by Jonathan Jones), recovered by Jabrill Peppers at NE-49 and returned for 12 yards (tackle by Rashod Bateman and Ben Powers)",0.610,-2.980
4,12:25,1,10,BAL 39,31,26,Mac Jones pass complete short right to Damien Harris for 9 yards (tackle by Josh Bynes and Malik Harrison),2.980,3.660
4,11:52,2,1,BAL 30,31,26,Damien Harris up the middle for 5 yards (tackle by Broderick Washington),3.660,3.910
4,11:23,1,10,BAL 25,31,26,Mac Jones scrambles left end for 15 yards (tackle by Josh Bynes),3.910,4.910
4,10:44,1,10,BAL 10,31,26,Mac Jones pass complete short left to Damien Harris for -4 yards (tackle by Marcus Williams),4.910,3.580
4,9:58,2,14,BAL 14,31,26,Damien Harris up the middle for 4 yards (tackle by Odafe Oweh),3.580,3.130
4,9:13,3,10,BAL 10,31,26,Mac Jones pass short left intended for DeVante Parker is intercepted by Marlon Humphrey in end zone and returned for no gain,3.130,-0.280
4,9:06,1,10,BAL 20,31,26,Justice Hill left tackle for 1 yard (tackle by Jabrill Peppers and Adrian Phillips),0.280,-0.130
4,8:23,2,9,BAL 21,31,26,Lamar Jackson pass complete deep left to Mark Andrews for 25 yards (tackle by Devin McCourty),-0.130,1.990
4,7:48,1,10,BAL 46,31,26,Lamar Jackson right guard for 2 yards (tackle by Christian Barmore),1.990,1.720
4,6:55,2,8,BAL 48,31,26,Lamar Jackson pass incomplete short right,1.720,1.030
4,6:47,3,8,BAL 48,31,26,Lamar Jackson pass incomplete intended for Demarcus Robinson,1.030,-0.190
4,6:43,4,8,BAL 48,31,26,Jordan Stout punts 23 yards out of bounds,-0.190,-0.870
4,6:36,1,10,NWE 29,31,26,Mac Jones pass incomplete deep right intended for DeVante Parker,0.870,0.330
4,6:32,2,10,NWE 29,31,26,Rhamondre Stevenson for 4 yards (tackle by Patrick Queen),0.330,0.170
4,5:44,3,6,NWE 33,31,26,"Mac Jones pass complete deep middle to Nelson Agholor for 28 yards. Nelson Agholor fumbles (forced by Kyle Hamilton), recovered by Marcus Peters at BAL-27 (tackle by Kyle Hamilton)",0.170,-0.740
4,5:35,1,10,BAL 27,31,26,Lamar Jackson pass incomplete deep left intended for Mark Andrews,0.740,0.200
4,5:28,2,10,BAL 27,31,26,Lamar Jackson pass complete short left to Rashod Bateman for 35 yards (tackle by Devin McCourty),0.200,3.050
4,4:44,1,10,NWE 38,31,26,J.K. Dobbins right guard for no gain (tackle by Jabrill Peppers and Ja'Whaun Bentley),3.050,2.510
4,4:08,2,10,NWE 38,31,26,Lamar Jackson left end for 20 yards (tackle by Devin McCourty),2.510,4.370
4,3:20,1,10,NWE 18,31,26,Lamar Jackson pass complete short right to Mark Andrews for 3 yards (tackle by Adrian Phillips and Myles Bryant),4.370,4.250
4,3:12,,,,,,Timeout #2 by New England Patriots,,
4,3:12,2,7,NWE 15,31,26,Lamar Jackson pass complete short right to Mark Andrews for 6 yards (tackle by Adrian Phillips),4.250,4.740
4,3:07,3,1,NWE 9,37,26,"Lamar Jackson right guard for 9 yards, touchdown",4.740,7.000
4,3:00,,,NWE 15,37,26,Justin Tucker kicks extra point no good,0.000,-1.000
4,3:00,,,BAL 35,37,26,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,3:00,1,10,NWE 25,37,26,Mac Jones pass incomplete short left intended for Rhamondre Stevenson,0.610,0.060
4,2:56,2,10,NWE 25,37,26,Mac Jones sacked by Brandon Copeland for -7 yards,0.060,-1.720
4,2:26,3,17,NWE 18,37,26,"Mac Jones pass complete deep middle to Kendrick Bourne for 26 yards. Kendrick Bourne fumbles (forced by Marcus Peters), recovered by Kendrick Bourne at NE-44 (tackle by Marcus Peters)",-1.720,1.860
4,2:02,1,10,NWE 44,37,26,Mac Jones pass deep middle intended for Kendrick Bourne is intercepted by Marcus Peters at BAL-36 and returned for 8 yards,1.860,-1.860
4,1:55,1,10,BAL 44,37,26,Lamar Jackson kneels for -1 yards,1.860,1.180
4,1:13,2,11,BAL 43,37,26,Lamar Jackson kneels for -1 yards,1.180,0.370
4,0:30,3,12,BAL 42,37,26,Lamar Jackson kneels for -1 yards,0.370,-0.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
