Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Wayne Gallman,NYG,10,34,1,4,1,0.1,33,3.3,0,
Daniel Jones,NYG,4,92,0,1,86,21.5,6,1.5,0,
Devonta Freeman,NYG,3,8,0,,5,1.7,3,1.0,0,
Dion Lewis,NYG,3,23,0,1,13,4.3,10,3.3,0,
Evan Engram,NYG,2,3,0,0,0,0.0,3,1.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Boston Scott,PHI,12,46,0,3,21,1.8,25,2.1,0,
Carson Wentz,PHI,7,14,1,3,5,0.7,9,1.3,0,
Corey Clement,PHI,2,9,0,,4,2.0,5,2.5,0,
Jason Huntley,PHI,2,13,0,1,7,3.5,6,3.0,0,
Jalen Hurts,PHI,2,2,0,,1,0.5,1,0.5,0,
DeSean Jackson,PHI,1,12,0,1,8,8.0,4,4.0,0,
