Quarter,Time,Tm,Detail,MIA,NYJ
1.0,1:53,Jets,Brandon Marshall 17 yard pass from Ryan Fitzpatrick (Randy Bullock kick),0,7
2.0,0:08,Jets,Devin Smith 16 yard pass from Ryan Fitzpatrick (Randy Bullock kick),0,14
3.0,8:47,Jets,Eric Decker 2 yard pass from Ryan Fitzpatrick (Randy Bullock kick),0,21
,2:30,Dolphins,Jarvis Landry 5 yard pass from Ryan Tannehill (Andrew Franks kick),7,21
4.0,12:05,Jets,Brandon Marshall 3 yard pass from Ryan Fitzpatrick (Randy Bullock kick),7,28
,9:29,Jets,Chris Ivory 31 yard rush (Randy Bullock kick),7,35
,4:51,Dolphins,Greg Jennings 5 yard pass from Ryan Tannehill (Andrew Franks kick),14,35
,2:43,Jets,Randy Bullock 41 yard field goal,14,38
,0:05,Dolphins,DeVante Parker 33 yard pass from Ryan Tannehill (Andrew Franks kick failed),20,38
