Quarter,Time,Down,ToGo,Location,PHI,ARI,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,PHI,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,PHI 37,0,6,Reno Mahe right end for 1 yard (tackle by Karlos Dansby),1.200,0.630
2,14:21,3,4,PHI 38,0,6,Mike McMahon pass incomplete intended for Chad Lewis (defended by James Darling),0.630,-0.850
2,14:21,4,4,PHI 38,0,6,"Sean Landeta punts 50 yards, returned by Reggie Swinton for 11 yards (tackle by Quintin Mikell)",-0.850,-0.480
2,14:05,1,10,ARI 23,0,6,Josh McCown pass complete to Anquan Boldin for 15 yards (tackle by Keith Adams),0.480,1.470
2,13:27,1,10,ARI 38,0,6,J.J. Arrington left tackle for 7 yards (tackle by Jeremiah Trotter),1.470,1.870
2,12:49,2,3,ARI 45,0,6,J.J. Arrington up the middle for no gain (tackle by Darwin Walker),1.870,1.160
2,12:08,3,3,ARI 45,0,6,Josh McCown pass complete to Bryant Johnson for 3 yards (tackle by Roderick Hood),1.160,2.130
2,11:28,1,10,ARI 48,0,6,Josh McCown pass incomplete intended for Anquan Boldin,2.130,1.580
2,11:28,2,10,ARI 48,0,6,"Penalty on Oliver Ross: False Start, 4 yards (no play)",1.580,1.040
2,11:18,2,14,ARI 44,0,6,Josh McCown pass incomplete intended for J.J. Arrington (defended by Jevon Kearse),1.040,0.370
2,11:14,3,14,ARI 44,0,6,Josh McCown pass complete to Obafemi Ayanbadejo for 2 yards (tackle by Donald Strickland),0.370,-0.320
2,10:43,4,12,ARI 46,0,6,"Scott Player punts 54 yards, touchback",-0.320,-0.280
2,10:35,1,10,PHI 20,0,12,"Mike McMahon pass incomplete intended for L.J. Smith is intercepted by Karlos Dansby at PHI-11 and returned for 11 yards, touchdown",0.280,-7.000
2,,,,PHI 2,0,13,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,0,13,"Nick Novak kicks off 63 yards, returned by Bruce Perry for 27 yards (tackle by Eric Green)",0.000,-1.200
2,10:22,1,10,PHI 34,0,13,Ryan Moats up the middle for 2 yards (tackle by Robert Griffith and Ross Kolodziej),1.200,0.930
2,9:43,2,8,PHI 36,0,13,Mike McMahon pass complete to Reggie Brown for 26 yards (tackle by David Macklin),0.930,3.050
2,9:12,1,10,ARI 38,0,13,Mike McMahon sacked by Adrian Wilson for -13 yards,3.050,0.750
2,8:44,2,23,PHI 49,0,13,Mike McMahon for 19 yards (tackle by Karlos Dansby),0.750,2.610
2,7:58,3,4,ARI 32,0,13,Mike McMahon pass incomplete intended for Billy McMullen,2.610,1.270
2,7:58,4,4,ARI 32,0,13,Koy Detmer pass complete to Chad Lewis for 12 yards (tackle by Robert Griffith),1.270,4.240
2,7:23,,,,0,13,Timeout #1 by Arizona Cardinals,0.000,4.240
2,7:23,1,10,ARI 20,0,13,Mike McMahon pass complete to Darnerien McCants for 19 yards (tackle by Adrian Wilson),4.240,6.970
2,6:44,1,1,ARI 1,6,13,"Mike McMahon up the middle for 1 yard, touchdown",6.970,7.000
2,,,,ARI 2,7,13,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,7,13,"David Akers kicks off 70 yards, returned by Reggie Swinton for 27 yards (tackle by Donald Strickland)",0.000,0.740
2,6:31,1,10,ARI 27,7,13,Marcel Shipp left end for -1 yards (tackle by Jeremiah Trotter),0.740,0.060
2,5:53,2,11,ARI 26,7,13,Josh McCown pass incomplete intended for Larry Fitzgerald,0.060,-0.620
2,5:48,3,11,ARI 26,7,13,"Josh McCown sacked by N.D. Kalu for -8 yards. Josh McCown fumbles (forced by N.D. Kalu), recovered by Oliver Ross at ARI-18",-0.620,-2.240
2,5:29,4,19,ARI 18,7,13,"Scott Player punts 46 yards, returned by Reno Mahe for 10 yards (tackle by Isaac Keys)",-2.240,-1.990
2,5:03,1,10,PHI 46,7,13,Mike McMahon sacked by Chike Okeafor for -7 yards,1.990,0.510
2,4:29,,,,7,13,Timeout #1 by Philadelphia Eagles,0.000,0.510
2,4:29,2,17,PHI 39,7,13,"Mike McMahon pass complete to Darnerien McCants for 20 yards (tackle by Quentin Harris). Penalty on Chad Lewis: Personal Foul, 15 yards",0.510,1.860
2,4:07,1,10,PHI 44,7,13,Mike McMahon pass incomplete intended for L.J. Smith,1.860,1.320
2,4:05,2,10,PHI 44,7,13,Ryan Moats left end for -3 yards (tackle by Karlos Dansby),1.320,0.230
2,3:26,3,13,PHI 41,7,13,Mike McMahon pass incomplete intended for Billy McMullen (defended by Adrian Wilson),0.230,-0.650
2,3:20,4,13,PHI 41,7,13,"Sean Landeta punts 44 yards, returned by Reggie Swinton for 12 yards (tackle by Justin Ena)",-0.650,-0.740
2,3:08,1,10,ARI 27,7,13,Josh McCown pass complete to Anquan Boldin for 5 yards (tackle by Roderick Hood),0.740,0.870
2,2:31,2,5,ARI 32,7,13,Josh McCown pass complete to Eric Edwards for 4 yards (tackle by Sheldon Brown),0.870,0.700
2,2:24,,,,7,13,Timeout #2 by Philadelphia Eagles,0.000,0.700
2,2:24,3,1,ARI 36,7,13,Josh McCown pass incomplete intended for Larry Fitzgerald,0.700,-0.980
2,2:20,4,1,ARI 36,7,13,"Scott Player punts 59 yards, returned by Reno Mahe for 6 yards (tackle by Orlando Huff). Penalty on Dexter Wynn: Illegal Block Above the , 5 yards",-0.980,0.380
2,2:09,1,10,PHI 6,7,13,"Ryan Moats right end for 10 yards (tackle by Robert Griffith). Penalty on L.J. Smith: Offensive Holding, 8 yards",-0.380,-0.300
2,2:00,1,8,PHI 8,7,13,Ryan Moats right tackle for 5 yards (tackle by Antonio Smith),-0.300,-0.270
2,1:22,2,3,PHI 13,7,13,Ryan Moats left tackle for 2 yards (tackle by Darnell Dockett),-0.270,-0.370
2,0:37,3,1,PHI 15,7,13,Reno Mahe up the middle for -1 yards (tackle by Tim Bulman),-0.370,-2.470
2,0:30,,,,7,13,Timeout #2 by Arizona Cardinals,0.000,-2.470
2,0:29,4,2,PHI 14,7,13,"Sean Landeta punts 54 yards, returned by Reggie Swinton for 15 yards (tackle by Matt Ware)",-2.470,-2.060
2,0:19,1,10,ARI 47,7,13,Josh McCown pass complete to Obafemi Ayanbadejo for 17 yards (tackle by Roderick Hood),2.060,3.180
2,0:11,1,10,PHI 36,7,13,Josh McCown pass incomplete intended for Anquan Boldin,3.180,2.640
2,0:08,,,,7,13,Timeout #3 by Arizona Cardinals,0.000,2.640
2,0:08,2,10,PHI 36,7,13,Neil Rackers 54 yard field goal no good,2.640,-1.860
2,0:03,1,10,PHI 44,7,13,Mike McMahon pass incomplete intended for Greg Lewis,1.860,1.320
Quarter,Time,Down,ToGo,Location,PHI,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,7,13,"David Akers kicks off 71 yards, returned by Reggie Swinton for 25 yards (tackle by Reno Mahe)",0.000,0.540
3,14:55,1,10,ARI 24,7,13,Josh McCown pass complete to Larry Fitzgerald for 6 yards (tackle by Keith Adams),0.540,0.810
3,14:19,2,4,ARI 30,7,13,"Josh McCown pass incomplete intended for Eric Edwards. Penalty on Michael Lewis: Defensive Pass Interfere, 20 yards (no play)",0.810,2.260
3,14:14,1,10,ARI 50,7,13,J.J. Arrington right tackle for 5 yards (tackle by Juqua Thomas),2.260,2.390
3,13:37,2,5,PHI 45,7,13,Josh McCown pass complete to Anquan Boldin for 6 yards (tackle by Brian Dawkins and Sheldon Brown),2.390,2.980
3,13:01,1,10,PHI 39,7,13,"Penalty on Fred Wakefield: False Start, 5 yards (no play)",2.980,2.650
3,12:41,1,15,PHI 44,7,13,J.J. Arrington up the middle for 5 yards (tackle by Michael Lewis),2.650,2.440
3,12:05,2,10,PHI 39,7,13,Josh McCown pass complete to Anquan Boldin for 6 yards (tackle by Michael Lewis),2.440,2.540
3,11:26,3,4,PHI 33,7,13,Josh McCown pass complete to Anquan Boldin for 8 yards (tackle by Mark Simoneau),2.540,3.910
3,10:43,1,10,PHI 25,7,19,"Josh McCown pass complete to Larry Fitzgerald for 25 yards, touchdown",3.910,7.000
3,,,,PHI 2,7,20,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,7,20,"Nick Novak kicks off 68 yards, returned by Bruce Perry for 28 yards (tackle by Obafemi Ayanbadejo)",0.000,-0.940
3,10:30,1,10,PHI 30,7,20,Ryan Moats left tackle for -2 yards (tackle by Karlos Dansby),0.940,0.120
3,9:54,2,12,PHI 28,7,20,Mike McMahon pass complete to Reggie Brown for 4 yards (tackle by James Darling),0.120,-0.030
3,9:10,3,8,PHI 32,7,20,Mike McMahon pass incomplete intended for L.J. Smith,-0.030,-1.240
3,9:06,4,8,PHI 32,7,20,"Sean Landeta punts 50 yards, fair catch by Reggie Swinton",-1.240,-0.040
3,8:58,1,10,ARI 18,7,20,Obafemi Ayanbadejo up the middle for 1 yard (tackle by Trent Cole),0.040,-0.320
3,8:19,2,9,ARI 19,7,20,Josh McCown up the middle for 8 yards (tackle by Sheldon Brown),-0.320,-0.020
3,7:34,3,1,ARI 27,7,20,Josh McCown pass complete to Larry Fitzgerald for 13 yards (tackle by Donald Strickland),-0.020,1.600
3,6:53,1,10,ARI 40,7,20,Marcel Shipp right end for 5 yards (tackle by Brian Dawkins and Jeremiah Trotter),1.600,1.730
3,6:12,2,5,ARI 45,7,20,Marcel Shipp left tackle for 14 yards (tackle by Brian Dawkins and Hollis Thomas),1.730,2.850
3,5:27,1,10,PHI 41,7,20,Josh McCown pass incomplete intended for Anquan Boldin is intercepted by Sheldon Brown at PHI-35 and returned for 7 yards,2.850,-1.730
3,5:19,1,10,PHI 42,7,20,Mike McMahon pass incomplete intended for Reggie Brown,1.730,1.190
3,5:15,2,10,PHI 42,7,20,"Mike McMahon sacked by Chike Okeafor and Darnell Dockett for -4 yards. Mike McMahon fumbles (forced by Chike Okeafor), recovered by Jon Runyan at PHI-36 and returned for 8 yards. Penalty on Jamaal Jackson: Illegal Block Above the Waist, 10 yards",1.190,-0.030
3,4:59,2,19,PHI 33,7,20,Koy Detmer pass incomplete intended for Greg Lewis,-0.030,-0.690
3,4:45,3,19,PHI 33,7,20,Koy Detmer pass complete to Reno Mahe for 7 yards (tackle by Darnell Dockett),-0.690,-0.720
3,4:13,4,12,PHI 40,7,20,"Sean Landeta punts 55 yards (tackle by Keith Adams). Penalty on Robert Tate: Offensive Holding, 2 yards, Penalty on Darryl Blackstock: Offensive Holding (Declined)",-0.720,0.380
3,4:02,1,10,ARI 3,7,20,J.J. Arrington right tackle for 2 yards (tackle by Jeremiah Trotter),-0.380,-0.630
3,3:32,2,8,ARI 5,7,20,J.J. Arrington up the middle for 2 yards (tackle by Trent Cole),-0.630,-0.950
3,2:52,3,6,ARI 7,7,20,Josh McCown pass complete to Bryant Johnson for 12 yards (tackle by Mike Patterson),-0.950,0.150
3,2:03,1,10,ARI 19,7,20,Josh McCown pass complete to Eric Edwards for 6 yards (tackle by Jeremiah Trotter),0.150,0.480
3,1:27,2,4,ARI 25,7,20,Josh McCown pass complete to Adam Bergen for 20 yards (tackle by Brian Dawkins and Keith Adams),0.480,1.930
3,0:48,1,10,ARI 45,7,20,J.J. Arrington up the middle for 1 yard (tackle by Trent Cole),1.930,1.520
Quarter,Time,Down,ToGo,Location,PHI,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,ARI 46,7,20,Josh McCown pass complete to Eric Edwards for 6 yards (tackle by Jeremiah Trotter),1.520,1.620
4,14:23,3,3,PHI 48,7,20,Josh McCown pass complete to Bryant Johnson for 11 yards (tackle by Mark Simoneau),1.620,3.120
4,13:43,1,10,PHI 37,7,20,J.J. Arrington left tackle for no gain (tackle by Mike Patterson),3.120,2.570
4,13:04,2,10,PHI 37,7,20,Josh McCown pass incomplete intended for Larry Fitzgerald,2.570,1.880
4,12:58,3,10,PHI 37,7,20,Josh McCown pass complete to Adam Bergen for 15 yards (tackle by Brian Dawkins and Mark Simoneau),1.880,4.110
4,12:16,1,10,PHI 22,7,20,Josh McCown left end for 2 yards (tackle by Keith Adams and Trent Cole),4.110,3.830
4,11:32,2,8,PHI 20,7,26,"Josh McCown pass complete to Anquan Boldin for 20 yards, touchdown",3.830,7.000
4,,,,PHI 2,7,27,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,7,27,"Nick Novak kicks off 65 yards, returned by Bruce Perry for 37 yards (tackle by Eric Green)",0.000,-1.730
4,11:17,1,10,PHI 42,7,27,Mike McMahon pass complete to Reggie Brown for 11 yards (tackle by Adrian Wilson),1.730,2.460
4,10:50,1,10,ARI 47,7,27,"Mike McMahon pass incomplete intended for Greg Lewis. Penalty on David Macklin: Defensive Pass Interfere, 22 yards (no play)",2.460,3.910
4,10:48,1,10,ARI 25,7,27,Mike McMahon pass complete to Billy McMullen for 4 yards (tackle by Robert Tate),3.910,3.900
4,10:25,2,6,ARI 21,13,27,"Mike McMahon pass complete to Billy McMullen for 21 yards, touchdown",3.900,7.000
4,,,,ARI 2,14,27,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,14,27,"David Akers kicks off 66 yards, returned by Reggie Swinton for 20 yards (tackle by Justin Ena)",0.000,0.540
4,10:15,1,10,ARI 24,14,27,Marcel Shipp up the middle for no gain (tackle by Brian Dawkins),0.540,0.000
4,9:36,2,10,ARI 24,14,27,Josh McCown pass complete to Eric Edwards for 5 yards (tackle by Dhani Jones),0.000,-0.030
4,9:08,3,5,ARI 29,14,27,"Josh McCown pass complete to Anquan Boldin for 8 yards (tackle by Donald Strickland). Anquan Boldin fumbles (forced by Donald Strickland), recovered by Adam Bergen at ARI-39",-0.030,1.530
4,8:19,1,10,ARI 39,14,27,Marcel Shipp right tackle for 8 yards (tackle by Jeremiah Trotter),1.530,2.070
4,7:39,2,2,ARI 47,14,27,Marcel Shipp left tackle for 2 yards (tackle by Mike Patterson),2.070,2.190
4,6:59,1,10,ARI 49,14,27,Josh McCown left end for no gain (tackle by Trent Cole),2.190,1.650
4,6:17,2,10,ARI 49,14,27,Josh McCown pass complete to Anquan Boldin for 4 yards (tackle by Juqua Thomas),1.650,1.490
4,5:30,3,6,PHI 47,14,27,"Josh McCown pass complete to Bryant Johnson for 47 yards. Penalty on Anquan Boldin: Illegal Shift, 5 yards (no play)",1.490,0.830
4,5:21,3,11,ARI 48,14,27,Josh McCown pass incomplete intended for Anquan Boldin,0.830,-0.190
4,5:17,4,11,ARI 48,14,27,Scott Player punts 50 yards,-0.190,0.380
4,5:10,1,10,PHI 2,14,27,Mike McMahon pass complete to L.J. Smith for 9 yards (tackle by James Darling),-0.380,-0.120
4,4:49,2,1,PHI 11,14,27,Mike McMahon pass incomplete intended for Billy McMullen (defended by Eric Green),-0.120,-0.370
4,4:44,3,1,PHI 11,14,27,Mike McMahon pass incomplete intended for Reggie Brown,-0.370,-2.490
4,4:37,4,1,PHI 11,14,27,"Sean Landeta punts 50 yards, returned by Reggie Swinton for 6 yards (tackle by Dexter Wynn). Penalty on Robert Tate: Illegal Block Above the , 10 yards",-2.490,-0.940
4,4:28,1,10,ARI 30,14,27,J.J. Arrington left tackle for -2 yards (tackle by Jeremiah Trotter),0.940,0.120
4,4:23,,,,14,27,Timeout #1 by Philadelphia Eagles,0.000,0.120
4,4:23,2,12,ARI 28,14,27,Marcel Shipp left end for no gain (tackle by Trent Cole),0.120,-0.560
4,4:18,,,,14,27,Timeout #2 by Philadelphia Eagles,0.000,-0.560
4,4:18,3,12,ARI 28,14,27,Marcel Shipp left tackle for 3 yards (tackle by Trent Cole),-0.560,-1.310
4,4:13,,,,14,27,Timeout #3 by Philadelphia Eagles,0.000,-1.310
4,4:12,4,9,ARI 31,14,27,"Scott Player punts 40 yards, returned by Dexter Wynn for 4 yards (tackle by Damien Anderson)",-1.310,-1.140
4,4:02,1,10,PHI 33,14,27,Mike McMahon pass incomplete intended for L.J. Smith,1.140,0.590
4,3:53,2,10,PHI 33,14,27,Mike McMahon pass incomplete intended for Billy McMullen (defended by Orlando Huff),0.590,-0.100
4,3:49,3,10,PHI 33,14,27,"Penalty on Shawn Andrews: False Start, 5 yards (no play)",-0.100,-0.760
4,3:49,3,15,PHI 28,14,27,Mike McMahon pass incomplete intended for Billy McMullen,-0.760,-1.500
4,3:42,4,15,PHI 28,14,27,"Sean Landeta punts 56 yards, returned by Reggie Swinton for 1 yard (tackle by Dexter Wynn)",-1.500,0.060
4,3:33,1,10,ARI 17,14,27,Marcel Shipp up the middle for 1 yard (tackle by Hollis Thomas),-0.060,-0.420
4,2:48,2,9,ARI 18,14,27,Damien Anderson up the middle for 1 yard (tackle by Sam Rayburn and Trent Cole),-0.420,-1.000
4,2:48,3,8,ARI 19,14,27,Damien Anderson up the middle for 6 yards (tackle by Jeremiah Trotter and Keith Adams),-1.000,-1.700
4,1:59,4,2,ARI 25,14,27,"Scott Player punts 51 yards, returned by Dexter Wynn for 27 yards (tackle by Obafemi Ayanbadejo)",-1.700,-2.320
4,1:45,1,10,ARI 49,14,27,Mike McMahon pass incomplete intended for Reno Mahe (defended by Darnell Dockett),2.320,1.780
4,1:40,2,10,ARI 49,14,27,"Penalty on Greg Lewis: False Start, 5 yards (no play)",1.780,1.110
4,1:40,2,15,PHI 46,14,27,Mike McMahon pass complete to Reggie Brown for 11 yards (tackle by Eric Green),1.110,1.880
4,1:11,3,4,ARI 43,14,27,Mike McMahon pass complete to Reggie Brown for 12 yards (tackle by Orlando Huff),1.880,3.510
4,0:55,1,10,ARI 31,14,27,"Mike McMahon pass incomplete intended for Billy McMullen. Penalty on Adrian Wilson: Defensive Pass Interfere, 30 yards (no play)",3.510,6.970
4,0:51,1,1,ARI 1,14,27,Reno Mahe up the middle for no gain (tackle by Tim Bulman),6.970,5.910
4,0:32,2,1,ARI 1,14,27,Penalty on Darnell Dockett: Encroachment (no play),5.910,5.910
4,0:32,2,1,ARI 1,14,27,Mike McMahon pass incomplete intended for Reno Mahe,5.910,5.170
4,0:28,3,1,ARI 1,20,27,"Mike McMahon up the middle for 1 yard, touchdown",5.170,7.000
4,,,,ARI 2,21,27,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,21,27,"David Akers kicks off 15 yards, returned by Eric Green for 4 yards (tackle by Billy McMullen)",0.000,2.850
4,0:23,1,10,PHI 41,21,27,Josh McCown kneels for -2 yards,2.850,2.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
