Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
2,9:25,,,JAX 35,0,6,"Josh Lambo kicks off 60 yards, returned by Andre Roberts for no gain (tackle by Cody Davis)",0.000,0.410
2,9:20,1,10,NYJ 22,0,6,Sam Darnold pass complete short middle to Quincy Enunwa for 16 yards (tackle by Barry Church),0.410,1.470
2,8:41,1,10,NYJ 38,0,6,Sam Darnold pass complete short left to Quincy Enunwa for 5 yards (tackle by Tyler Patmon),1.470,1.600
2,8:05,2,5,NYJ 43,0,6,Bilal Powell up the middle for 8 yards (tackle by Malik Jackson),1.600,2.320
2,7:28,1,10,JAX 49,0,6,Sam Darnold pass complete short right to Quincy Enunwa for 3 yards (tackle by Tyler Patmon),2.320,2.190
2,6:51,2,7,JAX 46,0,6,"Sam Darnold pass complete deep left to Chris Herndon for 33 yards (tackle by A.J. Bouye). Penalty on Eric Tomlinson: Offensive Holding, 10 yards (no play)",2.190,0.840
2,6:19,2,17,NYJ 44,0,6,Sam Darnold right end for 5 yards (tackle by Telvin Smith),0.840,0.830
2,5:38,3,12,NYJ 49,0,6,Sam Darnold sacked by Malik Jackson for -9 yards,0.830,-0.720
2,4:54,4,21,NYJ 40,0,6,Lac Edwards punts 38 yards out of bounds,-0.720,-0.410
2,4:46,1,10,JAX 22,0,6,Blake Bortles pass incomplete short left intended for James O'Shaughnessy,0.410,-0.130
2,4:39,2,10,JAX 22,0,6,Blake Bortles pass complete short middle to Dede Westbrook for 27 yards (tackle by Morris Claiborne),-0.130,2.190
2,3:50,1,10,JAX 49,0,6,Blake Bortles sacked by Leonard Williams for -10 yards,2.190,0.300
2,3:09,2,20,JAX 39,0,6,Blake Bortles pass complete short middle to Dede Westbrook for 6 yards (tackle by Darron Lee),0.300,0.430
2,2:33,3,14,JAX 45,0,6,Blake Bortles pass complete short left to James O'Shaughnessy for 17 yards (tackle by Darron Lee),0.430,3.050
2,2:00,1,10,NYJ 38,0,6,T.J. Yeldon left end for 7 yards (tackle by Darryl Roberts),3.050,3.450
2,1:56,2,3,NYJ 31,0,12,"Blake Bortles pass complete short middle to T.J. Yeldon for 31 yards, touchdown",3.450,7.000
2,1:47,,,NYJ 15,0,13,Josh Lambo kicks extra point good,0.000,0.000
2,1:47,,,JAX 35,0,13,"Josh Lambo kicks off 60 yards, returned by Andre Roberts for no gain (tackle by Jarrod Wilson)",0.000,0.150
2,1:43,1,10,NYJ 19,0,13,"Sam Darnold pass deep left is intercepted by Tashaun Gipson at NYJ-42 and returned for 22 yards. Penalty on A.J. Bouye: Defensive Holding, 5 yards (no play)",0.150,0.540
2,1:31,1,10,NYJ 24,0,13,Sam Darnold pass complete deep right to Chris Herndon for 18 yards,0.540,1.730
2,1:25,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:25,1,10,NYJ 42,0,13,Sam Darnold pass incomplete short right intended for Robby Anderson,1.730,1.190
2,1:21,2,10,NYJ 42,0,13,Sam Darnold pass complete short middle to Jordan Leggett for 9 yards (tackle by Myles Jack),1.190,1.690
2,1:12,,,,,,Timeout #1 by New York Jets,,
2,1:12,3,1,JAX 49,0,13,Sam Darnold pass incomplete deep right intended for Bilal Powell,1.690,0.000
2,1:07,4,1,JAX 49,0,13,"Sam Darnold pass incomplete deep right intended for Quincy Enunwa. Penalty on Tashaun Gipson: Taunting, 14 yards",0.000,-1.270
2,1:00,1,10,JAX 35,0,13,Blake Bortles pass complete short middle to Dede Westbrook for 24 yards (tackle by Jamal Adams),1.270,2.850
2,0:50,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:50,1,10,NYJ 41,0,13,Blake Bortles up the middle for 5 yards (tackle by Marcus Maye),2.850,2.980
2,0:43,2,5,NYJ 36,0,13,Blake Bortles pass incomplete short middle intended for Austin Seferian-Jenkins (defended by Henry Anderson),2.980,2.280
2,0:38,3,5,NYJ 36,0,13,Blake Bortles pass incomplete short middle intended for Austin Seferian-Jenkins,2.280,0.880
2,0:34,4,5,NYJ 36,0,16,Josh Lambo 54 yard field goal good,0.880,3.000
2,0:29,,,JAX 35,0,16,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
2,0:29,1,10,NYJ 25,0,16,Sam Darnold pass incomplete short right intended for Quincy Enunwa (defended by Jalen Ramsey),0.610,0.060
2,0:25,2,10,NYJ 25,0,16,Sam Darnold pass complete short middle to Bilal Powell for 8 yards (tackle by Tashaun Gipson),0.060,0.430
2,0:17,,,,,,Timeout #2 by New York Jets,,
2,0:17,3,2,NYJ 33,0,16,Sam Darnold left end for 3 yards (tackle by Tashaun Gipson),0.430,1.330
2,0:10,1,10,NYJ 36,0,16,Sam Darnold sacked by Yannick Ngakoue for -4 yards,1.330,0.250
Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,0,16,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,JAX 25,0,16,Dede Westbrook left end for 11 yards (tackle by Marcus Maye),0.610,1.330
3,14:29,1,10,JAX 36,0,16,T.J. Yeldon up the middle for 6 yards (tackle by Jamal Adams),1.330,1.600
3,13:58,2,4,JAX 42,0,16,T.J. Yeldon left end for -2 yards (tackle by Jamal Adams),1.600,0.630
3,13:17,3,6,JAX 40,0,16,Blake Bortles pass complete short right to Niles Paul for 4 yards (tackle by Jamal Adams),0.630,-0.460
3,12:40,4,2,JAX 44,0,16,Logan Cooke punts 54 yards downed by Donald Payne,-0.460,0.380
3,12:27,1,10,NYJ 2,0,18,"Isaiah Crowell left end for -2 yards (tackle by Marcell Dareus and Calais Campbell), safety.",-0.380,2.000
3,12:22,,,NYJ 20,0,18,"Lac Edwards kicks off 56 yards, returned by Dede Westbrook for no gain (tackle by Josh Martin). Penalty on Ronnie Harrison: Illegal Block Above the Waist, 10 yards",0.000,0.410
3,12:15,1,10,JAX 22,0,18,Blake Bortles pass complete short left to Corey Grant for 9 yards (tackle by Darron Lee and Marcus Maye),0.410,1.080
3,11:41,2,1,JAX 31,0,18,Blake Bortles pass complete short left to Donte Moncrief for 7 yards,1.080,1.470
3,11:15,1,10,JAX 38,0,18,Blake Bortles pass incomplete short middle intended for Dede Westbrook,1.470,0.920
3,11:12,2,10,JAX 38,0,18,T.J. Yeldon up the middle for 1 yard (tackle by Jeremiah Attaochu),0.920,0.370
3,10:33,3,9,JAX 39,0,18,"Blake Bortles pass complete deep right to Dede Westbrook for 25 yards (tackle by Trumaine Johnson) Penalty on JAX: Illegal Shift, 5 yards (no play)",0.370,-0.290
3,10:04,3,14,JAX 34,0,18,Blake Bortles pass complete short middle to T.J. Yeldon for 2 yards (tackle by J.J. Wilcox),-0.290,-0.980
3,9:24,4,12,JAX 36,0,18,"Logan Cooke punts 46 yards. Penalty on DJ Chark: Kick Catch Interference, 15 yards",-0.980,-1.140
3,9:14,1,10,NYJ 33,0,18,Bilal Powell up the middle for 1 yard (tackle by Marcell Dareus),1.140,0.730
3,8:38,2,9,NYJ 34,0,18,Sam Darnold pass complete short right to Bilal Powell for 8 yards (tackle by Myles Jack),0.730,1.090
3,7:56,3,1,NYJ 42,0,18,Sam Darnold pass incomplete short right intended for Bilal Powell,1.090,-0.590
3,7:52,4,1,NYJ 42,0,18,"Lac Edwards punts 58 yards, touchback.",-0.590,-0.280
3,7:44,1,10,JAX 20,0,18,"Penalty on Tyler Shatley: False Start, 5 yards (no play)",0.280,-0.310
3,7:44,1,15,JAX 15,0,18,T.J. Yeldon left end for 3 yards (tackle by Brandon Copeland),-0.310,-0.630
3,7:09,2,12,JAX 18,0,18,Blake Bortles pass incomplete short right intended for Keelan Cole,-0.630,-1.330
3,7:05,3,12,JAX 18,0,18,Blake Bortles pass short middle (defended by Avery Williamson) intended for Dede Westbrook is intercepted by Darryl Roberts at JAC-26 and returned for 3 yards,-1.330,-4.040
3,6:58,1,10,JAX 23,0,18,Isaiah Crowell up the middle for 1 yard (tackle by Calais Campbell),4.040,3.630
3,6:19,2,9,JAX 22,0,18,Sam Darnold pass incomplete deep left intended for Jermaine Kearse,3.630,2.940
3,6:15,3,9,JAX 22,0,18,Sam Darnold pass complete short left to Jermaine Kearse for 12 yards,2.940,4.910
3,5:54,1,10,JAX 10,0,18,Bilal Powell up the middle for 1 yard (tackle by Calais Campbell),4.910,4.380
3,5:08,2,9,JAX 9,0,18,Sam Darnold pass incomplete short middle intended for Quincy Enunwa (defended by A.J. Bouye),4.380,3.360
3,5:05,3,9,JAX 9,0,18,Sam Darnold pass incomplete short middle intended for Quincy Enunwa,3.360,2.830
3,4:58,4,9,JAX 9,3,18,Jason Myers 27 yard field goal good. Penalty on A.J. Bouye: Defensive Offside (Declined),2.830,3.000
3,4:58,,,NYJ 35,3,18,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,4:58,1,10,JAX 25,3,18,T.J. Yeldon right end for 10 yards (tackle by Marcus Maye),0.610,1.270
3,4:25,,,,,,Timeout #1 by New York Jets,,
3,4:25,1,10,JAX 35,3,18,"Tyler Shatley aborted snap, recovered by Blake Bortles at JAC-33 (tackle by Leonard Williams)",1.270,0.450
3,3:47,2,12,JAX 33,3,24,"Blake Bortles pass complete deep right to Donte Moncrief for 67 yards, touchdown",0.450,7.000
3,3:40,,,NYJ 15,3,25,Josh Lambo kicks extra point good,0.000,0.000
3,3:40,,,JAX 35,3,25,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
3,3:40,1,10,NYJ 25,3,25,Sam Darnold sacked by Barry Church for -10 yards,0.610,-1.430
3,2:56,2,20,NYJ 15,3,25,Isaiah Crowell up the middle for 3 yards (tackle by Taven Bryan and Myles Jack),-1.430,-1.720
3,2:17,3,17,NYJ 18,3,25,Sam Darnold pass incomplete deep left intended for Jermaine Kearse,-1.720,-2.240
3,2:12,4,17,NYJ 18,3,25,"Lac Edwards punts 52 yards, returned by Jaydon Mickens for 8 yards (tackle by Terrence Brooks)",-2.240,-1.470
3,2:03,1,10,JAX 38,3,25,"T.J. Yeldon up the middle for 1 yard (tackle by Avery Williamson). Penalty on Mike Pennel: Illegal Use of Hands, 5 yards",1.470,1.860
3,1:36,1,10,JAX 44,3,25,Blake Bortles pass complete short right to Austin Seferian-Jenkins for 3 yards (tackle by Trumaine Johnson),1.860,1.720
3,0:55,2,7,JAX 47,3,25,Blake Bortles pass incomplete short right intended for Corey Grant,1.720,1.030
3,0:50,3,7,JAX 47,3,25,Blake Bortles pass incomplete short left intended for Dede Westbrook (defended by Henry Anderson),1.030,-0.260
3,0:45,4,7,JAX 47,3,25,"Logan Cooke punts 40 yards, returned by Andre Roberts for 7 yards (tackle by Lerentee McCray). Penalty on Carson Tinker: Offensive Holding, 10 yards",-0.260,-0.940
3,0:33,1,10,NYJ 30,3,25,Bilal Powell up the middle for no gain (tackle by Tyler Patmon),0.940,0.390
Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,NYJ 30,3,25,Sam Darnold pass complete short left to Jermaine Kearse for 11 yards (tackle by Tyler Patmon),0.390,1.660
4,14:28,1,10,NYJ 41,3,25,"Sam Darnold pass complete deep right to Quincy Enunwa for 42 yards (tackle by A.J. Bouye). Penalty on Quincy Enunwa: Delay of Game, 5 yards",1.660,4.110
4,13:48,1,10,JAX 22,3,25,Sam Darnold pass incomplete deep right intended for Jermaine Kearse,4.110,3.560
4,13:44,2,10,JAX 22,3,25,Sam Darnold pass complete short left to Bilal Powell for 2 yards (tackle by Marcell Dareus),3.560,3.140
4,13:00,3,8,JAX 20,3,25,Sam Darnold pass incomplete short middle intended for Bilal Powell,3.140,2.120
4,12:56,4,8,JAX 20,6,25,Jason Myers 38 yard field goal good,2.120,3.000
4,12:53,,,NYJ 35,6,25,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,12:53,1,10,JAX 25,6,25,"T.J. Yeldon up the middle for 4 yards (tackle by Avery Williamson). T.J. Yeldon fumbles (forced by Avery Williamson), recovered by Trumaine Johnson at JAC-30 and returned for 25 yards (tackle by Blake Bortles)",0.610,-6.060
4,12:44,1,5,JAX 5,6,25,Bilal Powell up the middle for 1 yard (tackle by Barry Church),6.060,5.340
4,12:04,2,4,JAX 4,6,25,Sam Darnold pass complete short left to Jordan Leggett for 2 yards (tackle by Tashaun Gipson),5.340,4.950
4,11:21,3,2,JAX 2,12,25,"Sam Darnold pass complete short middle to Jordan Leggett for 2 yards, touchdown",4.950,7.000
4,11:18,,,JAX 2,12,25,"Two Point Attempt: Sam Darnold pass incomplete intended for Quincy Enunwa, conversion fails",0.000,-1.000
4,11:18,,,NYJ 35,12,25,"Jason Myers kicks off 46 yards, returned by Dede Westbrook for no gain (tackle by Marcus Maye)",0.000,1.070
4,11:13,1,10,JAX 32,12,25,Blake Bortles pass complete short middle to Niles Paul for 7 yards (tackle by Darron Lee and Jordan Jenkins),1.070,1.470
4,10:40,2,3,JAX 39,12,25,T.J. Yeldon up the middle for 2 yards (tackle by Jordan Jenkins),1.470,1.030
4,10:04,3,1,JAX 41,12,25,T.J. Yeldon up the middle for no gain (tackle by Leonard Williams),1.030,-0.650
4,9:25,4,1,JAX 41,12,25,"Logan Cooke punts 45 yards, fair catch by Andre Roberts at NYJ-14",-0.650,0.280
4,9:18,1,10,NYJ 14,12,25,Sam Darnold pass incomplete deep middle intended for Robby Anderson,-0.280,-0.750
4,9:12,2,10,NYJ 14,12,25,Sam Darnold pass incomplete short right intended for Terrelle Pryor,-0.750,-1.400
4,9:05,3,10,NYJ 14,12,25,Sam Darnold pass incomplete short left intended for Jordan Leggett,-1.400,-2.470
4,8:59,4,10,NYJ 14,12,25,"Lac Edwards punts 46 yards, muffed catch by Jaydon Mickens",-2.470,-1.660
4,8:50,1,10,JAX 41,12,25,Blake Bortles pass incomplete short right intended for Dede Westbrook (defended by Buster Skrine),1.660,1.120
4,8:45,2,10,JAX 41,12,25,Blake Bortles pass complete short right to T.J. Yeldon for 15 yards (tackle by Trumaine Johnson),1.120,2.650
4,7:55,1,10,NYJ 44,12,25,T.J. Yeldon up the middle for 2 yards (tackle by Leonard Williams),2.650,2.380
4,7:13,2,8,NYJ 42,12,25,Blake Bortles pass complete short left to Dede Westbrook for 14 yards (tackle by Marcus Maye),2.380,3.710
4,6:32,1,10,NYJ 28,12,25,Corey Grant up the middle for 5 yards (tackle by Jamal Adams and Avery Williamson),3.710,3.840
4,5:51,2,5,NYJ 23,12,25,"Blake Bortles pass complete short left to Dede Westbrook for 7 yards (tackle by Buster Skrine). Dede Westbrook fumbles (forced by Buster Skrine), recovered by Buster Skrine at NYJ-16 (tackle by Dede Westbrook)",3.840,0.140
4,5:43,1,10,NYJ 16,12,25,"Sam Darnold pass complete short middle to Quincy Enunwa for 39 yards (tackle by Tashaun Gipson). Penalty on Kelvin Beachum: Offensive Holding, 8 yards (no play)",-0.140,-0.680
4,5:08,1,18,NYJ 8,12,25,Sam Darnold pass incomplete short left intended for Robby Anderson,-0.680,-1.360
4,5:05,2,18,NYJ 8,12,25,Sam Darnold pass complete short right to Robby Anderson for 12 yards (tackle by Jalen Ramsey),-1.360,-0.820
4,4:38,3,6,NYJ 20,12,25,Sam Darnold pass incomplete short right intended for Robby Anderson,-0.820,-2.030
4,4:33,4,6,NYJ 20,12,25,"Lac Edwards punts 48 yards, returned by Jaydon Mickens for 3 yards (tackle by Doug Middleton)",-2.030,-1.270
4,4:22,1,10,JAX 35,12,25,T.J. Yeldon left end for 5 yards (tackle by Nathan Shepherd),1.270,1.400
4,4:14,,,,,,Timeout #2 by New York Jets,,
4,4:14,2,5,JAX 40,12,25,Blake Bortles pass complete short left to James O'Shaughnessy for 11 yards (tackle by Morris Claiborne),1.400,2.320
4,3:30,1,10,NYJ 49,12,25,Blake Bortles pass complete short left to DJ Chark for 6 yards (tackle by Jamal Adams),2.320,2.590
4,2:48,2,4,NYJ 43,12,25,T.J. Yeldon left end for 3 yards (tackle by Jeremiah Attaochu),2.590,2.280
4,2:35,,,,,,Timeout #3 by New York Jets,,
4,2:35,3,1,NYJ 40,12,25,"Blake Bortles pass complete short middle to Dede Westbrook for 20 yards (tackle by Jamal Adams). Penalty on Jamal Adams: Unnecessary Roughness, 10 yards",2.280,4.910
4,2:10,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,2:10,1,10,NYJ 10,12,25,T.J. Yeldon right end for 2 yards (tackle by Jamal Adams),4.910,4.570
4,2:00,2,8,NYJ 8,12,25,T.J. Yeldon up the middle for 4 yards (tackle by Jordan Jenkins),4.570,4.490
4,1:15,3,4,NYJ 4,12,25,T.J. Yeldon left end for 3 yards (tackle by Avery Williamson),4.490,3.550
4,0:27,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,0:27,4,1,NYJ 1,12,31,"T.J. Yeldon up the middle for 1 yard, touchdown",3.550,7.000
4,0:25,,,NYJ 2,12,31,"Two Point Attempt: Blake Bortles pass incomplete intended for Dede Westbrook, conversion fails",0.000,-1.000
4,0:25,,,JAX 35,12,31,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
4,0:25,1,10,NYJ 25,12,31,Bilal Powell right end for 6 yards (tackle by Taven Bryan),0.610,0.870
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
